Sample:	'1
File name:	Default_20230221_144151.FD3
Run date:	'14:35:30, 02/21/2023
Operator:	dsjg
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2198-001
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	230.0/345.0	 1481
2	230.0/610.0	14.42
3	230.0/625.0	14.55
4	235.0/260.0	135.1
5	235.0/615.0	15.06
6	240.0/265.0	142.5
7	245.0/270.0	140.5
8	255.0/280.0	205.1
9	255.0/425.0	600.8
10	255.0/445.0	605.3
11	260.0/570.0	55.24
12	265.0/585.0	44.86
13	270.0/595.0	43.24
14	275.0/335.0	 1109
15	275.0/610.0	54.49
16	280.0/340.0	 1120
17	280.0/625.0	50.86
18	285.0/635.0	42.42
19	460.0/340.0	4.667
20	465.0/345.0	4.610
21	475.0/350.0	4.390
22	565.0/340.0	5.349

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	17.53	373.3	635.7	120.8	3.011	1.517	1.245	1.363	1.266	1.279	1.029	1.051	0.915	0.908	0.672	0.618	0.493	0.530	0.380	0.487	0.370	0.339	0.338	0.358	0.313	0.296	0.267	0.252	0.244	0.250	0.241	0.191	0.180	0.165	0.203	0.238	0.289	0.264	0.215	0.198	0.177	0.171	0.174	0.164	0.122	0.125	0.211	1.013	2.520	2.266	0.946	0.208	0.085	0.076	0.050	0.071	0.057	0.053	0.050	0.042	0.047	0.038	0.053	0.035	0.037	0.019	0.029	0.025	0.027	0.010	0.001	0.018	0.005	0.012	0.007	0.016	0.006
235.0	12.20	119.6	617.3	670.6	188.3	3.425	1.598	1.386	1.246	1.495	1.356	1.235	0.940	0.947	0.666	0.585	0.530	0.501	0.555	0.414	0.434	0.318	0.458	0.382	0.376	0.359	0.271	0.274	0.295	0.219	0.261	0.206	0.170	0.144	0.124	0.174	0.257	0.301	0.276	0.240	0.175	0.209	0.166	0.183	0.179	0.163	0.149	0.327	0.893	1.852	2.847	3.812	1.960	0.361	0.085	0.051	0.069	0.114	0.035	0.052	0.057	0.043	0.050	0.040	0.022	0.023	0.032	0.040	0.044	0.010	0.027	0.005	0.023	0.016	0.003	0.013	0.018
240.0	25.95	37.79	237.5	957.9	565.0	127.4	2.646	2.155	1.372	1.669	1.097	1.149	1.097	0.735	0.805	0.659	0.607	0.566	0.585	0.480	0.516	0.426	0.469	0.312	0.348	0.268	0.290	0.270	0.228	0.319	0.192	0.214	0.161	0.150	0.144	0.174	0.183	0.217	0.270	0.228	0.206	0.180	0.160	0.173	0.166	0.232	0.169	0.177	0.323	0.605	1.514	4.325	6.199	3.990	1.242	0.186	0.054	0.076	0.027	0.050	0.072	0.065	0.039	0.048	0.050	0.018	0.015	0.022	0.064	0.011	0.025	0.015	0.016	0.030	0.013	0.015	0.010
245.0	26.61	45.80	69.73	452.9	 1231	470.8	73.59	3.161	1.960	2.506	1.242	1.344	1.314	0.929	0.844	0.804	0.682	0.613	0.513	0.430	0.413	0.360	0.415	0.392	0.301	0.323	0.343	0.286	0.253	0.185	0.180	0.198	0.183	0.216	0.127	0.171	0.120	0.190	0.288	0.226	0.214	0.224	0.184	0.181	0.148	0.233	0.291	0.272	0.208	0.213	0.437	1.479	3.946	6.713	6.239	3.665	0.614	0.106	0.066	0.055	0.033	0.059	0.036	0.045	0.045	0.018	0.039	0.016	0.048	0.007	0.011	0.019	0.041	0.027	0.019	0.021	0.005
250.0	13.49	55.45	77.37	127.3	510.7	 1164	 1004	188.7	8.606	2.511	1.768	1.779	1.330	1.177	1.092	0.817	0.682	0.673	0.554	0.486	0.517	0.449	0.345	0.458	0.305	0.370	0.337	0.268	0.292	0.222	0.199	0.187	0.189	0.203	0.141	0.188	0.125	0.130	0.190	0.222	0.243	0.238	0.211	0.201	0.138	0.186	0.229	0.286	0.362	0.336	0.303	0.429	1.031	2.202	3.932	6.027	6.966	6.466	3.024	0.808	0.100	0.047	0.064	0.048	0.051	0.040	0.034	0.023	0.024	0.011	0.016	0.012	0.012	0.017	0.012	0.014	0.010
255.0	6.427	19.85	86.04	122.1	133.4	366.2	 1291	 2582	264.4	8.200	2.790	2.555	1.632	1.368	1.127	1.190	1.036	0.632	0.578	0.570	0.461	0.437	0.354	0.390	0.417	0.330	0.361	0.286	0.276	0.236	0.267	0.178	0.198	0.140	0.180	0.162	0.100	0.138	0.135	0.193	0.204	0.252	0.244	0.238	0.157	0.175	0.176	0.192	0.202	0.374	0.532	0.469	0.449	0.580	0.964	1.553	3.091	7.114	10.37	10.69	4.538	0.698	0.095	0.067	0.077	0.032	0.035	0.017	0.026	0.007	0.022	0.002	0.017	0.012	0.009	0.017	0.009
260.0	3.825	6.908	40.06	135.1	107.6	96.25	490.6	 2611	 1789	208.7	5.105	3.213	2.111	1.638	1.438	1.084	0.989	0.743	0.711	0.572	0.476	0.476	0.529	0.442	0.348	0.346	0.322	0.318	0.376	0.271	0.282	0.207	0.162	0.134	0.146	0.197	0.123	0.120	0.140	0.141	0.196	0.188	0.225	0.227	0.174	0.170	0.145	0.130	0.157	0.182	0.352	0.624	0.773	0.535	0.318	0.445	0.821	2.046	5.396	10.81	13.14	10.04	3.588	0.339	0.082	0.056	0.068	0.037	0.016	0.020	0.036	0.019	0.013	0.034	0.029	0.050	0.003
265.0	3.700	3.375	15.23	79.71	142.5	70.77	125.6	 1036	 2387	 1694	145.0	3.956	2.585	1.930	1.578	1.169	1.146	0.866	0.756	0.652	0.527	0.536	0.448	0.594	0.299	0.399	0.299	0.287	0.285	0.277	0.263	0.309	0.196	0.189	0.193	0.171	0.149	0.136	0.137	0.099	0.148	0.138	0.213	0.199	0.174	0.146	0.164	0.133	0.132	0.143	0.197	0.350	0.661	0.899	0.582	0.335	0.279	0.586	1.393	3.541	8.343	14.70	15.19	8.085	1.409	0.110	0.065	0.046	0.036	0.018	0.052	0.044	0.025	0.032	0.024	0.027	0.030
270.0	7.776	7.303	9.195	26.15	86.53	140.5	98.92	260.1	892.6	 2056	 2158	651.2	24.79	2.673	1.927	1.598	1.170	1.122	0.910	0.719	0.455	0.543	0.469	0.485	0.401	0.393	0.368	0.341	0.289	0.317	0.234	0.239	0.197	0.186	0.200	0.189	0.162	0.152	0.129	0.120	0.106	0.117	0.168	0.210	0.209	0.196	0.201	0.187	0.174	0.148	0.126	0.179	0.255	0.479	0.666	0.769	0.781	0.455	0.495	0.891	2.108	4.466	7.951	11.90	13.04	10.55	5.895	1.562	0.106	0.041	0.071	0.034	0.036	0.045	0.037	0.018	0.022
