Sample:	'1
File name:	Default_20230301_162626.FD3
Run date:	'16:20:05, 03/01/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
230.0	-105.2	-38.83	809.6	805.7	25.37	-39.49	-34.16	-26.79	-31.80	-24.06	-19.37	-13.55	-13.20	-11.14	-10.05	-7.615	-6.290	-5.524	-5.259	-4.920	-4.451	-2.770	-4.149	-3.684	-2.981	-2.526	-2.124	-3.339	-3.411	-3.029	-2.956	-2.544	-2.478	-2.043	-1.506	-1.896	-1.759	-1.631	-1.500	-1.162	-1.550	-1.467	-1.527	-1.658	-1.289	-1.428	-0.882	-0.595	0.867	1.105	-0.004	-0.954	-1.084	-1.413	-1.496	-1.522	-1.764	-1.588	-1.591	-1.678	-1.930	-1.805	-1.534	-1.841	-1.748	-1.404	-2.096	-2.010	-1.867	-2.038	-1.758	-1.568	-1.781	-1.823	-2.201	-1.986	-2.370
235.0	-97.39	-33.83	266.8	 1765	 1561	92.50	-27.01	-39.28	-26.89	-27.16	-24.20	-22.34	-15.86	-12.52	-14.06	-5.317	-7.611	-4.773	-6.973	-5.477	-4.511	-4.245	-4.206	-2.759	-2.485	-2.217	-1.297	-3.937	-3.427	-2.802	-1.772	-2.026	-1.518	-2.264	-1.245	-1.152	-2.477	-2.178	-0.771	-1.377	-1.556	-1.604	-1.253	-1.159	-1.453	-1.027	-0.698	-1.248	-0.225	1.034	2.808	3.891	0.959	-1.198	-1.867	-1.210	-1.642	-1.651	-2.113	-1.410	-1.606	-1.513	-1.472	-2.155	-1.401	-1.782	-1.762	-1.862	-1.855	-2.210	-2.206	-1.866	-2.082	-2.345	-2.304	-1.676	-2.714
240.0	-102.5	-93.56	-5.308	 1005	 3382	 1583	56.80	-17.14	-16.05	-19.86	-19.88	-14.51	-11.52	-17.56	-8.180	-4.822	-6.590	-6.876	-4.506	-4.328	-3.892	-4.689	-2.937	-2.664	-3.215	-2.061	-2.358	-2.700	-3.525	-2.566	-2.196	-2.321	-1.630	-1.937	-1.612	-1.606	-2.036	-2.043	-1.702	-1.218	-1.546	-1.814	-1.298	-1.784	-2.427	-1.505	-1.468	-1.724	-1.521	-0.592	0.651	5.133	7.555	4.004	0.895	-0.961	-1.614	-1.487	-1.783	-1.494	-1.539	-1.768	-1.812	-1.977	-1.787	-1.775	-1.484	-1.448	-1.432	-2.044	-2.095	-2.430	-1.732	-2.065	-2.251	-2.330	-2.754
245.0	-105.1	-28.84	-39.20	234.1	 2224	 4679	 1317	-1.203	-9.365	-19.38	-23.53	-17.35	-17.48	-11.44	-8.997	-6.943	-5.406	-5.215	-4.760	-3.813	-3.124	-5.486	-3.726	-4.211	-3.183	-1.945	-3.298	-3.109	-2.726	-2.159	-3.127	-2.309	-1.768	-2.095	-1.890	-1.390	-1.549	-1.250	-1.381	-1.956	-1.284	-1.266	-1.384	-1.544	-2.105	-1.222	-1.350	-1.094	-1.320	-0.951	-0.549	0.274	4.035	9.446	8.995	4.196	-0.638	-1.635	-1.331	-1.457	-1.802	-1.792	-2.094	-1.836	-1.497	-1.575	-2.057	-2.187	-1.589	-1.505	-2.355	-2.343	-1.851	-1.845	-2.264	-3.326	-2.552
250.0	-153.2	-68.06	-42.95	55.98	546.4	 2597	 4910	 3035	341.6	-15.44	-19.00	-12.18	-15.21	-10.28	-6.421	-7.955	-4.779	-3.560	-4.213	-4.075	-4.833	-3.626	-3.218	-3.773	-3.242	-2.424	-1.796	-2.694	-2.733	-2.788	-2.398	-2.373	-2.412	-1.940	-2.279	-1.661	-1.034	-1.634	-1.890	-2.199	-1.362	-1.312	-1.768	-1.792	-1.760	-1.296	-1.234	-1.209	-0.721	-0.842	-0.929	-0.573	-0.106	2.181	4.409	8.635	10.71	8.650	3.541	-0.885	-1.692	-1.863	-1.879	-1.928	-1.615	-1.430	-1.566	-1.948	-2.200	-1.616	-1.827	-2.221	-2.223	-2.354	-2.257	-3.033	-2.117
255.0	-151.6	-96.62	-53.06	87.63	151.5	561.9	 1846	 6432	 5055	394.9	-12.80	-11.51	-9.977	-11.82	-9.823	-7.301	-7.832	-3.877	-2.405	-1.785	-3.297	-5.319	-4.043	-2.653	-3.906	-0.925	-1.741	-3.473	-2.796	-2.275	-3.301	-1.965	-2.791	-2.387	-1.964	-2.094	-1.509	-2.563	-1.176	-1.947	-1.299	-1.030	-2.031	-1.435	-1.207	-1.366	-1.441	-1.112	-1.082	-0.759	-0.769	-0.599	-1.146	-0.292	-0.149	0.875	2.877	8.826	17.80	16.19	4.549	-0.702	-1.807	-2.007	-2.060	-1.575	-1.483	-1.949	-1.546	-2.031	-1.914	-1.736	-1.975	-2.347	-1.578	-2.912	-2.368
260.0	-154.9	-108.8	-96.93	49.79	171.6	146.3	419.3	 3023	 8154	 1593	168.5	-8.785	-5.066	-7.218	-7.241	-3.528	-4.172	-1.595	-4.546	-3.993	-4.341	-4.936	-2.219	-3.785	-3.117	-1.774	-2.710	-2.410	-3.281	-2.904	-2.045	-1.042	-2.434	-1.742	-2.383	-2.104	-1.941	-1.794	-1.594	-1.457	-1.473	-0.855	-1.566	-1.292	-0.867	-1.070	-1.202	-1.659	-1.137	-0.653	-0.760	-0.519	-0.635	-0.640	-0.914	-1.552	-0.826	0.961	7.967	17.30	20.82	13.92	1.980	-1.955	-1.497	-1.420	-1.517	-1.163	-1.941	-2.036	-1.431	-1.928	-2.018	-2.664	-1.507	-2.505	-2.491
265.0	-75.53	-111.4	-68.06	-46.96	128.3	195.7	93.11	724.6	 4489	 8740	 1303	60.72	-8.937	-12.93	-1.985	-6.499	-5.516	-4.086	-3.729	-3.864	-3.934	-4.925	-2.513	-4.460	-1.084	-2.362	-1.561	-1.475	-3.445	-3.205	-2.766	-1.724	-2.934	-2.901	-1.333	-2.250	-2.753	-2.054	-2.382	-1.154	-1.449	-1.481	-1.951	-1.203	-1.748	-0.801	-0.556	-1.205	-1.129	-0.551	-0.743	-0.899	-0.876	-0.896	-1.199	-1.602	-1.403	-1.037	1.251	3.763	13.29	24.43	23.04	7.887	-0.501	-1.515	-2.022	-2.019	-2.093	-2.175	-2.046	-2.175	-1.787	-1.998	-1.582	-2.098	-2.257
270.0	-42.57	-86.78	-81.91	-38.12	13.60	162.0	224.8	199.9	 1088	 4242	 8044	 4807	353.2	-5.455	-3.015	-5.855	-2.319	-5.771	-3.379	-3.059	-3.684	-3.199	-2.883	-2.708	-1.583	-2.232	-2.199	-2.746	-2.093	-2.340	-2.329	-1.871	-3.084	-1.738	-1.083	-1.790	-1.891	-1.668	-2.164	-1.755	-1.518	-1.387	-1.615	-1.329	-1.423	-1.308	-1.004	-1.034	-1.172	-0.758	-0.555	-1.259	-1.334	-1.070	-0.673	-0.627	-1.050	-1.189	-0.326	-0.679	2.095	6.131	13.55	19.04	22.72	17.92	5.915	-0.566	-1.634	-1.954	-2.165	-1.758	-1.721	-1.744	-2.038	-2.274	-2.185
275.0	-110.8	-71.53	-57.29	-48.91	-17.12	20.87	199.8	327.1	329.9	 1049	 2923	 9908	 7022	416.9	-2.444	-5.602	-3.806	-4.364	-3.497	-3.037	-5.663	-2.862	-0.999	-3.116	-1.732	-2.816	-2.291	-2.794	-1.565	-2.604	-1.814	-2.753	-1.898	-2.045	-1.133	-2.088	-1.119	-1.278	-1.525	-2.020	-2.550	-1.977	-1.903	-1.456	-1.285	-1.379	-1.151	-1.317	-1.246	-1.038	-0.939	-1.724	-0.945	-0.369	-1.264	-0.862	-0.473	-0.217	-0.641	-1.396	-0.089	0.712	2.278	3.745	7.743	20.21	32.98	24.48	7.251	-1.251	-2.194	-1.610	-1.858	-1.776	-1.746	-2.065	-2.099
280.0	-110.8	-101.4	-42.77	-20.17	-10.13	-1.895	109.0	406.2	442.3	533.1	 1048	 4387	9999.9	 5396	228.4	-0.214	-3.797	-1.406	-1.127	-2.387	-4.045	-1.996	-1.339	-3.669	-2.192	-3.627	-3.312	-3.544	-3.036	-2.190	-1.925	-2.080	-0.743	-2.244	-1.824	-2.214	-0.780	-1.613	-1.969	-1.397	-2.598	-1.456	-1.168	-1.485	-1.697	-1.749	-1.079	-1.135	-1.262	-1.014	-0.564	-1.270	-1.570	-0.643	-1.132	-1.430	-0.486	-1.246	-0.408	-0.979	-0.611	-0.219	0.242	0.243	1.484	4.210	15.04	31.62	35.96	18.60	2.669	-1.400	-1.993	-2.171	-1.611	-2.011	-1.488
285.0	-89.00	-96.64	-22.55	-23.05	-19.97	19.63	82.36	349.1	782.9	733.7	904.7	 1691	 5694	9999.9	 3800	79.40	3.456	-2.330	-0.191	-2.947	-2.262	-2.975	-3.935	-3.344	-2.152	-2.158	-1.996	-2.222	-1.638	-2.105	-2.981	-1.086	-1.295	-1.926	-2.537	-1.824	-1.530	-1.317	-2.575	-0.782	-1.326	-1.677	-1.789	-1.310	-1.423	-0.715	-1.392	-0.829	-1.106	-0.526	-0.970	-0.502	-0.787	-1.070	-1.472	-0.960	-1.088	-0.986	-0.186	0.688	-0.016	-0.168	0.201	0.504	0.511	0.578	3.532	9.169	23.55	37.67	33.58	11.35	-0.453	-2.354	-1.316	-1.802	-2.218
290.0	-111.5	-49.38	-14.46	-1.405	12.11	51.17	140.5	346.5	790.5	 1294	 1330	 1347	 1919	 5011	 9976	 5436	212.3	5.268	0.748	-2.671	-1.259	-2.750	-3.267	-1.659	-2.164	-1.764	-1.599	-1.386	-2.964	-2.178	-2.337	-1.882	-1.191	-1.653	-1.817	-0.987	-1.620	-1.824	-1.786	-0.996	-1.346	-1.286	-1.565	-1.867	-1.669	-0.876	-1.226	-0.774	-1.361	-0.763	-0.950	-0.912	-1.314	-1.257	-1.140	-1.259	-0.504	-0.261	-0.610	0.386	0.293	1.210	1.389	1.723	0.701	0.332	1.191	2.022	5.030	11.02	20.68	30.23	30.38	20.23	7.688	-0.949	-1.918
295.0	-92.87	-37.85	4.187	11.56	40.29	90.20	175.5	389.8	789.9	 1320	 1883	 1584	 1115	 1323	 3072	 9953	 8454	279.8	4.404	-3.183	-0.012	-2.568	-0.531	1.604	-0.857	-1.088	-1.827	-1.096	-2.083	-2.275	-1.632	-1.808	-2.371	-1.500	-2.054	-1.672	-1.860	-1.247	-1.958	-1.243	-1.951	-1.843	-1.742	-1.541	-1.772	-0.962	-0.840	-0.664	-1.116	-0.544	-0.441	-0.988	-0.924	-0.971	-1.271	-0.755	-1.120	-0.641	-0.238	0.028	0.523	1.020	1.905	2.432	1.766	1.892	1.214	1.287	1.143	1.818	3.597	6.086	10.71	27.18	45.06	31.63	7.710
300.0	-69.23	-74.79	12.87	27.48	49.16	90.68	222.0	436.3	799.8	 1284	 1886	 1891	 1027	557.9	793.7	 3822	9999.9	 3229	173.8	2.556	0.093	-0.463	-1.555	-0.341	-2.770	-2.141	-0.700	-1.927	-1.166	-2.072	-2.070	-2.121	-2.238	-1.980	-1.952	-2.006	-1.416	-1.082	-1.657	-1.928	-1.450	-1.572	-0.972	-1.394	-0.613	-1.773	-1.002	-0.508	-1.154	-0.669	-0.668	-1.022	-1.133	-1.371	-1.214	-0.926	-1.000	-0.316	-0.069	-0.069	0.993	1.295	1.088	2.194	2.212	2.514	1.738	0.801	-0.277	0.221	-0.651	-0.534	0.989	6.189	21.84	44.97	50.76
305.0	-57.02	-63.33	14.58	36.10	51.33	135.7	227.2	479.0	820.9	 1250	 1682	 1933	 1169	449.5	326.0	980.8	 4980	9999.9	 2552	88.08	1.963	2.256	-0.423	0.698	-1.161	-1.187	-1.798	-1.440	-0.217	0.449	-2.899	-0.749	-1.538	-2.213	-0.863	-1.947	-1.595	-1.680	-1.204	-1.379	-1.262	-1.394	-1.186	-0.938	-1.163	-1.468	-1.244	-1.264	-1.150	-0.542	-0.966	-0.814	-0.706	-1.223	-0.727	-1.052	-0.537	-0.729	0.403	-0.109	0.345	0.546	1.517	1.529	1.699	2.601	2.041	1.247	-0.168	-0.575	-0.839	-0.864	-1.177	0.516	3.813	13.84	34.77
310.0	-98.96	-41.57	34.69	76.43	86.79	162.8	282.5	506.8	803.3	 1199	 1547	 1616	 1360	722.9	330.9	366.6	 1240	 4631	 9363	 5975	143.8	7.480	1.623	-0.281	-0.197	-0.395	-1.217	-1.660	-1.715	-1.116	-1.730	-1.707	-1.980	-1.084	-1.757	-1.550	-1.328	-1.804	-0.811	-1.047	-1.365	-1.928	-1.133	-1.097	-1.839	-1.203	-1.208	-1.486	-1.205	-1.056	-0.804	-0.916	-0.512	-0.857	-1.285	-0.379	-0.802	-0.636	-0.394	0.486	0.617	0.746	1.244	1.569	1.680	1.421	1.766	1.929	1.209	0.160	-0.412	-0.861	-0.828	-0.723	-0.306	2.041	6.724
315.0	-64.90	-53.84	-16.14	102.7	101.0	212.2	322.7	529.4	839.8	 1157	 1420	 1442	 1172	962.1	604.2	293.3	373.9	 1079	 2820	 9739	 8289	201.8	4.481	2.932	-0.022	-0.392	-0.233	-1.106	-1.352	-1.020	-1.759	-1.394	-2.297	-0.761	-1.167	-1.616	-1.228	-2.285	-0.864	-1.968	-1.016	-1.808	-1.254	-1.214	-1.870	-0.843	-0.849	-1.162	-0.809	-0.964	-0.875	-0.553	-1.126	-0.184	-0.947	0.022	-0.326	-0.175	0.355	0.425	0.856	0.562	1.604	1.493	2.060	0.598	1.678	1.532	0.905	0.579	-0.161	-0.276	-0.768	-0.783	-0.865	-0.877	0.021
320.0	-81.84	-33.62	17.96	75.20	125.0	197.6	336.2	559.5	842.1	 1149	 1385	 1400	 1113	851.6	825.4	393.2	196.9	293.3	671.7	 3650	9999.9	 6327	136.8	4.748	2.682	0.183	0.798	-1.021	-1.601	-0.303	-1.114	-0.949	-2.080	-0.847	-0.910	-1.018	-1.456	-0.900	-1.237	-1.737	-1.218	-1.808	-2.293	-1.973	-1.907	-1.408	-1.278	-1.164	-0.667	-0.672	-1.109	-0.921	-0.731	-0.502	-0.848	0.177	-1.173	-0.533	-0.386	0.270	0.253	0.571	1.255	1.347	2.126	0.645	0.850	0.511	0.065	0.681	0.473	0.524	-0.015	-1.077	-1.189	-0.805	-1.142
325.0	-146.6	-25.88	2.951	90.25	110.3	229.5	388.0	555.4	830.9	 1089	 1316	 1329	 1060	779.4	766.6	583.9	196.7	124.1	185.0	869.9	 4873	9999.9	 1883	76.84	4.444	1.169	0.221	0.327	-0.279	-0.793	-0.177	-0.720	-0.462	-1.892	-0.941	-1.456	-1.497	-0.993	-1.362	-0.641	-1.516	-1.506	-1.983	-1.940	-1.173	-1.177	-1.058	-0.887	-0.599	-0.853	-0.712	-0.997	-0.335	-0.126	-0.711	-0.649	-0.602	-0.248	-0.327	-0.047	-0.050	0.429	1.324	1.332	1.676	0.832	1.174	0.315	0.704	-0.198	0.097	0.619	-0.162	-0.253	-0.622	-1.504	-0.736
330.0	-138.6	7.238	52.43	91.20	149.9	272.4	405.7	591.9	809.7	 1032	 1194	 1235	 1037	766.6	606.5	568.9	372.3	131.2	79.23	221.9	 1160	 4535	 8824	 5623	115.0	5.796	2.487	0.713	0.088	0.045	-0.579	0.103	-0.539	-1.019	-0.736	-1.411	-1.485	-1.409	-1.449	-1.030	-1.650	-1.360	-1.714	-1.467	-1.108	-1.190	-1.068	-0.842	-0.473	-0.922	-0.777	-0.725	-0.624	-0.260	-0.277	-0.365	-0.039	0.284	-0.327	0.232	0.167	0.468	0.866	0.898	1.288	1.484	1.160	0.827	0.537	-0.154	-0.218	-0.248	-0.256	-0.434	-0.671	-0.608	-0.992
335.0	-139.5	7.142	102.1	150.6	211.6	316.3	413.0	585.1	770.2	936.2	 1143	 1109	964.2	739.2	558.2	412.9	382.3	290.3	82.56	80.71	282.3	 1033	 2693	 9662	 8296	163.5	5.809	2.297	0.944	-0.938	-0.762	0.125	-0.743	-1.077	-1.701	-1.805	-0.929	-1.404	-0.666	-0.952	-1.171	-1.590	-2.402	-1.159	-1.619	-1.550	-1.330	-0.584	-0.670	-0.757	-0.861	-0.964	-0.670	-0.471	-0.894	-0.282	-0.195	-0.242	-0.137	0.556	0.942	0.462	0.267	0.960	0.565	0.507	0.149	0.951	0.345	0.289	-0.238	-0.490	-0.077	-0.634	-0.934	-1.124	-0.161
340.0	-103.9	-13.40	91.70	146.1	240.9	315.2	400.8	578.7	713.7	865.2	 1020	 1015	907.6	702.7	525.8	354.1	264.8	338.6	173.7	60.51	91.79	256.2	627.8	 3686	9999.9	 6318	117.7	7.016	3.287	0.292	0.286	-0.674	-2.348	-1.534	-1.330	-1.039	-0.994	-0.431	-1.528	-0.816	-1.248	-1.853	-1.994	-0.700	-1.613	-1.476	-1.525	-0.654	-1.208	-0.965	-0.532	-0.892	-0.401	0.072	-0.584	-0.994	0.257	-0.702	-0.673	0.394	0.617	0.711	-0.255	1.097	0.331	0.084	0.501	0.270	0.592	0.280	-0.356	-0.650	-0.644	-1.081	-0.678	-1.057	-1.433
345.0	-85.49	5.792	119.5	166.9	243.7	339.7	417.6	542.5	669.2	807.1	910.6	882.6	830.3	644.1	495.5	331.7	204.1	238.6	289.8	99.63	54.13	87.23	164.7	872.7	 5054	9999.9	 1504	71.00	3.555	1.047	2.341	-0.664	-1.048	-0.564	-1.460	-0.988	-1.237	-1.070	-0.567	-0.816	-0.809	-1.014	-1.332	-1.471	-0.976	-1.904	-0.666	-1.175	-1.253	-0.330	-0.526	-0.536	-0.656	-0.209	-1.038	-0.345	0.371	-0.683	-0.372	0.257	0.441	0.140	0.180	0.559	0.587	0.224	0.414	-0.776	-0.295	-0.108	0.079	-0.764	-0.771	-1.286	-1.236	-1.033	-1.142
350.0	-91.71	-53.02	78.20	179.4	263.5	325.6	414.2	509.9	576.9	687.9	737.7	743.6	683.9	549.1	433.5	295.6	180.8	141.7	211.6	220.8	96.89	56.25	64.55	219.8	 1208	 4764	 8826	 5231	97.47	6.096	2.684	1.590	-0.552	-0.616	-0.456	-0.691	-1.153	-1.138	-0.861	-0.844	-0.850	-0.925	-1.388	-1.049	-1.544	-1.621	-0.740	-1.219	-0.778	-0.266	-0.882	-0.841	-0.359	-0.658	-0.357	-0.437	-0.424	-0.191	-0.116	0.080	0.208	-0.139	0.396	-0.032	0.162	0.068	0.031	-0.309	-0.354	-0.040	-0.370	-0.137	-1.062	-0.531	-1.074	-1.693	-1.473
355.0	-55.38	-54.96	35.86	174.0	281.4	359.5	386.8	457.4	493.1	573.9	621.9	617.7	564.7	460.8	357.5	265.1	169.8	118.7	120.6	188.2	215.2	85.84	51.43	80.35	293.1	 1083	 2880	 9720	 7508	136.2	6.713	3.749	1.543	0.467	-0.638	0.109	-0.563	-1.327	-0.658	-1.098	-1.042	-0.964	-1.593	-1.505	-1.587	-1.830	-1.141	-1.181	-0.192	-0.457	-0.772	-1.135	-0.770	-0.858	-0.503	0.249	-0.797	-0.627	-0.238	0.194	-0.233	-0.152	-0.243	0.093	-0.030	0.113	-0.519	-0.524	-1.035	-0.620	-0.501	-0.537	-1.453	-1.093	-1.618	-1.789	-1.147
360.0	-127.4	-57.78	70.35	131.6	259.8	349.2	403.5	424.0	458.2	539.2	517.1	516.2	470.4	397.1	322.7	241.3	158.1	122.6	103.9	123.3	224.0	167.4	60.01	51.80	93.40	264.3	672.4	 4003	9999.9	 5504	94.41	3.853	3.257	1.101	0.144	0.151	-0.454	-0.615	-0.802	-0.852	-0.783	-1.539	-1.979	-1.100	-1.083	-1.463	-1.008	-0.708	-0.742	-0.687	-0.881	-1.353	-0.521	-1.005	-0.591	-0.358	-0.249	-0.828	-0.574	-0.200	-0.171	-0.677	-0.364	-0.521	-0.318	0.270	-0.314	-0.773	-0.995	-1.036	-1.082	-0.823	-1.234	-1.354	-1.386	-1.947	-1.094
365.0	-132.4	4.784	66.55	143.5	267.0	329.4	380.2	393.4	419.1	459.6	457.4	452.2	418.7	357.8	293.2	224.9	149.2	121.7	103.9	104.5	159.4	224.3	112.4	52.87	54.07	86.93	172.8	956.6	 5425	9999.9	 1304	48.40	3.070	1.829	2.015	0.784	0.627	0.288	-1.285	-1.216	-0.247	-1.067	-1.132	-2.149	-1.160	-1.531	-1.067	-1.051	-0.647	-0.705	-0.216	-1.556	0.248	-0.272	-0.498	-0.686	-0.959	-0.895	-0.855	-0.152	-0.216	-1.148	-0.289	-0.703	-0.046	0.025	-0.327	-0.891	-0.718	-1.089	-0.949	-0.468	-1.098	-0.597	-1.661	-1.079	-1.650
370.0	-105.9	5.617	77.01	164.0	243.9	296.0	333.0	353.5	364.1	383.3	387.5	377.1	343.4	312.0	257.6	210.3	151.8	128.9	117.4	107.6	114.5	165.1	196.2	105.5	56.87	53.01	65.00	233.8	 1308	 5087	 8981	 4713	74.17	5.171	2.920	0.799	0.354	0.134	-0.594	-0.482	-0.830	-1.382	-1.379	-1.303	-1.013	-1.299	-1.103	-0.394	-0.617	-0.621	-0.326	-1.081	-0.126	-0.053	-0.359	-0.629	-0.720	-0.368	-0.583	-0.591	-0.591	-0.732	-0.141	-0.953	-0.144	-0.473	-0.477	-0.302	-1.240	-0.944	-0.859	-0.856	-0.846	-0.727	-1.516	-1.482	-1.445
375.0	-59.17	-8.694	39.73	177.6	244.6	280.5	313.2	324.0	314.4	327.4	322.7	304.3	279.4	253.4	230.1	188.4	152.0	130.0	125.9	116.2	112.4	118.9	158.3	196.6	96.74	56.59	47.77	81.27	313.5	 1154	 3212	9999.9	 6478	100.1	5.335	1.916	2.028	0.134	-0.644	-0.413	-0.904	-0.824	-0.705	-1.023	-1.416	-1.478	-0.923	-0.724	-0.274	-0.262	-0.521	-0.415	-0.310	-0.493	-0.211	-0.270	-0.425	-0.454	-0.943	-0.556	-0.684	-1.004	-0.603	-1.340	-0.450	-0.755	-1.179	-0.644	-0.881	-1.483	-1.072	-0.789	-0.737	-1.130	-1.600	-1.223	-1.601
