Sample:	'1
File name:	Default_20230725_154731.FD3
Run date:	'15:41:11, 07/25/2023
Operator:	dsjg
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2198-001
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	225.0/350.0	604.1
2	225.0/360.0	608.7
3	225.0/545.0	64.57
4	245.0/380.0	808.8
5	255.0/280.0	164.4
6	260.0/285.0	166.1
7	270.0/300.0	294.4
8	270.0/595.0	34.35
9	275.0/305.0	337.1
10	275.0/605.0	30.16
11	280.0/310.0	320.7
12	280.0/620.0	24.16
13	285.0/315.0	321.8
14	285.0/630.0	18.60
15	290.0/325.0	310.6
16	305.0/345.0	235.1
17	310.0/350.0	224.8
18	315.0/355.0	231.1
19	320.0/365.0	241.7
20	330.0/375.0	249.8
21	335.0/380.0	258.8
22	445.0/525.0	18.75
23	500.0/385.0	3.670

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	101.8	 1441	 2261	465.2	13.45	4.732	3.159	2.949	3.173	2.401	2.130	1.984	1.718	1.435	1.237	1.143	1.145	0.980	0.978	0.923	0.793	0.805	0.726	0.708	0.722	0.712	0.716	0.574	0.653	0.667	0.659	0.692	0.681	0.682	0.774	0.894	0.914	0.864	0.789	0.834	0.860	1.069	0.987	0.880	0.733	0.729	1.168	4.244	8.788	7.842	3.457	1.008	0.547	0.511	0.460	0.502	0.486	0.427	0.439	0.408	0.372	0.381	0.342	0.345	0.342	0.330	0.283	0.284	0.260	0.282	0.256	0.275	0.233	0.214	0.203	0.211	0.202
235.0	76.19	415.8	 1605	 2003	434.6	18.64	4.071	2.623	3.063	2.500	2.565	2.218	2.504	1.790	1.204	1.168	1.129	0.906	0.792	0.865	0.774	0.853	0.948	0.810	0.827	0.750	0.637	0.626	0.600	0.700	0.690	0.770	0.640	0.676	0.705	0.792	0.918	0.915	0.776	0.709	1.019	0.871	0.830	1.016	0.971	0.867	0.776	1.517	3.172	4.992	6.865	8.568	4.954	1.387	0.501	0.454	0.519	0.402	0.486	0.373	0.333	0.393	0.439	0.322	0.355	0.374	0.259	0.299	0.288	0.280	0.265	0.221	0.221	0.262	0.206	0.207	0.206
240.0	97.15	126.0	544.2	 1922	 1954	326.0	10.12	4.668	3.211	2.884	3.121	2.255	2.394	1.903	1.547	1.249	1.099	1.039	0.813	0.953	0.786	0.861	0.754	0.708	0.725	0.809	0.703	0.623	0.644	0.588	0.677	0.712	0.668	0.643	0.654	0.750	0.773	0.789	0.840	0.824	0.886	0.861	0.723	0.822	0.990	1.011	0.758	0.918	1.120	1.722	3.235	7.795	10.78	8.207	3.292	0.786	0.598	0.451	0.454	0.431	0.397	0.344	0.373	0.330	0.342	0.357	0.312	0.319	0.308	0.306	0.252	0.204	0.176	0.208	0.224	0.235	0.197
245.0	84.17	106.4	144.4	790.5	 2371	 1798	207.5	6.390	4.413	2.820	2.787	2.131	2.070	1.827	1.636	1.059	1.207	0.962	0.924	1.002	0.860	0.882	0.772	0.741	0.659	0.732	0.709	0.812	0.661	0.648	0.649	0.642	0.663	0.695	0.710	0.773	0.787	0.749	0.947	0.794	0.832	0.860	0.790	0.835	0.795	0.981	1.006	0.935	0.826	0.848	1.183	2.630	6.242	10.51	11.72	6.542	2.193	0.514	0.475	0.428	0.379	0.329	0.370	0.343	0.346	0.345	0.349	0.342	0.306	0.278	0.292	0.225	0.201	0.223	0.194	0.188	0.150
250.0	37.75	85.38	109.4	213.2	884.8	 2090	 2127	695.4	33.93	4.550	3.313	3.288	2.609	2.036	1.706	1.354	1.327	1.280	1.111	1.156	0.951	0.889	0.784	0.876	0.818	0.774	0.688	0.738	0.639	0.696	0.640	0.706	0.640	0.717	0.663	0.689	0.750	0.680	0.827	0.784	0.853	0.894	0.759	0.823	0.815	0.757	0.820	0.946	0.942	0.956	0.835	1.080	1.860	3.579	6.371	9.091	11.71	10.07	5.746	1.859	0.446	0.400	0.443	0.365	0.366	0.319	0.315	0.410	0.279	0.314	0.306	0.248	0.226	0.253	0.192	0.237	0.180
255.0	17.22	32.69	92.09	140.8	224.4	595.9	 2031	 2961	318.9	35.05	4.902	4.215	3.175	2.006	2.170	1.399	1.374	1.385	1.108	1.262	0.860	0.846	0.992	0.851	0.744	0.771	0.733	0.751	0.733	0.755	0.623	0.572	0.718	0.731	0.733	0.788	0.759	0.743	0.743	0.675	0.791	0.792	0.815	0.812	0.871	0.772	0.769	0.767	0.793	0.838	0.973	1.094	1.055	1.252	1.806	2.557	4.578	9.565	16.10	16.25	8.510	1.966	0.473	0.493	0.339	0.301	0.373	0.328	0.247	0.287	0.362	0.244	0.245	0.198	0.219	0.211	0.215
260.0	12.25	15.22	46.29	126.6	128.0	150.3	711.5	 2836	 2529	269.1	18.45	4.911	4.175	2.478	1.952	2.044	1.300	1.626	1.387	1.293	0.959	1.129	0.994	0.929	0.854	0.817	0.841	0.785	0.658	0.788	0.670	0.617	0.698	0.650	0.708	0.712	0.708	0.671	0.661	0.738	0.824	0.876	0.836	0.862	0.804	0.728	0.671	0.701	0.726	0.695	0.780	1.051	1.041	1.001	0.845	1.005	1.485	3.078	7.407	15.50	19.95	15.35	6.001	1.001	0.389	0.377	0.334	0.396	0.354	0.263	0.336	0.257	0.215	0.235	0.229	0.192	0.223
265.0	10.32	10.60	17.89	72.64	134.8	88.39	178.5	 1103	 3461	 2210	218.5	9.795	4.529	3.073	2.615	2.070	1.795	1.613	1.119	1.145	1.199	1.014	1.022	0.797	0.931	0.796	0.690	0.869	0.721	0.932	0.812	0.595	0.715	0.625	0.800	0.832	0.700	0.794	0.756	0.745	0.723	0.869	0.929	0.850	0.849	0.810	0.719	0.709	0.634	0.691	0.656	0.792	0.998	1.263	0.955	0.750	0.751	1.129	2.110	5.121	11.75	20.92	22.21	12.71	3.376	0.449	0.381	0.380	0.303	0.361	0.287	0.270	0.221	0.245	0.186	0.209	0.192
270.0	15.30	12.10	10.59	24.91	76.69	119.3	108.1	273.3	 1209	 2930	 3111	901.7	58.02	4.735	3.649	2.834	2.179	1.860	1.345	1.394	1.346	1.111	0.946	1.116	0.853	0.816	0.791	0.853	0.791	0.852	0.777	0.724	0.773	0.698	0.814	0.821	0.712	0.718	0.745	0.763	0.663	0.774	0.774	0.845	0.896	0.880	0.785	0.706	0.691	0.685	0.656	0.655	0.714	0.785	0.945	1.092	1.022	0.880	0.956	1.517	3.125	6.645	11.59	17.20	20.28	17.35	9.595	3.009	0.458	0.306	0.334	0.288	0.275	0.212	0.241	0.216	0.172
275.0	33.71	24.49	13.58	12.85	25.28	66.09	149.0	140.0	288.8	782.4	 2538	 4809	 1340	66.34	5.089	3.941	2.942	2.488	1.752	1.367	1.603	1.275	1.158	1.098	1.019	1.007	0.918	0.728	0.948	0.836	0.763	0.797	0.770	0.877	0.898	0.779	0.913	0.928	0.794	0.940	0.864	0.824	0.663	0.920	0.932	0.932	0.898	0.875	0.722	0.746	0.692	0.640	0.643	0.657	0.717	0.742	1.018	1.243	1.110	0.936	1.064	1.860	2.936	4.420	7.251	14.45	23.93	26.17	13.70	2.558	0.476	0.323	0.333	0.266	0.290	0.243	0.206
280.0	63.00	44.29	23.77	15.67	15.03	28.54	108.8	164.4	125.8	200.5	813.4	 3475	 5014	 1053	33.19	4.822	3.602	2.886	2.149	1.823	1.714	1.374	1.120	1.113	1.184	0.998	0.945	0.918	0.931	0.797	0.896	0.808	0.828	0.900	0.811	0.950	1.036	0.995	0.883	0.901	0.860	0.847	0.856	0.798	0.899	0.939	0.998	0.868	0.777	0.740	0.703	0.712	0.604	0.686	0.642	0.666	0.724	0.966	1.240	1.157	0.999	0.903	1.087	1.453	2.065	4.246	10.04	21.13	29.71	23.32	8.653	0.990	0.339	0.247	0.306	0.283	0.243
285.0	91.83	66.71	36.79	21.84	15.20	17.51	55.05	147.9	166.1	96.82	226.4	 1184	 4108	 4826	763.6	13.23	4.430	3.391	2.405	1.896	1.745	1.549	1.235	1.188	1.163	1.133	1.084	0.931	0.874	0.954	0.889	0.825	0.831	0.877	1.063	1.011	1.296	1.179	1.079	0.999	0.929	0.961	0.964	0.787	0.881	0.951	1.128	1.028	0.801	0.816	0.667	0.687	0.621	0.687	0.625	0.590	0.558	0.655	0.807	1.191	1.348	1.052	0.821	0.786	0.985	1.350	2.726	6.536	15.14	26.12	30.31	18.23	3.998	0.408	0.291	0.340	0.191
