Sample:	'1
File name:	Default_20230314_001254.FD3
Run date:	'00:06:33, 03/14/2023
Operator:	dsjg
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2198-001
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	225.0/345.0	 1345
2	270.0/375.0	 5315
3	270.0/600.0	248.7
4	275.0/355.0	 5187
5	275.0/605.0	254.3
6	545.0/380.0	25.60
7	550.0/375.0	25.59
8	555.0/355.0	25.45
9	560.0/350.0	25.11

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	45.48	773.6	 1440	344.2	18.71	14.27	18.86	21.84	23.19	22.22	20.92	19.86	17.66	15.54	13.64	12.47	12.04	11.29	10.84	10.57	10.04	9.453	9.562	9.253	8.826	8.730	8.187	7.663	7.361	7.394	7.069	6.447	6.309	6.050	5.451	4.999	4.479	3.982	3.596	3.367	3.086	2.853	2.654	2.557	2.339	2.288	2.439	4.211	7.154	7.088	4.137	1.959	1.374	1.351	1.310	1.224	1.150	1.110	0.991	0.961	0.853	0.803	0.724	0.706	0.648	0.622	0.564	0.487	0.491	0.387	0.363	0.329	0.321	0.213	0.202	0.239	0.191
235.0	17.06	225.1	 1171	 2362	418.2	54.23	23.89	28.21	27.69	24.48	24.21	22.15	19.84	16.91	15.11	13.72	12.55	12.00	11.35	11.34	10.37	9.811	9.820	9.534	9.818	8.743	8.339	8.233	7.573	7.560	7.071	6.605	6.040	5.918	5.637	4.777	4.472	4.178	3.741	3.442	3.254	2.856	2.632	2.560	2.366	2.326	2.258	2.615	3.450	5.165	8.090	12.68	9.797	3.647	1.407	1.196	1.201	1.092	1.052	0.863	0.915	0.882	0.685	0.790	0.680	0.631	0.627	0.534	0.537	0.427	0.321	0.322	0.360	0.233	0.196	0.263	0.212
240.0	15.81	62.26	423.9	 2861	 3646	396.5	57.13	35.54	34.74	31.62	28.29	25.31	22.27	18.85	16.81	14.51	13.24	12.50	11.95	11.83	11.10	10.26	10.28	9.767	10.01	9.593	8.606	8.492	7.934	8.152	7.475	6.687	6.218	5.635	5.312	4.942	4.602	4.305	3.953	3.700	3.261	2.844	2.649	2.633	2.531	2.339	2.178	2.124	2.174	2.684	4.587	12.77	24.17	21.19	12.94	3.187	1.285	1.203	1.122	0.945	0.974	0.941	0.715	0.828	0.745	0.684	0.633	0.580	0.492	0.441	0.386	0.399	0.250	0.276	0.227	0.279	0.157
245.0	24.05	34.32	115.6	 1336	 8039	9999.9	342.2	59.92	46.63	39.06	34.37	30.50	24.65	20.84	17.86	15.52	14.76	13.99	12.69	11.96	11.35	10.80	10.54	10.11	10.06	9.762	9.167	8.744	8.281	7.957	7.508	6.877	6.264	5.768	5.543	5.153	4.709	4.369	4.090	3.755	3.278	3.228	2.652	2.619	2.549	2.360	2.333	2.183	1.895	2.007	2.389	5.138	15.52	39.77	65.15	22.88	13.01	2.201	1.316	1.073	1.077	0.902	0.943	0.797	0.749	0.713	0.619	0.602	0.516	0.421	0.418	0.396	0.293	0.269	0.289	0.247	0.221
250.0	38.56	41.11	59.70	349.8	 3469	9999.9	9999.9	 8012	146.2	63.57	49.69	40.85	32.58	25.98	21.50	18.83	17.49	15.72	14.60	13.57	12.64	11.55	11.33	10.71	10.56	10.45	9.600	9.102	8.800	8.244	7.969	7.249	6.335	5.935	5.632	5.050	4.847	4.457	4.061	3.852	3.448	3.278	3.036	2.848	2.706	2.660	2.397	2.245	2.030	1.828	2.030	2.513	4.908	13.94	38.41	77.12	145.3	111.0	86.36	11.02	3.686	1.276	1.112	1.008	0.935	0.872	0.740	0.740	0.658	0.566	0.514	0.435	0.345	0.377	0.320	0.336	0.291
255.0	66.01	58.84	67.30	135.9	834.4	 3498	9999.9	9999.9	9999.9	191.1	84.97	61.04	46.46	36.33	29.29	23.93	20.96	18.82	16.24	15.40	14.20	13.04	12.39	11.81	10.99	11.29	10.36	9.279	9.202	9.287	8.513	7.938	6.757	6.317	5.849	5.161	5.074	4.580	4.124	4.012	3.774	3.547	3.245	2.958	2.970	2.812	2.574	2.366	2.102	2.101	1.973	2.017	2.479	4.571	10.15	19.85	56.10	149.3	329.5	380.3	153.1	16.15	3.029	1.432	1.327	1.131	1.038	0.909	0.844	0.680	0.665	0.673	0.472	0.466	0.491	0.447	0.410
260.0	89.60	77.16	74.70	97.76	260.9	875.0	 6230	9999.9	9999.9	9999.9	166.4	87.66	62.65	45.16	36.85	29.38	24.75	21.95	18.97	17.31	15.32	14.58	12.86	12.66	12.03	11.96	10.67	10.22	10.16	9.765	9.149	8.670	7.288	6.593	6.100	5.233	5.186	4.630	4.438	4.202	3.726	3.599	3.438	3.216	3.219	3.117	2.839	2.608	2.296	2.202	2.108	2.136	2.225	2.608	3.912	5.897	14.40	42.45	151.4	362.8	526.9	205.7	25.55	11.89	2.047	1.627	1.344	0.995	0.939	0.963	0.814	0.798	0.650	0.616	0.655	0.615	0.636
265.0	108.5	91.88	86.25	90.29	145.1	293.9	 1571	9999.9	9999.9	9999.9	 8863	149.2	87.39	61.09	47.38	35.63	28.98	25.09	22.07	19.38	17.24	15.42	14.72	14.12	13.52	12.59	11.68	11.45	10.51	10.21	9.386	9.122	7.852	7.112	6.241	5.587	5.589	4.711	4.355	4.450	3.857	3.849	3.602	3.644	3.301	3.255	2.945	2.692	2.642	2.236	2.186	2.170	2.197	2.305	2.445	3.004	4.892	11.27	37.02	111.5	303.0	533.3	637.1	196.7	21.40	6.570	1.894	1.460	1.279	1.147	0.995	0.991	0.847	0.768	0.725	0.772	0.595
270.0	140.5	108.4	91.68	88.64	109.9	182.5	486.6	 2539	9999.9	9999.9	9999.9	9999.9	542.6	99.63	70.22	51.17	40.36	33.46	27.01	23.20	20.27	18.38	16.73	15.58	14.66	13.62	12.81	12.15	11.42	10.94	10.31	9.655	8.553	7.715	7.118	6.223	5.684	5.257	4.747	4.355	4.275	4.148	3.907	3.904	3.530	3.547	3.196	2.913	2.687	2.418	2.149	2.291	2.102	2.288	2.263	2.511	2.986	4.320	10.12	26.82	72.96	162.3	324.4	463.3	602.7	481.8	308.4	14.13	6.180	1.728	1.524	1.342	1.136	1.014	1.024	0.915	0.846
