Sample:	'1
File name:	Default_20230203_102907.FD3
Run date:	'10:22:46, 02/03/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
275.0	-191.5	-105.8	-95.73	-65.45	-68.89	8.753	189.0	310.2	185.3	526.7	 1441	 5012	 4713	278.4	-8.299	-12.90	-12.09	-8.060	-11.73	-9.186	-7.061	-6.397	-8.113	-5.740	-5.264	-3.693	-5.037	-4.507	-3.908	-4.732	-3.106	-3.062	-4.270	-4.931	-3.682	-2.871	-2.736	-3.140	-3.896	-2.530	-3.110	-2.933	-2.675	-2.613	-2.025	-2.550	-2.351	-1.772	-2.059	-1.547	-1.620	-2.478	-1.883	-2.782	-2.074	-1.895	-1.072	-1.050	-1.563	-1.876	-1.484	-1.308	-0.828	0.549	2.887	8.045	14.64	12.85	2.401	-1.941	-2.029	-2.780	-2.692	-2.914	-2.471	-3.899	-2.733
280.0	-135.3	-114.6	-89.13	-72.40	-73.39	-4.415	102.9	450.6	433.6	389.4	699.8	 2217	 6622	 3742	105.1	-7.422	-11.23	-6.076	-8.602	-8.405	-7.827	-5.878	-7.872	-4.102	-5.566	-4.142	-5.733	-2.749	-3.772	-4.177	-3.660	-3.174	-4.756	-3.801	-2.840	-1.962	-2.756	-2.442	-3.990	-2.704	-2.524	-2.933	-3.721	-2.990	-1.396	-2.447	-2.478	-1.626	-2.040	-1.611	-1.372	-2.498	-1.801	-2.544	-2.420	-2.562	-1.584	-1.426	-0.167	-0.664	-1.748	-1.525	-1.065	-0.697	-0.608	1.144	5.791	15.37	18.21	9.487	-0.142	-3.057	-2.557	-2.974	-3.120	-3.109	-2.387
285.0	-125.3	-120.9	-63.79	-77.60	-53.15	2.112	88.62	357.6	788.8	706.1	789.5	 1133	 3202	 7225	610.9	29.34	-4.865	-5.146	-6.816	-6.670	-6.801	-3.676	-6.803	-4.065	-5.128	-3.728	-3.848	-4.086	-4.261	-4.016	-4.080	-3.577	-3.259	-4.498	-3.349	-2.637	-3.103	-2.714	-2.831	-3.894	-2.087	-2.970	-3.291	-2.476	-2.137	-2.574	-2.435	-2.049	-2.380	-1.888	-1.061	-2.101	-1.694	-2.023	-1.675	-2.376	-1.604	-1.416	-1.123	-0.435	-0.203	-0.147	-0.890	-0.697	-0.562	-0.213	1.067	3.879	9.352	19.26	15.77	3.938	-1.774	-2.194	-2.787	-2.622	-2.604
290.0	-130.5	-71.26	-52.11	-48.96	-6.780	29.40	130.2	363.0	791.6	 1280	 1338	 1192	 1292	 2957	 4976	 2320	152.2	-2.386	-7.399	-4.807	-6.538	-5.729	-6.142	-4.761	-5.562	-4.854	-4.627	-5.709	-5.608	-4.302	-4.244	-3.028	-3.333	-2.837	-3.090	-2.699	-2.881	-3.127	-2.876	-2.732	-3.030	-2.700	-2.705	-2.203	-1.866	-2.164	-2.291	-1.930	-1.739	-1.572	-1.425	-1.962	-2.108	-1.760	-2.117	-1.736	-1.627	-1.268	-1.081	-0.801	-0.387	0.578	0.602	0.770	0.068	0.187	-0.110	0.772	0.932	4.242	8.703	12.74	14.07	9.708	2.039	-1.888	-2.734
295.0	-93.37	-49.74	15.42	-33.31	8.048	69.44	167.5	408.5	797.3	 1292	 1950	 1529	966.2	846.7	 1491	 4921	 3412	207.6	-4.831	-2.815	-5.791	-6.924	-4.717	-5.549	-4.804	-4.323	-4.854	-5.289	-3.970	-5.033	-4.725	-3.754	-3.322	-3.754	-3.240	-3.011	-3.241	-2.698	-2.797	-3.275	-2.839	-2.439	-2.724	-2.499	-2.001	-1.981	-2.122	-2.137	-1.762	-1.382	-1.611	-1.420	-1.717	-1.405	-1.585	-1.192	-1.706	-0.706	-1.519	-0.416	-0.626	0.596	0.783	1.421	1.064	0.718	0.405	-0.022	-0.109	-0.483	0.039	1.175	3.995	11.75	19.81	14.81	2.686
300.0	-73.96	-18.66	21.26	5.879	7.631	97.05	176.5	456.0	764.9	 1197	 1866	 1871	960.7	428.0	415.8	 1783	 6177	 2880	102.9	-1.184	-3.699	-6.285	-6.118	-4.844	-5.458	-5.374	-6.118	-2.998	-4.859	-4.590	-5.476	-3.475	-3.938	-3.294	-3.916	-3.357	-2.709	-3.256	-3.404	-3.687	-2.874	-2.442	-2.542	-2.453	-2.153	-2.079	-1.979	-2.138	-1.525	-1.378	-1.936	-2.274	-2.063	-1.058	-1.752	-1.765	-1.991	-1.333	-1.597	-1.085	-0.670	0.034	0.790	0.922	1.433	2.057	0.610	-0.515	-0.823	-1.398	-2.077	-1.745	-1.029	1.271	7.897	19.36	21.88
305.0	-111.6	-33.48	-23.94	44.03	58.06	96.04	204.4	434.7	784.9	 1108	 1573	 1874	 1193	353.7	206.9	473.5	 2678	 9218	 1929	32.85	-3.622	-6.401	-5.359	-4.628	-6.605	-4.002	-4.302	-4.037	-4.822	-4.722	-5.349	-2.988	-3.191	-3.060	-3.039	-2.668	-2.569	-3.514	-3.265	-2.960	-2.946	-2.496	-3.327	-2.634	-2.323	-2.109	-2.040	-2.634	-1.789	-1.492	-1.680	-2.100	-1.983	-1.908	-1.196	-1.911	-2.304	-0.917	-0.793	-0.848	-1.185	-0.104	-0.198	0.645	1.026	1.457	1.584	0.722	-1.265	-1.745	-2.171	-2.574	-1.640	-2.145	0.485	4.170	14.88
310.0	-145.3	-55.24	-23.24	43.30	51.60	99.19	191.7	387.7	686.5	986.8	 1292	 1389	 1224	612.3	225.3	190.9	668.9	 3839	 5031	 2593	106.0	-2.278	-2.613	-4.713	-3.207	-4.359	-3.213	-4.117	-3.807	-4.290	-4.690	-3.499	-3.450	-3.158	-2.409	-2.859	-2.594	-3.207	-3.121	-2.783	-2.675	-2.528	-2.767	-2.549	-2.167	-1.975	-2.531	-1.841	-1.242	-1.221	-1.332	-1.842	-1.911	-2.076	-1.272	-1.807	-2.075	-1.182	-1.230	-0.998	-1.103	-0.773	-0.010	0.062	0.189	0.398	0.271	0.711	-0.354	-0.842	-1.791	-2.132	-2.426	-2.325	-2.008	-0.732	1.200
315.0	-141.2	-56.22	-6.605	52.19	69.81	106.8	162.7	333.8	600.4	830.1	 1035	 1081	850.6	767.0	450.0	168.6	219.0	898.9	 1461	 4767	 2194	144.1	-0.233	-3.167	-3.096	-2.829	-2.281	-4.554	-3.633	-3.625	-4.428	-4.492	-3.963	-2.568	-3.174	-2.551	-2.798	-2.151	-2.888	-2.585	-2.477	-2.725	-2.978	-3.107	-2.544	-2.086	-2.292	-1.987	-1.229	-1.328	-1.629	-1.268	-1.795	-1.914	-1.305	-2.086	-2.564	-1.566	-1.062	-1.120	-1.268	-0.931	-0.410	-0.172	-0.516	0.347	0.263	-0.185	-0.784	-0.865	-0.280	-1.877	-1.672	-2.262	-2.286	-2.263	-1.311
320.0	-120.8	-52.28	55.03	55.84	78.76	121.8	197.9	310.3	493.0	688.0	881.9	877.9	708.3	572.2	644.6	265.7	132.6	250.3	353.7	 1757	 5376	 1868	80.42	-2.297	-4.428	-3.555	-2.771	-3.916	-3.817	-4.224	-2.966	-4.883	-3.730	-2.729	-3.609	-2.539	-2.292	-2.517	-2.992	-2.858	-2.250	-3.294	-3.190	-2.949	-2.245	-1.962	-2.187	-1.724	-1.522	-1.521	-1.466	-1.563	-1.340	-2.032	-1.274	-1.631	-2.016	-1.281	-1.043	-1.345	-1.222	-1.062	-1.241	-0.122	-0.341	-1.384	-0.200	-0.766	-0.816	-1.223	-0.783	-1.212	-1.720	-2.168	-2.302	-2.757	-2.274
325.0	-97.17	-84.92	58.89	82.31	106.1	122.1	187.7	300.6	463.6	609.7	769.3	775.5	627.2	444.7	565.8	471.6	157.1	113.4	115.1	429.7	 2477	 5505	 1425	28.93	-2.852	-3.435	-2.761	-4.078	-3.447	-3.911	-3.835	-3.809	-2.823	-2.822	-2.888	-2.885	-2.889	-2.194	-2.524	-3.436	-2.055	-3.520	-2.179	-2.113	-2.177	-1.966	-2.666	-2.358	-2.064	-1.360	-1.674	-1.889	-1.323	-1.866	-1.741	-2.066	-1.531	-0.943	-1.229	-1.655	-0.871	-1.035	-1.471	-0.550	-0.375	-1.161	-0.537	-1.410	-0.875	-1.770	-1.794	-0.540	-1.466	-1.202	-1.868	-2.629	-1.954
330.0	-158.2	-45.69	68.85	158.4	173.2	206.4	261.9	326.2	422.3	559.0	662.4	672.0	570.0	408.5	382.7	464.3	368.2	141.8	79.71	131.1	600.2	 2326	 4235	 2200	80.56	-0.944	-2.753	-3.405	-3.891	-3.063	-3.629	-3.988	-3.293	-2.683	-2.969	-3.233	-1.679	-2.638	-2.234	-2.999	-2.839	-2.622	-2.199	-2.164	-2.337	-2.462	-2.197	-2.203	-1.858	-1.165	-1.939	-1.426	-1.024	-2.004	-1.479	-1.617	-1.833	-1.223	-1.464	-1.237	-1.092	-1.555	-1.383	-0.957	-0.828	-0.816	-1.110	-1.469	-0.877	-1.425	-2.003	-1.740	-1.583	-1.187	-1.758	-1.475	-2.564
335.0	-157.8	-5.656	109.8	233.7	284.3	335.4	367.6	398.2	428.6	513.3	564.3	581.9	526.8	408.1	339.9	304.8	388.3	326.5	116.7	80.36	166.8	543.7	 1303	 4360	 3433	116.3	-0.987	-1.008	-3.955	-3.157	-3.571	-3.335	-2.921	-3.552	-2.298	-2.938	-2.231	-3.291	-2.799	-2.091	-3.139	-2.421	-2.342	-2.633	-2.825	-2.649	-2.657	-2.423	-1.628	-1.265	-1.359	-1.476	-1.708	-1.114	-1.101	-1.212	-1.907	-1.526	-1.786	-1.187	-1.021	-0.942	-1.303	-1.205	-0.701	-1.274	-0.594	-1.966	-0.745	-1.327	-1.090	-1.041	-1.583	-1.585	-1.978	-0.896	-1.541
340.0	-150.3	38.22	165.5	300.1	418.1	449.7	443.0	436.5	435.8	503.1	530.9	501.6	479.4	401.9	325.6	266.9	271.2	415.5	234.3	82.80	81.25	153.3	318.1	 1716	 5261	 1460	69.12	-2.830	-2.317	-3.223	-4.106	-3.174	-2.328	-3.677	-2.199	-2.383	-3.065	-2.893	-3.261	-1.787	-2.379	-2.283	-2.240	-2.360	-2.614	-2.453	-2.571	-2.087	-1.301	-0.930	-0.663	-1.558	-1.557	-1.537	-1.150	-0.927	-2.149	-1.305	-1.349	-2.007	-1.477	-0.895	-1.789	-0.992	-1.484	-1.424	-0.745	-1.710	-2.054	-1.950	-1.214	-1.302	-1.914	-1.046	-1.996	-1.983	-1.910
345.0	-168.7	-30.92	209.7	354.9	467.1	540.0	532.8	502.0	485.6	510.5	485.5	488.5	456.5	379.1	321.4	262.8	216.9	304.7	355.6	139.1	78.56	78.04	101.5	421.5	 2523	 5156	 1155	20.46	-0.933	-3.285	-2.305	-4.029	-2.510	-3.496	-2.688	-3.282	-2.169	-3.265	-2.676	-2.022	-2.303	-2.553	-2.491	-2.597	-2.856	-2.470	-2.010	-2.439	-1.291	-1.163	-0.261	-1.314	-1.107	-0.969	-1.317	-1.415	-1.609	-0.479	-1.099	-1.375	-2.043	-1.013	-1.311	-0.738	-1.652	-1.005	-1.715	-1.203	-1.063	-2.080	-2.149	-2.112	-1.407	-1.515	-2.240	-1.735	-2.117
350.0	-129.3	-7.583	197.3	381.8	524.4	619.2	625.4	576.9	521.4	501.7	447.5	437.3	427.1	369.8	330.1	266.6	213.9	217.9	295.1	296.0	141.7	78.17	68.53	127.1	618.1	 2363	 3872	 1930	67.22	-1.651	-2.829	-3.046	-3.153	-3.265	-3.107	-2.414	-2.860	-2.925	-2.802	-2.944	-2.370	-2.801	-2.610	-2.584	-2.323	-1.973	-1.607	-1.802	-1.743	-1.094	-0.880	-1.517	-1.368	-0.767	-0.585	-1.112	-0.891	-0.931	-1.259	-0.771	-1.383	-1.271	-1.406	-1.506	-1.261	-1.635	-1.433	-1.287	-1.294	-1.823	-1.903	-2.010	-1.474	-1.982	-1.719	-2.141	-1.642
355.0	-104.9	-7.554	217.2	386.2	667.4	733.6	721.7	602.6	529.0	518.6	414.3	405.5	385.4	363.2	324.8	278.7	229.6	214.3	211.5	280.7	280.6	131.3	79.18	76.84	172.7	551.0	 1284	 4131	 1363	90.45	-1.209	-1.457	-2.103	-2.926	-1.910	-1.723	-3.622	-2.562	-2.850	-2.508	-2.863	-3.127	-2.540	-2.429	-1.934	-1.952	-1.804	-1.917	-0.786	-1.021	-1.025	-1.143	-0.484	-0.247	-0.001	-0.605	-0.694	-0.619	-1.131	-1.210	-1.063	-0.697	-1.605	-1.464	-2.299	-1.181	-1.356	-1.690	-2.058	-1.718	-1.832	-2.126	-0.982	-2.176	-2.168	-1.932	-2.516
360.0	-160.9	-24.05	225.1	438.7	619.7	776.6	756.0	623.5	538.5	486.8	386.3	365.8	372.0	363.5	333.3	289.7	245.9	220.4	205.0	217.8	311.3	234.6	109.1	77.30	83.32	157.2	313.8	 1733	 4454	 1236	51.76	-1.212	-2.669	-1.922	-2.155	-1.738	-2.295	-2.779	-2.462	-2.767	-2.685	-3.213	-2.846	-2.832	-2.687	-1.657	-1.902	-1.421	-0.988	-0.699	-1.307	-0.843	-0.593	-0.835	0.580	0.301	-1.708	-0.473	-0.555	-0.780	-0.711	-1.598	-1.095	-1.434	-2.198	-2.106	-1.731	-1.537	-1.734	-1.577	-1.644	-1.862	-1.757	-2.199	-1.588	-1.330	-1.887
365.0	-143.9	-26.49	242.2	488.3	658.6	778.5	742.5	657.7	539.4	470.2	413.9	350.3	362.1	356.6	329.9	300.7	261.1	235.2	214.4	203.2	249.3	322.5	178.4	95.22	78.84	80.29	100.7	428.9	 2389	 4586	965.3	14.27	-1.208	-1.030	-2.023	-2.310	-1.676	-2.709	-2.463	-2.515	-2.313	-2.982	-2.581	-2.605	-2.583	-2.424	-1.686	-1.622	-1.396	-1.256	-0.471	-1.048	-1.003	-0.259	-0.390	-0.294	-0.795	-0.805	-0.631	-1.583	-1.085	-0.903	-1.558	-1.465	-1.564	-1.520	-1.646	-1.622	-1.699	-1.264	-1.937	-1.536	-1.734	-1.689	-1.911	-2.550	-1.788
370.0	-113.4	-7.889	217.9	475.4	634.2	770.9	732.8	625.6	545.2	482.7	398.5	350.1	368.6	356.9	339.2	312.8	282.0	265.3	244.1	220.9	220.5	265.9	286.8	168.7	102.0	78.95	68.32	126.2	591.0	 2234	 3754	 1813	53.13	-1.200	-1.178	-2.251	-2.250	-2.702	-2.327	-1.994	-1.722	-3.220	-2.343	-2.227	-2.415	-2.703	-2.054	-1.739	-1.529	-1.177	-0.972	-0.983	-0.683	-0.511	-0.664	-0.177	-0.589	-0.670	-1.214	-0.976	-0.543	-1.455	-1.730	-1.556	-1.238	-1.925	-1.040	-1.804	-1.532	-1.436	-1.825	-1.356	-1.720	-1.720	-1.820	-2.195	-1.402
375.0	-78.68	-2.156	209.3	451.8	606.9	712.8	685.4	605.5	524.4	469.7	387.7	331.9	355.5	376.7	348.8	341.9	310.9	294.2	267.2	246.1	226.5	224.5	255.6	281.7	158.5	97.62	77.04	73.02	162.1	519.8	 1347	 4261	 1116	67.38	-0.035	-2.217	-1.616	-1.693	-2.254	-2.103	-1.377	-2.288	-2.253	-1.722	-1.462	-2.350	-1.689	-1.604	-0.953	-1.253	-1.014	-0.740	-0.387	0.060	-0.349	0.129	-1.230	-1.308	-0.860	-1.362	-1.626	-0.759	-1.708	-1.850	-1.850	-2.250	-1.256	-1.770	-1.510	-2.079	-1.722	-1.408	-1.680	-1.632	-1.815	-2.323	-2.086
