Sample:	'1
File name:	Default_20240316_154620.FD3
Run date:	'15:39:59, 03/16/2024
Operator:	dsjg
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2198-001
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	225.0/565.0	33.21
2	225.0/575.0	31.82
3	225.0/590.0	28.94
4	225.0/615.0	29.22
5	225.0/635.0	30.80
6	230.0/345.0	 2578
7	230.0/580.0	30.25
8	230.0/605.0	23.54
9	240.0/525.0	93.82
10	240.0/600.0	18.56
11	240.0/615.0	15.79
12	245.0/270.0	140.9
13	245.0/540.0	71.18
14	250.0/545.0	66.64
15	255.0/280.0	194.4
16	255.0/560.0	47.91
17	260.0/285.0	205.8
18	260.0/570.0	38.88
19	265.0/585.0	35.73
20	270.0/235.0	3.796
21	270.0/595.0	32.32
22	275.0/610.0	38.12
23	280.0/340.0	 1227
24	280.0/615.0	36.85
25	320.0/360.0	377.0
26	365.0/420.0	146.2
27	370.0/425.0	139.0
28	380.0/440.0	110.8
29	385.0/445.0	101.5
30	400.0/465.0	61.58
31	415.0/485.0	35.11
32	425.0/495.0	23.74
33	430.0/505.0	20.03
34	435.0/510.0	16.22
35	440.0/515.0	13.77
36	445.0/525.0	11.32
37	450.0/530.0	9.554
38	455.0/535.0	8.407
39	460.0/545.0	7.103
40	465.0/345.0	5.929
41	465.0/550.0	5.597
42	475.0/565.0	3.905
43	565.0/345.0	5.077
44	575.0/340.0	5.055
45	585.0/335.0	4.865

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	62.56	960.8	 2975	951.0	18.79	6.275	4.573	3.472	3.024	3.000	3.503	1.706	1.941	1.528	1.632	1.470	1.152	0.992	0.777	0.797	0.645	0.705	0.546	0.556	0.553	0.487	0.464	0.539	0.524	0.477	0.426	0.407	0.393	0.388	0.383	0.644	0.602	0.510	0.489	0.462	0.507	0.449	0.442	0.481	0.371	0.373	0.413	0.695	1.851	2.350	1.391	0.499	0.313	0.251	0.263	0.246	0.259	0.243	0.260	0.218	0.140	0.241	0.239	0.242	0.194	0.169	0.228	0.155	0.205	0.210	0.200	0.146	0.178	0.166	0.102	0.175	0.144
235.0	40.19	272.0	 2035	 3604	732.8	32.30	5.900	4.650	4.505	2.039	3.796	2.326	1.801	1.331	1.514	1.324	1.159	0.799	0.805	0.730	0.734	0.681	0.558	0.601	0.540	0.510	0.491	0.600	0.404	0.460	0.376	0.405	0.352	0.250	0.426	0.502	0.560	0.566	0.486	0.513	0.624	0.483	0.409	0.515	0.503	0.395	0.443	0.397	0.734	1.430	2.192	3.244	2.579	0.854	0.310	0.226	0.278	0.281	0.247	0.176	0.128	0.144	0.235	0.198	0.170	0.203	0.227	0.171	0.200	0.121	0.203	0.170	0.172	0.108	0.283	0.191	0.096
240.0	48.38	95.62	635.3	 2939	 2716	486.5	12.11	6.594	4.777	2.495	2.323	2.229	1.889	1.444	1.488	1.010	1.121	0.814	1.078	0.881	0.827	0.719	0.779	0.592	0.511	0.637	0.518	0.562	0.624	0.564	0.347	0.272	0.376	0.261	0.478	0.622	0.448	0.505	0.503	0.609	0.512	0.579	0.529	0.495	0.573	0.442	0.464	0.492	0.528	0.572	1.034	2.503	4.609	4.250	2.229	0.452	0.245	0.227	0.228	0.236	0.190	0.225	0.286	0.206	0.265	0.202	0.248	0.230	0.170	0.093	0.153	0.163	0.193	0.143	0.210	0.196	0.138
245.0	48.87	71.81	175.2	 1054	 2891	 1947	262.7	6.650	4.160	3.044	3.088	2.771	1.725	1.696	1.212	1.223	1.139	1.408	0.865	0.661	0.733	0.912	0.843	0.543	0.576	0.635	0.614	0.639	0.487	0.591	0.491	0.438	0.487	0.371	0.341	0.434	0.329	0.454	0.552	0.584	0.473	0.428	0.613	0.483	0.517	0.482	0.512	0.560	0.431	0.380	0.450	0.955	2.626	4.732	5.818	4.112	1.418	0.303	0.257	0.240	0.235	0.208	0.341	0.152	0.198	0.223	0.218	0.153	0.216	0.182	0.187	0.125	0.278	0.111	0.129	0.090	0.224
250.0	40.53	65.59	112.0	278.0	 1007	 1798	 1793	367.2	38.63	4.647	3.119	2.891	1.937	2.092	1.661	1.471	1.196	1.348	0.958	0.819	0.819	0.774	0.886	0.482	0.796	0.441	0.401	0.577	0.571	0.594	0.477	0.569	0.412	0.437	0.393	0.405	0.310	0.430	0.428	0.454	0.524	0.571	0.516	0.407	0.434	0.368	0.489	0.455	0.583	0.513	0.430	0.459	0.889	1.572	2.844	4.407	5.654	5.416	3.293	1.262	0.349	0.244	0.366	0.139	0.180	0.184	0.264	0.115	0.132	0.153	0.230	0.161	0.154	0.153	0.190	0.199	0.252
255.0	34.19	36.39	89.81	179.3	267.8	455.0	 1369	 2048	483.4	37.91	5.119	2.869	2.366	2.728	2.214	1.103	1.215	1.151	0.889	0.829	0.853	0.646	0.761	0.568	0.769	0.476	0.426	0.607	0.555	0.576	0.653	0.670	0.284	0.463	0.465	0.279	0.285	0.358	0.369	0.283	0.444	0.572	0.487	0.398	0.402	0.459	0.366	0.338	0.405	0.387	0.617	0.588	0.602	0.595	0.894	1.281	2.109	4.342	7.808	8.549	4.999	1.265	0.315	0.234	0.302	0.198	0.127	0.204	0.151	0.188	0.227	0.391	0.118	0.146	0.263	0.113	0.226
260.0	44.64	22.43	45.34	136.7	163.4	128.1	449.0	 1527	 2214	393.3	17.41	4.917	2.755	2.853	2.021	1.399	1.509	1.411	0.825	0.997	0.915	0.744	0.522	0.715	0.677	0.477	0.398	0.711	0.598	0.399	0.581	0.625	0.363	0.489	0.421	0.403	0.320	0.241	0.437	0.333	0.490	0.640	0.508	0.549	0.378	0.484	0.470	0.376	0.298	0.343	0.535	0.747	0.830	0.623	0.526	0.587	0.781	1.373	3.257	6.888	10.34	8.369	3.979	0.953	0.215	0.252	0.150	0.174	0.132	0.150	0.155	0.277	0.116	0.199	0.122	0.199	0.200
265.0	37.47	20.64	26.81	65.92	166.5	108.8	114.8	500.9	 2000	 2229	304.9	9.046	3.582	2.567	2.538	1.786	1.999	1.332	0.831	0.971	1.080	0.875	0.588	0.807	0.750	0.696	0.421	0.595	0.430	0.654	0.587	0.667	0.424	0.539	0.318	0.356	0.288	0.326	0.376	0.391	0.330	0.397	0.575	0.644	0.511	0.576	0.419	0.439	0.391	0.357	0.357	0.506	0.792	0.875	0.759	0.425	0.583	0.550	0.946	2.140	5.241	9.445	11.15	7.679	1.976	0.295	0.297	0.198	0.230	0.210	0.222	0.206	0.274	0.227	0.101	0.144	0.276
270.0	56.83	25.73	26.06	32.91	80.88	140.9	120.0	136.4	605.9	 1717	 2251	 1066	73.90	3.322	2.587	2.194	1.783	1.512	1.100	1.108	0.827	0.936	0.979	0.726	0.812	0.726	0.631	0.539	0.531	0.614	0.555	0.561	0.475	0.474	0.347	0.428	0.374	0.323	0.252	0.306	0.299	0.379	0.499	0.473	0.523	0.595	0.454	0.432	0.401	0.394	0.363	0.347	0.436	0.576	0.700	0.749	0.875	0.586	0.468	0.740	1.516	2.805	5.143	8.185	9.466	8.703	5.149	1.878	0.395	0.221	0.237	0.159	0.198	0.250	0.130	0.116	0.162
