Sample:	'1
File name:	Default_20230321_121435.FD3
Run date:	'12:08:14, 03/21/2023
Operator:	dsjg
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2198-001
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	225.0/335.0	 3059
2	225.0/550.0	99.92
3	225.0/565.0	105.5
4	225.0/575.0	113.8
5	225.0/595.0	104.0
6	225.0/620.0	106.8
7	225.0/630.0	108.2
8	225.0/645.0	106.3
9	275.0/635.0	112.8
10	280.0/340.0	 3456
11	455.0/340.0	13.72
12	560.0/335.0	19.57

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	380.7	 7530	9999.9	 3278	78.58	20.65	16.53	13.39	11.49	10.75	10.32	9.919	9.215	8.838	7.725	7.431	7.209	7.205	6.785	6.760	6.516	6.385	6.164	6.047	6.087	6.039	5.654	5.465	5.423	5.441	5.250	4.917	5.083	4.642	4.420	4.139	3.906	3.536	3.354	3.205	3.040	2.774	2.757	2.655	2.598	2.447	4.747	22.93	56.40	56.64	26.40	5.059	1.969	1.681	1.632	1.572	1.536	1.429	1.273	1.180	1.121	1.030	0.974	0.911	0.923	0.841	0.817	0.745	0.664	0.615	0.485	0.449	0.386	0.375	0.314	0.279	0.258
235.0	136.5	 2179	9999.9	9999.9	 3015	138.2	24.68	17.04	14.70	14.61	12.71	10.86	10.85	9.761	8.649	8.239	7.853	7.268	7.530	7.101	7.115	6.394	6.496	6.240	6.471	6.183	5.862	5.915	5.385	5.386	5.385	4.931	4.901	4.771	4.484	4.134	3.929	3.774	3.389	3.355	3.145	2.665	2.865	2.904	2.719	2.333	2.987	7.095	18.91	38.21	62.68	79.09	20.55	9.066	1.871	1.711	1.585	1.507	1.352	1.152	1.143	1.131	1.054	0.966	0.886	0.920	0.815	0.717	0.703	0.604	0.485	0.490	0.337	0.423	0.330	0.333	0.235
240.0	95.36	538.6	 3579	9999.9	9999.9	 2372	73.47	23.87	19.03	16.86	15.39	12.69	11.14	10.78	9.501	8.952	8.345	8.020	7.867	7.346	7.369	6.575	6.716	5.946	6.262	6.545	6.154	5.938	5.557	5.690	5.410	5.227	4.966	4.585	4.311	4.314	4.027	3.904	3.557	3.362	3.227	2.844	2.832	2.779	2.619	2.505	2.577	3.341	6.085	11.53	28.98	76.91	111.5	88.31	17.48	4.958	1.701	1.669	1.400	1.284	1.243	1.236	1.048	1.060	0.950	0.942	0.772	0.805	0.682	0.613	0.530	0.601	0.392	0.428	0.330	0.331	0.281
245.0	77.64	191.1	873.3	 5316	9999.9	9999.9	342.2	43.64	26.78	22.78	18.80	15.80	12.53	11.35	10.17	10.01	8.929	8.458	8.205	7.807	7.336	6.910	7.044	6.824	6.215	6.916	6.135	6.294	5.959	5.992	5.498	5.074	4.861	4.575	4.372	4.321	4.173	3.891	3.811	3.493	3.262	2.963	3.020	2.780	2.746	2.591	2.684	2.775	3.189	4.216	8.305	24.82	68.44	127.1	136.3	23.96	13.91	2.583	1.577	1.445	1.256	1.287	1.154	1.041	1.076	1.102	0.798	0.851	0.739	0.658	0.556	0.530	0.455	0.361	0.405	0.271	0.334
250.0	57.37	105.4	270.2	 1297	 5548	9999.9	9999.9	 6681	114.5	33.49	26.41	20.77	17.07	14.51	12.76	11.36	10.76	9.655	9.180	8.479	7.958	7.516	7.351	7.015	6.946	6.951	6.525	6.462	6.502	6.431	5.697	5.277	5.082	4.874	4.480	4.235	4.305	3.773	3.739	3.702	3.303	3.126	3.170	2.911	2.700	2.681	2.636	2.516	2.713	2.793	3.526	7.149	17.72	40.41	76.27	106.5	149.0	106.3	69.36	9.823	2.592	1.355	1.335	1.161	1.238	1.076	0.889	0.879	0.828	0.677	0.591	0.475	0.507	0.395	0.417	0.321	0.365
255.0	58.42	64.22	123.4	372.0	 1297	 3314	9999.9	9999.9	9999.9	145.1	39.86	29.82	23.03	19.33	15.35	13.85	12.53	11.28	10.34	9.408	8.866	8.278	7.452	7.555	7.324	7.514	7.039	6.754	6.627	6.682	6.516	5.878	5.303	4.854	4.677	4.280	4.026	3.929	3.743	3.665	3.340	3.338	3.213	2.932	2.908	2.735	2.761	2.536	2.540	2.438	2.529	3.299	5.617	10.56	18.52	26.82	55.14	122.9	216.2	188.3	25.70	13.40	2.066	1.329	1.446	1.251	1.045	0.938	0.901	0.800	0.629	0.479	0.465	0.512	0.479	0.378	0.347
260.0	53.20	54.01	67.49	167.6	370.9	807.2	 4604	9999.9	9999.9	 7748	111.5	41.85	31.27	24.20	19.87	16.09	14.93	13.14	11.61	10.38	9.517	8.763	7.961	7.698	8.084	7.800	7.700	7.134	7.032	7.119	6.752	6.272	5.477	5.107	4.867	4.232	4.159	3.869	3.835	3.632	3.561	3.505	3.337	3.046	3.190	2.809	2.594	2.660	2.570	2.287	2.173	2.431	3.180	3.919	5.602	7.692	14.07	34.57	97.00	201.2	262.0	174.9	22.37	8.461	1.660	1.404	1.166	1.112	1.040	0.917	0.656	0.587	0.542	0.531	0.469	0.381	0.405
265.0	62.22	52.49	51.51	90.65	179.5	255.8	 1128	 6943	9999.9	9999.9	 1381	82.14	43.67	32.36	24.55	18.81	16.66	14.93	13.35	11.29	10.74	9.704	8.672	8.552	8.413	8.083	8.024	7.780	7.680	7.183	7.069	6.375	5.882	5.165	4.982	4.355	4.255	4.072	3.654	3.670	3.638	3.468	3.308	3.040	3.143	2.916	2.772	2.785	2.570	2.150	2.091	2.145	2.473	2.843	3.124	3.449	4.819	9.393	24.09	63.08	156.9	282.7	303.8	150.8	17.10	2.932	1.373	1.260	1.059	0.952	0.722	0.674	0.642	0.516	0.575	0.483	0.507
270.0	137.1	125.3	103.8	74.69	103.5	159.7	345.3	 1693	 6857	9999.9	9999.9	9999.9	102.7	50.44	34.38	26.90	21.55	18.18	15.99	13.73	12.73	10.90	9.804	9.539	8.847	8.796	8.501	7.908	7.831	7.838	7.455	6.672	6.399	5.812	5.072	4.810	4.432	4.208	3.792	3.692	3.761	3.595	3.498	3.458	3.483	3.270	3.210	3.038	2.800	2.526	2.308	2.260	2.205	2.386	2.553	2.674	3.109	3.883	6.936	15.67	38.50	85.94	159.9	236.4	235.1	203.4	100.8	11.77	3.762	1.318	1.031	0.893	0.931	0.709	0.721	0.611	0.554
