Sample:	'1
File name:	G2025062701 ÎºÇÅ´ó¹µ.FD3
Run date:	'13:10:08, 06/30/2025
Operator:	Administrator
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	23B8-004
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	225.0/335.0	1870
2	225.0/635.0	73.24
3	230.0/345.0	1882
4	245.0/535.0	250.8
5	250.0/545.0	190.9
6	255.0/560.0	161.2
7	260.0/285.0	611.8
8	260.0/570.0	128.7
9	265.0/585.0	123.8
10	270.0/300.0	1197
11	270.0/595.0	117.0
12	275.0/305.0	1415
13	275.0/345.0	1596
14	275.0/610.0	105.3
15	280.0/310.0	1333
16	280.0/620.0	90.35
17	285.0/320.0	1264
18	285.0/635.0	68.82
19	455.0/345.0	6.601
20	460.0/340.0	6.571
21	520.0/285.0	4.715
22	535.0/355.0	8.550
23	540.0/295.0	6.383
24	545.0/300.0	7.658
25	555.0/305.0	8.199
26	555.0/345.0	8.627
27	560.0/310.0	7.949
28	560.0/340.0	8.512
29	570.0/315.0	7.916
30	585.0/325.0	7.923

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	142.4	4100	9534	3068	105.8	17.22	13.79	11.96	9.985	9.874	9.319	8.518	7.741	6.611	5.921	5.193	4.633	4.436	3.974	3.707	3.147	2.894	2.664	2.494	2.464	2.132	1.999	1.801	1.785	1.654	1.634	1.432	1.359	1.216	1.170	1.020	1.026	0.926	0.867	0.804	0.908	0.970	0.917	0.742	0.703	0.762	4.741	21.25	35.70	24.30	8.614	1.657	0.595	0.522	0.510	0.504	0.477	0.475	0.480	0.481	0.452	0.441	0.442	0.451	0.496	0.423	0.408	0.433	0.468	0.433	0.412	0.415	0.408	0.392	0.378	0.409	0.415
235.0	158.8	1125	6280	9999.9	3310	196.3	19.09	13.48	12.51	12.20	11.22	9.525	8.469	7.562	5.616	5.438	5.217	4.416	4.124	3.702	3.058	2.937	2.732	2.593	2.466	2.220	2.053	1.862	1.790	1.660	1.540	1.558	1.485	1.370	1.381	1.034	1.054	0.992	0.998	0.816	0.835	0.859	0.981	1.055	0.987	0.865	1.652	5.710	14.51	25.67	37.61	25.12	16.11	3.659	0.600	0.516	0.592	0.470	0.517	0.477	0.483	0.529	0.444	0.503	0.498	0.410	0.414	0.498	0.444	0.476	0.396	0.420	0.433	0.435	0.453	0.450	0.413
240.0	174.4	368.9	1905	9205	9999.9	2659	117.7	19.91	15.56	13.04	11.53	11.54	9.467	8.082	7.162	5.701	5.449	4.693	4.240	3.734	3.240	2.988	2.845	2.908	2.764	2.191	2.120	1.690	1.851	1.736	1.629	1.384	1.685	1.257	1.279	1.200	0.930	0.929	0.979	0.817	0.867	0.876	0.840	1.024	1.144	1.146	1.047	1.863	3.802	7.707	20.34	47.70	64.60	25.72	13.79	1.980	0.608	0.626	0.557	0.495	0.415	0.546	0.479	0.502	0.485	0.507	0.482	0.441	0.453	0.441	0.446	0.429	0.449	0.428	0.383	0.502	0.426
245.0	135.3	282.9	513.1	3186	9999.9	9999.9	1955	59.84	20.27	17.95	15.06	12.95	9.700	9.392	7.892	6.783	5.400	4.867	4.532	3.950	3.609	3.611	2.924	2.981	2.591	2.402	2.181	2.101	1.953	1.630	1.658	1.487	1.477	1.264	1.164	1.300	1.024	1.054	0.906	0.853	0.948	0.979	0.839	0.806	0.996	1.107	1.243	1.344	1.493	2.222	5.262	16.48	45.27	75.23	79.39	23.82	10.05	1.219	0.626	0.706	0.612	0.619	0.594	0.506	0.555	0.490	0.458	0.541	0.449	0.443	0.472	0.455	0.531	0.398	0.467	0.441	0.472
250.0	88.82	183.1	321.8	823.9	3559	9999.9	9999.9	6263	137.7	27.49	20.02	16.69	13.21	10.88	9.415	7.462	6.370	5.421	5.076	4.245	3.794	3.629	3.395	3.089	2.784	2.470	2.290	2.399	1.935	2.036	1.683	1.621	1.587	1.386	1.422	1.281	1.107	1.064	1.024	0.947	0.955	0.961	0.846	0.858	0.873	0.903	0.986	1.281	1.462	1.369	1.846	4.261	11.18	24.21	49.10	71.37	98.17	80.23	17.71	8.879	1.383	0.649	0.599	0.554	0.635	0.499	0.493	0.549	0.521	0.532	0.490	0.463	0.524	0.451	0.460	0.494	0.528
255.0	76.20	89.76	199.8	447.0	900.3	2613	9999.9	9999.9	9835	178.5	34.57	24.16	18.58	13.87	11.75	8.955	7.420	6.056	5.867	4.806	4.277	4.059	3.424	3.256	3.034	2.919	2.440	2.465	2.228	2.167	1.799	1.859	1.701	1.482	1.423	1.306	1.143	1.227	1.168	1.038	1.083	0.907	0.868	0.938	0.843	0.872	0.870	0.934	0.995	1.292	1.796	2.326	3.265	5.964	11.57	17.31	36.46	86.56	157.3	160.9	27.58	11.71	1.097	0.708	0.775	0.631	0.580	0.549	0.629	0.524	0.621	0.561	0.471	0.541	0.485	0.551	0.521
260.0	82.52	72.47	104.9	295.7	445.4	671.9	3199	9999.9	9999.9	1907	131.0	34.44	24.56	18.61	13.19	10.31	8.615	7.167	6.300	5.301	4.764	4.068	3.608	3.685	3.281	2.884	2.768	2.631	2.530	2.419	2.024	1.848	1.789	1.627	1.395	1.319	1.219	1.241	1.259	1.260	1.094	1.063	1.052	0.945	0.807	0.895	0.826	0.839	0.865	0.871	1.298	2.115	2.584	2.702	3.328	4.495	8.904	23.31	68.39	155.7	206.3	163.4	23.93	6.560	1.036	0.678	0.625	0.655	0.637	0.506	0.625	0.611	0.572	0.521	0.606	0.533	0.607
265.0	80.45	70.09	69.67	150.3	381.5	350.3	797.4	4383	9999.9	9999.9	1575	89.10	33.53	23.27	16.99	12.76	9.973	8.245	6.752	6.172	5.092	4.441	3.994	3.837	3.464	3.156	2.884	2.698	2.632	2.273	2.208	2.054	1.783	1.693	1.649	1.353	1.374	1.287	1.171	1.186	1.156	1.108	1.157	1.097	0.944	0.924	0.861	0.801	0.840	0.759	0.875	1.247	1.996	2.597	2.369	1.880	2.721	6.041	16.49	44.92	112.9	222.2	236.1	147.0	17.99	2.666	0.991	0.786	0.695	0.655	0.658	0.736	0.708	0.604	0.567	0.635	0.673
270.0	112.6	99.22	77.41	78.64	195.4	370.5	417.1	1084	4584	9999.9	9999.9	6342	111.3	39.55	24.86	17.53	13.10	10.43	8.547	7.274	6.062	5.064	4.690	4.340	3.724	3.415	3.101	2.908	3.020	2.501	2.421	2.316	1.982	1.939	1.741	1.477	1.454	1.507	1.274	1.190	1.259	1.160	1.064	1.266	1.107	1.030	1.032	1.010	0.815	0.824	0.722	0.919	1.157	1.679	2.198	2.476	2.557	2.601	4.585	10.90	26.82	62.23	117.5	192.0	217.2	180.8	107.5	12.85	3.398	1.033	0.886	0.846	0.781	0.772	0.700	0.703	0.731
