Sample:	'1
File name:	Default_20230418_133954.FD3
Run date:	'13:33:32, 04/18/2023
Operator:	dsjg
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2198-001
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	230.0/370.0	 2306
2	235.0/260.0	79.17
3	240.0/265.0	89.18
4	245.0/320.0	 4049
5	245.0/615.0	199.9
6	275.0/335.0	 8525
7	275.0/640.0	292.6
8	495.0/315.0	16.88
9	550.0/340.0	33.17
10	555.0/335.0	33.35

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	18.37	231.5	343.3	63.44	2.784	2.277	2.623	2.770	2.841	3.545	3.838	3.893	3.902	3.338	3.132	2.396	2.016	1.848	1.678	1.465	1.208	1.010	0.830	0.700	0.564	0.516	0.396	0.378	0.328	0.323	0.307	0.248	0.230	0.193	0.240	0.311	0.303	0.281	0.259	0.221	0.224	0.283	0.275	0.225	0.178	0.123	0.261	0.935	2.009	1.698	0.683	0.162	0.088	0.093	0.068	0.076	0.087	0.074	0.069	0.049	0.046	0.044	0.048	0.029	0.077	0.042	0.035	0.051	0.028	0.028	0.032	0.017	0.020	0.025	0.023	0.020	0.015
235.0	21.37	71.22	275.7	336.9	80.25	3.099	2.803	2.783	3.305	3.461	3.536	4.284	4.026	3.554	2.736	2.361	2.154	1.843	1.606	1.360	1.267	1.075	0.705	0.782	0.562	0.477	0.371	0.358	0.319	0.387	0.244	0.199	0.214	0.199	0.195	0.197	0.250	0.353	0.295	0.216	0.217	0.211	0.239	0.275	0.290	0.184	0.166	0.334	0.693	1.214	1.675	1.774	1.014	0.237	0.081	0.071	0.102	0.082	0.046	0.038	0.054	0.067	0.046	0.035	0.089	0.018	0.028	0.026	0.004	0.009	0.013	0.019	0.021	0.040	0.021	0.026	-0.005
240.0	39.45	25.80	99.08	379.6	384.7	56.01	3.063	3.020	4.020	5.023	4.111	4.220	4.058	3.930	2.884	2.555	1.834	1.957	1.571	1.419	1.149	1.098	0.857	0.702	0.685	0.454	0.419	0.325	0.319	0.318	0.258	0.242	0.231	0.212	0.181	0.168	0.233	0.310	0.226	0.236	0.279	0.225	0.185	0.204	0.338	0.368	0.236	0.220	0.267	0.414	0.816	1.901	2.701	2.151	0.691	0.149	0.074	0.064	0.079	0.054	0.082	0.064	0.008	0.031	0.058	0.031	0.037	0.017	0.008	0.043	0.021	0.020	0.035	0.021	0.028	0.014	0.000
245.0	36.26	41.25	31.07	167.6	523.2	379.3	42.50	4.146	4.233	4.779	5.094	4.792	4.162	4.000	3.167	2.561	1.958	1.954	1.534	1.559	1.291	1.176	0.926	0.614	0.599	0.549	0.544	0.329	0.316	0.327	0.279	0.196	0.216	0.231	0.178	0.153	0.186	0.330	0.247	0.212	0.246	0.246	0.228	0.212	0.222	0.309	0.320	0.324	0.186	0.187	0.295	0.704	1.629	3.157	3.029	1.862	0.520	0.073	0.053	0.046	0.082	0.042	0.038	0.041	0.031	0.038	0.021	0.081	0.038	0.037	0.051	0.033	0.036	0.023	0.030	-0.001	0.028
250.0	15.89	44.85	45.10	53.63	219.1	559.9	594.9	160.8	11.54	4.655	5.632	5.366	4.578	4.349	3.541	2.834	2.068	1.982	1.675	1.705	1.439	1.125	0.829	0.742	0.580	0.510	0.391	0.358	0.368	0.288	0.291	0.259	0.238	0.161	0.179	0.144	0.140	0.195	0.230	0.257	0.290	0.225	0.192	0.241	0.191	0.185	0.239	0.326	0.327	0.313	0.258	0.279	0.490	1.012	1.715	2.753	3.541	3.050	1.894	0.553	0.119	0.057	0.056	0.046	0.041	0.023	0.039	0.064	0.025	0.031	0.052	0.031	0.024	0.016	0.017	0.010	0.030
255.0	7.082	19.11	52.43	66.20	63.85	175.2	667.3	 1043	239.8	11.57	5.728	5.379	5.314	4.551	3.495	3.009	2.308	2.204	1.744	1.660	1.384	1.172	1.003	0.780	0.681	0.519	0.492	0.545	0.366	0.379	0.315	0.305	0.298	0.210	0.189	0.172	0.184	0.142	0.179	0.221	0.246	0.250	0.270	0.290	0.219	0.203	0.156	0.191	0.234	0.315	0.381	0.507	0.336	0.318	0.469	0.743	1.422	3.277	5.601	5.536	2.942	0.538	0.064	0.109	0.071	0.037	0.037	0.100	0.022	0.025	0.044	0.063	0.035	0.050	0.000	0.010	0.024
260.0	6.737	9.906	29.78	79.17	62.69	49.73	255.4	 1056	 1127	186.3	8.774	6.352	5.447	4.627	3.600	2.790	2.455	2.504	1.802	1.537	1.546	1.196	1.078	0.806	0.607	0.629	0.483	0.445	0.374	0.334	0.338	0.282	0.258	0.170	0.201	0.211	0.165	0.149	0.158	0.141	0.213	0.280	0.266	0.257	0.176	0.265	0.190	0.177	0.211	0.186	0.287	0.469	0.575	0.407	0.285	0.287	0.383	0.974	2.641	5.485	7.613	5.589	2.012	0.304	0.072	0.036	0.055	0.062	0.044	0.038	0.042	0.028	0.061	0.041	0.018	0.050	0.014
265.0	15.72	5.287	13.75	51.45	89.18	48.97	69.43	438.1	 1395	 1144	132.4	7.126	5.693	4.916	3.930	3.199	2.630	2.303	1.916	1.662	1.401	1.139	0.975	0.817	0.706	0.583	0.444	0.377	0.356	0.344	0.349	0.213	0.243	0.140	0.188	0.174	0.177	0.159	0.151	0.134	0.104	0.187	0.256	0.245	0.213	0.233	0.227	0.198	0.172	0.152	0.189	0.232	0.517	0.703	0.540	0.269	0.151	0.326	0.782	1.729	4.390	7.876	8.586	4.762	1.039	0.073	0.048	0.055	0.084	0.057	0.017	0.031	0.072	0.037	0.021	0.047	0.049
270.0	27.72	18.19	16.28	26.49	67.29	105.7	82.46	132.1	529.3	 1265	 1380	508.1	31.80	5.829	4.966	3.822	3.109	2.384	2.163	1.825	1.486	1.218	1.021	0.912	0.758	0.611	0.528	0.512	0.393	0.432	0.352	0.268	0.233	0.244	0.257	0.208	0.214	0.211	0.258	0.175	0.206	0.203	0.307	0.301	0.287	0.258	0.288	0.263	0.219	0.204	0.166	0.206	0.276	0.440	0.584	0.619	0.546	0.409	0.358	0.540	1.231	2.679	4.604	6.899	7.925	6.690	3.691	0.979	0.129	0.079	0.056	0.043	0.036	0.030	0.032	0.024	0.021
275.0	156.0	134.3	132.4	115.9	132.0	183.2	256.5	232.5	304.0	584.0	 1346	 2107	774.5	29.50	6.721	4.881	3.742	2.957	2.533	2.037	1.664	1.518	1.114	0.910	0.840	0.598	0.647	0.486	0.419	0.466	0.337	0.326	0.273	0.261	0.378	0.340	0.416	0.460	0.489	0.589	0.454	0.537	0.598	0.588	0.689	0.711	0.720	0.709	0.632	0.500	0.526	0.589	0.530	0.607	0.572	0.725	1.059	1.421	1.172	1.019	0.971	1.605	2.157	2.766	4.093	6.961	10.69	10.64	4.982	0.744	0.125	0.085	0.064	0.057	0.033	0.059	0.049
