Sample:	'1
File name:	Default_20230418_135617.FD3
Run date:	'13:49:56, 04/18/2023
Operator:	dsjg
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2198-001
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	230.0/385.0	 2568
2	230.0/595.0	208.9
3	235.0/260.0	142.2
4	240.0/265.0	153.4
5	240.0/310.0	 3563
6	250.0/550.0	83.29
7	255.0/565.0	85.96
8	270.0/600.0	167.0
9	275.0/335.0	 4641
10	275.0/610.0	165.3
11	275.0/620.0	162.2
12	275.0/635.0	157.6
13	275.0/645.0	158.8
14	395.0/305.0	9.272
15	430.0/505.0	14.09
16	440.0/520.0	9.983
17	445.0/525.0	8.536
18	455.0/540.0	5.939
19	460.0/545.0	5.037
20	470.0/560.0	3.491
21	475.0/375.0	8.535
22	495.0/315.0	15.29
23	545.0/340.0	21.75

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	126.7	610.0	802.4	138.3	4.300	2.571	2.120	2.100	1.875	1.821	2.226	2.387	1.938	1.744	1.529	1.241	1.124	1.050	0.888	0.757	0.643	0.503	0.467	0.353	0.349	0.255	0.268	0.230	0.188	0.166	0.161	0.155	0.154	0.124	0.176	0.264	0.233	0.280	0.233	0.194	0.275	0.444	0.433	0.332	0.199	0.169	0.398	1.865	3.583	2.805	1.095	0.241	0.108	0.082	0.088	0.082	0.075	0.063	0.059	0.043	0.054	0.044	0.038	0.041	0.031	0.028	0.026	0.025	0.033	0.030	0.024	0.031	0.022	0.022	0.015	0.019	0.016
235.0	63.11	185.4	643.6	621.0	152.7	5.645	2.093	2.446	1.759	2.004	2.159	2.354	2.080	1.711	1.334	1.164	1.186	1.176	0.898	0.925	0.700	0.510	0.484	0.347	0.310	0.263	0.224	0.263	0.190	0.198	0.184	0.150	0.142	0.125	0.164	0.230	0.232	0.294	0.230	0.205	0.215	0.271	0.298	0.449	0.438	0.269	0.190	0.537	1.265	1.976	2.678	3.225	1.355	0.354	0.102	0.084	0.074	0.066	0.081	0.033	0.054	0.024	0.043	0.038	0.042	0.028	0.034	0.025	0.031	0.020	0.018	0.034	0.009	0.013	0.014	0.018	0.013
240.0	88.23	69.45	232.5	727.5	517.4	97.91	3.728	2.659	2.101	2.447	2.250	2.515	2.377	1.807	1.671	1.318	1.315	1.032	0.866	0.873	0.885	0.553	0.391	0.296	0.354	0.288	0.200	0.265	0.209	0.198	0.190	0.147	0.216	0.133	0.155	0.138	0.175	0.287	0.343	0.195	0.265	0.214	0.205	0.283	0.490	0.481	0.328	0.255	0.398	0.596	1.187	3.077	3.877	2.941	0.961	0.170	0.081	0.074	0.057	0.071	0.082	0.016	0.051	0.049	0.044	0.043	0.021	0.024	0.030	0.041	0.019	0.027	0.027	0.041	0.017	0.017	0.021
245.0	84.16	84.05	73.14	325.7	872.4	422.7	55.76	3.245	2.738	3.013	2.202	2.851	2.614	1.941	1.824	1.530	1.412	0.924	0.861	0.917	0.746	0.703	0.492	0.481	0.307	0.340	0.253	0.258	0.204	0.204	0.223	0.153	0.171	0.170	0.105	0.139	0.123	0.295	0.275	0.235	0.248	0.231	0.133	0.182	0.265	0.402	0.522	0.460	0.279	0.282	0.360	1.073	2.388	4.107	4.175	2.354	0.465	0.100	0.064	0.091	0.056	0.039	0.047	0.044	0.043	0.064	0.029	0.062	0.022	0.034	0.022	0.028	0.026	0.024	0.023	0.022	0.023
250.0	37.25	95.71	99.08	101.8	361.7	755.2	651.1	144.0	8.902	3.315	2.761	2.979	2.795	2.125	1.845	1.574	1.438	1.106	0.977	0.817	0.696	0.657	0.485	0.399	0.392	0.356	0.232	0.282	0.242	0.185	0.216	0.198	0.152	0.145	0.144	0.143	0.107	0.183	0.220	0.221	0.240	0.222	0.167	0.171	0.188	0.235	0.321	0.458	0.523	0.461	0.311	0.399	0.673	1.314	2.449	3.492	4.113	3.517	1.893	0.575	0.083	0.044	0.055	0.047	0.030	0.058	0.044	0.045	0.038	0.032	0.047	0.026	0.031	0.011	0.017	0.050	0.025
255.0	13.43	34.24	106.4	125.0	102.8	235.4	769.8	 1078	199.1	8.822	4.040	3.013	3.105	2.578	2.120	1.509	1.460	1.082	0.963	0.860	0.634	0.657	0.524	0.386	0.365	0.321	0.310	0.295	0.240	0.165	0.149	0.168	0.131	0.162	0.139	0.165	0.123	0.110	0.114	0.234	0.216	0.227	0.202	0.189	0.194	0.180	0.221	0.229	0.306	0.464	0.670	0.685	0.400	0.411	0.662	0.922	1.696	3.610	5.965	5.826	2.761	0.549	0.080	0.045	0.073	0.076	0.046	0.036	0.037	0.022	0.037	0.038	0.009	0.021	0.009	0.033	0.013
260.0	6.857	13.42	54.21	142.2	100.2	67.96	296.1	 1104	 1057	149.4	6.392	4.341	3.467	2.629	2.006	1.767	1.462	1.168	1.097	0.989	0.613	0.595	0.524	0.418	0.376	0.293	0.299	0.283	0.237	0.210	0.164	0.213	0.122	0.216	0.110	0.158	0.167	0.127	0.117	0.115	0.181	0.205	0.282	0.231	0.223	0.169	0.159	0.166	0.193	0.217	0.444	0.746	0.779	0.522	0.268	0.316	0.493	1.107	2.824	5.722	7.374	5.461	1.894	0.236	0.099	0.062	0.046	0.038	0.039	0.030	0.026	0.031	0.017	0.017	0.023	0.034	0.012
265.0	6.568	9.152	19.83	91.48	153.4	69.77	80.18	471.1	 1310	979.6	107.1	5.201	3.993	3.030	2.197	1.929	1.633	1.206	1.215	0.933	0.838	0.576	0.516	0.393	0.344	0.317	0.293	0.292	0.227	0.222	0.131	0.217	0.129	0.272	0.106	0.174	0.198	0.149	0.133	0.132	0.143	0.194	0.288	0.242	0.225	0.214	0.168	0.165	0.185	0.142	0.210	0.380	0.720	0.847	0.604	0.315	0.206	0.324	0.768	1.950	4.455	7.859	8.019	4.152	0.924	0.105	0.074	0.054	0.054	0.031	0.043	0.038	0.029	0.026	0.020	0.027	0.025
270.0	37.16	26.54	25.60	40.47	103.5	150.7	96.89	142.7	511.3	 1149	 1181	404.5	22.93	4.018	2.854	2.084	1.936	1.440	1.261	1.031	0.991	0.616	0.498	0.420	0.351	0.361	0.348	0.296	0.243	0.218	0.210	0.235	0.324	0.386	0.434	0.383	0.433	0.373	0.387	0.387	0.381	0.369	0.439	0.416	0.339	0.307	0.265	0.237	0.229	0.214	0.187	0.266	0.314	0.484	0.689	0.817	0.735	0.469	0.366	0.614	1.245	2.647	4.509	6.347	7.256	5.781	2.958	0.782	0.124	0.037	0.050	0.064	0.030	0.043	0.033	0.045	0.047
275.0	259.1	260.1	217.9	131.8	129.3	163.1	247.0	203.3	248.1	473.4	 1134	 1695	577.7	18.52	3.999	2.711	1.886	1.557	1.537	1.076	0.975	0.642	0.743	0.474	0.436	0.347	0.329	0.345	0.323	0.200	0.259	0.330	0.657	1.036	1.360	1.318	1.230	1.103	1.141	1.013	1.041	1.024	0.990	0.969	0.969	1.033	0.898	0.946	0.815	0.674	0.644	0.602	0.497	0.611	0.545	0.705	1.095	1.285	1.152	0.854	0.880	1.291	1.792	2.350	3.441	6.002	9.346	8.862	4.058	0.693	0.106	0.079	0.064	0.079	0.087	0.048	0.083
280.0	662.5	758.2	632.0	400.4	322.2	244.5	328.7	348.7	306.8	474.4	754.8	 1631	 1712	127.3	9.866	3.644	2.596	1.907	1.665	1.423	1.078	0.717	0.800	0.581	0.440	0.448	0.303	0.439	0.252	0.257	0.309	0.450	1.080	2.096	2.818	2.805	2.623	2.272	2.312	1.939	1.973	1.978	2.136	1.966	2.012	2.158	2.140	2.306	2.135	1.989	1.518	1.473	1.495	1.363	1.123	1.061	1.049	1.599	2.117	2.077	1.957	1.838	2.141	2.322	2.746	3.569	5.638	9.554	11.12	7.146	2.157	0.212	0.139	0.124	0.094	0.145	0.140
285.0	 1061	 1186	 1046	646.2	527.2	363.5	378.7	547.3	645.7	695.0	812.9	 1114	 1777	 1033	91.95	6.054	2.981	1.933	1.696	1.416	1.143	0.937	0.668	0.625	0.488	0.392	0.355	0.441	0.327	0.308	0.348	0.606	1.654	3.177	4.119	4.434	4.066	3.463	3.250	3.046	2.775	2.866	3.067	3.094	3.046	3.122	3.192	3.639	3.458	2.949	2.363	2.469	2.308	2.019	1.759	1.601	1.567	1.705	2.177	2.843	3.456	3.235	3.205	3.587	3.746	4.004	4.339	5.665	7.814	10.27	9.721	5.054	0.927	0.202	0.180	0.162	0.191
290.0	 1584	 1901	 1708	 1233	 1095	860.5	685.2	792.2	 1047	 1242	 1291	 1280	 1187	 1305	 1184	367.9	21.32	3.411	2.369	1.661	1.425	1.100	0.851	0.795	0.562	0.527	0.453	0.441	0.362	0.356	0.382	0.773	2.207	4.317	5.972	6.349	5.710	5.159	4.577	4.434	4.176	4.060	4.225	4.460	4.607	4.940	4.899	5.311	5.250	4.712	4.050	4.434	4.256	4.084	3.794	3.727	3.147	2.997	3.097	3.870	4.407	5.404	5.971	6.196	6.400	6.228	5.927	6.252	5.523	5.290	6.453	8.189	8.593	6.649	3.229	0.863	0.277
295.0	 2023	 2619	 2556	 2164	 2108	 1788	 1159	 1150	 1380	 1761	 1864	 1837	 1350	905.2	 1104	 1751	510.1	17.01	3.635	2.315	1.739	1.334	0.999	0.915	0.721	0.684	0.565	0.496	0.375	0.467	0.456	0.878	2.500	5.336	7.319	8.137	7.463	6.651	5.635	5.456	5.044	5.050	5.362	5.345	5.907	6.392	6.074	7.262	7.130	7.058	6.379	7.755	7.760	7.741	7.763	8.190	5.846	4.935	4.977	5.408	6.146	6.769	7.695	8.947	10.19	9.670	8.811	9.051	7.425	5.452	4.646	4.363	5.151	7.674	11.31	9.938	4.102
300.0	 2302	 3045	 3079	 2773	 2823	 2474	 1523	 1458	 1662	 2032	 2385	 2341	 1707	 1033	805.4	 1360	 1714	78.10	8.373	3.148	2.063	1.535	1.237	1.031	0.902	0.663	0.642	0.518	0.516	0.404	0.457	1.031	2.891	5.814	8.271	9.041	8.419	7.492	6.586	6.076	5.743	5.759	5.716	6.022	6.148	7.022	7.092	8.183	8.177	8.443	8.298	10.07	10.05	10.51	10.44	11.30	7.738	6.070	6.505	7.001	7.316	8.228	8.901	10.50	12.06	12.13	11.60	10.69	9.109	6.939	5.629	4.679	4.124	4.367	6.384	10.83	12.62
305.0	 2381	 3173	 3358	 3173	 3302	 3002	 1836	 1753	 1966	 2307	 2677	 2844	 2129	 1345	879.6	763.8	 1479	 1494	61.87	5.381	2.653	1.859	1.361	1.101	1.123	0.833	0.736	0.655	0.618	0.402	0.458	1.028	2.712	5.759	7.874	9.272	8.700	7.900	6.641	6.059	6.031	5.794	5.896	6.009	6.546	7.106	7.193	8.343	8.688	8.654	9.103	11.46	11.46	11.78	12.28	13.60	9.367	7.709	7.594	8.277	8.901	9.765	10.69	11.62	12.87	13.38	13.79	13.05	11.06	8.843	7.337	5.914	4.916	4.261	3.716	4.882	8.050
310.0	 2268	 3056	 3364	 3328	 3563	 3323	 2110	 2110	 2357	 2696	 3034	 3245	 2772	 1873	 1226	735.3	688.3	 1219	 1358	263.9	16.37	3.042	1.897	1.497	1.125	0.836	0.777	0.786	0.695	0.593	0.561	0.986	2.441	5.176	7.298	8.655	8.170	7.304	6.191	5.887	5.622	5.551	5.623	5.764	6.074	6.838	6.877	7.988	8.527	8.789	9.397	11.86	12.28	12.52	13.99	15.03	10.48	8.895	9.173	9.746	10.51	11.61	12.69	13.84	14.45	14.98	15.33	15.28	14.36	11.94	10.26	8.295	7.043	5.655	4.300	3.638	3.645
315.0	 2181	 2804	 3100	 3164	 3513	 3352	 2325	 2417	 2749	 3116	 3433	 3646	 3239	 2505	 1704	 1000	593.1	520.1	870.2	 1639	394.2	14.36	2.717	1.862	1.332	1.025	0.950	0.844	0.785	0.722	0.757	0.931	2.247	4.407	6.576	7.273	7.426	6.554	5.892	5.572	5.597	5.374	5.482	5.620	5.916	6.323	6.418	7.210	7.794	8.061	8.807	11.16	12.05	12.13	13.93	15.29	11.36	9.869	10.41	11.69	12.21	13.88	15.02	15.60	16.45	17.28	16.89	17.02	16.22	14.78	13.68	11.60	9.870	7.801	5.893	4.526	3.550
320.0	 2170	 2665	 2887	 2985	 3334	 3288	 2448	 2617	 3013	 3436	 3772	 3991	 3590	 2911	 2163	 1288	727.4	458.0	427.7	 1125	 1617	57.60	7.184	2.595	1.744	1.375	0.873	0.940	0.898	0.773	0.763	0.862	2.087	3.925	5.798	6.629	6.746	6.316	5.802	5.518	5.108	5.226	5.581	5.739	6.307	6.477	6.561	6.970	7.253	7.392	7.774	10.22	11.12	11.72	13.13	14.82	11.56	10.21	11.38	12.44	13.74	14.91	16.32	17.49	18.55	18.77	18.50	18.63	17.59	16.58	15.41	13.71	12.62	10.10	7.416	5.825	4.513
325.0	 2130	 2539	 2697	 2761	 3087	 3118	 2512	 2764	 3197	 3660	 4037	 4263	 3872	 3146	 2487	 1610	929.0	560.4	369.0	486.4	 1329	 1374	49.12	4.773	2.300	1.666	1.162	0.981	0.932	0.776	0.692	1.021	1.841	3.601	4.927	5.796	6.004	6.102	5.545	5.070	4.816	5.187	5.542	5.703	6.118	6.675	6.319	7.099	6.773	6.617	7.471	9.346	10.24	11.11	12.78	13.99	11.28	10.85	11.68	13.27	14.67	16.13	17.52	18.59	19.28	19.95	20.28	19.95	19.27	17.67	16.36	14.87	13.97	11.91	9.581	7.017	5.591
330.0	 2057	 2363	 2430	 2459	 2778	 2872	 2499	 2862	 3332	 3808	 4226	 4505	 4149	 3402	 2705	 1969	 1256	762.9	493.2	361.9	515.0	 1090	 1264	211.9	14.75	2.482	1.684	1.291	1.077	0.899	0.820	0.933	1.766	3.039	4.370	4.953	5.395	5.418	4.951	4.944	4.796	4.922	5.236	5.558	5.956	6.208	5.999	6.573	6.427	6.270	6.661	8.359	9.165	10.19	11.22	12.70	10.90	10.87	12.19	13.42	15.02	16.72	18.27	19.31	20.69	21.04	21.09	20.76	20.49	19.23	17.76	16.21	14.86	13.29	11.33	9.401	7.629
335.0	 2013	 2256	 2273	 2198	 2505	 2621	 2434	 2861	 3370	 3886	 4319	 4641	 4360	 3643	 2933	 2192	 1603	 1066	689.5	458.9	347.5	395.4	765.1	 1575	331.3	14.27	2.572	1.681	1.328	1.124	0.916	1.019	1.639	2.425	3.800	4.386	4.623	4.758	4.640	4.618	4.565	4.803	4.996	5.599	5.594	6.094	5.986	6.350	6.105	5.943	5.931	7.775	8.296	9.044	10.17	11.16	10.50	10.91	12.31	13.31	15.26	16.87	18.24	19.59	21.10	21.21	21.57	20.98	21.39	19.98	19.30	17.49	16.08	14.40	12.75	10.88	9.942
