Sample:	'1
File name:	Default_20230203_120555.FD3
Run date:	'11:59:33, 02/03/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
340.0	-94.65	-33.21	-20.46	38.83	65.08	155.3	153.7	176.7	186.5	237.3	289.6	249.6	166.5	65.40	44.80	40.32	113.6	292.6	141.0	16.23	21.22	66.38	165.6	928.0	 2759	 1184	43.13	-6.135	-6.911	-7.723	-6.906	-6.495	-4.881	-5.591	-4.925	-5.404	-4.678	-4.854	-4.104	-3.384	-4.464	-4.678	-4.186	-4.485	-4.030	-3.627	-2.788	-3.617	-3.433	-2.472	-2.442	-2.996	-3.058	-3.052	-2.496	-2.860	-2.997	-2.770	-3.449	-2.716	-2.951	-3.735	-2.857	-3.440	-2.915	-3.229	-3.690	-3.736	-3.736	-3.585	-3.661	-4.446	-3.765	-3.895	-3.065	-3.589	-2.907
345.0	-116.0	-24.90	22.61	71.62	123.9	201.4	200.9	181.2	176.2	226.7	213.7	187.7	132.6	55.71	40.57	31.22	47.58	182.3	270.2	61.05	11.98	18.67	41.14	221.5	 1377	 2818	825.4	5.626	-6.454	-7.069	-6.877	-6.565	-5.610	-6.157	-5.516	-5.236	-4.676	-4.714	-3.559	-4.000	-4.293	-4.073	-4.334	-4.025	-3.556	-3.466	-3.196	-3.425	-3.069	-2.814	-2.481	-2.837	-2.537	-3.261	-2.837	-3.164	-3.212	-3.648	-3.403	-3.146	-2.717	-4.237	-2.763	-2.923	-3.022	-3.021	-3.178	-3.627	-3.791	-3.693	-4.196	-3.286	-3.940	-3.999	-3.811	-3.436	-4.517
350.0	-81.71	17.43	31.24	112.5	182.6	240.9	235.2	218.0	179.9	193.8	168.2	147.6	93.74	56.15	43.89	32.16	30.40	70.12	183.9	198.7	60.05	13.39	15.35	54.69	332.3	 1285	 2211	756.2	53.89	-6.325	-6.771	-6.410	-6.233	-5.771	-5.425	-4.663	-4.895	-4.780	-4.399	-4.455	-4.587	-3.552	-4.356	-3.751	-3.973	-3.733	-3.461	-3.507	-2.651	-2.363	-2.473	-2.876	-2.697	-3.193	-2.864	-3.156	-3.319	-3.034	-3.180	-3.094	-2.699	-3.463	-2.887	-3.106	-3.350	-3.035	-3.412	-3.418	-3.821	-3.866	-3.733	-3.771	-3.283	-4.064	-3.592	-3.722	-4.189
355.0	-118.7	20.07	60.36	130.8	187.6	278.0	297.2	276.8	168.2	165.6	144.2	118.2	72.02	56.34	47.71	37.69	37.10	36.34	68.63	158.2	200.4	49.65	12.10	20.75	78.77	291.6	730.2	 2267	 1238	69.05	-5.915	-4.937	-5.512	-6.116	-4.674	-4.135	-5.432	-5.016	-4.590	-4.453	-4.018	-3.874	-3.750	-3.765	-4.301	-3.400	-2.944	-3.089	-2.645	-2.213	-2.360	-2.709	-2.869	-2.826	-2.622	-3.639	-3.192	-3.517	-3.213	-2.670	-2.948	-3.270	-3.142	-3.080	-3.383	-3.729	-3.219	-3.809	-3.552	-3.912	-3.225	-4.059	-3.683	-3.738	-3.649	-3.607	-4.191
360.0	-116.2	5.212	102.5	170.5	217.0	300.2	326.7	269.4	182.4	154.8	111.0	92.75	63.06	54.76	45.20	39.51	38.16	34.00	43.55	78.09	201.9	137.4	21.71	13.95	25.49	70.00	170.0	970.9	 2680	 1014	29.93	-4.317	-5.428	-5.479	-5.014	-4.332	-5.324	-4.835	-4.579	-4.571	-4.004	-4.324	-4.109	-3.747	-4.065	-3.183	-3.025	-3.444	-3.055	-2.169	-2.221	-3.072	-3.149	-2.859	-2.811	-3.255	-2.758	-2.851	-3.107	-2.845	-2.785	-2.979	-2.910	-2.844	-3.665	-3.559	-3.003	-3.644	-3.745	-3.638	-3.526	-3.870	-4.000	-3.619	-3.258	-3.972	-3.691
365.0	-146.7	-18.84	80.75	140.7	246.4	296.9	339.2	261.6	202.3	168.5	109.9	80.95	68.54	57.92	44.27	40.43	41.70	35.50	37.97	46.61	116.6	210.9	81.99	17.59	16.26	23.32	43.72	232.3	 1408	 2734	718.6	2.954	-5.066	-5.901	-4.867	-4.967	-4.404	-4.196	-4.245	-4.068	-4.014	-4.265	-3.591	-3.751	-4.245	-2.877	-3.248	-3.022	-3.206	-2.458	-2.512	-2.927	-2.630	-2.659	-2.967	-3.217	-3.224	-2.549	-2.953	-3.381	-2.767	-2.783	-2.699	-2.992	-3.994	-3.471	-3.123	-3.486	-3.790	-3.707	-3.431	-4.038	-3.480	-3.743	-3.653	-4.018	-4.027
370.0	-136.8	-11.77	25.55	135.3	231.9	291.5	298.2	260.5	203.4	148.5	107.5	73.53	60.36	56.30	49.58	47.75	44.58	41.56	42.34	39.66	56.34	131.3	161.6	74.79	21.42	15.52	17.77	55.68	340.3	 1311	 2254	654.0	42.01	-4.458	-4.593	-4.831	-4.663	-4.233	-4.518	-4.741	-4.812	-4.611	-4.120	-4.073	-3.662	-3.880	-2.811	-3.173	-2.961	-2.277	-2.400	-2.921	-2.528	-2.505	-2.758	-2.852	-2.892	-2.567	-2.764	-3.141	-2.819	-3.120	-3.254	-3.544	-3.669	-3.611	-3.677	-3.400	-4.039	-3.570	-4.026	-4.181	-3.732	-4.090	-3.740	-4.150	-4.069
375.0	-159.5	-36.94	70.02	127.0	211.5	246.8	248.0	245.2	176.0	121.8	89.58	64.36	58.38	59.18	54.39	52.49	48.14	47.21	43.49	40.74	45.25	62.39	118.0	163.8	63.01	18.94	15.65	19.76	79.94	297.4	795.9	 2368	 1018	50.17	-3.899	-4.968	-4.009	-4.768	-4.163	-4.326	-4.443	-4.104	-4.527	-3.669	-3.889	-4.038	-3.253	-3.306	-2.520	-2.377	-2.331	-2.655	-2.341	-2.855	-2.031	-2.809	-3.369	-2.822	-3.057	-3.311	-2.800	-3.224	-3.491	-3.589	-3.389	-3.529	-3.497	-3.631	-3.540	-3.997	-3.776	-3.811	-3.808	-3.233	-3.667	-3.703	-3.961
380.0	-176.7	-16.71	45.23	100.0	193.8	251.2	249.2	201.7	140.2	115.1	86.89	58.65	54.70	55.98	53.51	51.78	51.81	50.48	50.59	42.32	46.97	48.28	63.31	152.6	130.7	34.53	16.23	13.18	23.45	70.80	183.5	 1097	 2633	801.7	17.36	-4.205	-4.500	-4.658	-4.262	-4.139	-4.361	-4.845	-4.314	-3.351	-3.657	-3.855	-3.263	-3.082	-2.972	-2.460	-2.480	-2.860	-2.205	-2.973	-2.480	-3.125	-3.476	-2.907	-2.960	-3.497	-3.373	-3.581	-3.419	-3.094	-3.759	-3.248	-4.033	-3.092	-3.531	-4.250	-3.473	-3.599	-3.591	-3.574	-3.837	-3.456	-4.267
385.0	-134.5	-23.31	28.75	91.13	196.3	234.8	194.0	194.1	138.5	108.0	91.21	48.35	51.15	42.44	50.07	47.80	53.38	54.01	56.10	50.32	50.39	46.14	49.54	92.92	167.1	81.68	22.18	14.35	12.78	20.93	44.10	266.9	 1530	 2503	116.4	0.545	-4.092	-4.318	-3.810	-4.141	-4.916	-4.355	-5.110	-4.176	-3.276	-3.665	-3.200	-2.458	-2.756	-2.501	-2.529	-2.758	-2.255	-2.991	-2.525	-2.554	-3.843	-2.801	-2.984	-3.156	-2.981	-3.670	-3.288	-2.931	-3.590	-3.240	-4.178	-3.788	-3.081	-3.874	-3.769	-3.743	-3.614	-3.850	-4.288	-4.267	-4.290
390.0	-164.3	-30.73	-13.02	65.54	131.0	178.5	188.5	166.1	114.9	96.28	72.80	41.26	57.18	52.99	45.84	54.73	50.35	53.39	52.71	50.89	50.12	46.32	43.77	54.49	100.4	136.8	69.13	19.27	12.19	10.64	13.48	61.59	375.7	 1310	 1893	485.6	30.45	-3.791	-3.846	-4.174	-4.611	-4.493	-4.510	-3.881	-3.796	-3.905	-3.309	-2.891	-2.844	-2.603	-2.792	-2.732	-2.713	-3.191	-2.715	-3.099	-3.219	-3.146	-2.948	-3.413	-3.382	-3.061	-3.284	-3.327	-3.824	-3.189	-3.639	-3.841	-3.809	-3.916	-3.917	-3.405	-3.480	-3.743	-4.635	-3.675	-4.002
395.0	-184.5	-86.45	-18.27	17.70	98.96	121.3	136.6	136.8	81.21	70.98	45.98	47.01	45.09	43.70	43.19	44.37	54.10	49.70	51.40	54.32	48.81	51.17	44.51	48.90	53.91	94.69	132.0	57.83	16.91	11.23	8.716	17.33	85.77	293.6	763.0	 2090	783.0	34.85	-3.648	-3.791	-3.908	-4.664	-4.672	-3.454	-3.872	-3.607	-3.121	-3.206	-3.014	-2.799	-2.472	-2.837	-2.851	-2.877	-2.958	-2.704	-3.322	-3.065	-3.536	-3.112	-3.142	-3.474	-4.197	-3.562	-3.430	-3.947	-3.404	-3.673	-4.167	-3.870	-3.604	-4.239	-3.918	-3.690	-4.213	-3.910	-3.370
400.0	-273.4	-91.72	-57.22	8.069	59.37	104.4	129.9	104.8	76.55	61.50	35.94	42.89	35.18	45.40	42.56	45.00	46.55	51.51	50.22	53.48	49.64	48.00	44.59	43.29	42.55	54.71	112.2	109.1	30.63	11.60	8.750	8.114	20.49	66.24	179.2	 1067	 2116	611.8	11.72	-3.733	-3.717	-4.283	-4.317	-3.875	-3.810	-3.412	-3.707	-3.331	-3.352	-2.527	-2.289	-2.618	-2.593	-2.702	-3.163	-3.364	-3.391	-3.478	-3.599	-3.754	-3.004	-3.504	-3.517	-3.799	-3.630	-3.815	-3.754	-4.037	-3.560	-3.262	-3.935	-3.636	-3.789	-3.115	-3.892	-3.783	-3.712
405.0	-246.5	-113.1	-41.50	-10.72	35.60	93.96	99.83	92.48	61.77	48.26	38.99	28.85	30.95	43.12	44.70	44.37	45.11	46.04	47.75	49.29	49.56	46.98	45.18	42.90	39.83	38.23	65.22	127.9	69.37	13.93	9.829	6.114	6.783	15.25	39.86	264.5	 1291	 1981	98.13	-0.410	-3.944	-3.954	-3.809	-3.597	-4.368	-3.313	-3.574	-3.838	-2.680	-2.284	-2.580	-3.070	-2.592	-3.192	-3.561	-3.532	-3.404	-3.522	-3.324	-3.266	-3.149	-3.255	-3.425	-3.826	-3.626	-3.424	-3.882	-3.814	-3.208	-3.196	-3.560	-3.622	-3.769	-3.255	-3.810	-3.804	-4.320
410.0	-226.2	-125.1	-94.96	-11.61	42.87	40.01	59.21	64.73	44.87	32.30	31.19	24.82	32.91	33.45	41.83	36.21	41.00	42.67	46.20	47.21	46.53	45.94	44.71	43.77	38.66	36.12	40.30	76.39	101.3	54.28	15.16	7.318	4.406	5.224	8.857	59.47	319.9	 1090	 1624	442.1	23.61	-3.665	-4.352	-3.936	-3.876	-2.865	-3.495	-3.903	-2.677	-2.631	-2.786	-3.103	-3.307	-3.393	-3.186	-3.772	-3.014	-3.165	-3.127	-3.461	-3.405	-3.224	-3.547	-3.883	-3.778	-3.057	-3.884	-3.819	-3.122	-3.598	-3.438	-3.853	-3.575	-4.096	-3.627	-3.817	-4.405
415.0	-234.4	-189.6	-106.3	-69.13	26.31	5.403	38.54	31.45	28.89	44.04	13.43	15.20	28.23	25.06	36.01	35.53	40.31	38.99	41.87	44.01	42.73	41.85	41.49	39.94	37.35	35.55	33.08	38.19	65.51	98.34	42.12	8.329	5.152	4.073	3.048	13.05	70.67	243.9	682.1	 1918	662.2	26.95	-4.137	-3.706	-3.393	-3.434	-3.095	-3.014	-2.738	-3.048	-2.473	-3.847	-2.560	-3.204	-3.366	-3.051	-3.756	-3.243	-3.041	-3.685	-3.778	-3.270	-3.361	-3.839	-3.680	-3.538	-3.228	-3.819	-3.839	-4.118	-3.624	-3.453	-3.430	-4.186	-4.219	-4.406	-4.160
420.0	-265.7	-148.5	-102.1	-88.24	7.301	10.53	13.83	23.23	16.28	26.44	10.44	20.49	22.28	27.43	30.55	31.16	34.91	35.07	37.24	36.29	41.97	41.26	38.11	40.05	39.64	34.46	31.84	31.24	38.29	81.85	77.66	19.77	5.385	4.267	2.137	3.761	15.17	52.45	160.1	 1003	 1770	492.2	3.628	-3.449	-3.693	-3.325	-3.495	-3.012	-3.394	-3.007	-2.349	-3.147	-2.924	-3.963	-3.468	-3.345	-3.812	-3.876	-3.891	-3.534	-3.343	-2.856	-3.487	-2.847	-4.029	-3.610	-3.188	-4.126	-3.677	-3.200	-3.372	-4.062	-3.324	-3.637	-4.104	-4.938	-4.416
425.0	-244.5	-126.9	-126.9	-74.78	-13.84	-12.86	15.59	21.27	26.74	27.71	12.19	8.627	19.41	24.43	26.31	26.02	31.66	33.70	31.82	35.93	34.85	37.88	39.13	36.54	35.21	32.00	29.29	27.92	26.95	46.12	83.74	47.05	10.00	3.319	0.944	1.502	3.548	11.04	35.59	251.5	 1134	 1526	85.24	-2.254	-3.680	-3.871	-2.658	-3.372	-3.266	-2.704	-2.787	-3.749	-3.334	-3.476	-3.431	-3.409	-3.212	-3.608	-3.713	-3.740	-3.704	-3.659	-3.304	-3.629	-3.854	-3.635	-3.269	-3.882	-3.737	-3.860	-3.523	-4.186	-3.829	-3.506	-3.819	-3.853	-4.009
430.0	-133.0	-153.4	-149.4	-98.88	-25.82	-15.65	1.099	-1.610	7.143	19.73	1.821	2.726	13.07	24.78	21.67	21.55	27.39	29.60	32.44	31.50	33.22	34.56	35.41	36.65	34.61	32.08	29.50	27.82	24.10	27.94	48.14	68.74	37.54	8.179	2.890	1.813	0.707	2.398	7.482	55.40	285.6	866.3	988.3	374.6	19.90	-3.462	-2.716	-3.301	-2.733	-2.674	-2.669	-3.389	-3.177	-3.422	-2.975	-3.542	-3.423	-3.806	-3.578	-3.921	-3.628	-3.542	-3.284	-3.749	-3.632	-3.604	-3.471	-3.713	-3.590	-3.938	-3.832	-4.098	-3.933	-3.647	-3.605	-4.160	-4.051
435.0	312.5	-127.6	-118.5	-95.19	-51.89	-50.92	-34.70	-2.012	-10.66	11.33	2.398	-3.291	4.771	17.45	16.02	20.10	20.56	24.31	29.75	27.99	28.60	32.00	33.26	33.41	29.37	28.66	29.06	25.13	21.07	21.82	23.41	44.16	67.82	30.02	4.309	2.837	1.855	0.702	1.131	11.92	63.22	193.3	495.1	 1397	583.9	21.31	-2.628	-3.161	-2.825	-3.029	-2.517	-3.480	-2.782	-3.461	-3.417	-3.829	-3.336	-3.319	-3.351	-3.559	-3.760	-3.483	-3.872	-4.043	-4.148	-3.661	-4.092	-3.973	-3.385	-3.312	-3.393	-4.505	-4.021	-3.407	-4.008	-3.816	-3.864
440.0	638.0	36.29	-144.2	-104.7	-64.00	-50.67	-24.97	-18.28	-11.08	-1.629	-5.361	2.130	4.620	11.49	18.08	19.17	20.11	20.96	24.57	27.61	28.51	28.42	29.96	28.76	26.01	27.00	26.52	22.85	23.43	18.50	19.37	24.55	56.27	52.29	12.99	4.212	1.676	0.237	0.070	1.567	12.96	42.45	116.7	764.8	 1588	421.2	3.779	-2.625	-2.946	-2.565	-2.437	-2.966	-2.812	-3.554	-3.050	-3.255	-3.570	-3.531	-4.011	-3.553	-4.181	-3.723	-3.902	-3.209	-3.851	-3.320	-3.880	-4.287	-3.854	-3.412	-3.961	-4.519	-4.151	-3.635	-3.853	-4.240	-4.373
445.0	609.4	451.8	-105.9	-123.2	-66.32	-42.08	-31.27	-19.01	-35.09	-4.210	-12.54	2.200	5.687	10.86	7.947	16.84	20.43	22.45	27.87	21.46	25.38	28.06	27.67	25.72	26.01	27.34	24.84	22.43	22.69	19.72	17.56	16.05	31.40	56.52	32.04	5.367	2.489	1.063	-0.328	-0.151	1.789	8.143	25.00	191.8	 1057	 1395	68.83	-1.507	-3.026	-2.320	-2.167	-2.775	-3.547	-3.497	-3.447	-3.307	-3.592	-3.332	-3.946	-3.506	-4.191	-3.779	-3.438	-3.739	-3.712	-3.742	-4.442	-4.341	-3.719	-4.006	-3.793	-3.749	-3.658	-3.917	-4.056	-3.993	-4.094
450.0	96.75	 1023	200.1	-121.2	-81.89	-46.01	-33.92	-14.67	-25.74	-9.777	-18.98	2.616	3.772	9.459	10.50	13.03	11.23	17.64	18.79	18.08	20.00	24.60	24.82	22.82	23.12	25.32	22.47	20.38	19.31	18.52	16.64	13.40	15.26	32.11	45.35	22.90	5.713	0.795	0.577	-0.348	0.057	0.526	4.015	41.71	268.7	847.3	 1155	322.5	16.17	-2.080	-2.534	-3.218	-3.376	-3.579	-3.370	-3.538	-4.040	-2.856	-3.491	-3.657	-3.802	-3.097	-3.698	-3.810	-3.632	-3.629	-3.972	-4.257	-3.664	-3.900	-4.113	-3.790	-4.133	-3.910	-4.085	-3.878	-4.051
455.0	-167.2	640.2	 1006	-50.75	-89.83	-56.37	-32.34	-28.85	-41.86	-15.81	-18.18	-1.437	2.093	1.211	6.415	5.886	9.152	15.22	13.45	17.82	16.56	17.72	19.89	20.20	19.20	21.95	21.45	18.55	18.03	17.92	13.31	12.59	9.708	14.11	30.10	39.50	18.67	1.627	0.892	-0.661	-1.490	-0.916	-0.135	8.503	58.21	189.3	515.7	 1304	460.2	15.19	-2.004	-2.855	-2.954	-3.652	-3.026	-3.151	-4.183	-3.398	-3.433	-3.507	-4.248	-3.595	-3.544	-3.908	-3.803	-3.977	-3.436	-3.698	-4.120	-3.047	-3.563	-3.411	-4.119	-3.738	-4.210	-4.153	-4.401
460.0	-241.4	63.97	 1356	200.6	-60.33	-87.77	-48.13	-47.06	-40.51	-20.68	-18.66	-8.399	2.923	-2.799	0.964	4.351	5.433	11.92	7.358	13.54	15.68	19.19	18.69	14.41	16.33	17.39	20.63	16.77	16.12	15.51	13.14	12.60	10.08	9.907	14.92	33.67	33.19	7.771	0.202	-0.167	-1.927	-1.238	-1.066	0.461	11.84	40.45	121.7	723.7	 1298	309.2	3.150	-2.811	-2.680	-3.463	-3.173	-3.659	-3.344	-3.501	-3.277	-3.264	-4.052	-3.553	-3.286	-3.594	-3.447	-3.828	-3.325	-3.966	-3.467	-3.393	-4.086	-3.629	-3.663	-4.239	-3.541	-4.201	-4.472
465.0	-296.6	-128.7	 1025	789.6	-89.43	-83.22	-61.16	-49.42	-25.40	-34.08	-21.56	-6.608	0.860	-8.592	-0.485	2.280	3.055	10.49	7.334	11.89	13.86	14.57	14.53	16.32	15.61	14.52	16.68	14.67	18.62	13.51	11.72	11.50	9.792	8.100	7.123	18.85	34.56	19.00	2.689	0.119	-1.473	-1.376	-1.656	-1.760	1.107	7.367	25.86	182.7	899.6	 1106	55.66	-2.076	-2.759	-3.377	-2.814	-3.315	-3.200	-3.652	-3.422	-3.360	-3.905	-3.521	-3.401	-3.980	-3.491	-3.698	-3.859	-3.877	-4.455	-2.738	-3.623	-4.212	-3.673	-4.470	-3.595	-3.851	-4.755
470.0	-227.8	-198.7	265.1	 1059	220.9	-81.34	-64.84	-47.30	-39.86	-36.87	-24.74	-17.28	-14.04	-10.37	-5.582	0.482	-1.512	5.795	4.305	7.270	8.049	12.66	9.451	13.28	12.79	10.80	14.50	11.74	13.50	11.64	10.49	10.01	7.879	7.518	6.175	8.090	18.87	26.86	12.05	1.544	-0.691	-1.582	-1.393	-1.815	-1.403	-0.157	4.320	39.74	227.6	702.4	847.9	285.8	11.99	-3.109	-3.385	-2.992	-3.273	-3.924	-3.383	-3.512	-3.768	-3.887	-3.429	-3.550	-3.903	-3.718	-4.294	-3.743	-3.682	-3.091	-3.900	-3.666	-3.641	-3.777	-3.972	-4.239	-3.822
475.0	-250.3	-179.5	-116.2	555.3	895.1	7.687	-71.11	-56.09	-43.96	-35.38	-30.58	-27.94	-11.73	-11.94	-5.228	-6.765	-3.936	2.063	5.511	3.240	6.548	8.765	10.29	10.21	7.856	8.902	11.48	8.980	11.70	9.320	10.40	7.746	7.025	6.401	4.549	3.079	7.024	16.64	21.65	7.993	-0.670	-2.017	-1.732	-2.220	-2.084	-1.284	-0.641	6.981	49.01	156.8	382.8	912.9	369.1	9.360	-2.756	-3.358	-3.484	-3.679	-3.199	-3.340	-3.757	-3.470	-3.510	-2.988	-3.708	-3.961	-3.711	-3.632	-3.348	-3.294	-3.850	-3.458	-3.907	-3.853	-3.817	-4.656	-4.182
480.0	-279.5	-187.4	-167.2	97.89	 1051	393.7	-62.95	-52.44	-46.61	-37.83	-32.52	-27.73	-16.86	-14.69	-6.931	-9.669	-4.585	-3.625	1.707	0.434	2.600	5.732	6.773	10.50	8.680	6.632	9.853	8.337	9.363	8.781	8.978	7.433	6.566	5.267	3.679	2.956	4.345	7.694	20.41	16.01	3.057	-1.323	-2.230	-2.973	-2.304	-1.506	-2.161	0.188	9.633	33.89	89.79	497.4	932.6	71.05	-0.388	-3.647	-3.830	-3.226	-3.504	-3.299	-3.183	-3.628	-3.381	-3.234	-3.656	-3.819	-4.193	-2.915	-3.277	-3.875	-3.880	-3.794	-3.386	-3.609	-4.331	-3.983	-4.080
485.0	-313.9	-200.7	-151.2	-77.79	724.5	999.7	-58.40	-59.41	-28.03	-41.13	-38.49	-33.10	-22.55	-10.77	-12.65	-12.12	-7.679	-5.525	1.019	0.455	1.779	4.095	3.929	6.450	7.447	6.641	6.519	7.792	6.013	7.859	6.530	4.979	3.514	3.670	2.969	2.326	2.235	3.102	11.03	18.78	8.516	-0.667	-1.848	-2.838	-1.681	-2.071	-1.722	-1.867	0.415	6.642	19.19	125.0	643.5	620.2	55.39	-2.572	-3.306	-3.195	-3.060	-3.650	-3.640	-3.222	-3.827	-3.703	-4.295	-3.544	-3.857	-3.664	-4.041	-3.300	-3.838	-4.574	-4.039	-3.578	-4.174	-4.161	-4.023
490.0	-263.9	-235.9	-181.0	-121.5	148.3	 1264	230.7	-59.11	-50.09	-32.51	-35.84	-31.90	-24.75	-17.31	-14.85	-9.259	-4.326	-5.343	-1.830	-2.408	0.330	0.502	4.058	4.829	3.610	5.740	4.683	5.431	4.454	5.948	6.927	4.211	4.625	3.400	2.227	2.694	1.705	0.649	2.951	10.09	14.38	6.611	-0.980	-2.936	-2.100	-2.508	-2.022	-2.282	-1.602	0.130	2.864	25.72	160.8	453.3	638.5	265.7	11.02	-3.378	-2.914	-3.596	-3.765	-3.536	-3.598	-3.606	-3.879	-3.664	-3.640	-3.840	-3.854	-3.545	-3.675	-4.171	-4.201	-3.881	-4.233	-4.401	-4.029
495.0	-282.5	-247.9	-90.69	-150.4	-59.34	609.1	764.9	-29.51	-54.62	-47.08	-41.12	-33.00	-32.61	-21.36	-14.89	-6.499	-9.838	-5.435	-2.355	-4.328	-2.937	0.354	0.873	2.831	4.835	3.009	4.551	4.378	4.783	4.130	4.934	3.493	3.612	2.134	1.734	2.301	0.407	0.409	0.103	2.278	9.016	12.25	4.084	-1.721	-2.283	-2.580	-1.671	-2.436	-1.374	-1.491	-0.720	3.976	33.77	99.92	306.0	826.5	370.4	9.525	-1.905	-3.408	-3.072	-3.763	-3.835	-2.919	-3.615	-4.140	-3.888	-3.805	-3.825	-3.907	-4.389	-3.750	-4.402	-3.772	-3.829	-4.127	-4.618
500.0	-268.4	-276.2	-111.5	-134.9	-109.0	135.7	952.7	189.2	-57.64	-56.26	-35.04	-33.33	-25.61	-28.98	-19.17	-9.276	-11.74	-4.006	-5.390	-5.295	-4.632	-0.065	0.875	-1.151	1.863	1.409	2.625	3.795	2.809	3.217	3.404	3.234	3.833	2.146	1.955	1.119	-0.652	0.130	-0.622	-0.353	2.198	11.35	8.685	-0.772	-3.055	-2.543	-2.136	-2.388	-1.750	-1.975	-1.349	-1.595	5.467	20.36	70.74	447.3	872.8	72.62	0.545	-3.662	-2.856	-3.975	-4.225	-3.581	-2.814	-3.923	-3.955	-3.556	-3.385	-3.930	-4.333	-3.617	-4.268	-4.080	-4.073	-4.407	-4.607
505.0	-312.8	-264.1	-146.5	-103.6	-116.2	-55.39	651.2	578.4	-44.97	-52.55	-34.84	-31.89	-25.16	-23.68	-21.54	-10.90	-12.72	-9.572	-6.959	-4.120	-4.794	-2.229	-1.253	0.469	0.430	-0.318	1.379	2.771	1.687	1.091	2.481	2.121	1.058	1.274	1.278	0.920	-0.426	-0.326	0.100	-0.733	-0.496	4.960	11.71	4.279	-1.719	-2.009	-2.298	-2.328	-2.359	-1.518	-1.300	-2.327	-1.036	2.270	13.38	110.8	593.2	635.0	58.53	-2.987	-3.150	-3.940	-4.131	-4.235	-3.692	-3.858	-3.626	-3.785	-3.723	-4.402	-4.475	-3.912	-3.738	-4.105	-4.206	-4.116	-4.327
510.0	-303.1	-248.1	-163.6	-70.37	-99.74	-89.48	156.4	773.6	234.7	-51.40	-41.78	-33.25	-29.89	-24.50	-21.59	-14.08	-12.57	-10.65	-6.813	-6.454	-7.001	-4.846	-3.832	0.062	-0.443	-0.445	-0.678	1.462	1.112	1.261	0.141	0.523	0.632	0.470	0.122	0.531	-0.468	-1.124	-1.052	-0.986	-1.997	0.178	5.658	7.630	2.106	-1.858	-2.323	-2.425	-2.681	-1.683	-1.822	-2.328	-2.246	-1.913	0.607	22.44	147.9	435.6	586.4	240.2	13.27	-3.750	-3.076	-3.675	-3.519	-3.668	-4.149	-3.982	-3.944	-4.249	-3.719	-3.945	-4.147	-3.986	-4.121	-3.939	-4.535
515.0	-279.6	-247.6	-223.0	-89.63	-71.76	-96.79	-25.33	348.9	734.6	1.603	-48.74	-36.65	-30.13	-24.67	-26.94	-17.27	-15.57	-11.43	-6.048	-7.552	-7.308	-4.182	-3.480	-3.365	-1.829	-2.303	-0.911	-0.065	0.246	0.099	0.525	-0.492	-0.286	0.884	-1.063	-1.012	-1.754	-1.232	-1.881	-1.872	-2.139	-1.725	-0.157	4.050	6.424	1.133	-2.873	-2.872	-2.675	-2.057	-1.967	-2.076	-2.700	-2.599	-1.518	2.467	30.69	95.60	266.0	717.2	429.8	5.233	-3.996	-3.720	-3.437	-3.421	-4.335	-3.359	-4.149	-4.451	-4.089	-4.199	-4.239	-3.842	-4.093	-3.951	-4.518
520.0	-336.5	-238.3	-222.9	-133.0	-37.54	-85.65	-71.37	54.10	754.9	242.1	-53.47	-44.13	-29.75	-29.13	-25.33	-18.38	-15.99	-12.41	-10.51	-8.124	-7.746	-5.869	-5.272	-3.745	-3.527	-3.430	-2.512	-1.670	-0.849	-1.223	-0.734	-1.630	-0.323	-1.186	-1.596	-1.061	-1.205	-1.907	-2.739	-2.113	-2.535	-2.262	-1.510	0.676	6.144	4.014	-1.675	-2.418	-2.720	-2.110	-2.105	-2.145	-2.746	-3.189	-3.134	-1.530	4.669	18.71	59.86	388.1	 1082	69.32	-1.445	-3.514	-3.728	-4.154	-4.400	-3.028	-3.807	-3.966	-3.744	-4.352	-3.389	-4.136	-4.141	-4.133	-4.259
525.0	-301.0	-267.3	-209.7	-146.7	-54.75	-74.59	-98.64	-45.81	467.5	623.3	-36.59	-40.55	-33.01	-33.36	-23.06	-20.88	-15.26	-9.547	-12.81	-8.074	-8.390	-6.611	-6.123	-4.857	-5.134	-3.781	-4.225	-2.384	-2.996	-3.876	-2.722	-2.405	-2.121	-1.897	-1.676	-1.584	-1.604	-2.561	-2.297	-2.881	-2.702	-2.938	-2.413	-2.029	3.025	5.173	1.482	-1.805	-2.427	-2.526	-2.264	-2.875	-2.554	-2.648	-3.612	-3.105	-0.851	1.940	10.93	95.51	767.7	538.8	52.99	-2.793	-3.328	-3.432	-4.107	-4.279	-4.119	-3.907	-4.289	-4.241	-3.959	-3.997	-4.445	-3.645	-4.530
