Sample:	'1
File name:	Default_20230629_102147.FD3
Run date:	'10:15:26, 06/29/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	240.0/295.0	-37.09
2	260.0/285.0	372.6
3	260.0/560.0	132.4
4	265.0/290.0	398.2
5	265.0/580.0	101.2
6	270.0/295.0	533.2
7	270.0/390.0	 2595
8	270.0/590.0	74.62
9	275.0/305.0	617.5
10	275.0/605.0	58.62
11	280.0/310.0	554.8
12	280.0/615.0	44.84
13	285.0/315.0	577.8
14	285.0/625.0	31.32
15	290.0/320.0	518.7
16	290.0/640.0	22.16
17	295.0/270.0	-8.379
18	295.0/330.0	409.8
19	300.0/335.0	413.6
20	305.0/340.0	446.6
21	310.0/265.0	-5.683
22	310.0/350.0	405.0
23	315.0/245.0	-6.069
24	315.0/280.0	-4.947
25	315.0/355.0	432.3
26	340.0/385.0	753.4
27	345.0/295.0	-2.315
28	350.0/640.0	-1.845
29	375.0/305.0	-2.848
30	445.0/525.0	46.50
31	505.0/275.0	-0.585
32	510.0/280.0	-0.748
33	520.0/285.0	-0.431
34	525.0/395.0	6.257
35	530.0/290.0	-0.665
36	530.0/385.0	6.334
37	535.0/390.0	6.125
38	540.0/295.0	-0.184
39	545.0/300.0	-0.069
40	550.0/305.0	-0.099
41	565.0/315.0	-0.375
42	575.0/320.0	-0.164
43	585.0/325.0	-0.135

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	-132.9	-19.17	 1555	 1586	56.28	-53.80	-50.42	-39.71	-34.70	-26.24	-26.94	-25.82	-20.65	-18.16	-13.63	-12.59	-10.22	-9.335	-7.992	-6.945	-6.971	-6.382	-5.140	-5.358	-4.768	-4.349	-4.718	-4.239	-4.139	-4.466	-3.938	-3.865	-3.532	-3.106	-3.086	-2.866	-2.460	-2.712	-2.544	-2.401	-2.199	-2.627	-2.411	-2.381	-2.340	-2.324	-1.792	-0.731	0.950	1.098	-0.417	-1.618	-1.723	-1.789	-1.725	-1.951	-1.976	-2.297	-2.054	-2.001	-1.995	-2.056	-2.165	-1.990	-2.088	-2.067	-2.009	-2.176	-1.940	-2.138	-2.060	-2.228	-2.392	-2.295	-2.174	-2.125	-2.401
235.0	-152.9	-103.3	460.4	 2274	 1743	117.9	-43.82	-38.30	-33.86	-29.24	-26.46	-21.78	-22.37	-17.08	-15.72	-13.44	-9.290	-9.963	-8.272	-7.464	-6.884	-5.865	-5.070	-4.799	-4.701	-4.432	-4.335	-4.377	-3.700	-3.912	-3.657	-3.946	-3.951	-3.582	-3.304	-3.015	-2.892	-2.765	-2.272	-2.561	-2.929	-2.478	-1.986	-2.537	-2.233	-2.048	-1.820	-1.722	-0.782	0.284	1.954	1.221	-0.364	-1.127	-1.688	-2.063	-2.185	-1.994	-1.914	-2.014	-2.140	-2.022	-2.254	-2.182	-2.147	-2.172	-2.392	-2.218	-2.103	-1.677	-2.019	-2.257	-2.427	-2.108	-2.263	-2.328	-2.377
240.0	-131.7	-121.5	28.03	956.5	 3179	 1805	46.04	-33.61	-37.01	-31.08	-26.76	-25.18	-20.49	-16.25	-16.35	-11.58	-9.300	-9.584	-9.031	-6.943	-7.324	-5.833	-4.506	-4.667	-4.918	-4.932	-4.932	-4.846	-3.494	-3.734	-3.895	-3.543	-3.472	-3.582	-3.330	-2.953	-3.081	-2.764	-2.300	-2.249	-2.869	-2.994	-2.552	-2.577	-1.922	-2.186	-1.933	-1.817	-1.862	-1.268	0.008	2.472	3.730	1.478	-0.586	-1.808	-2.225	-2.200	-1.832	-1.876	-2.169	-2.115	-2.034	-2.059	-2.260	-2.285	-1.964	-2.520	-2.061	-2.011	-2.210	-2.098	-2.278	-2.023	-2.315	-2.270	-2.203
245.0	-130.1	-80.55	-61.64	174.7	 1706	 3839	 1364	1.532	-34.89	-27.73	-28.75	-22.31	-20.92	-17.02	-14.19	-10.80	-8.943	-9.028	-9.147	-6.069	-7.074	-5.757	-5.657	-5.774	-5.211	-5.149	-4.679	-4.714	-3.513	-4.279	-3.906	-4.445	-3.552	-3.312	-3.314	-2.914	-3.113	-2.992	-2.606	-2.282	-2.431	-2.701	-2.402	-2.147	-2.609	-2.254	-2.035	-1.685	-1.807	-1.607	-1.391	-0.103	1.968	4.573	4.521	1.685	-1.656	-2.059	-2.111	-2.116	-1.585	-2.117	-1.872	-1.530	-2.274	-2.290	-1.918	-2.184	-2.254	-1.710	-2.186	-2.380	-2.112	-2.152	-2.175	-2.159	-2.182
250.0	-163.6	-132.2	-54.35	28.14	363.9	 1858	 4020	 2764	323.3	-25.00	-24.83	-23.55	-19.16	-15.18	-13.44	-11.35	-9.722	-8.385	-8.372	-6.711	-5.787	-6.563	-5.413	-5.573	-4.726	-5.033	-4.614	-4.598	-4.052	-4.552	-3.688	-4.131	-4.027	-3.341	-3.175	-2.787	-2.646	-2.799	-2.766	-2.483	-2.296	-2.428	-2.516	-2.452	-2.298	-2.425	-1.811	-2.055	-1.667	-1.329	-1.491	-1.551	-0.837	0.354	1.829	3.824	4.652	2.560	0.194	-1.851	-1.658	-2.240	-2.036	-1.965	-2.252	-2.064	-2.016	-2.038	-2.252	-2.001	-2.236	-2.286	-2.026	-1.978	-2.148	-2.383	-2.262
255.0	-150.5	-129.4	-85.37	12.23	98.02	401.4	 1426	 5507	 4216	289.7	-20.85	-21.87	-19.40	-16.48	-14.76	-10.94	-10.18	-7.686	-8.146	-7.633	-7.354	-6.231	-6.152	-5.964	-4.645	-5.051	-4.287	-4.703	-4.155	-4.482	-3.769	-4.048	-3.326	-3.686	-3.553	-2.900	-2.455	-2.780	-2.623	-2.471	-1.967	-2.162	-2.165	-1.951	-2.287	-2.090	-1.844	-1.953	-1.758	-1.483	-1.144	-1.269	-1.726	-1.231	-1.039	-0.349	0.416	3.561	6.826	5.233	0.885	-2.030	-2.189	-2.000	-2.276	-2.005	-2.240	-2.077	-1.879	-2.155	-2.075	-1.890	-2.534	-2.095	-2.276	-2.272	-2.600
260.0	-153.6	-131.2	-91.09	-27.40	105.6	112.4	305.1	 2444	 6865	 1594	96.81	-19.86	-18.62	-16.76	-14.88	-11.69	-9.615	-6.921	-6.268	-7.800	-4.754	-5.601	-4.328	-4.252	-4.494	-4.666	-4.685	-3.829	-4.411	-4.079	-4.159	-3.301	-3.602	-3.414	-3.429	-2.997	-2.747	-2.930	-2.886	-2.690	-1.771	-2.221	-2.452	-2.025	-2.372	-2.191	-1.878	-2.015	-1.609	-1.697	-1.342	-1.358	-1.651	-1.124	-1.489	-1.457	-1.347	0.026	1.904	5.517	7.253	4.009	-0.779	-2.081	-2.044	-1.993	-2.095	-1.878	-2.108	-1.932	-2.222	-2.067	-2.056	-2.102	-2.205	-2.052	-2.233
265.0	-161.6	-126.2	-118.4	-61.50	49.34	127.5	70.50	561.5	 3540	 6055	 1220	13.29	-17.86	-17.29	-12.65	-12.55	-10.09	-8.093	-5.683	-7.744	-6.214	-5.265	-5.242	-4.686	-4.803	-4.380	-4.545	-3.641	-3.755	-3.945	-3.433	-3.402	-3.533	-3.386	-3.223	-2.586	-2.863	-3.031	-3.029	-2.874	-2.047	-2.321	-1.985	-2.188	-2.477	-1.872	-2.160	-1.938	-1.564	-1.648	-1.479	-1.678	-1.417	-1.198	-1.571	-1.709	-1.650	-1.639	-1.326	0.518	3.362	7.767	8.606	3.040	-1.231	-1.951	-2.036	-2.019	-2.307	-2.005	-2.037	-2.431	-1.980	-2.174	-2.504	-2.169	-2.435
270.0	-152.5	-137.8	-105.9	-76.42	-38.29	90.55	171.2	154.3	831.9	 2761	 4273	 2489	224.4	-10.67	-12.56	-8.379	-9.811	-7.467	-6.704	-6.541	-6.987	-5.960	-5.583	-4.676	-5.204	-4.029	-4.142	-4.446	-4.051	-4.010	-3.303	-3.653	-3.417	-3.340	-3.128	-2.754	-2.829	-2.818	-2.667	-2.530	-2.496	-2.382	-2.364	-2.352	-1.965	-1.998	-1.987	-1.761	-1.532	-1.423	-1.631	-2.028	-1.765	-1.553	-1.449	-1.345	-1.178	-1.498	-1.975	-1.498	-0.680	0.951	4.052	6.308	7.128	5.589	1.651	-1.612	-1.967	-2.214	-2.140	-2.158	-2.097	-2.182	-2.414	-2.306	-2.225
