Sample:	'1
File name:	Default_20230210_105809.FD3
Run date:	'10:51:48, 02/10/2023
Operator:	dsjg
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2198-001
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	250.0/445.0	 1753
2	255.0/280.0	176.2
3	270.0/300.0	424.4
4	275.0/305.0	513.8
5	275.0/355.0	753.0
6	275.0/380.0	831.6
7	275.0/605.0	40.99
8	280.0/385.0	823.1
9	280.0/620.0	34.93
10	510.0/445.0	8.296

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	26.39	450.4	 1018	255.4	7.355	3.245	2.933	2.154	1.703	1.427	1.372	1.211	1.216	0.979	0.920	0.833	0.759	0.669	0.688	0.555	0.546	0.532	0.493	0.477	0.452	0.452	0.422	0.419	0.437	0.403	0.381	0.339	0.278	0.264	0.273	0.339	0.331	0.314	0.296	0.258	0.232	0.247	0.243	0.197	0.189	0.157	0.253	1.157	3.295	3.634	1.605	0.346	0.128	0.108	0.103	0.110	0.096	0.082	0.083	0.079	0.073	0.067	0.066	0.066	0.064	0.066	0.054	0.053	0.057	0.057	0.059	0.051	0.048	0.054	0.039	0.055	0.051
235.0	15.79	137.6	853.6	 1454	303.0	12.17	3.119	2.420	1.954	1.338	1.497	1.383	1.303	1.036	0.947	0.675	0.861	0.618	0.727	0.590	0.511	0.586	0.513	0.476	0.461	0.503	0.524	0.449	0.421	0.449	0.311	0.310	0.259	0.294	0.289	0.296	0.367	0.316	0.333	0.242	0.267	0.255	0.249	0.218	0.202	0.162	0.159	0.398	1.143	2.619	4.522	5.839	3.098	0.572	0.112	0.093	0.096	0.089	0.083	0.100	0.088	0.079	0.071	0.071	0.082	0.052	0.068	0.063	0.076	0.064	0.039	0.078	0.048	0.061	0.054	0.062	0.040
240.0	19.40	44.15	308.4	 1489	 1508	276.0	6.639	3.165	2.383	1.774	1.608	1.378	1.512	1.258	0.812	0.869	0.760	0.594	0.666	0.654	0.597	0.540	0.531	0.584	0.495	0.503	0.456	0.364	0.419	0.367	0.343	0.321	0.264	0.270	0.264	0.217	0.266	0.297	0.259	0.295	0.276	0.242	0.240	0.194	0.234	0.276	0.231	0.240	0.380	0.808	2.140	6.156	8.938	6.347	2.170	0.297	0.125	0.098	0.082	0.099	0.091	0.072	0.044	0.050	0.072	0.057	0.069	0.058	0.075	0.039	0.050	0.080	0.054	0.063	0.039	0.061	0.044
245.0	26.56	44.80	88.12	621.8	 1921	 2179	165.8	4.798	3.003	2.083	1.852	2.076	1.701	1.534	1.185	0.819	0.948	0.771	0.630	0.757	0.662	0.551	0.623	0.556	0.418	0.477	0.415	0.394	0.488	0.423	0.379	0.306	0.334	0.214	0.273	0.184	0.226	0.264	0.312	0.303	0.302	0.229	0.215	0.220	0.221	0.232	0.306	0.259	0.240	0.269	0.594	2.008	5.489	9.796	10.07	5.279	1.485	0.137	0.084	0.085	0.113	0.071	0.064	0.052	0.070	0.087	0.074	0.050	0.070	0.064	0.054	0.059	0.069	0.053	0.051	0.052	0.041
250.0	15.32	48.88	84.26	171.1	729.4	 2580	 2253	569.3	21.79	2.912	2.562	2.073	1.806	1.595	1.267	1.081	0.985	0.866	0.745	0.766	0.664	0.615	0.639	0.551	0.491	0.559	0.460	0.423	0.476	0.439	0.479	0.345	0.299	0.215	0.234	0.176	0.213	0.210	0.241	0.294	0.320	0.230	0.254	0.223	0.220	0.174	0.247	0.289	0.370	0.404	0.360	0.620	1.446	3.238	5.858	8.381	10.56	9.263	4.748	1.406	0.178	0.088	0.085	0.080	0.090	0.109	0.077	0.060	0.062	0.047	0.073	0.074	0.059	0.063	0.051	0.050	0.041
255.0	7.667	19.48	71.84	128.9	185.0	718.1	 2158	 2302	238.1	21.01	3.831	2.619	2.376	1.623	1.401	1.133	1.029	0.944	0.770	0.806	0.616	0.593	0.596	0.621	0.492	0.525	0.481	0.493	0.537	0.420	0.453	0.450	0.214	0.263	0.270	0.199	0.240	0.209	0.190	0.190	0.254	0.254	0.259	0.243	0.182	0.220	0.208	0.191	0.194	0.358	0.527	0.703	0.631	0.826	1.443	2.105	3.973	9.234	14.78	15.52	7.433	1.513	0.147	0.091	0.119	0.094	0.068	0.093	0.059	0.059	0.069	0.063	0.066	0.061	0.038	0.053	0.075
260.0	9.698	9.090	34.29	116.3	122.0	179.2	753.6	 2467	 1899	194.0	10.05	3.602	2.816	1.970	1.853	1.201	1.170	0.870	0.801	0.940	0.767	0.574	0.682	0.547	0.526	0.566	0.490	0.542	0.497	0.450	0.386	0.406	0.350	0.326	0.250	0.299	0.235	0.218	0.227	0.185	0.233	0.293	0.283	0.314	0.222	0.188	0.194	0.193	0.185	0.192	0.404	0.715	0.807	0.600	0.490	0.624	1.017	2.677	6.821	15.18	19.23	14.78	5.115	0.654	0.150	0.109	0.096	0.112	0.053	0.068	0.060	0.064	0.070	0.041	0.037	0.051	0.068
265.0	6.951	6.826	13.59	64.90	139.9	98.33	187.4	952.5	 2911	 1655	152.5	5.840	3.801	2.495	1.865	1.632	1.304	1.071	0.961	0.947	0.850	0.626	0.715	0.710	0.625	0.573	0.454	0.531	0.471	0.449	0.396	0.419	0.352	0.305	0.232	0.259	0.207	0.216	0.275	0.219	0.188	0.227	0.308	0.277	0.242	0.260	0.177	0.191	0.205	0.154	0.285	0.355	0.658	0.819	0.685	0.346	0.353	0.721	1.749	4.705	10.86	19.65	21.18	12.40	2.933	0.233	0.107	0.106	0.105	0.079	0.072	0.076	0.089	0.048	0.049	0.054	0.048
270.0	9.714	10.89	11.09	22.85	73.37	132.8	113.8	238.4	 1023	 2444	 2465	660.2	38.64	3.836	2.514	1.970	1.725	1.477	1.110	1.046	0.840	0.816	0.658	0.635	0.649	0.576	0.554	0.515	0.563	0.509	0.443	0.398	0.349	0.366	0.244	0.260	0.244	0.249	0.223	0.226	0.214	0.193	0.241	0.244	0.270	0.240	0.236	0.207	0.226	0.177	0.183	0.181	0.271	0.430	0.675	0.688	0.734	0.529	0.570	1.189	2.689	6.018	10.62	15.65	18.46	16.28	9.393	2.975	0.284	0.093	0.077	0.098	0.103	0.060	0.054	0.070	0.063
