Sample:	'1
File name:	Default_20230210_151940.FD3
Run date:	'15:13:19, 02/10/2023
Operator:	dsjg
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2198-001
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	225.0/595.0	22.10
2	230.0/350.0	548.9
3	240.0/380.0	669.4
4	240.0/405.0	678.0
5	250.0/445.0	934.8
6	255.0/280.0	152.2
7	270.0/300.0	344.6
8	270.0/595.0	38.25
9	275.0/305.0	411.9
10	275.0/380.0	629.5
11	275.0/610.0	33.20
12	280.0/355.0	562.8
13	280.0/400.0	580.0
14	280.0/620.0	28.72
15	285.0/320.0	419.7
16	285.0/635.0	21.26
17	335.0/385.0	353.9
18	505.0/445.0	4.433
19	510.0/450.0	4.554

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	31.17	443.9	825.2	240.4	9.308	5.180	4.576	3.790	3.149	2.830	2.598	2.470	1.975	1.814	1.613	1.415	1.256	1.201	1.052	0.921	0.867	0.846	0.850	0.783	0.764	0.795	0.677	0.681	0.692	0.657	0.618	0.585	0.574	0.537	0.494	0.563	0.566	0.566	0.479	0.472	0.430	0.459	0.440	0.426	0.415	0.402	0.427	1.234	3.101	3.348	1.641	0.496	0.307	0.316	0.314	0.289	0.306	0.314	0.309	0.309	0.274	0.281	0.282	0.300	0.289	0.305	0.306	0.273	0.277	0.277	0.270	0.274	0.293	0.296	0.278	0.305	0.317
235.0	21.05	145.3	778.9	 1463	285.1	11.39	4.668	4.205	3.429	3.316	2.773	2.582	2.078	1.754	1.731	1.304	1.234	1.220	1.019	0.955	0.925	0.777	0.872	0.718	0.747	0.718	0.740	0.694	0.691	0.604	0.674	0.587	0.487	0.510	0.556	0.522	0.531	0.521	0.518	0.496	0.436	0.541	0.493	0.498	0.410	0.403	0.372	0.536	1.257	2.533	4.391	5.689	3.050	0.793	0.359	0.298	0.299	0.295	0.333	0.312	0.296	0.316	0.320	0.307	0.310	0.259	0.303	0.297	0.319	0.260	0.288	0.281	0.281	0.281	0.281	0.278	0.295
240.0	29.90	48.85	297.8	 1554	 1326	208.2	7.799	4.673	3.871	3.729	2.738	2.378	2.181	1.958	1.691	1.446	1.153	1.161	1.015	0.996	0.863	0.842	0.773	0.791	0.811	0.790	0.693	0.739	0.735	0.604	0.707	0.599	0.498	0.637	0.536	0.478	0.489	0.580	0.511	0.450	0.478	0.555	0.449	0.514	0.447	0.494	0.400	0.413	0.560	0.968	2.333	6.307	8.297	6.441	2.280	0.556	0.300	0.300	0.323	0.291	0.262	0.293	0.281	0.307	0.297	0.310	0.299	0.295	0.270	0.262	0.232	0.298	0.258	0.273	0.342	0.310	0.321
245.0	34.58	47.32	87.40	666.8	 1732	 1276	132.8	6.390	4.008	3.803	3.194	2.692	2.320	1.937	1.736	1.507	1.298	1.208	1.248	1.111	0.869	0.894	0.798	0.795	0.742	0.747	0.760	0.736	0.759	0.713	0.725	0.582	0.472	0.564	0.485	0.475	0.513	0.516	0.468	0.478	0.486	0.546	0.459	0.463	0.418	0.483	0.536	0.509	0.444	0.457	0.751	2.220	5.286	9.675	9.985	5.773	1.621	0.364	0.322	0.325	0.288	0.267	0.292	0.309	0.335	0.331	0.366	0.296	0.288	0.257	0.267	0.275	0.279	0.301	0.301	0.276	0.326
250.0	22.39	53.72	77.97	180.1	678.0	 1629	 1619	473.0	19.98	4.412	3.567	3.057	2.554	2.194	1.837	1.699	1.335	1.204	1.138	1.018	1.009	0.971	0.897	0.854	0.754	0.777	0.775	0.685	0.737	0.687	0.678	0.631	0.564	0.527	0.505	0.459	0.492	0.432	0.450	0.518	0.513	0.559	0.457	0.431	0.402	0.399	0.446	0.518	0.569	0.542	0.508	0.762	1.529	3.344	5.915	8.727	10.78	9.000	5.086	1.579	0.399	0.332	0.301	0.286	0.289	0.302	0.300	0.309	0.280	0.282	0.281	0.303	0.255	0.308	0.304	0.298	0.328
255.0	18.87	28.33	76.63	123.5	175.2	477.5	 1661	 2170	228.3	18.50	4.419	4.096	3.117	2.374	2.014	1.634	1.523	1.314	1.231	1.140	1.092	1.002	0.942	0.955	0.774	0.803	0.735	0.739	0.770	0.662	0.682	0.668	0.612	0.529	0.571	0.510	0.459	0.436	0.407	0.475	0.508	0.499	0.505	0.433	0.514	0.463	0.447	0.393	0.435	0.488	0.646	0.834	0.803	1.034	1.558	2.334	4.354	9.105	15.25	14.79	7.758	1.661	0.356	0.326	0.312	0.323	0.299	0.351	0.310	0.283	0.270	0.267	0.309	0.320	0.292	0.306	0.286
260.0	17.38	18.42	39.00	115.4	110.2	123.7	599.7	 2279	 1834	184.9	11.35	4.766	3.484	2.976	2.026	1.919	1.530	1.241	1.287	1.126	1.137	0.931	0.954	0.946	0.860	0.750	0.748	0.741	0.701	0.653	0.720	0.621	0.604	0.600	0.577	0.457	0.438	0.428	0.438	0.464	0.438	0.486	0.500	0.473	0.477	0.506	0.390	0.408	0.345	0.387	0.485	0.838	0.997	0.770	0.675	0.780	1.270	2.698	7.359	14.45	19.84	14.48	5.296	0.885	0.358	0.319	0.303	0.353	0.292	0.344	0.295	0.308	0.279	0.363	0.342	0.312	0.306
265.0	17.19	15.73	16.89	64.42	131.5	79.75	152.3	927.8	 2785	 1584	146.5	6.884	4.271	3.134	2.403	2.262	1.828	1.440	1.454	1.193	1.216	1.015	0.957	0.807	0.774	0.929	0.738	0.813	0.724	0.735	0.704	0.601	0.628	0.559	0.480	0.425	0.472	0.415	0.510	0.491	0.369	0.532	0.487	0.407	0.544	0.488	0.392	0.383	0.374	0.326	0.360	0.535	0.919	1.066	0.758	0.529	0.575	0.871	2.024	4.759	11.81	19.69	20.47	12.24	3.197	0.454	0.337	0.334	0.292	0.331	0.352	0.287	0.302	0.329	0.313	0.309	0.323
270.0	19.49	17.63	13.61	25.75	76.33	117.6	94.23	232.6	 1007	 2359	 2382	628.2	37.91	4.438	3.201	2.267	2.112	1.762	1.531	1.260	1.265	1.073	1.032	0.896	0.791	0.921	0.880	0.916	0.800	0.775	0.706	0.684	0.619	0.603	0.479	0.479	0.438	0.462	0.462	0.447	0.398	0.463	0.439	0.427	0.493	0.513	0.475	0.470	0.375	0.349	0.335	0.361	0.545	0.657	0.778	0.974	0.920	0.722	0.758	1.334	3.104	6.126	10.65	16.19	19.05	16.00	9.619	3.199	0.528	0.322	0.340	0.314	0.361	0.309	0.355	0.323	0.327
