Sample:	'1
File name:	Default_20230321_114729.FD3
Run date:	'11:41:08, 03/21/2023
Operator:	dsjg
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2198-001
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	225.0/340.0	 1947
2	225.0/565.0	78.91
3	225.0/585.0	77.07
4	225.0/600.0	81.51
5	225.0/625.0	74.71
6	265.0/585.0	68.45
7	270.0/595.0	76.69
8	275.0/340.0	 2034
9	275.0/610.0	81.21
10	280.0/620.0	74.85
11	455.0/340.0	7.052
12	560.0/340.0	10.72

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	207.2	 4452	 8751	 2107	47.20	10.58	8.655	7.004	6.315	5.297	5.347	4.974	4.118	3.812	3.376	3.090	2.779	2.574	2.530	2.378	2.254	2.205	2.049	2.137	2.084	1.944	1.884	1.693	1.764	1.721	1.618	1.482	1.386	1.371	1.330	1.347	1.286	1.113	1.089	0.970	0.920	0.999	1.032	0.853	0.761	0.723	2.128	13.81	33.55	32.18	12.84	2.374	0.592	0.477	0.451	0.430	0.409	0.385	0.341	0.322	0.265	0.259	0.247	0.247	0.216	0.201	0.226	0.204	0.174	0.134	0.130	0.103	0.109	0.088	0.089	0.074	0.101
235.0	105.6	 1252	 6021	 8729	 2545	76.96	11.64	8.864	7.000	6.152	5.412	5.340	4.639	4.402	3.533	3.453	2.841	2.850	2.652	2.823	2.442	2.456	2.356	2.034	2.077	2.042	1.847	1.823	1.921	1.680	1.638	1.449	1.452	1.250	1.267	1.191	1.238	1.092	1.138	0.982	0.867	0.918	0.975	0.882	0.894	0.942	1.052	3.753	10.43	20.25	31.40	25.44	18.41	4.533	0.622	0.534	0.444	0.365	0.375	0.362	0.243	0.262	0.259	0.254	0.198	0.215	0.220	0.208	0.134	0.127	0.216	0.134	0.151	0.107	0.104	0.051	0.061
240.0	109.8	327.2	 1956	 8116	 9596	517.0	37.28	10.93	10.16	7.776	6.433	5.633	5.198	4.487	3.977	3.591	3.191	3.108	2.908	2.577	2.557	2.461	2.104	2.197	2.194	2.092	1.861	1.939	2.125	1.649	1.665	1.598	1.515	1.404	1.280	1.318	1.184	1.093	1.111	0.881	0.895	0.869	0.846	0.915	0.972	1.061	1.026	1.384	2.797	5.556	13.40	34.20	54.58	25.88	13.95	2.030	0.490	0.385	0.353	0.335	0.310	0.311	0.269	0.332	0.218	0.213	0.222	0.206	0.171	0.140	0.156	0.123	0.119	0.115	0.086	0.066	0.099
245.0	87.67	162.2	484.9	 3103	9999.9	 9270	393.9	20.10	12.39	9.952	8.744	6.468	5.933	4.512	4.764	4.181	3.336	3.424	3.143	2.857	2.508	2.565	2.300	2.438	2.196	2.141	1.961	1.730	2.021	1.640	1.890	1.630	1.482	1.556	1.268	1.248	1.111	1.109	1.151	0.931	0.992	0.930	0.768	0.846	0.818	0.911	0.947	1.100	1.355	1.801	3.585	10.80	30.71	55.36	64.79	23.40	8.940	0.843	0.403	0.424	0.379	0.323	0.302	0.272	0.296	0.242	0.224	0.198	0.184	0.157	0.170	0.082	0.141	0.126	0.086	0.100	0.095
250.0	44.02	110.4	212.8	760.3	 3636	9999.9	9999.9	 3827	101.8	15.50	12.80	9.753	7.962	6.296	5.627	4.839	3.770	3.572	3.410	3.151	3.050	2.735	2.488	2.474	2.619	2.236	2.126	1.990	2.102	1.918	1.893	1.725	1.466	1.463	1.289	1.228	1.167	1.080	1.143	1.048	1.092	0.990	0.922	0.872	0.868	0.825	0.830	1.021	1.082	1.228	1.376	2.938	7.697	17.52	35.53	51.00	69.93	57.38	16.63	7.927	1.035	0.395	0.337	0.341	0.307	0.292	0.297	0.191	0.239	0.202	0.193	0.143	0.102	0.121	0.123	0.124	0.106
255.0	30.27	50.59	126.0	285.3	854.9	 2676	 9796	9999.9	 2350	125.9	19.38	13.45	11.15	8.749	7.016	6.146	4.760	3.866	3.953	3.209	3.524	3.097	2.730	2.673	2.723	2.423	2.348	2.325	2.128	2.128	2.110	1.930	1.526	1.454	1.329	1.347	1.143	1.111	1.090	0.944	1.075	1.045	0.985	1.043	0.812	0.794	0.780	0.779	0.768	0.963	1.061	1.576	2.401	4.329	8.404	12.54	25.93	56.13	102.2	105.8	26.31	10.05	0.666	0.444	0.354	0.350	0.329	0.231	0.282	0.273	0.231	0.179	0.192	0.142	0.147	0.154	0.150
260.0	26.48	32.06	59.80	163.9	294.6	637.5	 3164	9999.9	9999.9	 1928	83.76	19.32	14.37	10.32	8.209	7.347	5.741	4.917	4.470	4.012	3.836	3.345	2.861	3.090	2.686	2.575	2.376	2.365	2.137	2.258	2.229	1.965	1.807	1.471	1.462	1.306	1.089	1.198	1.092	0.951	1.079	1.102	1.101	1.107	0.888	0.764	0.838	0.839	0.770	0.691	0.782	1.246	1.660	1.806	2.426	3.291	6.359	15.57	45.90	96.84	128.4	103.4	21.35	4.269	0.553	0.457	0.294	0.342	0.262	0.315	0.230	0.165	0.198	0.181	0.178	0.181	0.140
265.0	31.93	30.39	33.94	84.99	191.2	227.4	756.7	 4144	9999.9	9999.9	 1554	38.24	19.67	14.12	10.71	8.867	6.495	5.478	4.823	4.143	3.822	3.191	3.110	3.069	2.594	2.679	2.307	2.392	2.231	2.361	2.222	1.956	1.835	1.590	1.571	1.258	1.178	1.076	1.091	1.023	1.041	1.009	1.061	1.122	0.987	0.928	0.832	0.908	0.815	0.681	0.654	0.833	1.163	1.487	1.533	1.347	1.962	4.032	11.11	29.48	71.82	133.6	149.9	30.86	14.78	1.273	0.458	0.475	0.327	0.336	0.273	0.227	0.224	0.212	0.219	0.154	0.136
270.0	75.62	79.13	52.25	46.13	97.92	181.5	268.1	994.0	 4164	9999.9	9999.9	 6004	90.79	22.21	15.02	12.47	8.622	7.043	6.086	5.131	4.199	3.797	3.602	3.304	3.123	3.067	2.771	2.651	2.395	2.457	2.262	2.129	1.861	1.806	1.582	1.509	1.269	1.151	1.142	1.063	1.087	1.008	1.140	1.181	1.126	1.119	1.058	1.069	0.955	0.856	0.709	0.725	0.776	0.965	1.222	1.357	1.445	1.639	3.050	7.119	17.45	39.28	73.23	97.34	129.8	101.0	68.51	10.50	1.526	0.479	0.360	0.350	0.331	0.260	0.243	0.247	0.195
