Sample:	'1
File name:	振德厂西门口创业大道 9.11 12时36.FD3
Run date:	'14:15:32, 09/12/2024
Operator:	horiz
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	23B8-004
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	255.0/565.0	137.5
2	260.0/575.0	150.7
3	270.0/605.0	242.0
4	275.0/335.0	5027
5	275.0/610.0	263.0
6	560.0/335.0	24.80

Wavelength data
No.	EX/EM(nm)	Height(Data)	

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	37.78	151.2	224.5	59.73	8.976	7.705	8.427	9.158	10.23	11.50	11.73	11.54	10.77	9.279	7.951	6.748	6.163	5.853	5.390	4.807	4.473	4.056	3.763	3.562	3.361	3.123	2.876	2.696	2.644	2.580	2.391	2.375	2.224	2.075	1.829	1.746	1.627	1.472	1.382	1.379	1.269	1.225	1.227	1.194	1.122	1.119	1.247	1.701	1.937	1.426	0.998	0.862	0.795	0.850	0.837	0.752	0.788	0.759	0.772	0.760	0.713	0.715	0.667	0.693	0.683	0.690	0.651	0.615	0.639	0.618	0.586	0.549	0.624	0.611	0.564	0.593	0.579
235.0	32.77	53.47	166.6	244.7	96.61	12.89	8.668	11.29	12.35	11.96	12.17	12.13	11.86	9.626	8.290	7.329	6.423	5.739	5.606	5.087	5.041	4.282	3.842	3.694	3.235	3.314	2.999	2.689	2.751	2.451	2.285	2.468	2.271	2.063	1.806	1.758	1.556	1.512	1.384	1.342	1.254	1.170	1.142	1.154	1.074	1.074	1.103	1.207	1.330	1.533	1.911	2.023	1.537	0.915	0.808	0.697	0.799	0.785	0.773	0.765	0.716	0.735	0.653	0.743	0.762	0.703	0.647	0.639	0.624	0.596	0.601	0.535	0.672	0.596	0.492	0.504	0.569
240.0	33.85	33.54	70.32	277.5	441.5	172.1	15.19	12.20	13.86	12.96	13.09	13.01	12.74	10.68	8.575	7.343	6.956	6.042	5.809	5.368	4.897	4.151	3.814	3.803	3.476	3.379	2.709	2.851	2.809	2.714	2.481	2.442	2.169	2.191	1.979	1.834	1.606	1.612	1.435	1.369	1.300	1.202	1.214	1.157	1.149	1.067	1.033	1.073	0.953	1.074	1.609	2.737	3.854	3.656	2.119	0.914	0.845	0.817	0.747	0.710	0.823	0.743	0.646	0.725	0.661	0.653	0.727	0.680	0.605	0.652	0.586	0.659	0.667	0.646	0.530	0.533	0.600
245.0	32.29	31.01	29.41	120.7	750.4	1181	226.9	19.26	15.27	15.88	15.75	14.54	14.06	11.11	9.466	8.060	7.545	6.551	5.915	5.277	4.742	4.197	4.145	4.000	3.650	3.245	3.172	2.976	2.953	2.801	2.589	2.302	2.141	2.026	1.823	1.868	1.707	1.603	1.426	1.372	1.274	1.312	1.212	1.261	1.101	1.147	1.006	1.071	0.922	0.904	1.042	1.503	3.165	6.717	9.540	6.911	3.211	1.066	0.822	0.720	0.822	0.760	0.682	0.712	0.703	0.735	0.773	0.659	0.616	0.641	0.662	0.633	0.618	0.606	0.550	0.577	0.601
250.0	42.80	35.60	30.52	48.35	313.3	2116	5116	1292	102.7	23.95	20.24	17.82	15.59	13.09	10.40	9.243	8.268	7.376	6.564	5.423	4.997	4.578	4.568	4.272	3.970	3.685	3.610	3.205	3.015	2.890	2.613	2.461	2.195	2.216	1.895	1.869	1.906	1.632	1.591	1.408	1.383	1.304	1.216	1.213	1.207	1.112	1.116	1.123	1.008	0.872	0.938	1.072	1.420	2.857	6.853	15.35	28.54	37.06	15.47	7.757	1.459	0.980	0.766	0.812	0.756	0.765	0.731	0.662	0.650	0.648	0.709	0.680	0.599	0.602	0.583	0.685	0.634
255.0	60.30	44.22	42.93	57.08	103.1	618.1	6206	9999.9	2044	149.7	33.46	26.79	20.11	16.27	12.77	11.08	9.318	8.656	7.124	6.603	5.186	5.123	4.641	4.654	4.121	3.812	3.837	3.408	3.329	3.344	2.870	2.434	2.120	2.313	1.907	1.842	1.932	1.624	1.707	1.611	1.562	1.501	1.339	1.338	1.408	1.225	1.205	1.153	1.006	0.944	1.010	1.109	1.098	1.443	2.259	4.487	12.00	40.84	94.59	119.0	27.25	12.06	1.502	1.072	0.912	0.869	0.817	0.803	0.724	0.776	0.806	0.719	0.634	0.624	0.625	0.682	0.626
260.0	69.00	61.00	49.38	69.71	90.38	181.7	2093	9999.9	9999.9	1761	116.6	39.45	28.12	21.59	15.35	14.03	10.47	9.186	8.227	7.692	6.160	5.701	5.211	4.992	4.588	4.310	4.011	3.470	3.620	3.261	3.073	2.809	2.341	2.469	2.116	1.745	2.136	1.754	1.921	1.515	1.629	1.509	1.522	1.447	1.463	1.315	1.315	1.175	1.100	0.982	1.118	1.113	1.268	1.188	1.367	1.823	3.608	11.79	42.36	118.7	184.4	166.3	24.38	8.518	1.251	1.038	1.057	0.835	1.047	0.767	0.753	0.840	0.685	0.693	0.747	0.699	0.675
265.0	94.18	76.78	54.71	67.25	104.6	115.5	534.0	4670	9999.9	9999.9	1464	85.68	40.12	28.32	20.64	15.59	12.62	10.79	9.503	8.578	7.120	6.049	5.625	5.184	5.072	4.432	4.355	3.794	3.894	3.482	3.270	2.947	2.773	2.644	2.331	1.945	2.116	1.952	1.903	1.734	1.854	1.730	1.518	1.601	1.477	1.527	1.426	1.316	1.186	1.082	1.042	1.150	1.255	1.499	1.341	1.269	1.707	3.641	10.82	35.25	101.9	223.4	240.1	161.5	20.10	3.718	1.148	1.091	1.061	0.947	0.946	0.838	0.739	0.828	0.750	0.876	0.725
270.0	176.2	138.0	94.46	72.47	87.87	159.0	259.2	1168	5656	9999.9	9999.9	5978	110.4	47.41	31.78	22.61	17.87	13.80	11.64	10.32	8.159	7.478	6.401	5.835	5.807	5.111	4.952	4.352	4.372	4.025	3.594	3.398	3.150	3.020	2.653	2.418	2.458	2.085	2.207	2.126	2.131	1.968	1.825	1.908	1.810	1.712	1.563	1.545	1.400	1.311	1.150	1.229	1.246	1.380	1.575	1.686	1.999	2.152	3.635	9.129	24.72	63.37	122.7	218.0	237.1	212.8	114.6	13.80	4.524	1.385	1.346	1.072	1.037	1.039	0.908	0.921	0.893
