Sample:	'1
File name:	Default_20230918_151829.FD3
Run date:	'15:12:08, 09/18/2023
Operator:	dsjg
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2198-001
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	235.0/260.0	154.6
2	240.0/265.0	149.2
3	245.0/270.0	136.8
4	250.0/275.0	163.8
5	255.0/285.0	171.4
6	270.0/300.0	393.2
7	275.0/305.0	433.1
8	275.0/340.0	378.5
9	285.0/425.0	 6691
10	305.0/340.0	154.6
11	310.0/350.0	151.2
12	345.0/425.0	 7232
13	435.0/515.0	63.07
14	440.0/520.0	62.08
15	445.0/525.0	59.43
16	580.0/425.0	30.72

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	103.9	928.7	 1194	207.8	12.64	8.943	8.556	6.598	5.697	5.212	5.135	5.091	4.510	4.309	3.723	2.897	2.376	2.385	2.188	2.203	2.295	2.409	2.648	2.635	2.832	2.745	2.827	2.668	2.374	2.258	1.897	1.513	1.240	1.087	0.899	0.962	0.912	0.815	0.831	0.786	0.879	1.091	0.981	0.780	0.662	0.659	1.041	2.913	4.760	3.656	1.603	0.683	0.493	0.541	0.475	0.486	0.531	0.499	0.506	0.462	0.515	0.506	0.531	0.528	0.473	0.465	0.527	0.501	0.464	0.513	0.471	0.491	0.477	0.511	0.503	0.556	0.545
235.0	80.74	295.8	965.6	775.4	211.1	13.66	8.209	6.369	6.156	4.972	5.332	4.752	4.790	4.514	3.343	3.448	2.464	2.438	2.347	2.327	2.229	2.614	2.741	2.826	2.521	2.726	2.608	2.752	2.545	2.266	1.765	1.565	1.409	0.973	0.957	0.834	0.965	0.989	0.830	0.801	0.874	0.794	0.896	0.990	0.914	0.669	0.674	1.123	1.946	2.756	3.864	3.971	2.300	0.815	0.559	0.491	0.538	0.547	0.595	0.576	0.517	0.534	0.491	0.511	0.468	0.483	0.543	0.471	0.421	0.553	0.567	0.513	0.528	0.514	0.563	0.517	0.585
240.0	121.4	110.5	366.9	 1040	636.5	127.2	9.463	5.945	6.855	5.371	4.985	4.394	4.872	4.597	3.924	3.398	2.622	2.777	2.263	2.427	2.258	2.475	2.677	2.726	2.556	2.758	2.861	2.570	2.727	2.318	1.715	1.553	1.278	1.091	0.939	0.903	0.853	0.885	0.819	0.908	0.742	0.754	0.752	0.872	1.067	0.859	0.828	0.689	0.834	1.119	2.130	4.483	5.150	3.855	1.528	0.592	0.600	0.601	0.508	0.534	0.488	0.553	0.494	0.463	0.467	0.456	0.445	0.485	0.487	0.496	0.494	0.571	0.510	0.483	0.484	0.539	0.554
245.0	134.3	118.4	110.3	489.4	 1143	512.4	76.22	7.579	7.056	5.818	4.985	4.976	4.284	4.675	3.561	3.250	2.377	2.462	2.478	2.429	2.381	2.554	2.426	2.877	2.827	2.744	2.920	2.588	2.818	2.644	1.825	1.634	1.223	1.053	0.856	0.948	0.794	0.796	0.931	0.941	0.800	0.764	0.708	0.775	0.752	1.007	0.925	0.878	0.678	0.632	0.896	1.904	3.370	5.509	4.869	2.989	1.002	0.616	0.494	0.477	0.505	0.558	0.466	0.471	0.529	0.529	0.470	0.552	0.486	0.459	0.516	0.549	0.450	0.510	0.556	0.535	0.501
250.0	67.22	120.2	118.6	145.2	484.0	 1002	946.9	163.8	13.26	6.246	5.258	5.441	4.996	4.623	3.810	3.285	2.507	2.477	2.259	2.579	2.392	2.623	2.739	2.867	2.926	2.874	2.847	2.867	2.582	2.432	1.975	1.540	1.318	1.057	0.923	0.937	0.741	0.734	0.786	0.816	0.860	0.761	0.792	0.753	0.677	0.742	0.714	0.896	0.920	0.819	0.712	0.880	1.232	2.118	3.335	4.467	5.361	4.276	2.456	0.983	0.566	0.536	0.488	0.558	0.535	0.526	0.491	0.539	0.491	0.482	0.457	0.516	0.527	0.501	0.507	0.548	0.502
255.0	35.87	58.58	125.0	135.3	133.4	328.7	 1282	 1152	223.8	11.96	5.495	5.077	5.676	5.025	3.917	3.449	2.720	2.529	2.373	2.362	2.371	2.752	2.545	2.920	2.809	2.943	2.624	2.709	2.513	2.362	1.827	1.567	1.264	1.054	0.990	0.953	0.715	0.761	0.761	0.731	0.816	0.853	0.759	0.837	0.703	0.699	0.636	0.610	0.638	0.785	0.900	1.040	0.903	0.907	1.185	1.578	2.727	4.788	6.964	6.240	3.137	0.939	0.527	0.490	0.516	0.466	0.473	0.489	0.506	0.497	0.473	0.501	0.539	0.594	0.543	0.559	0.566
260.0	31.25	35.01	72.60	154.6	107.2	93.32	525.5	 1239	 1066	159.3	7.884	5.323	5.940	5.234	4.374	3.687	2.897	2.362	2.629	2.261	2.919	2.947	3.105	3.019	2.725	2.787	2.640	2.757	2.673	2.400	1.948	1.588	1.208	1.044	0.950	0.722	0.728	0.737	0.735	0.696	0.754	0.841	0.698	0.821	0.606	0.716	0.687	0.592	0.581	0.620	0.765	1.172	1.106	0.812	0.703	0.849	1.058	1.716	3.587	6.644	7.678	5.323	2.116	0.685	0.522	0.529	0.481	0.485	0.517	0.630	0.477	0.483	0.564	0.527	0.450	0.536	0.532
265.0	26.12	25.13	33.46	102.5	149.2	72.69	137.9	549.5	 1404	932.2	109.4	6.061	6.022	5.151	4.229	3.290	3.163	2.282	2.503	2.487	2.615	2.669	2.886	2.957	2.920	3.002	2.725	2.719	2.818	2.267	2.028	1.574	1.293	1.092	1.029	0.880	0.708	0.745	0.729	0.663	0.779	0.843	0.721	0.786	0.709	0.717	0.700	0.659	0.523	0.549	0.541	0.831	1.132	1.219	0.951	0.742	0.631	0.863	1.254	2.478	5.097	7.927	8.051	4.395	1.257	0.549	0.568	0.487	0.531	0.567	0.566	0.462	0.529	0.459	0.555	0.535	0.519
270.0	34.76	23.60	21.74	40.23	99.74	136.8	94.57	147.3	548.2	 1181	 1137	356.6	21.14	5.804	4.713	4.013	3.050	2.769	2.706	2.524	2.601	2.696	2.837	3.032	2.964	3.112	3.100	2.877	2.766	2.340	2.072	1.593	1.380	1.268	0.987	0.893	0.890	0.864	0.749	0.778	0.698	0.723	0.732	0.808	0.766	0.771	0.681	0.642	0.529	0.535	0.509	0.645	0.753	0.858	1.049	1.179	1.115	0.850	0.777	1.012	1.713	2.924	4.640	6.336	6.713	5.586	3.249	1.169	0.536	0.570	0.511	0.516	0.524	0.477	0.571	0.512	0.562
275.0	37.06	27.45	18.85	19.99	35.41	99.33	163.8	99.91	140.5	349.1	 1044	 1493	187.2	17.41	5.121	3.988	2.976	2.977	2.591	2.655	2.509	2.829	2.937	2.825	3.353	3.260	2.931	2.867	2.615	2.551	2.147	1.877	1.572	1.459	1.236	1.061	0.951	0.943	0.831	0.671	0.874	0.739	0.696	0.689	0.880	0.787	0.725	0.692	0.612	0.533	0.546	0.526	0.602	0.626	0.645	0.838	1.296	1.499	1.264	0.890	0.796	1.076	1.512	1.937	2.655	5.422	8.238	8.127	4.102	0.999	0.594	0.510	0.507	0.518	0.584	0.511	0.538
280.0	49.43	33.68	20.91	18.23	20.64	43.60	139.2	155.6	80.53	101.3	377.2	 1307	 1350	148.7	9.369	4.571	3.682	2.864	2.624	2.638	2.846	2.630	2.906	2.950	3.251	3.122	3.141	2.864	2.801	2.511	2.210	1.824	1.638	1.561	1.304	0.981	1.015	0.959	0.891	0.740	0.897	0.791	0.718	0.733	0.808	0.896	0.698	0.738	0.607	0.589	0.599	0.585	0.622	0.644	0.542	0.625	0.798	1.144	1.466	1.337	0.903	0.675	0.808	0.926	1.136	1.980	3.852	7.176	8.818	6.608	2.711	0.768	0.552	0.517	0.582	0.495	0.521
285.0	62.58	50.41	29.82	19.28	18.97	25.22	71.42	171.4	146.7	70.53	129.0	535.2	 1412	 1151	109.7	6.277	3.791	3.206	2.839	2.807	3.196	2.578	3.049	3.229	3.203	3.097	3.083	2.874	2.936	2.419	2.012	1.875	1.675	1.736	1.620	1.170	1.213	1.105	0.921	0.821	0.855	0.862	0.795	0.796	0.836	0.835	0.826	0.765	0.661	0.598	0.531	0.512	0.582	0.559	0.578	0.597	0.673	0.745	1.028	1.321	1.358	1.047	0.828	0.736	0.768	1.015	1.485	2.650	5.143	8.291	8.874	4.850	1.529	0.589	0.485	0.521	0.602
290.0	126.7	89.77	50.26	28.92	24.13	27.41	45.73	107.2	190.5	193.2	149.4	227.3	555.2	 1093	 1111	405.1	23.39	3.692	3.044	3.284	3.164	2.924	3.169	3.199	3.296	3.383	3.060	3.102	2.846	2.539	2.110	2.012	1.890	1.950	2.032	1.523	1.358	1.179	1.050	1.006	0.916	0.913	0.914	0.900	0.924	1.006	0.916	0.944	0.782	0.668	0.627	0.651	0.660	0.623	0.625	0.645	0.648	0.732	0.776	0.977	1.238	1.433	1.472	1.350	1.121	1.018	1.109	1.440	2.004	3.237	4.762	6.249	7.061	5.845	3.434	1.147	0.618
