Sample:	'1
File name:	Default_20230620_154444.FD3
Run date:	'15:38:23, 06/20/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
81	365.0/265.0	-1.919
82	365.0/285.0	-2.193
83	365.0/320.0	-1.561
84	365.0/415.0	256.3
85	365.0/610.0	-0.100
86	370.0/280.0	-1.852
87	370.0/425.0	231.4
88	375.0/260.0	-1.775
89	375.0/275.0	-1.943
90	375.0/325.0	-2.130
91	375.0/430.0	200.6
92	380.0/320.0	-0.928
93	380.0/435.0	183.4
94	385.0/255.0	-1.528
95	385.0/270.0	-1.970
96	385.0/330.0	-1.350
97	385.0/445.0	169.0
98	390.0/310.0	-1.755
99	390.0/350.0	-1.293
100	395.0/275.0	-1.343
101	395.0/290.0	-1.289
102	395.0/355.0	-0.845
103	400.0/245.0	-1.442
104	400.0/465.0	101.9
105	400.0/620.0	-0.066
106	405.0/295.0	-1.615
107	405.0/470.0	83.86
108	410.0/240.0	-1.234
109	410.0/255.0	-1.294
110	410.0/300.0	-1.444
111	415.0/265.0	-1.267
112	415.0/325.0	-0.711
113	415.0/360.0	-0.237
114	415.0/485.0	59.94
115	420.0/490.0	49.38
116	425.0/285.0	-1.148
117	425.0/325.0	-1.068
118	425.0/355.0	-0.476
119	425.0/625.0	-0.613
120	430.0/275.0	-1.131
121	430.0/505.0	32.38
122	435.0/370.0	-0.787
123	435.0/510.0	26.11
124	440.0/305.0	-0.539
125	440.0/515.0	22.05
126	445.0/525.0	17.50
127	445.0/625.0	-0.366
128	450.0/530.0	14.49
129	450.0/635.0	-0.877
130	455.0/540.0	11.36
131	460.0/295.0	-0.099
132	460.0/545.0	9.669
133	465.0/550.0	6.868
134	470.0/560.0	5.015
135	485.0/380.0	4.041
136	490.0/355.0	4.327
137	495.0/360.0	4.977
138	495.0/430.0	0.588
139	495.0/590.0	0.856
140	510.0/555.0	0.247
141	515.0/495.0	0.468
142	520.0/300.0	-0.040
143	525.0/455.0	-0.181
144	530.0/365.0	2.210
145	530.0/445.0	0.623
146	530.0/620.0	-0.575
147	535.0/475.0	-0.248
148	540.0/295.0	0.340
149	540.0/420.0	0.226
150	540.0/465.0	0.145
151	545.0/435.0	-0.196
152	545.0/460.0	-0.067
153	550.0/415.0	0.913
154	555.0/615.0	-0.596
155	560.0/265.0	-1.055
156	560.0/310.0	0.806
157	560.0/515.0	-0.719
158	570.0/320.0	0.283
159	570.0/405.0	0.210
160	570.0/465.0	-0.284
161	580.0/395.0	-0.108
162	580.0/490.0	-0.336
163	585.0/450.0	-0.300
164	585.0/495.0	-0.333
165	585.0/520.0	-0.295
166	590.0/425.0	0.251

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	-140.7	-62.11	 1329	 1070	41.65	-41.84	-46.44	-39.13	-26.31	-23.93	-22.80	-19.78	-16.34	-14.60	-11.13	-8.898	-10.02	-7.641	-5.699	-5.321	-6.162	-4.712	-5.523	-4.182	-4.635	-3.060	-3.249	-3.604	-4.228	-3.366	-3.492	-3.785	-2.561	-2.156	-2.263	-2.334	-2.003	-2.236	-2.266	-1.954	-1.738	-1.924	-2.522	-1.803	-1.862	-1.686	-1.459	-0.496	0.719	0.691	-0.522	-1.544	-1.246	-1.636	-1.472	-1.754	-1.198	-1.562	-1.229	-1.251	-1.420	-1.657	-1.861	-1.716	-1.818	-1.577	-1.872	-1.673	-1.849	-1.754	-1.633	-1.807	-1.859	-1.812	-1.837	-1.987	-1.979
235.0	-156.3	-86.89	436.2	 1958	 1524	82.36	-47.45	-38.13	-43.49	-27.53	-28.77	-13.19	-15.29	-12.06	-10.54	-8.937	-5.578	-4.283	-6.903	-6.317	-4.210	-6.403	-4.712	-6.515	-3.790	-4.708	-2.416	-4.230	-3.651	-2.998	-3.432	-3.343	-3.696	-2.139	-1.988	-1.119	-2.473	-3.159	-2.044	-1.633	-1.720	-1.270	-1.728	-2.122	-2.405	-1.695	-1.499	-1.071	-1.035	0.375	1.715	2.024	0.268	-0.981	-1.456	-1.171	-2.084	-1.443	-0.946	-1.676	-1.702	-1.492	-1.274	-1.799	-0.711	-2.138	-1.730	-1.398	-2.028	-1.227	-1.538	-1.221	-2.368	-1.102	-1.726	-2.130	-2.288
240.0	-115.1	-134.5	69.25	914.0	 2858	 1465	35.47	-33.59	-38.81	-37.78	-18.03	-19.76	-20.28	-12.43	-13.87	-8.809	-6.223	-7.266	-1.516	-6.075	-3.577	-4.388	-4.285	-6.001	-4.988	-4.675	-2.155	-4.244	-2.795	-2.225	-3.225	-3.958	-3.199	-2.525	-2.778	-2.159	-1.934	-1.940	-1.234	-2.518	-1.933	-2.180	-1.734	-2.783	-2.467	-2.396	-1.724	-1.531	-1.226	-0.569	0.566	2.920	5.301	2.185	-0.818	-0.949	-1.263	-1.233	-0.785	-1.768	-2.086	-1.871	-2.132	-2.708	-1.973	-1.916	-1.845	-1.342	-1.765	-1.996	-2.788	-1.496	-1.750	-1.924	-1.467	-1.211	-2.430
245.0	-100.5	-100.4	-42.02	200.1	 1670	 3825	 1221	12.63	-31.07	-21.09	-21.86	-14.59	-18.38	-13.23	-15.08	-9.732	-7.579	-9.702	-6.059	-6.231	-4.411	-3.869	-3.906	-5.394	-3.685	-2.629	-4.146	-3.324	-2.125	-5.834	-3.529	-3.788	-2.916	-2.469	-2.449	-3.222	-1.442	-2.179	-1.515	-2.150	-2.041	-2.212	-1.579	-3.078	-2.058	-1.884	-1.796	-1.089	-1.498	-0.452	-0.602	-0.560	2.092	4.429	5.041	0.914	-1.240	-1.609	-1.293	-2.049	-1.615	-1.045	-1.961	-1.785	-1.889	-1.516	-1.337	-2.136	-1.440	-1.703	-2.263	-2.619	-2.104	-2.098	-2.186	-2.161	-0.870
250.0	-95.86	-88.03	-54.91	38.78	359.0	 1958	 3975	 2734	282.9	-17.29	-19.53	-11.85	-15.12	-12.02	-13.46	-12.19	-8.097	-7.933	-6.230	-6.452	-3.809	-4.902	-3.043	-4.404	-3.999	-2.167	-4.824	-4.223	-2.192	-3.201	-3.069	-3.340	-3.749	-1.836	-2.897	-2.430	-2.776	-3.094	-2.480	-1.856	-2.056	-2.272	-2.504	-1.998	-2.053	-1.599	-1.767	-1.707	-1.477	-0.551	-1.088	-1.309	-0.434	0.368	3.191	4.505	6.752	4.585	1.313	-1.362	-1.885	-1.346	-1.990	-1.030	-1.678	-1.952	-1.765	-1.889	-2.361	-1.513	-2.448	-1.784	-1.476	-1.803	-2.078	-2.045	-1.708
255.0	-103.3	-106.7	-98.48	9.402	104.8	433.8	 1500	 5925	 4525	318.8	-21.83	-15.55	-8.742	-14.98	-16.20	-9.411	-8.568	-7.219	-7.297	-5.597	-6.254	-7.597	-3.652	-3.354	-4.263	-3.623	-3.461	-4.898	-1.643	-2.757	-2.485	-2.500	-2.979	-1.528	-1.687	-1.937	-2.786	-3.019	-1.294	-3.300	-2.608	-2.808	-2.745	-1.218	-1.826	-1.176	-2.009	-1.932	-1.271	-0.873	-1.407	-1.493	-1.317	-1.034	-0.356	-0.735	1.731	6.452	10.29	8.586	1.778	-1.013	-2.188	-0.661	-1.408	-2.341	-1.661	-1.788	-1.823	-1.628	-1.513	-1.416	-1.750	-2.060	-1.653	-1.953	-1.817
260.0	-103.7	-66.28	-94.16	-3.627	85.22	98.03	329.2	 2780	 7980	 1457	108.1	-21.31	-6.844	-15.06	-12.34	-9.926	-9.485	-4.915	-6.769	-3.763	-6.292	-5.564	-3.080	-3.419	-1.438	-3.061	-3.305	-4.005	-1.439	-3.041	-1.796	-1.775	-3.244	-3.157	-2.466	-1.673	-2.094	-2.984	-1.355	-2.501	-2.117	-2.802	-2.300	-2.361	-1.846	-2.483	-1.595	-2.011	-0.841	-1.035	-1.264	-1.317	-0.421	-1.265	-0.942	-0.790	-1.141	0.001	4.361	9.691	12.98	6.427	0.566	-1.102	-1.313	-1.912	-1.518	-2.129	-1.674	-2.391	-1.163	-1.647	-1.580	-1.879	-2.041	-2.068	-2.011
265.0	-126.7	-100.4	-72.19	-52.96	73.79	140.6	76.69	661.9	 4407	 8826	 1166	23.71	-10.96	-8.341	-10.36	-10.28	-7.162	-3.476	-8.804	-4.896	-3.051	-4.452	-4.416	-1.852	-3.260	-3.185	-4.140	-3.294	-2.369	-1.919	-2.373	-3.931	-3.829	-2.181	-2.747	-1.424	-2.117	-2.074	-2.015	-1.267	-2.437	-2.355	-2.775	-1.645	-2.058	-2.661	-1.290	-1.544	-1.269	-0.949	-1.204	-0.739	-0.695	-0.909	-1.434	-1.697	-1.852	-1.049	0.768	1.619	7.161	13.73	12.49	4.148	-0.813	-2.131	-1.470	-1.817	-1.055	-1.798	-1.309	-2.345	-1.536	-2.041	-1.302	-2.622	-1.033
270.0	-99.97	-106.8	-106.5	-75.64	-21.30	93.29	154.5	185.2	 1070	 4429	 6398	 3374	249.0	-5.561	-8.953	-9.666	-8.751	-7.842	-7.398	-6.820	-4.620	-3.450	-4.671	-4.704	-3.071	-2.507	-3.445	-3.219	-3.433	-3.070	-3.161	-3.081	-2.849	-1.970	-3.515	-1.892	-1.828	-1.576	-1.462	-1.633	-2.020	-2.887	-2.715	-1.871	-1.412	-2.134	-1.867	-1.007	-1.156	-1.023	-1.119	-0.906	-1.691	-1.711	-0.969	-0.593	-0.758	-1.414	-1.132	-0.928	0.725	3.206	5.688	9.709	10.75	8.659	2.908	-1.182	-2.138	-1.697	-1.590	-1.478	-2.022	-1.653	-1.518	-2.449	-1.437
275.0	-117.6	-129.3	-92.78	-73.43	-8.466	-1.761	116.8	259.2	276.3	992.5	 2188	 6605	 4707	221.7	-6.551	-7.442	-10.74	-6.813	-7.598	-6.319	-3.881	-4.057	-4.856	-5.184	-4.283	-2.588	-3.754	-3.230	-3.320	-3.426	-3.484	-1.943	-3.167	-2.749	-2.347	-1.343	-1.920	-2.950	-2.755	-2.914	-2.085	-2.332	-1.131	-2.266	-0.571	-1.506	-1.066	-1.547	-1.571	-1.153	-1.241	-1.330	-1.526	-1.511	-1.440	-1.185	-0.112	-0.386	-0.554	-0.807	-0.386	-1.061	-0.540	1.013	2.771	8.661	17.71	15.65	2.467	-1.182	-0.842	-1.728	-2.652	-1.891	-1.495	-2.506	-2.054
280.0	-121.6	-105.0	-99.49	-59.67	-27.51	-27.35	26.51	261.5	264.5	256.1	519.9	 2717	 7573	 3241	81.10	-5.782	-5.578	-6.296	-5.671	-5.651	-5.311	-6.514	-4.433	-4.324	-6.185	-4.503	-3.467	-3.777	-3.516	-2.529	-1.852	-2.215	-3.003	-3.757	-2.447	-2.248	-1.851	-3.884	-3.125	-2.329	-1.489	-2.745	-1.664	-2.001	-1.173	-1.665	-1.425	-2.155	-0.827	-1.457	-1.570	-1.748	-1.713	-1.036	-1.590	-1.340	-1.071	-0.569	-0.480	-1.323	-0.683	-1.485	-1.599	-1.046	-0.664	1.536	6.376	15.69	20.53	11.83	0.283	-1.858	-1.499	-1.666	-2.349	-2.309	-1.995
285.0	-48.93	-125.0	-71.20	-54.03	-36.22	-43.17	-16.64	124.9	382.8	191.2	152.0	689.7	 3598	 7387	662.5	16.99	-3.766	-6.643	-6.987	-5.562	-6.042	-3.829	-2.896	-6.046	-4.401	-5.313	-3.829	-3.349	-3.233	-2.193	-4.037	-2.429	-2.687	-3.779	-4.114	-2.468	-2.182	-2.200	-2.952	-1.837	-1.996	-1.148	-2.365	-2.574	-0.627	-2.513	-1.618	-1.830	-0.521	-0.794	-1.256	-1.428	-0.744	-1.661	-1.561	-1.559	-2.028	-1.288	-1.014	-0.525	-0.550	-1.551	-2.104	-1.501	-1.045	-0.639	-0.197	2.978	10.95	21.49	17.96	6.277	-0.413	-1.705	-2.220	-2.252	-2.176
290.0	-104.4	-80.01	-25.94	-33.77	-41.52	-25.51	-13.88	30.35	208.6	421.1	239.4	237.8	926.9	 3334	 5167	 2512	152.8	-3.191	-4.681	-4.064	-3.497	-4.995	-3.365	-4.568	-4.185	-3.557	-2.664	-2.759	-4.184	-3.100	-3.569	-3.334	-3.096	-3.172	-2.481	-1.289	-2.914	-1.946	-2.617	-2.238	-2.242	-2.191	-1.654	-1.685	-0.818	-1.764	-1.795	-1.728	-0.883	-1.193	-1.025	-1.011	-1.359	-2.012	-1.478	-1.608	-2.042	-2.154	-1.582	-0.981	-1.097	-0.400	-0.547	-1.122	-1.068	-1.301	-0.914	-0.701	1.500	5.623	9.489	14.05	16.17	11.67	4.313	-1.445	-2.524
295.0	-75.96	-67.82	-11.23	-14.19	-29.82	-32.70	-6.500	42.17	100.7	254.3	612.8	312.7	333.2	848.5	 1708	 6010	 3594	186.9	-1.379	-2.302	-1.892	-4.630	-2.267	-3.113	-3.323	-1.737	-2.953	-4.708	-2.834	-3.338	-4.095	-2.312	-2.874	-3.293	-2.536	-2.530	-2.837	-1.615	-2.268	-2.330	-1.851	-2.955	-1.925	-2.643	-0.746	-1.176	-1.312	-1.181	-0.099	-0.653	-0.786	-1.127	-1.202	-1.573	-1.431	-1.896	-1.869	-1.676	-1.825	-1.228	-0.812	-1.715	-1.298	-0.019	0.340	-1.598	-1.131	-1.307	-0.272	0.425	1.401	1.450	4.434	12.82	22.78	17.53	3.710
300.0	-118.3	-76.77	19.56	12.20	13.10	-5.141	13.57	43.18	71.65	175.3	485.1	659.7	291.5	314.7	454.3	 2375	 6936	 2710	79.52	-3.490	-0.673	-2.429	-3.179	-4.762	-1.461	-3.268	-2.940	-4.997	-2.527	-3.431	-2.563	-3.483	-2.980	-2.920	-2.496	-1.868	-1.957	-2.543	-1.444	-1.788	-2.055	-2.401	-2.485	-1.204	-2.060	-1.436	-1.534	-1.595	-1.421	-0.553	-1.067	-1.334	-1.409	-1.212	-1.520	-1.311	-1.932	-1.324	-1.967	-0.841	-0.040	-1.215	-1.232	-0.083	0.251	-0.809	0.073	-0.982	-0.997	0.062	-0.728	-0.148	-0.597	1.665	9.028	21.73	21.98
305.0	-129.9	-53.74	-9.057	16.39	15.43	12.01	16.55	51.92	96.16	178.2	327.5	764.0	555.2	254.6	216.8	621.9	 3318	 6980	 1870	23.05	-1.384	-0.820	-1.426	-3.544	-3.957	-2.419	-3.675	-4.233	-3.328	-2.684	-3.859	-2.845	-2.725	-1.942	-2.518	-2.257	-1.944	-2.099	-1.984	-2.559	-1.896	-2.497	-3.244	-1.478	-0.539	-1.377	-1.713	-1.834	-1.314	-1.036	-1.034	-1.486	-1.384	-0.935	-1.355	-0.815	-0.787	-1.385	-1.635	-1.271	-1.042	-1.300	-0.692	-0.519	-0.873	-0.553	-0.146	-0.069	-0.390	-0.673	-1.838	-0.959	-0.904	-0.773	1.139	5.273	12.74
310.0	-129.0	-23.62	-8.549	5.708	11.10	37.20	39.12	100.4	142.5	210.1	295.4	505.0	739.1	509.4	204.8	225.1	832.1	 3095	 5371	 2671	117.8	0.041	-1.995	-4.024	-3.215	-3.293	-2.662	-4.635	-4.178	-2.204	-4.107	-2.308	-2.595	-2.797	-1.755	-2.236	-1.928	-2.947	-1.504	-1.815	-1.805	-1.805	-2.226	-2.187	-0.973	-1.108	-0.978	-1.623	-1.111	-1.004	-1.268	-1.429	-1.595	-1.590	-1.433	-1.021	-1.117	-1.210	-1.504	-1.626	-1.321	-1.231	-0.699	-1.037	-0.914	-0.363	-0.685	0.157	0.806	0.124	-1.198	-1.451	-1.034	-0.980	-0.698	0.130	1.836
315.0	-64.94	6.908	63.44	51.84	47.45	69.81	72.63	130.9	175.8	222.4	313.2	394.9	497.2	732.7	422.8	165.9	254.9	737.0	 1643	 5481	 2607	160.2	0.499	-2.406	-1.800	-2.466	-2.438	-3.526	-2.303	-1.721	-4.049	-2.251	-1.267	-2.464	-2.973	-2.365	-1.748	-2.653	-1.686	-1.796	-2.021	-2.331	-1.539	-2.004	-0.605	-1.049	-2.000	-1.301	-0.993	-0.612	-1.524	-1.445	-1.512	-2.017	-1.316	-1.160	-1.056	-0.642	-1.437	-1.464	-0.847	-1.296	-1.155	-1.112	-1.361	-0.337	-0.664	-1.016	-0.179	0.302	-0.006	-0.619	-1.668	-1.150	-2.103	-0.274	-1.476
320.0	-87.32	-35.48	61.71	13.42	80.29	76.53	123.8	145.4	204.7	250.1	322.9	379.9	401.7	561.6	670.2	255.6	146.8	226.2	405.0	 2140	 5847	 2099	86.10	-0.304	-0.875	-3.639	-2.990	-1.117	-3.796	-1.561	-4.102	-2.756	-0.928	-2.821	-3.562	-2.808	-1.585	-1.995	-2.058	-2.273	-2.151	-1.503	-1.981	-2.050	-1.086	-2.679	-0.951	-1.495	-1.367	-1.062	-1.022	-0.789	-0.672	-1.308	-0.641	-0.488	-1.803	-0.956	-1.225	-0.717	-0.923	-0.718	-1.001	-0.813	-0.905	-1.002	-0.319	-1.021	-0.233	-0.276	0.283	0.190	-0.568	-0.365	-1.926	-0.391	-1.527
325.0	-51.63	-3.475	94.41	98.76	179.5	166.3	225.5	243.6	278.1	280.0	346.0	356.4	403.6	427.0	599.0	498.9	161.1	129.1	140.3	529.7	 2855	 5796	 1564	28.07	-2.417	0.257	-3.663	-1.358	-1.386	-2.951	-4.169	-2.130	-2.633	-2.568	-2.422	-3.326	-1.609	-2.015	-2.283	-0.711	-2.385	-1.068	-1.489	-1.653	-1.550	-2.427	-0.917	-1.157	-0.500	-1.460	-0.837	-1.789	-0.655	-1.214	-1.364	-0.843	-1.549	-0.732	-1.181	-1.112	-0.613	-0.817	-0.003	-0.188	-1.680	-1.589	-0.579	-0.385	-1.656	-0.864	-0.740	-0.582	-0.448	-0.855	-1.631	-0.849	-1.499
330.0	-37.91	84.20	213.4	292.8	389.5	465.4	493.6	469.5	454.1	418.0	400.0	392.5	408.8	385.7	403.3	516.2	391.6	164.7	97.13	167.1	701.1	 2554	 4387	 2274	103.1	1.005	-3.384	-2.641	-2.720	-2.308	-2.678	-3.476	-2.837	-1.350	-2.420	-1.988	-2.036	-2.249	-2.151	-1.257	-2.090	-1.833	-1.496	-1.549	-0.724	-1.578	-1.134	-1.421	-0.602	-0.984	-0.185	-0.169	-0.173	-0.188	-0.594	-0.603	-0.430	-0.620	-0.437	-0.357	0.183	-0.741	0.213	-0.634	-0.919	-0.769	-0.804	-0.884	-1.308	-1.078	-0.614	-0.587	-0.921	-0.715	-0.646	-0.503	-0.743
335.0	-95.74	118.1	376.3	486.4	721.1	866.6	896.0	861.2	692.1	616.7	494.5	418.7	415.1	409.3	362.2	349.0	467.8	386.5	142.4	107.8	206.9	604.7	 1372	 4562	 2039	144.8	0.710	-1.627	-1.268	-1.876	-2.849	-3.431	-2.883	-2.372	-2.542	-2.174	-2.472	-1.998	-1.827	-2.051	-1.998	-1.678	-2.101	-2.126	-1.146	-1.882	-1.719	-0.759	-0.522	-0.465	-0.294	0.081	0.409	1.378	0.589	0.520	0.931	1.128	0.151	0.123	0.630	-0.059	0.539	-0.721	-0.516	-0.025	-0.173	-1.119	-1.054	-0.855	-1.301	-1.048	-0.696	-1.056	-1.283	-0.620	-0.109
340.0	56.91	256.2	428.7	718.7	 1006	 1220	 1274	 1168	919.5	780.2	572.8	459.7	437.7	418.7	381.3	314.6	347.8	516.4	272.8	118.3	107.8	178.1	337.5	 1797	 5021	 1800	93.21	-0.626	-2.168	-1.635	-2.590	-2.602	-3.241	-2.439	-1.946	-2.337	-1.909	-1.963	-1.754	-1.750	-1.825	-1.308	-2.202	-2.277	-1.967	-1.490	-1.350	-0.630	-1.124	-0.513	0.313	0.966	0.636	1.034	2.145	1.317	2.155	1.800	1.191	2.232	1.338	0.066	1.276	-1.045	-0.020	-0.203	0.010	-0.762	-0.636	-0.552	-0.494	-0.671	-0.572	-1.938	-1.497	-1.490	-0.453
345.0	3.646	243.9	529.8	933.4	 1292	 1539	 1598	 1354	 1124	906.5	649.4	456.5	439.9	434.2	390.8	321.4	304.2	410.6	437.8	186.6	101.7	98.71	114.3	444.3	 2444	 5255	 1416	34.24	-1.617	-0.371	-3.509	-1.466	-2.031	-3.283	-2.432	-1.679	-1.805	-2.268	-2.199	-1.117	-1.974	-2.138	-2.499	-2.342	-2.529	-1.284	-0.984	-0.896	-0.451	0.337	1.066	1.597	1.573	2.543	1.825	2.187	2.010	2.447	2.088	2.918	1.493	1.364	0.730	0.339	0.402	-1.001	-0.787	-0.030	-0.098	-1.224	-0.500	-0.580	-1.134	-0.952	-1.903	-0.869	-0.745
350.0	40.52	247.4	643.5	 1137	 1562	 1872	 1910	 1716	 1349	 1070	721.0	476.2	438.8	435.3	406.8	346.7	305.3	315.6	398.1	363.8	182.9	101.0	83.18	140.4	603.0	 2334	 3944	 2017	97.09	2.410	-0.898	-0.413	-1.563	-2.897	-1.293	-1.936	-1.916	-2.110	-1.622	-1.403	-2.086	-2.067	-1.887	-2.015	-2.311	-1.494	-1.308	-0.232	0.639	0.186	1.588	1.699	2.341	3.824	2.765	4.219	2.899	3.492	1.955	2.217	1.751	1.350	0.450	0.079	-0.160	-0.051	-0.733	-0.522	-0.318	-1.122	-0.479	-0.768	-0.585	-0.952	-1.639	-0.491	-0.767
355.0	34.19	286.4	842.3	 1266	 1805	 2070	 2129	 1942	 1516	 1170	770.4	497.9	444.0	447.2	414.3	376.1	327.5	311.9	293.5	359.1	350.7	162.8	99.70	91.98	176.1	554.9	 1259	 3925	 1758	140.3	2.086	-1.772	-0.655	-2.840	-3.293	-0.845	-2.341	-2.471	-1.796	-1.402	-1.647	-0.476	-1.063	-1.945	-1.079	-1.310	-0.661	-0.405	0.309	0.675	0.939	2.595	2.862	3.215	4.327	4.260	4.124	4.071	2.251	2.980	2.237	1.609	0.727	0.455	0.021	-0.130	-0.983	0.249	-1.189	-1.180	-0.919	-1.434	-0.255	-0.683	-1.948	-0.891	-1.577
360.0	30.31	342.4	827.1	 1354	 1857	 2211	 2245	 1982	 1545	 1241	794.9	492.8	453.8	465.5	432.8	389.4	352.1	312.7	291.8	297.8	395.2	287.3	132.2	103.4	96.45	167.2	313.9	 1581	 4347	 1625	84.63	-0.688	-1.460	-1.420	-0.786	-2.562	-2.593	-2.326	-2.111	-0.237	-1.517	-2.420	-2.400	-1.800	-0.979	-0.791	0.292	0.348	0.540	0.865	1.848	2.896	1.872	3.909	3.936	4.977	4.145	3.721	2.873	2.573	2.222	1.653	1.394	0.945	0.056	-0.286	-0.323	0.255	-0.497	-0.150	0.237	-1.564	-0.790	-0.698	-0.779	-0.915	-0.931
365.0	14.60	348.7	852.2	 1408	 1885	 2233	 2317	 2068	 1618	 1238	793.3	511.5	449.0	455.2	437.5	380.2	356.5	330.4	307.4	280.2	327.5	377.5	210.1	120.0	94.74	92.49	108.5	394.9	 2140	 4783	 1296	36.95	-0.887	-0.006	-0.189	-2.405	-0.919	-2.158	-2.632	-1.819	-0.633	-2.428	-1.803	-1.384	-1.552	-1.693	-0.296	-0.594	0.312	0.907	1.332	2.857	2.793	3.934	3.941	4.572	4.475	3.128	3.466	2.498	2.257	1.140	2.210	0.448	0.014	0.191	-0.645	-1.110	-0.225	-0.724	0.036	-1.109	-0.416	-0.842	-0.703	-0.472	-1.175
