Sample:	'1
File name:	Default_20240104_172053.FD3
Run date:	'17:14:32, 01/04/2024
Operator:	dsjg
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2198-001
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	230.0/410.0	 2492
2	235.0/260.0	143.3
3	235.0/400.0	 2523
4	240.0/265.0	150.9
5	245.0/270.0	139.8
6	250.0/275.0	154.7
7	255.0/280.0	159.7
8	260.0/290.0	152.2
9	265.0/410.0	 3137
10	270.0/300.0	243.6
11	275.0/305.0	272.7
12	280.0/310.0	261.1
13	285.0/315.0	265.0
14	285.0/420.0	 2562
15	285.0/630.0	19.21
16	290.0/325.0	247.1
17	290.0/640.0	14.64
18	295.0/330.0	198.6
19	300.0/335.0	223.6
20	350.0/415.0	 4424
21	525.0/405.0	16.70
22	530.0/410.0	16.52
23	580.0/420.0	17.13

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	37.89	395.7	677.6	156.8	9.329	6.475	4.984	4.337	3.692	3.523	3.220	2.845	2.408	2.233	2.008	1.799	1.683	1.538	1.625	1.617	1.577	1.679	1.816	1.693	1.739	1.707	1.730	1.585	1.556	1.441	1.375	1.154	0.922	0.779	0.707	0.760	0.711	0.627	0.596	0.592	0.532	0.568	0.555	0.486	0.424	0.418	0.434	1.207	2.515	2.447	1.260	0.458	0.312	0.300	0.314	0.276	0.301	0.304	0.288	0.272	0.264	0.293	0.293	0.289	0.278	0.261	0.265	0.286	0.281	0.279	0.267	0.261	0.267	0.280	0.292	0.273	0.300
235.0	49.15	127.8	533.0	645.0	188.1	10.98	5.029	4.223	4.125	3.826	3.470	3.100	2.734	2.387	1.929	1.782	1.905	1.671	1.553	1.508	1.413	1.709	1.699	1.902	1.757	1.664	1.777	1.676	1.592	1.517	1.398	1.132	0.884	0.791	0.681	0.733	0.680	0.701	0.609	0.580	0.462	0.516	0.547	0.560	0.526	0.473	0.440	0.623	0.995	1.790	2.451	3.056	1.751	0.588	0.323	0.319	0.305	0.315	0.282	0.301	0.279	0.300	0.310	0.281	0.264	0.222	0.284	0.277	0.264	0.283	0.264	0.264	0.273	0.277	0.322	0.285	0.305
240.0	78.76	57.81	186.8	678.6	546.9	122.3	5.784	4.245	4.270	3.877	3.173	2.680	2.910	2.174	2.021	1.765	1.856	1.625	1.515	1.499	1.553	1.662	1.728	1.960	1.835	1.786	1.959	1.741	1.558	1.507	1.388	1.136	0.904	0.827	0.678	0.618	0.622	0.709	0.617	0.506	0.534	0.588	0.460	0.480	0.541	0.663	0.523	0.450	0.489	0.672	1.157	2.878	4.025	2.949	1.431	0.412	0.290	0.302	0.252	0.287	0.314	0.271	0.266	0.266	0.225	0.239	0.275	0.265	0.268	0.289	0.307	0.276	0.308	0.279	0.325	0.315	0.298
245.0	84.16	91.92	65.62	278.6	797.0	431.4	70.48	5.460	4.094	3.938	3.334	2.736	2.733	2.325	2.059	1.899	1.832	1.551	1.478	1.533	1.598	1.754	1.859	1.837	1.900	1.751	1.783	1.752	1.571	1.536	1.385	1.135	0.960	0.743	0.689	0.601	0.622	0.691	0.580	0.612	0.552	0.504	0.479	0.450	0.433	0.583	0.662	0.606	0.458	0.404	0.515	1.094	2.288	3.959	4.115	2.646	0.973	0.330	0.302	0.323	0.310	0.307	0.328	0.279	0.286	0.282	0.265	0.280	0.300	0.316	0.258	0.273	0.312	0.279	0.303	0.280	0.349
250.0	41.53	94.66	101.6	93.57	303.7	641.4	573.4	141.6	11.27	4.162	3.578	3.391	2.742	2.449	1.988	1.960	1.906	1.763	1.505	1.626	1.766	1.921	1.743	1.722	1.856	1.838	1.791	1.785	1.716	1.447	1.479	1.159	0.988	0.769	0.723	0.619	0.617	0.580	0.557	0.584	0.518	0.534	0.516	0.446	0.484	0.446	0.490	0.561	0.633	0.593	0.485	0.552	0.815	1.420	2.267	3.246	3.865	3.443	2.035	0.854	0.336	0.281	0.306	0.288	0.303	0.274	0.297	0.313	0.305	0.312	0.279	0.286	0.274	0.280	0.297	0.292	0.371
255.0	25.54	42.21	103.0	124.7	97.13	188.9	567.1	814.4	192.6	9.874	4.018	3.345	2.629	2.366	2.304	1.874	1.660	1.854	1.531	1.765	1.849	1.875	1.819	1.815	1.805	1.993	1.910	1.727	1.670	1.575	1.516	1.056	1.026	0.849	0.716	0.594	0.556	0.533	0.531	0.492	0.528	0.584	0.479	0.433	0.429	0.434	0.431	0.436	0.471	0.492	0.744	0.843	0.692	0.629	0.741	1.047	1.490	2.915	4.859	4.900	2.986	0.881	0.373	0.298	0.338	0.261	0.320	0.265	0.271	0.323	0.273	0.287	0.258	0.258	0.300	0.296	0.325
260.0	19.49	21.93	51.41	143.3	104.5	58.53	203.4	748.1	766.8	143.5	5.926	3.464	3.103	2.776	2.136	2.277	1.753	1.735	1.673	1.720	1.905	1.909	1.908	1.823	1.874	1.931	1.739	1.789	1.699	1.677	1.502	1.205	1.087	0.902	0.706	0.657	0.526	0.539	0.493	0.429	0.546	0.514	0.471	0.523	0.460	0.411	0.392	0.461	0.422	0.363	0.582	0.898	1.041	0.711	0.575	0.551	0.617	1.054	2.333	4.208	5.830	4.696	2.068	0.612	0.316	0.272	0.293	0.285	0.313	0.267	0.257	0.313	0.294	0.306	0.306	0.309	0.306
265.0	19.16	15.23	20.07	80.25	150.9	71.21	58.79	292.0	850.2	693.1	99.67	4.059	3.013	2.895	2.325	2.410	1.773	1.632	1.596	1.689	1.866	1.844	2.009	1.830	2.125	1.991	1.666	1.733	1.627	1.561	1.414	1.288	1.092	0.864	0.769	0.697	0.505	0.610	0.507	0.466	0.450	0.495	0.518	0.526	0.464	0.434	0.410	0.383	0.365	0.332	0.416	0.549	0.922	1.033	0.826	0.597	0.501	0.513	0.785	1.473	3.165	5.564	6.143	3.949	1.270	0.329	0.322	0.308	0.287	0.303	0.281	0.287	0.361	0.362	0.323	0.308	0.364
270.0	18.63	15.55	13.14	28.42	87.41	139.8	81.82	83.36	298.7	694.5	743.5	276.5	18.69	3.465	2.518	2.197	1.929	1.803	1.708	1.649	1.785	1.737	1.953	1.863	2.108	1.999	1.831	1.945	1.758	1.572	1.345	1.218	1.044	0.871	0.724	0.668	0.586	0.506	0.500	0.505	0.434	0.443	0.445	0.566	0.475	0.466	0.431	0.359	0.392	0.330	0.363	0.398	0.535	0.658	0.823	1.059	0.897	0.677	0.532	0.606	0.978	1.869	2.941	4.434	5.287	4.625	2.895	1.116	0.369	0.300	0.289	0.299	0.300	0.335	0.303	0.269	0.297
275.0	21.75	18.82	12.79	14.88	27.89	81.66	154.7	93.11	79.17	190.2	547.8	938.8	149.9	21.92	2.749	2.259	1.969	2.008	1.994	1.753	1.792	1.818	1.890	1.980	1.964	1.946	1.903	1.936	1.752	1.534	1.451	1.276	1.045	0.859	0.748	0.720	0.613	0.613	0.579	0.499	0.379	0.455	0.396	0.376	0.518	0.533	0.460	0.417	0.427	0.345	0.334	0.368	0.428	0.404	0.443	0.632	0.980	1.235	1.038	0.671	0.527	0.725	0.908	1.262	1.838	3.368	5.616	6.540	3.907	1.086	0.300	0.347	0.285	0.297	0.295	0.320	0.310
280.0	31.05	21.39	16.97	13.05	13.24	32.91	116.3	159.7	64.15	54.37	178.8	696.5	858.3	128.3	7.470	2.501	2.240	2.213	2.148	2.076	1.782	1.862	2.110	2.003	2.078	2.150	1.906	1.925	1.837	1.628	1.623	1.185	0.958	1.022	0.781	0.662	0.678	0.548	0.483	0.466	0.479	0.509	0.361	0.413	0.467	0.535	0.461	0.450	0.458	0.369	0.325	0.361	0.379	0.372	0.351	0.427	0.562	0.778	1.273	1.260	0.791	0.519	0.489	0.554	0.649	1.106	2.200	4.575	6.837	5.976	2.483	0.571	0.304	0.267	0.295	0.316	0.291
285.0	30.07	24.20	18.65	13.53	11.33	16.88	52.96	150.5	135.5	44.40	56.03	251.3	756.6	 1001	89.11	4.045	2.502	2.277	2.187	2.251	1.874	1.880	2.168	1.939	2.131	2.268	1.994	1.865	1.815	1.716	1.597	1.329	0.970	0.996	0.854	0.738	0.632	0.649	0.495	0.593	0.471	0.431	0.390	0.396	0.425	0.478	0.475	0.572	0.443	0.408	0.319	0.392	0.360	0.427	0.328	0.360	0.452	0.434	0.769	1.120	1.307	1.102	0.552	0.415	0.422	0.606	0.892	1.582	3.245	5.735	6.689	4.389	1.416	0.326	0.355	0.359	0.289
290.0	38.24	34.83	27.43	21.34	19.37	21.34	31.31	76.10	152.2	144.1	73.94	94.04	269.0	757.1	696.5	309.1	19.48	2.513	2.235	2.225	2.117	2.087	2.223	2.144	2.276	2.139	2.017	1.924	1.870	1.695	1.698	1.404	1.059	0.971	0.913	0.735	0.678	0.643	0.542	0.568	0.431	0.509	0.436	0.389	0.432	0.428	0.466	0.546	0.491	0.432	0.408	0.424	0.415	0.448	0.373	0.362	0.481	0.385	0.523	0.647	0.890	1.203	1.265	1.029	0.697	0.529	0.632	0.743	1.180	1.956	3.085	4.418	5.216	4.749	2.927	1.012	0.336
295.0	42.72	42.23	43.93	34.87	33.68	32.99	40.46	52.19	86.12	184.0	198.5	102.4	123.4	238.8	415.1	811.8	436.8	15.18	2.269	2.244	2.091	2.108	2.213	2.222	2.283	2.115	2.065	1.871	1.949	1.815	1.687	1.377	1.224	1.060	0.882	0.778	0.866	0.667	0.523	0.606	0.498	0.471	0.395	0.400	0.452	0.406	0.416	0.475	0.531	0.423	0.496	0.473	0.448	0.505	0.431	0.502	0.519	0.515	0.546	0.477	0.612	0.764	0.978	1.365	1.748	1.248	0.909	0.706	0.829	1.066	1.268	1.565	2.020	3.234	5.895	6.617	3.644
