Sample:	'1
File name:	c20250801023华鲁卫生材料曝气池.FD3
Run date:	'11:35:58, 08/02/2025
Operator:	dsjg
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2198-001
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	245.0/270.0	133.0
2	255.0/280.0	156.8
3	260.0/285.0	148.8
4	260.0/430.0	920.0
5	270.0/300.0	228.4
6	275.0/305.0	254.3
7	275.0/605.0	37.48
8	280.0/310.0	251.5
9	280.0/620.0	29.23
10	285.0/315.0	259.4
11	285.0/630.0	21.54
12	290.0/325.0	274.4
13	290.0/645.0	17.59
14	295.0/330.0	242.2
15	300.0/335.0	262.4
16	315.0/405.0	691.5
17	320.0/410.0	691.2
18	520.0/440.0	5.427

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	62.76	157.3	465.2	184.1	26.61	18.53	15.30	12.90	11.26	10.00	9.030	7.512	6.653	5.672	4.883	4.354	3.852	3.599	3.128	3.119	3.017	2.775	2.553	2.472	2.315	2.282	2.199	2.166	2.070	2.040	2.090	1.877	1.682	1.707	1.629	1.680	1.623	1.642	1.556	1.451	1.354	1.389	1.308	1.239	1.235	1.203	1.110	1.179	1.475	1.805	1.705	1.248	0.992	1.058	1.011	1.053	1.124	1.144	1.137	1.090	1.144	1.101	1.068	1.074	1.166	1.096	1.113	1.064	1.066	1.050	1.124	1.072	1.083	1.096	1.129	1.138	1.187
235.0	62.19	79.16	462.3	779.1	437.4	32.44	14.88	13.31	10.97	10.42	9.853	7.861	7.000	6.061	5.043	4.500	3.814	3.560	3.395	3.095	3.037	2.570	2.614	2.477	2.446	2.292	2.231	2.192	2.161	1.946	1.929	1.782	1.963	1.715	1.623	1.623	1.665	1.580	1.435	1.478	1.426	1.366	1.224	1.313	1.255	1.237	1.240	1.064	1.137	1.544	2.605	5.038	3.891	1.895	1.012	1.097	1.190	1.097	1.106	1.074	1.079	1.079	1.113	1.004	1.062	1.166	1.032	1.121	1.091	1.106	1.018	1.017	1.162	1.184	1.110	1.048	1.211
240.0	60.81	54.89	200.3	986.4	 2040	336.1	20.53	13.59	12.15	10.02	9.448	7.929	7.380	5.667	5.205	4.612	3.898	3.724	3.352	2.772	2.870	2.765	2.722	2.426	2.447	2.435	2.234	2.163	2.161	2.138	1.978	1.959	1.799	1.653	1.666	1.513	1.574	1.401	1.525	1.493	1.420	1.486	1.433	1.326	1.329	1.403	1.273	1.068	0.984	1.059	1.680	4.644	7.948	7.928	4.198	1.544	1.119	1.132	1.070	1.085	1.065	1.212	1.088	0.993	1.065	1.063	1.057	1.162	1.000	1.162	1.103	1.094	1.120	1.103	1.108	1.116	1.129
245.0	65.79	53.92	75.64	434.5	 2369	 1775	219.0	14.47	13.54	10.40	9.112	7.909	6.680	5.637	4.956	4.815	3.835	3.683	3.376	3.101	3.006	2.829	2.624	2.418	2.318	2.441	2.207	2.224	2.054	2.084	2.202	1.886	1.697	1.786	1.528	1.442	1.510	1.546	1.492	1.544	1.411	1.479	1.373	1.313	1.300	1.239	1.188	1.270	1.072	0.930	1.200	2.098	4.730	9.737	11.50	8.185	3.271	1.288	1.077	1.175	1.133	1.158	1.131	1.022	1.055	1.098	1.202	1.134	1.053	1.120	1.171	1.056	1.102	1.140	1.131	1.139	1.115
250.0	64.26	55.41	71.50	133.0	860.5	 1952	 1947	647.7	41.10	11.80	10.01	8.739	7.011	6.535	5.336	4.573	3.951	3.785	3.315	3.129	3.100	2.895	2.721	2.468	2.399	2.334	2.376	2.227	2.221	2.020	2.071	1.899	1.771	1.806	1.589	1.459	1.405	1.525	1.502	1.477	1.468	1.408	1.380	1.357	1.300	1.320	1.157	1.187	1.142	1.104	1.107	1.270	1.893	3.631	6.533	9.374	11.82	10.98	6.816	2.958	1.324	1.150	1.162	1.015	1.128	1.144	1.140	1.114	1.136	1.091	1.152	1.108	1.142	1.100	1.095	1.169	1.168
255.0	60.68	50.18	70.61	106.0	227.8	538.8	 1669	 2583	314.5	38.46	11.62	9.382	7.141	6.683	5.646	4.261	4.479	3.822	3.615	3.080	2.974	2.894	2.731	2.410	2.507	2.156	2.355	2.261	2.348	2.178	2.038	1.990	1.855	1.753	1.661	1.510	1.430	1.474	1.275	1.299	1.608	1.483	1.301	1.394	1.394	1.454	1.197	1.169	1.085	1.079	1.128	1.448	1.365	1.723	2.342	3.037	4.678	8.438	14.50	15.62	10.32	3.485	1.247	1.149	1.163	1.157	1.086	1.081	1.060	1.141	1.206	1.069	1.108	1.096	1.188	1.238	1.174
260.0	61.26	48.22	49.85	108.6	130.0	147.8	553.3	 2205	 2346	262.9	20.97	9.791	8.014	7.132	5.407	4.645	4.566	3.746	3.467	3.497	2.945	2.739	2.780	2.659	2.455	2.572	2.312	2.387	2.198	2.171	2.224	2.021	1.967	1.822	1.706	1.564	1.552	1.456	1.439	1.382	1.435	1.580	1.406	1.428	1.422	1.322	1.236	1.324	1.121	1.034	1.053	1.288	1.381	1.477	1.451	1.468	1.997	3.000	6.291	13.14	18.86	15.71	7.741	2.298	1.103	1.047	1.197	1.066	1.160	1.038	1.098	1.089	1.209	1.097	1.103	1.222	1.145
265.0	63.50	48.39	41.63	72.11	137.7	98.32	149.5	802.9	 2515	 2087	211.2	13.86	8.288	6.940	5.901	5.011	4.497	3.784	3.595	3.331	3.080	2.713	2.909	2.719	2.473	2.538	2.401	2.256	2.309	2.253	1.933	2.193	1.822	1.787	1.645	1.494	1.441	1.459	1.469	1.270	1.376	1.379	1.491	1.539	1.381	1.280	1.188	1.213	1.167	1.035	0.960	1.151	1.395	1.609	1.546	1.308	1.456	1.635	2.199	4.413	9.731	16.84	20.12	14.18	5.303	1.340	1.181	1.059	1.144	1.197	1.213	1.144	1.111	1.139	1.117	1.147	1.159
270.0	64.49	49.89	37.43	41.62	81.84	133.0	106.4	207.3	833.7	 2061	 2281	830.2	59.77	8.026	6.260	5.378	5.069	4.078	3.732	3.616	3.119	2.879	2.809	2.541	2.523	2.464	2.429	2.379	2.306	2.302	2.111	2.038	1.916	2.000	1.656	1.576	1.506	1.483	1.548	1.381	1.396	1.334	1.394	1.426	1.391	1.291	1.226	1.166	1.110	0.960	0.948	1.126	1.118	1.231	1.421	1.614	1.674	1.532	1.433	1.864	3.141	5.469	9.220	13.95	17.68	15.41	10.63	4.740	1.583	1.239	1.198	1.173	1.162	1.091	1.101	1.176	1.229
