Sample:	'1
File name:	Default_20230714_180345.FD3
Run date:	'17:57:24, 07/14/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
60	310.0/345.0	398.7
61	310.0/615.0	399.5
62	315.0/355.0	398.2
63	320.0/245.0	7.263
64	320.0/360.0	453.8
65	320.0/415.0	608.3
66	325.0/285.0	7.420
67	325.0/365.0	449.6
68	330.0/260.0	7.141
69	335.0/245.0	6.027
70	335.0/280.0	6.013
71	335.0/380.0	505.6
72	340.0/295.0	5.777
73	340.0/385.0	501.6
74	345.0/245.0	5.051
75	345.0/320.0	7.637
76	350.0/295.0	5.051
77	355.0/250.0	4.409
78	355.0/270.0	5.450
79	360.0/235.0	3.946
80	360.0/260.0	4.500
81	365.0/240.0	5.161
82	365.0/295.0	4.772
83	365.0/315.0	4.701
84	370.0/260.0	4.683
85	370.0/300.0	4.529
86	375.0/285.0	4.153
87	380.0/265.0	4.018
88	390.0/360.0	4.742
89	405.0/240.0	3.214
90	405.0/285.0	3.469
91	415.0/240.0	3.069
92	425.0/325.0	3.089
93	435.0/320.0	2.941
94	435.0/640.0	3.738
95	445.0/340.0	3.467
96	450.0/530.0	34.79
97	455.0/395.0	3.247
98	500.0/380.0	4.214
99	505.0/425.0	4.552
100	510.0/280.0	3.428
101	510.0/400.0	4.148
102	510.0/435.0	4.388
103	515.0/395.0	3.903
104	520.0/445.0	3.937
105	525.0/405.0	4.142
106	530.0/420.0	4.416
107	540.0/300.0	3.475
108	540.0/425.0	4.364
109	545.0/415.0	4.080
110	550.0/305.0	4.211
111	555.0/425.0	4.086
112	560.0/310.0	3.800
113	560.0/380.0	4.442
114	560.0/440.0	4.175
115	565.0/315.0	3.680
116	575.0/320.0	3.807
117	585.0/325.0	3.763

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	101.5	116.1	821.7	866.4	120.6	44.93	32.28	34.68	27.40	22.12	20.48	17.24	14.25	17.11	13.35	9.245	9.233	8.190	7.056	6.334	6.179	5.204	5.365	4.990	4.781	3.852	4.018	3.813	3.157	3.787	3.737	3.504	2.748	2.861	2.681	2.313	2.459	2.281	2.678	2.252	2.056	2.150	2.068	1.839	2.168	1.739	1.860	2.299	2.772	3.026	1.768	1.765	1.341	1.871	1.452	1.573	1.542	1.967	1.539	1.717	1.257	1.557	1.573	1.512	1.460	1.573	1.372	1.450	1.452	1.496	1.739	1.501	1.628	1.351	1.563	1.501	1.690
235.0	71.97	87.57	324.7	 1138	 1000	139.4	37.63	40.19	19.93	32.02	25.60	15.59	11.06	11.58	6.929	9.348	9.653	6.710	7.707	7.996	4.380	4.679	5.270	2.998	3.824	4.593	2.518	3.911	3.946	3.734	3.396	3.551	2.448	4.031	2.765	2.442	2.613	2.323	2.318	2.018	2.597	2.024	1.856	1.513	2.147	1.259	1.504	1.484	1.611	2.498	3.226	4.414	2.560	2.122	1.220	1.328	1.728	1.643	1.091	0.906	1.014	1.259	1.315	1.249	1.462	1.294	1.605	1.689	1.132	1.406	1.097	1.174	1.524	1.421	1.104	1.697	1.541
240.0	102.1	102.3	135.2	556.3	 1664	962.5	97.06	34.58	26.79	27.11	30.76	24.11	10.90	20.30	8.626	7.901	8.095	8.711	6.244	6.828	5.495	5.973	6.065	4.709	3.102	4.527	3.445	3.262	3.921	5.161	4.429	2.997	2.656	3.046	2.142	2.401	2.226	3.214	1.684	3.069	2.501	2.978	1.828	2.128	2.094	1.660	1.802	1.579	2.171	1.919	1.859	4.265	5.115	4.624	2.305	1.301	1.506	1.967	1.352	1.310	1.320	1.288	1.454	1.032	1.532	1.458	1.854	1.489	2.168	1.367	1.527	1.476	1.777	1.439	1.571	1.345	2.546
245.0	86.86	110.3	95.78	170.3	884.8	 2002	838.8	50.23	31.24	27.79	29.44	23.30	16.39	13.25	9.684	9.251	8.951	9.187	6.720	6.076	7.263	5.840	3.700	6.027	3.941	5.051	3.654	4.368	2.107	4.093	3.130	3.620	2.726	2.672	3.163	2.562	2.676	1.987	1.761	2.630	2.281	2.483	1.903	2.129	2.342	2.074	1.773	1.909	1.703	1.292	1.562	2.562	3.988	6.172	6.161	2.975	2.460	1.981	1.295	1.696	1.871	1.557	1.170	1.450	1.702	1.742	1.514	1.530	2.037	0.844	1.684	1.588	1.786	1.258	1.588	1.292	1.784
250.0	101.2	96.79	88.53	119.0	251.1	965.4	 2012	 1264	219.0	26.81	26.02	16.91	14.59	11.33	10.87	7.755	7.153	7.880	7.665	7.206	7.259	5.086	4.168	4.782	5.053	4.838	3.379	4.409	3.133	2.810	3.614	3.708	2.614	3.052	3.345	2.505	2.621	1.886	2.079	2.283	2.056	2.344	2.272	2.267	2.128	2.206	1.785	1.969	1.811	1.505	1.365	1.971	2.261	2.875	3.647	5.583	6.430	5.440	3.967	2.249	1.633	1.540	1.319	1.583	1.572	1.581	1.687	1.982	1.527	1.172	1.660	1.764	1.737	1.323	1.246	1.432	1.709
255.0	151.7	118.3	83.37	115.3	135.5	253.5	711.5	 2557	 1649	219.9	29.78	20.22	17.19	11.65	11.39	11.72	7.958	10.69	7.267	6.371	5.969	5.773	3.268	4.855	3.633	4.805	3.269	3.753	4.031	2.375	4.399	4.197	2.729	3.021	3.448	2.119	2.396	2.246	2.012	3.001	1.977	2.145	1.685	1.512	2.406	1.847	2.301	1.707	1.916	1.375	1.789	1.982	1.916	1.873	2.494	2.270	3.540	6.206	8.983	8.576	3.632	1.831	0.967	1.757	1.206	1.560	1.647	1.954	1.756	1.571	1.484	1.610	1.596	1.530	1.588	1.221	0.908
260.0	112.2	134.2	80.56	75.69	139.3	129.0	206.0	 1140	 3289	 1360	109.8	19.69	20.86	14.98	11.48	11.14	9.917	9.115	6.023	8.165	7.033	5.411	7.141	5.238	3.926	3.283	3.653	3.693	4.500	3.276	4.683	3.669	3.250	4.214	3.407	2.318	2.411	2.235	1.970	2.319	2.055	1.938	1.772	2.730	2.515	1.970	2.061	1.640	1.300	1.194	1.289	1.787	2.357	2.130	2.108	1.827	1.858	2.455	4.191	8.746	10.18	7.515	2.846	1.696	1.341	1.703	1.424	1.943	1.579	1.406	1.542	1.410	2.034	1.354	1.242	2.081	1.877
265.0	106.0	118.5	88.63	51.95	132.3	163.5	118.0	309.1	 1685	 3609	 1023	55.56	22.88	16.05	15.78	10.37	8.953	8.132	9.343	9.201	6.883	7.016	5.811	5.838	4.771	3.927	4.150	2.835	3.108	2.779	3.332	3.083	4.018	3.184	2.914	2.188	2.969	2.454	2.708	2.143	2.494	3.052	2.225	1.958	2.187	2.800	1.528	1.789	1.704	1.234	1.573	2.319	2.234	2.660	2.827	1.964	1.392	1.688	1.687	3.442	6.416	11.25	10.67	6.335	2.153	1.919	1.228	1.822	1.789	1.717	1.961	0.642	1.998	1.443	1.724	1.194	1.333
270.0	93.87	97.77	74.49	51.38	74.45	131.8	185.2	134.7	443.2	 1628	 3099	 2115	225.0	19.40	15.87	9.082	8.955	7.271	8.529	9.173	6.671	7.171	5.678	5.906	3.869	3.818	3.356	5.450	3.523	4.115	3.756	3.769	3.143	3.689	3.234	2.307	2.503	2.352	1.825	2.438	1.844	2.618	1.833	2.222	2.152	1.896	1.909	1.829	1.508	1.532	1.252	1.687	1.647	1.799	2.399	2.201	2.089	1.749	2.019	1.782	2.717	4.319	6.446	10.03	10.33	9.431	4.912	2.385	1.839	1.980	1.452	1.353	1.191	1.298	1.325	1.651	1.680
275.0	107.6	82.39	75.30	59.25	75.23	72.58	142.6	254.8	167.8	395.0	 1042	 3689	 3169	196.7	15.62	10.16	11.16	6.216	8.259	8.602	8.255	5.852	6.503	5.650	5.131	4.207	3.929	5.119	3.593	4.383	3.727	4.103	3.358	3.789	2.382	2.559	2.899	2.445	2.263	2.621	2.093	2.097	2.070	2.026	2.206	2.297	1.768	1.433	1.325	1.509	1.265	1.555	1.244	1.902	1.593	1.784	2.762	2.278	2.518	2.009	2.576	1.975	2.318	3.816	4.409	9.293	15.50	13.83	5.673	2.088	1.490	2.025	1.277	1.099	1.512	1.441	1.646
280.0	75.99	100.9	65.88	69.08	75.24	63.08	87.31	267.9	248.0	138.8	280.6	 1474	 4777	906.1	85.17	14.89	9.452	9.997	8.172	7.869	7.349	6.294	4.827	6.013	5.058	3.888	2.641	5.151	3.624	3.874	2.700	3.068	2.523	3.149	2.739	2.573	2.471	2.734	2.073	2.429	2.376	2.115	1.819	2.730	1.418	1.919	1.639	1.561	1.365	1.541	1.314	1.343	2.219	2.214	1.343	1.278	1.740	1.891	3.428	2.381	2.368	1.389	2.102	2.225	2.065	3.403	7.244	14.96	17.83	11.54	3.982	2.009	1.099	1.331	1.130	1.526	1.803
285.0	116.2	87.71	72.47	89.29	59.23	60.49	46.18	133.0	365.0	181.8	139.8	424.1	 2232	 4841	688.7	35.02	10.38	8.848	7.577	6.174	5.953	7.420	6.452	3.890	3.670	4.230	4.107	4.447	3.430	4.395	2.687	4.153	3.192	2.924	2.771	2.306	2.549	3.469	2.625	1.904	2.721	2.488	2.299	2.100	1.388	2.277	1.203	1.371	1.716	1.146	0.855	1.033	1.865	2.485	1.394	1.639	1.963	2.030	2.174	2.761	2.758	1.734	1.896	1.711	1.736	1.905	2.947	5.239	10.97	17.97	17.79	8.320	2.466	1.413	2.585	1.966	1.942
290.0	115.7	115.5	92.64	83.18	74.02	63.86	47.98	84.29	207.6	394.4	260.2	231.1	650.4	 2254	 3916	 2189	164.7	12.56	7.897	7.323	5.825	5.751	6.183	5.309	4.804	4.563	5.049	4.428	3.785	3.845	3.360	4.030	2.987	2.719	2.826	2.433	2.501	2.973	2.528	1.775	2.063	2.228	2.490	1.898	1.621	2.233	1.689	1.663	1.682	1.476	1.613	1.418	2.122	1.650	1.785	1.747	1.753	1.614	2.055	1.926	2.391	2.580	3.202	2.225	2.223	2.211	1.963	2.422	3.851	6.673	10.39	13.84	14.71	11.27	5.629	2.621	1.989
295.0	93.77	134.9	112.0	85.22	92.94	74.73	59.89	73.42	116.4	282.5	602.7	337.1	348.8	649.2	 1284	 4291	 3111	166.7	10.71	9.104	7.908	5.901	5.368	4.567	5.777	3.836	5.051	3.774	3.444	4.772	3.487	3.855	3.166	2.580	2.534	2.964	3.135	2.937	2.653	1.948	2.011	2.239	1.773	1.477	1.985	1.996	2.303	2.053	1.883	1.266	1.584	1.901	1.779	1.658	2.119	1.834	2.242	1.480	1.421	1.603	2.667	2.567	3.025	3.204	3.295	2.567	2.027	2.866	2.707	3.102	4.412	4.138	6.281	11.73	19.98	16.02	6.433
300.0	125.3	171.3	128.2	103.7	86.97	80.87	84.16	101.4	117.7	213.9	535.6	651.3	356.0	318.6	386.9	 1732	 5111	 2177	70.24	10.19	8.306	6.455	4.992	5.569	4.614	4.505	4.018	3.438	2.510	3.210	4.529	3.342	3.265	2.829	2.377	2.201	2.207	2.747	2.800	2.383	1.690	1.991	2.241	1.975	2.575	2.205	1.712	1.748	1.607	2.063	1.637	2.578	1.499	1.304	1.792	1.339	2.680	1.393	1.792	1.945	2.504	2.077	2.800	2.861	3.475	3.403	3.351	2.824	2.129	2.621	2.609	2.179	3.080	4.393	8.984	18.88	19.85
305.0	81.43	147.9	162.0	123.8	92.57	86.01	86.82	110.1	132.4	206.5	393.9	763.0	576.0	279.5	195.5	466.4	 2453	 5047	428.4	27.35	10.02	6.542	5.763	5.915	4.539	3.163	5.326	4.867	4.543	4.329	3.661	3.093	3.052	2.927	2.551	2.256	2.178	2.496	2.217	2.402	2.189	1.755	1.832	1.850	2.471	2.659	2.180	2.178	1.772	2.157	1.577	2.060	1.615	2.078	2.040	1.618	1.545	1.773	1.632	1.625	2.438	2.516	2.479	2.163	2.462	3.073	4.211	3.536	2.688	2.353	2.409	1.843	3.000	2.721	3.999	6.825	13.57
310.0	103.4	150.7	157.8	145.0	105.6	108.1	94.58	124.2	162.0	227.0	342.7	543.3	751.4	497.8	199.1	189.4	628.1	 2267	 3255	 1611	120.4	9.012	4.985	5.008	5.054	5.634	4.376	5.300	3.789	3.732	3.283	3.355	4.004	3.109	2.864	3.006	2.122	2.433	2.342	2.119	2.278	1.887	1.621	1.968	2.242	2.345	1.768	1.820	2.183	1.803	1.699	1.949	1.735	1.879	1.773	1.282	1.854	2.166	1.856	2.071	2.076	2.067	2.591	2.473	2.195	2.576	3.032	3.418	3.800	3.652	2.915	2.232	2.103	1.477	2.137	3.306	4.197
315.0	101.8	155.0	150.8	158.7	122.2	131.0	115.6	134.9	179.7	255.6	338.5	458.9	531.1	712.1	403.5	154.9	210.5	550.7	 1121	 4070	 2365	141.2	6.966	7.088	6.038	6.947	4.946	5.573	3.245	4.701	3.173	4.256	3.178	3.410	3.056	2.481	2.600	2.967	2.337	2.265	2.004	1.628	2.515	2.310	2.624	2.382	1.843	1.953	1.714	2.026	1.506	2.466	1.921	1.829	1.920	1.620	1.993	1.966	1.416	2.128	1.935	1.877	2.284	2.582	1.986	2.140	2.263	3.118	3.121	3.680	3.332	3.450	2.166	1.817	1.547	1.579	2.377
320.0	112.9	144.8	151.8	156.6	130.2	133.7	135.4	139.8	192.1	264.2	330.0	441.7	452.2	552.9	601.1	232.1	131.9	179.0	297.3	 1705	 4480	 1784	62.61	8.704	5.486	7.637	4.572	5.853	4.246	3.098	3.205	4.167	3.195	3.170	3.497	2.059	3.029	2.481	2.171	2.524	2.043	1.935	1.805	2.941	2.702	2.450	1.858	2.186	2.519	1.670	1.456	1.967	1.935	2.081	1.674	1.518	2.070	1.646	1.815	1.703	2.192	2.660	2.532	2.254	1.927	2.654	2.268	2.607	3.393	2.865	2.852	3.807	2.893	2.647	1.690	2.233	1.748
325.0	132.2	159.0	185.5	178.2	160.5	144.4	161.4	169.0	216.9	291.9	345.1	420.0	435.7	419.0	569.7	434.6	150.1	112.2	118.6	434.9	 2303	 4343	313.9	26.07	8.279	6.258	5.704	4.951	4.652	3.741	3.595	3.859	3.368	2.577	2.860	2.039	3.038	2.690	2.170	2.352	1.633	3.089	1.792	2.070	1.861	2.319	1.911	2.044	2.060	2.262	1.542	1.610	1.778	2.080	1.736	2.087	2.459	1.784	2.190	1.602	2.142	2.593	2.430	2.893	1.608	2.941	2.653	2.463	2.411	3.074	2.935	3.179	3.629	3.763	2.429	2.141	1.843
330.0	124.9	156.6	211.3	218.8	209.7	205.2	205.0	218.7	254.9	307.4	353.4	429.3	420.9	396.7	408.4	478.8	357.0	148.0	94.84	147.2	581.2	 2064	 3208	 1240	98.79	7.487	5.119	5.732	4.322	3.587	3.174	4.183	3.335	3.008	2.810	3.144	3.062	3.127	1.950	2.183	2.652	2.093	1.706	2.214	2.513	2.643	1.912	1.901	1.976	1.913	1.404	1.828	2.185	2.173	1.955	2.749	2.051	2.622	2.373	2.344	2.222	2.369	2.322	2.742	2.064	2.767	2.392	3.332	2.699	3.340	2.290	2.655	2.903	3.373	2.773	2.635	2.773
335.0	144.4	176.7	214.6	263.5	293.2	290.3	309.1	327.0	301.5	350.0	383.9	429.6	448.6	422.6	351.5	333.9	446.5	339.7	134.0	107.4	186.2	503.6	 1125	 3674	 1901	122.2	7.546	5.749	4.842	4.097	4.771	3.533	3.491	3.736	3.388	2.786	2.916	2.802	1.289	1.986	1.531	1.804	1.983	2.773	1.758	2.142	1.716	1.830	1.869	1.535	1.542	2.092	2.064	1.718	2.355	2.769	2.090	1.997	2.734	2.236	2.537	2.507	2.834	2.398	2.632	2.269	2.529	3.636	2.782	2.824	2.708	2.131	2.362	2.553	2.296	2.572	3.571
340.0	136.2	213.1	260.5	329.7	345.8	353.2	363.3	391.2	369.3	376.4	404.8	435.2	456.3	435.9	361.7	312.2	348.3	469.4	245.8	124.6	110.7	167.3	299.6	 1639	 4068	 1507	65.70	6.617	4.758	3.905	3.644	3.903	3.391	2.988	3.469	2.278	1.941	3.061	2.196	1.483	2.041	2.164	2.267	2.520	1.829	3.467	1.565	1.966	1.850	1.586	1.754	2.521	2.145	2.279	2.124	2.601	2.553	2.240	2.721	2.158	2.779	2.265	2.782	2.109	1.991	2.552	2.890	3.243	2.769	3.242	2.839	2.378	2.728	2.989	1.909	2.331	2.811
345.0	131.7	203.0	289.3	373.8	371.9	449.2	465.8	451.4	414.7	420.1	424.5	471.9	441.9	433.0	380.5	324.2	297.0	398.7	398.7	179.2	119.9	111.8	122.2	433.1	 2198	 3939	 1074	23.13	5.224	5.359	4.952	4.252	3.500	2.639	2.906	3.149	2.706	3.343	2.503	2.576	1.903	1.750	1.637	2.788	1.669	2.236	1.460	1.948	1.824	1.900	2.024	2.420	2.125	2.090	2.796	3.574	2.865	2.670	2.830	2.428	3.136	2.738	3.028	2.615	2.387	2.561	2.632	3.489	3.003	2.888	2.357	2.593	3.130	2.953	2.119	2.440	2.580
350.0	142.5	182.9	317.4	390.8	458.2	516.4	547.9	528.8	495.4	469.0	465.4	474.3	460.2	446.2	405.1	359.7	307.5	312.1	393.5	357.9	197.4	136.8	117.2	167.1	578.2	 1939	 3161	 1028	95.32	7.339	5.364	4.624	3.347	3.276	3.426	2.677	2.823	2.166	3.033	2.511	2.607	1.953	1.918	1.900	1.890	2.256	2.107	2.185	1.758	2.365	2.199	2.766	2.890	2.810	2.918	3.236	3.485	3.525	3.338	3.371	2.905	3.120	2.666	2.895	3.028	2.571	2.950	3.157	3.151	2.646	2.950	3.014	3.045	2.476	2.811	2.258	2.437
355.0	170.7	207.1	348.8	417.0	535.5	597.0	616.9	602.4	533.1	536.4	506.3	484.8	482.3	470.7	440.8	406.6	354.5	326.3	322.3	398.2	364.7	203.5	152.6	139.5	203.1	488.8	 1149	 3173	 1713	114.0	7.382	5.328	3.177	4.445	4.087	2.504	3.233	3.426	2.356	2.544	2.160	2.100	2.251	2.292	2.397	2.505	1.839	2.551	2.760	2.173	2.600	2.759	2.794	2.611	2.992	2.882	2.969	3.088	3.659	3.486	3.210	3.242	3.247	3.056	2.939	2.835	3.057	2.943	3.045	2.668	3.139	2.899	3.063	2.574	2.138	2.716	2.170
360.0	135.4	202.8	324.7	452.7	568.7	663.1	668.2	655.0	560.7	572.6	541.4	499.5	509.9	482.7	465.7	428.2	382.8	362.6	326.3	357.2	453.8	319.9	198.3	160.2	146.0	183.2	314.1	 1467	 3842	 1352	61.96	6.444	4.182	3.587	4.742	2.609	3.428	2.717	2.117	2.055	2.583	2.026	2.894	2.190	1.884	2.533	2.378	2.634	2.304	1.894	2.747	2.980	3.335	2.496	3.191	3.107	3.674	2.941	3.456	3.675	3.051	3.810	2.782	2.978	2.546	2.946	2.733	3.063	3.080	2.911	2.979	2.728	2.674	2.401	2.710	2.545	2.772
365.0	128.0	231.3	332.9	468.1	590.6	683.8	700.5	704.3	652.0	598.2	563.5	514.4	517.5	510.0	487.6	460.8	416.3	400.6	370.3	356.7	409.6	449.6	283.8	196.7	159.0	138.5	138.0	397.1	 2064	 3550	976.7	20.97	5.193	4.962	3.656	3.556	3.178	2.648	2.115	1.964	2.285	1.944	2.345	2.078	1.910	2.234	2.070	2.145	2.113	2.095	2.328	2.194	3.484	3.103	3.825	3.578	3.162	3.025	3.853	3.568	3.148	3.802	2.925	3.298	2.989	2.890	2.823	2.971	2.708	2.851	2.972	3.179	2.994	3.088	3.309	2.488	3.158
370.0	154.7	231.0	351.8	469.6	584.9	720.8	737.0	734.6	674.8	630.4	576.5	543.8	553.8	534.1	516.3	497.4	462.9	439.8	414.6	400.4	392.3	435.2	433.6	281.7	209.2	164.1	135.3	162.8	544.5	 1760	 2883	904.0	78.14	5.150	4.220	4.380	2.708	2.742	2.532	1.740	2.407	2.318	2.466	2.457	1.694	1.906	2.223	2.465	2.254	2.470	2.400	2.761	3.182	3.611	3.881	3.420	3.472	3.565	2.907	3.058	3.200	3.450	3.409	3.001	3.148	3.147	3.321	3.256	3.280	3.228	2.947	2.635	3.025	2.841	3.261	3.496	3.385
375.0	165.6	229.2	363.0	507.9	617.0	729.1	728.2	778.6	680.8	662.0	615.8	593.1	569.5	571.6	560.0	524.7	510.3	487.4	472.0	456.2	446.2	422.0	448.6	452.3	297.1	219.6	170.9	143.1	199.0	451.6	 1047	 3105	 1425	91.28	5.387	4.511	3.476	3.607	2.745	2.327	2.075	2.719	2.361	2.672	1.939	1.916	2.007	2.102	2.325	2.076	2.178	2.928	2.569	3.457	3.900	3.216	3.670	3.905	3.984	2.851	3.436	3.098	3.085	3.402	3.168	2.894	3.444	2.717	4.004	2.622	2.208	2.638	2.702	3.466	3.177	3.234	3.224
380.0	168.1	216.4	369.6	468.5	607.2	721.7	790.5	744.1	716.5	706.3	632.0	606.9	605.3	601.0	582.3	536.2	531.4	520.8	504.2	494.1	475.7	443.7	430.8	505.6	423.8	278.0	210.8	168.5	143.6	174.5	286.2	 1443	 3362	 1139	44.74	4.240	3.829	4.082	3.093	2.455	2.578	2.351	2.199	2.454	1.922	1.956	1.958	2.589	2.269	2.227	1.997	3.141	2.850	3.121	3.889	3.648	4.214	3.330	4.096	3.382	3.642	3.699	2.931	2.863	3.489	3.090	3.309	2.911	4.442	3.232	2.697	3.142	2.780	2.948	3.518	3.131	3.390
385.0	165.4	221.6	358.1	459.9	619.5	702.9	741.0	748.3	689.8	701.9	658.7	633.8	623.4	604.2	589.2	562.0	565.9	543.6	536.9	515.5	513.2	469.0	450.3	474.6	501.6	361.0	248.1	196.1	159.2	128.9	126.7	389.0	 1858	 3080	744.1	15.96	5.074	3.967	3.184	2.782	2.028	3.072	2.425	2.195	2.649	2.087	2.005	2.512	2.312	2.084	2.739	3.009	2.819	3.651	3.567	3.700	4.161	3.186	3.952	3.463	3.598	3.747	3.864	2.875	3.564	3.296	3.058	2.909	3.670	3.217	3.658	2.693	2.836	3.495	3.468	2.925	3.610
390.0	165.1	230.8	333.9	468.6	604.1	704.3	754.9	752.5	713.1	704.7	664.4	665.3	652.8	623.9	618.5	591.5	593.0	573.2	570.8	561.0	539.5	510.9	485.1	466.2	481.4	470.2	348.1	247.4	199.3	156.6	121.3	149.9	489.9	 1517	 2309	685.6	59.01	4.675	3.913	2.991	2.607	3.376	2.838	2.199	2.157	2.077	2.145	2.545	2.444	2.214	2.348	3.059	2.736	3.884	3.777	3.430	3.690	3.438	3.407	3.807	3.463	3.705	3.558	3.061	3.834	3.075	3.007	3.026	3.331	3.355	3.583	2.962	3.036	3.126	3.456	3.526	3.801
395.0	127.2	234.3	319.1	482.6	594.6	692.5	756.4	736.7	707.9	715.8	682.2	648.4	682.3	636.5	642.2	608.9	611.9	600.8	596.6	592.6	579.6	545.6	526.4	501.3	476.1	478.7	463.9	328.7	247.5	199.5	156.7	125.1	173.2	380.0	848.2	 2341	 1091	67.29	4.890	3.804	3.335	3.055	2.313	2.791	2.449	2.159	2.445	3.247	1.833	2.722	2.433	2.519	2.451	3.018	3.206	3.647	3.796	3.611	3.861	3.903	3.127	3.560	3.164	3.831	3.473	2.851	3.462	3.498	3.167	3.993	3.616	3.524	3.219	3.065	3.855	3.397	3.112
400.0	159.3	220.1	331.8	486.0	591.3	674.0	730.7	740.6	758.5	734.0	691.0	675.9	675.7	672.1	645.4	626.4	613.0	608.7	610.8	600.9	598.8	581.5	551.7	518.0	493.5	472.1	482.6	422.0	301.7	235.9	185.7	135.3	116.3	135.5	231.3	 1091	 2476	854.5	29.85	4.448	3.317	2.776	2.174	2.217	1.972	2.392	2.008	2.354	1.885	1.965	2.396	2.976	2.605	3.215	3.182	3.691	3.882	3.941	4.148	3.536	3.412	3.472	3.112	3.470	3.081	2.988	3.227	3.362	3.606	3.843	3.262	3.210	3.654	3.309	3.543	2.934	3.402
405.0	158.9	233.2	332.7	445.0	576.9	681.1	704.2	721.6	727.7	732.1	699.6	683.8	666.6	661.3	657.3	627.9	636.8	620.2	615.7	606.5	605.2	590.6	563.3	538.9	514.9	481.2	464.2	478.8	374.7	263.7	207.0	159.8	119.3	95.85	99.53	291.0	 1378	 2282	147.8	10.05	4.853	3.268	2.595	2.779	3.110	2.116	2.384	2.208	1.885	2.129	2.668	2.968	3.610	2.915	3.159	3.387	3.645	3.711	3.954	3.816	3.508	4.142	3.652	3.871	3.294	3.606	3.531	3.621	3.216	3.334	3.071	3.394	3.495	3.632	3.612	3.525	2.543
