Sample:	'1
File name:	Default_20230301_160956.FD3
Run date:	'16:03:35, 03/01/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
380.0	395.4	390.4	488.4	553.8	553.7	559.3	495.9	510.4	451.2	461.9	479.6	452.2	470.1	452.4	441.0	431.3	381.8	368.0	351.7	332.8	312.5	293.7	280.2	322.9	271.2	156.7	112.9	102.8	154.3	394.7	996.7	 5988	9999.9	 6408	77.13	10.45	6.419	6.535	4.064	3.490	3.673	2.135	2.787	1.413	2.107	2.141	1.668	1.380	1.107	0.914	1.044	2.123	2.313	1.666	1.642	1.059	1.688	1.432	1.567	1.681	1.214	0.855	1.063	1.253	2.696	0.887	1.398	1.136	1.432	0.748	1.546	0.742	0.705	1.042	1.386	1.260	1.542
385.0	413.0	389.2	464.8	516.8	544.6	520.0	487.6	489.1	482.6	447.7	451.0	453.9	451.0	452.1	435.2	416.1	390.4	388.6	367.4	345.1	326.1	302.4	278.4	284.0	317.6	211.1	133.5	107.7	100.1	137.5	261.6	 1485	 8434	9999.9	 1033	39.74	8.426	6.440	4.379	2.822	3.341	3.533	2.423	2.490	1.551	2.076	2.340	1.776	1.545	1.471	1.760	1.906	1.067	1.201	1.433	1.514	1.740	1.966	1.552	1.091	1.373	0.917	1.325	0.888	2.574	1.039	1.516	0.364	1.039	0.754	1.475	1.746	0.577	0.663	0.916	1.601	1.720
390.0	354.7	436.5	459.9	523.4	543.6	515.6	516.4	496.9	481.0	465.8	446.0	460.0	453.4	437.9	433.9	430.0	399.8	391.9	375.3	357.5	337.5	317.6	290.1	266.0	280.2	279.6	185.3	129.8	102.9	94.31	105.3	367.0	 2120	 7204	9999.9	 4060	60.74	10.23	7.289	5.327	3.730	3.303	3.121	2.268	2.265	2.101	2.072	2.132	1.783	1.854	1.455	1.499	1.265	1.514	1.470	1.196	1.899	1.173	1.580	1.240	1.166	1.123	1.421	0.836	1.953	1.736	1.998	0.872	1.309	1.093	1.536	1.673	0.599	1.270	1.171	1.482	1.698
395.0	362.7	465.8	507.3	526.2	498.5	518.0	509.8	479.8	457.5	471.0	445.3	445.9	441.9	448.3	430.1	434.5	395.9	386.7	379.2	366.2	348.8	324.5	295.7	277.2	258.1	267.6	270.8	175.5	124.7	100.9	84.22	129.2	503.9	 1639	 4486	9999.9	 6318	81.61	9.491	7.173	4.825	3.941	2.998	2.946	2.646	2.669	2.511	2.345	2.086	2.170	1.689	1.844	1.462	1.436	1.874	1.429	1.482	2.602	1.228	1.900	1.343	1.969	1.445	1.219	1.594	1.172	1.898	1.140	1.385	1.560	0.764	1.118	0.652	1.027	1.080	1.923	1.381
400.0	311.2	449.5	485.6	518.3	517.2	508.5	479.5	493.6	473.2	445.8	427.8	441.9	433.5	424.6	432.4	414.3	391.8	389.6	376.1	370.3	354.1	326.6	304.7	281.5	262.9	244.5	269.5	238.3	151.5	113.6	88.71	83.23	151.2	395.0	 1066	 6420	9999.9	 4708	54.69	9.564	5.217	4.512	4.071	3.351	2.619	2.234	2.876	2.510	1.464	2.087	1.697	2.017	1.466	1.548	2.468	1.467	1.079	1.372	1.374	1.368	1.490	1.502	1.297	1.622	1.081	1.154	1.501	1.329	1.750	1.345	1.767	0.863	1.185	1.626	1.617	0.987	0.590
405.0	326.8	408.6	436.1	518.0	510.3	480.6	471.0	483.3	432.2	460.7	460.9	446.4	442.0	416.5	420.6	403.0	392.1	379.8	373.8	360.5	347.0	332.6	310.3	292.1	264.1	247.6	244.5	266.8	191.1	129.1	97.38	78.97	80.11	120.5	265.9	 1632	 8272	9999.9	857.8	31.41	7.991	5.593	4.410	2.267	2.589	3.113	2.814	2.852	1.424	1.996	2.022	1.620	1.730	1.483	1.950	0.865	1.513	1.462	1.421	1.207	1.478	0.965	2.022	1.201	1.324	1.249	2.022	1.220	1.543	1.475	1.513	0.624	1.295	1.899	1.288	0.652	0.240
410.0	317.6	381.2	458.3	495.2	465.7	482.4	471.1	495.8	469.4	464.5	451.1	452.8	426.2	407.6	405.4	392.4	379.0	363.5	358.0	351.9	345.6	332.6	313.9	293.6	272.3	255.6	230.7	242.7	237.0	172.8	119.0	89.77	72.09	67.19	89.49	386.4	 2115	 7080	9999.9	 3592	52.84	8.228	5.567	3.969	3.451	2.992	2.542	2.500	2.266	1.799	1.567	1.767	1.682	2.051	1.526	1.687	1.729	1.523	1.066	1.375	1.546	0.913	1.830	1.510	1.207	1.611	1.474	1.389	1.577	1.571	1.612	1.418	1.092	1.250	1.229	0.766	0.981
415.0	249.1	381.1	429.6	443.2	483.1	483.5	465.2	506.8	471.0	452.7	456.1	426.8	434.0	402.5	394.2	381.7	351.1	357.0	342.0	338.8	324.5	329.7	311.3	291.5	278.1	255.6	236.4	222.6	223.8	230.5	155.6	104.3	79.88	63.07	55.36	112.3	491.8	 1607	 4425	9999.9	 5394	73.40	7.371	6.163	4.448	3.010	2.209	2.880	2.725	2.003	1.795	1.897	1.515	1.725	1.855	1.454	1.592	1.221	1.130	1.972	2.043	1.623	1.212	1.473	1.470	1.674	1.231	1.112	1.321	0.863	2.333	1.352	0.970	1.400	1.048	0.784	0.701
420.0	292.1	351.5	415.9	480.8	459.8	491.5	462.7	483.8	453.0	466.5	429.4	433.4	419.6	385.4	372.7	364.0	346.0	334.2	332.3	331.3	318.9	321.1	306.5	295.3	276.6	257.2	237.7	223.5	211.0	225.7	198.9	122.6	90.95	67.28	51.52	54.10	133.4	374.4	 1056	 5899	9999.9	 4095	47.10	7.203	4.609	3.642	3.107	2.285	2.674	1.965	1.953	1.886	1.673	2.224	1.611	1.219	1.632	1.811	1.250	1.807	1.414	2.011	0.823	1.111	0.855	1.308	0.707	1.453	1.484	1.458	2.168	0.447	1.063	1.530	1.113	1.164	1.258
425.0	253.9	341.2	386.4	446.7	410.2	463.5	450.6	478.6	439.0	464.4	433.1	429.6	404.5	393.5	386.7	350.4	330.3	332.4	321.8	323.3	305.1	307.8	296.3	287.5	273.0	263.9	243.0	219.7	207.4	202.4	215.1	151.5	98.05	74.56	54.89	45.68	54.34	103.5	251.4	 1501	 7415	9999.9	778.7	20.87	5.704	5.548	3.968	3.181	2.187	2.048	1.780	1.443	1.278	2.618	1.687	1.689	1.756	1.214	1.432	1.767	0.828	0.875	1.111	1.832	1.572	1.281	0.807	1.093	1.288	1.182	1.927	0.537	1.188	0.951	1.206	1.084	1.551
430.0	404.9	338.7	387.0	451.0	431.6	451.3	459.0	461.2	453.8	446.3	427.7	415.7	391.6	380.8	366.3	334.2	320.8	311.5	306.9	305.3	298.3	293.7	284.6	275.8	265.6	258.3	239.7	225.0	206.2	192.8	192.2	184.4	128.3	86.70	63.37	47.91	44.19	46.15	74.03	350.6	 1880	 6132	 7809	 3102	46.46	7.873	5.208	4.208	3.003	2.718	1.806	1.806	1.769	2.421	0.942	1.643	1.519	1.179	1.476	1.845	1.265	1.608	1.137	1.800	1.726	0.631	1.059	0.930	0.685	0.688	1.312	1.273	1.265	1.053	1.349	1.219	1.342
435.0	900.8	382.1	351.7	428.3	437.3	423.5	433.3	460.9	417.9	435.5	442.7	391.7	391.9	365.8	334.8	325.6	308.2	305.7	287.8	288.2	291.4	277.5	274.3	272.2	261.0	253.4	240.4	227.9	212.8	193.8	174.5	171.7	160.7	111.8	73.34	54.30	47.92	38.85	39.63	94.86	433.5	 1388	 3772	9999.9	 4748	60.74	5.968	5.621	3.548	2.901	3.137	2.074	2.181	2.591	2.207	1.751	1.768	1.446	1.882	1.643	1.432	1.716	0.910	0.952	1.549	0.810	0.922	1.732	0.877	1.350	1.351	1.603	1.279	0.714	1.597	1.771	1.856
440.0	 1347	702.2	362.4	370.6	415.0	396.7	394.1	432.2	427.3	416.8	407.6	399.4	383.2	351.0	334.8	315.0	291.9	293.8	278.1	281.1	277.2	269.3	265.8	269.5	253.7	242.9	236.1	223.0	206.9	192.8	176.0	157.7	161.8	138.7	84.82	59.97	52.97	39.65	33.59	40.03	110.1	322.2	904.5	 5871	9999.9	 3430	36.08	6.612	4.317	2.909	2.664	2.699	1.769	2.002	1.443	1.773	1.590	1.682	1.344	1.895	1.357	1.325	1.328	1.693	1.344	1.497	1.291	1.128	1.016	1.170	0.443	1.145	0.827	0.735	0.902	2.007	1.200
445.0	 1509	 1199	365.4	357.7	385.0	391.4	408.8	408.0	413.9	440.9	400.5	397.4	364.6	348.9	322.2	300.4	279.9	279.3	267.0	271.5	258.8	258.5	256.6	253.0	244.2	240.1	230.5	224.2	205.8	194.2	174.0	152.5	143.3	147.5	103.5	64.10	55.08	41.52	33.45	29.89	40.76	85.37	216.7	 1515	 7362	9999.9	623.3	18.39	5.250	4.782	3.050	3.060	2.043	2.444	2.188	1.807	1.660	2.565	1.823	2.343	1.036	1.201	1.996	1.327	1.045	1.428	1.594	1.381	0.936	1.574	1.424	1.035	0.607	1.138	1.187	1.014	1.141
450.0	739.5	 1894	758.5	331.7	361.9	359.5	401.6	395.0	413.0	410.9	398.4	373.8	359.4	337.4	309.0	287.2	267.8	256.0	251.6	253.2	245.9	245.9	243.1	238.5	232.6	234.3	222.8	212.4	202.7	192.0	171.9	152.8	132.7	129.7	120.8	86.86	59.71	47.19	38.40	31.46	30.03	35.16	61.35	350.3	 1886	 6528	 9360	 2700	36.39	6.149	4.251	3.811	2.716	2.766	2.747	2.332	2.030	1.943	1.691	2.044	1.949	2.201	1.520	0.824	1.830	1.041	0.964	1.386	0.909	0.709	1.257	0.699	1.020	1.272	0.945	0.990	0.188
455.0	337.8	 1426	 2010	422.2	357.6	349.4	364.5	377.3	397.5	384.2	379.5	383.1	346.2	320.9	291.7	268.9	249.4	232.7	224.4	236.7	226.2	220.4	227.5	220.3	216.2	212.7	209.7	200.3	193.5	183.7	169.0	152.6	128.9	113.8	107.6	104.4	75.93	51.92	42.09	33.42	28.28	25.17	28.08	90.42	430.1	 1482	 4255	9999.9	 3780	41.70	6.208	4.326	3.192	2.777	2.702	1.895	2.943	1.961	2.224	1.729	1.824	2.167	1.048	1.407	1.528	1.780	0.833	1.730	1.359	1.777	0.718	1.298	0.672	0.873	0.493	1.526	1.151
460.0	294.4	732.4	 2488	814.8	329.3	322.4	368.6	349.5	369.7	367.3	359.6	350.2	332.9	313.2	271.2	258.2	227.4	220.8	216.2	214.9	204.2	208.5	210.9	204.1	201.1	204.5	200.7	188.2	182.7	176.6	162.5	148.3	125.9	110.0	98.32	102.3	88.34	55.41	44.03	35.93	27.89	23.74	21.72	33.27	106.5	341.3	 1022	 5989	9999.9	 2615	29.56	5.204	3.807	3.535	3.397	3.064	2.369	1.826	1.624	1.735	1.703	2.087	1.127	1.779	1.249	1.889	0.583	0.411	1.622	1.403	0.264	1.099	0.415	0.991	0.775	0.729	1.112
465.0	215.8	420.8	 1994	 1714	347.3	332.2	318.0	338.8	353.3	376.8	356.5	344.0	324.3	289.2	259.2	232.5	220.0	208.3	204.2	198.9	190.8	189.4	196.8	190.0	192.1	190.3	186.4	180.7	172.0	167.1	154.3	141.3	121.3	109.0	94.35	88.96	91.53	65.99	48.53	39.39	29.40	24.43	20.07	22.01	36.12	86.95	238.8	 1562	 7498	 9416	506.6	13.64	5.156	3.616	4.088	3.000	2.283	2.112	2.118	1.418	1.953	0.964	1.076	1.653	1.369	1.531	0.880	0.974	1.415	2.319	1.193	0.689	1.018	1.338	0.943	0.776	0.829
470.0	222.0	279.0	888.5	 2335	891.5	293.2	298.3	324.6	328.1	333.8	340.4	309.0	292.3	266.0	237.0	210.5	196.9	191.2	185.6	183.6	178.0	174.0	173.6	172.4	173.7	173.6	166.9	164.6	159.3	154.3	144.9	132.4	115.5	102.2	88.22	77.47	75.65	74.75	56.66	40.34	30.62	26.14	21.53	20.73	21.67	30.71	63.09	358.6	 1929	 6017	 7346	 2243	33.28	5.388	3.894	3.818	2.736	2.980	1.929	1.908	1.212	1.574	2.072	1.894	1.547	1.157	1.252	1.156	0.546	1.266	0.993	0.629	0.847	0.566	0.760	0.526	1.000
475.0	190.9	206.4	419.0	 1609	 2162	312.3	270.8	284.1	296.7	319.8	301.3	269.3	266.6	248.9	209.8	186.0	175.6	178.7	169.4	167.0	159.3	151.5	149.3	154.7	155.7	153.9	152.9	145.7	144.3	139.5	135.3	121.6	107.2	97.21	83.60	72.78	64.33	65.82	62.43	46.98	33.12	27.66	22.17	19.04	16.82	17.69	24.33	87.97	436.8	 1360	 3322	 7865	 3164	45.61	5.336	3.728	2.372	2.754	2.338	1.680	1.589	1.949	1.833	1.505	1.678	0.823	1.458	0.587	0.149	0.772	0.738	0.874	1.001	0.888	2.131	0.712	0.652
480.0	158.1	169.2	227.4	722.0	 2698	752.8	244.5	254.5	262.7	308.2	268.2	265.6	250.0	231.2	202.6	180.0	168.7	159.7	156.9	148.9	146.4	143.9	142.9	144.4	142.0	138.9	142.8	134.1	136.2	133.9	123.8	112.6	104.4	90.80	80.17	69.72	62.15	58.49	60.63	52.59	34.93	28.47	22.89	18.77	17.30	16.47	15.81	27.73	104.7	310.7	795.5	 4470	 8200	634.8	25.78	4.671	3.261	2.506	1.762	1.742	1.544	1.508	0.856	1.719	1.556	1.121	0.894	1.298	0.378	0.590	0.742	0.770	1.049	0.863	0.973	0.745	1.277
485.0	98.85	236.4	233.2	326.6	 2034	 1682	258.3	253.8	247.9	273.3	247.4	259.5	221.7	214.7	192.3	168.7	160.1	153.5	144.6	142.4	134.6	134.5	132.8	131.7	132.5	127.0	129.4	128.8	127.3	124.4	119.8	106.5	96.96	87.47	78.26	67.28	58.74	52.37	53.05	56.72	40.61	30.99	21.87	19.12	17.55	16.65	14.50	14.69	30.85	75.97	184.0	 1168	 5735	 7049	522.5	11.39	3.976	2.634	2.657	2.255	1.611	1.504	1.219	1.018	1.798	1.662	1.457	0.921	1.074	1.287	0.892	1.202	0.936	0.368	0.988	0.789	0.760
490.0	120.7	205.3	205.9	235.1	829.3	 2475	902.6	230.2	240.5	247.0	238.2	235.5	212.5	194.5	178.2	157.2	143.7	139.3	133.9	127.8	125.9	126.1	122.3	119.4	120.9	116.1	118.4	118.4	114.6	112.2	108.2	104.2	92.31	80.72	73.27	65.17	56.40	49.80	46.72	47.45	45.88	34.64	24.14	20.80	17.80	17.00	14.63	12.58	15.13	23.73	47.09	267.1	 1465	 4441	 5649	 2182	34.94	4.321	3.543	2.295	2.707	1.933	1.399	1.438	1.614	1.163	1.059	1.497	0.831	1.113	0.904	0.578	0.710	0.680	0.571	0.742	0.911
495.0	67.24	185.1	166.5	189.3	324.0	 1553	 2234	323.1	226.2	220.3	228.7	213.8	204.1	197.2	166.9	140.0	132.4	128.1	117.3	112.9	110.7	110.5	107.5	110.0	108.4	108.0	104.2	107.5	104.9	101.2	101.5	93.92	85.42	76.70	66.36	62.80	54.09	47.64	43.48	37.78	40.16	39.20	27.96	21.10	19.37	15.19	14.20	12.46	10.99	11.63	16.70	64.21	330.6	 1005	 2777	 7542	 3396	46.21	4.435	3.665	2.164	1.767	1.819	1.081	1.078	0.712	1.541	0.872	0.468	0.747	0.584	0.956	0.513	0.113	0.847	0.269	0.523
500.0	72.90	80.62	192.4	181.4	195.3	644.2	 2690	900.3	204.1	226.6	211.3	201.4	181.5	171.6	156.8	136.2	118.6	112.7	105.5	106.9	98.69	105.2	101.5	98.52	95.39	96.54	96.38	95.21	95.47	95.37	94.14	86.76	79.03	70.20	63.21	57.04	52.48	45.54	39.32	36.20	34.99	37.69	33.77	22.75	16.78	14.57	14.83	11.69	10.38	8.815	9.176	20.23	78.21	229.4	666.0	 4188	 8089	653.8	28.12	3.798	3.091	2.961	2.001	1.775	1.200	0.858	0.985	0.921	0.740	0.993	0.582	0.883	1.069	0.876	0.964	0.272	1.425
505.0	111.9	103.5	188.7	207.5	139.4	300.6	 2079	 1899	220.1	201.7	190.2	187.4	165.1	157.6	134.9	128.8	111.3	107.0	99.38	92.51	93.19	90.21	89.78	90.74	87.76	87.71	89.22	84.62	85.81	87.10	85.72	79.62	72.61	66.33	60.93	53.93	48.83	42.57	36.33	35.53	31.60	31.78	34.12	25.84	18.15	15.96	13.32	11.73	10.40	8.670	8.077	10.05	23.14	55.75	154.9	 1071	 5508	 7041	564.5	10.28	2.944	2.054	1.947	1.586	1.219	0.718	1.061	1.108	0.561	0.978	0.529	0.382	0.431	0.873	0.345	0.203	0.883
510.0	78.08	136.6	129.4	184.5	145.9	164.8	795.3	 2722	 1006	187.1	162.3	175.9	151.9	137.6	124.8	114.9	99.46	92.53	86.90	87.95	79.92	80.02	76.30	77.20	77.75	79.48	79.68	76.70	75.81	80.35	74.91	70.32	65.33	59.57	53.79	48.32	43.76	39.17	33.87	31.55	27.60	24.63	27.88	29.31	22.47	16.69	13.82	11.61	9.755	8.937	7.722	7.303	9.235	16.63	38.62	243.0	 1402	 4335	 5400	 2065	33.59	3.772	2.530	1.735	1.282	0.838	1.282	1.286	0.987	0.517	0.941	0.601	0.383	0.560	0.316	1.146	0.782
515.0	89.35	63.29	109.4	150.6	168.6	120.2	292.9	 1500	 2711	349.1	152.6	147.3	132.6	127.8	115.3	99.17	83.69	79.34	77.29	76.80	67.80	71.24	68.30	67.25	69.70	67.64	65.65	67.27	67.48	68.99	66.88	61.21	56.67	51.09	48.38	42.41	38.23	34.92	32.03	28.81	25.73	21.53	22.34	24.55	25.45	17.25	13.33	11.02	9.475	8.636	6.924	7.633	6.425	7.323	12.48	57.73	316.2	977.2	 2482	 6524	 2981	44.60	3.623	2.231	1.151	0.816	0.932	1.161	1.151	1.019	0.780	0.366	0.380	0.551	0.363	1.348	1.160
520.0	108.5	102.9	137.0	71.61	146.4	155.4	153.2	550.2	 3052	 1122	135.2	125.7	123.7	115.3	99.40	95.09	73.30	74.18	63.19	70.86	65.58	63.48	62.43	60.86	58.07	61.76	59.70	59.83	61.65	62.11	58.74	54.70	51.67	46.33	43.76	39.81	35.59	31.01	29.10	26.29	24.50	21.15	19.71	20.50	23.61	19.56	14.06	10.64	9.130	8.041	6.943	6.464	5.732	5.105	5.546	16.34	73.76	221.9	592.6	 3530	 6522	637.4	24.48	2.170	1.818	1.865	1.683	1.850	0.821	0.560	0.604	0.303	0.733	1.101	0.430	0.154	0.005
525.0	89.33	137.8	96.51	87.87	140.7	135.0	110.9	221.7	 2009	 2545	194.0	106.6	116.3	111.8	90.25	78.65	73.58	72.86	62.23	65.92	56.76	58.43	55.68	55.39	51.87	53.40	54.94	54.22	55.85	55.54	53.51	47.80	48.83	45.04	38.96	37.32	33.29	30.93	27.51	25.68	22.84	20.94	17.18	17.23	19.01	20.60	16.71	10.66	8.909	7.765	7.028	6.101	5.060	5.085	3.637	6.524	20.74	52.27	136.9	889.9	 4226	 5170	535.4	8.272	3.132	1.766	1.626	1.494	0.579	0.485	0.440	0.212	0.325	1.417	0.360	0.135	-0.006
530.0	64.63	66.00	71.60	77.57	101.4	138.3	107.7	122.4	675.2	 2872	 1013	114.0	96.79	98.12	84.11	67.06	63.37	59.27	52.99	52.32	50.72	50.60	50.00	46.93	46.80	48.08	49.51	48.07	48.20	48.77	46.61	43.33	40.56	39.78	35.30	31.80	28.43	27.43	23.80	22.63	19.83	18.49	15.48	15.16	14.95	16.83	17.67	12.41	9.173	6.792	6.768	5.616	4.640	4.299	4.114	5.084	7.631	15.01	33.59	202.5	 1061	 3175	 4368	 1694	31.71	2.924	1.469	1.700	1.293	1.187	0.639	0.456	0.273	1.607	0.354	0.387	0.071
535.0	-2.122	69.69	70.22	70.72	70.80	108.0	102.3	82.43	225.9	 1306	 3003	358.7	89.27	78.78	72.51	64.50	49.79	51.51	46.43	45.31	42.77	44.06	42.51	43.24	38.11	41.95	41.31	39.32	42.09	39.67	42.27	37.14	33.72	33.01	31.12	26.55	24.95	23.18	20.74	18.63	15.83	16.08	14.51	12.59	12.49	13.18	14.58	13.85	9.620	6.478	6.873	5.431	4.552	4.625	4.166	4.054	4.329	5.765	10.60	47.39	239.0	715.7	 1866	 4864	 2233	39.37	2.460	1.666	1.648	1.437	1.197	1.062	1.138	1.038	0.256	0.344	0.206
540.0	-3.866	39.30	59.00	87.00	58.20	100.3	106.2	90.47	112.4	422.8	 3120	 1098	78.93	65.48	60.60	58.99	46.00	49.27	40.53	36.99	43.26	38.87	36.54	38.56	37.75	37.14	35.50	36.93	36.55	33.27	35.25	33.61	31.85	29.19	28.07	24.02	22.22	21.74	17.77	16.88	14.88	14.73	13.12	11.38	11.40	10.86	11.96	14.04	10.42	6.965	5.556	5.241	4.172	4.517	3.615	3.655	3.183	2.821	4.652	13.30	55.69	162.4	440.5	 2503	 4896	618.1	19.55	2.003	1.775	0.998	1.168	1.173	1.162	0.881	-0.421	-0.296	-0.642
545.0	-4.419	24.72	42.20	62.56	48.65	72.61	102.1	82.37	79.38	169.2	 1851	 2740	161.2	60.13	57.83	48.41	42.70	40.53	39.04	35.92	34.18	33.27	33.57	34.46	33.65	34.37	31.08	30.53	34.41	31.60	30.66	30.84	29.92	25.93	24.03	22.86	20.01	19.46	18.00	15.72	13.82	13.66	12.02	10.75	10.40	10.36	8.588	11.55	10.83	7.533	5.238	4.556	3.937	3.448	3.071	3.943	3.304	3.578	3.955	5.221	15.11	38.88	101.5	630.2	 3188	 4036	470.1	5.348	2.036	0.944	1.736	0.785	1.199	0.886	0.607	-0.069	-0.035
550.0	28.69	16.87	63.69	62.24	64.16	55.33	83.09	100.2	53.46	92.62	573.5	 2807	 1353	64.98	46.36	42.09	35.89	33.17	31.00	30.76	28.57	28.59	27.17	28.11	26.78	27.86	26.80	25.77	25.84	27.18	24.84	25.92	24.39	22.56	20.52	19.19	17.73	16.12	14.67	13.88	12.38	11.61	10.26	9.445	8.944	8.575	7.606	8.085	9.453	9.089	6.416	4.157	3.648	3.473	2.657	3.284	3.556	3.240	3.266	4.114	5.691	11.32	25.00	143.6	804.2	 2442	 3186	 1116	27.38	1.839	1.433	1.066	0.608	0.774	0.857	-0.033	0.128
555.0	22.13	37.89	17.43	59.50	64.24	37.50	57.85	84.53	77.75	75.43	198.6	 1126	 2974	350.9	43.99	32.63	29.34	24.78	25.98	24.60	24.25	24.28	23.84	21.35	21.38	21.61	21.54	22.20	22.04	21.22	21.02	23.11	19.28	19.54	18.03	15.16	14.24	13.00	11.63	11.38	10.38	8.959	9.159	7.510	7.215	6.835	6.330	5.286	7.173	7.673	7.094	4.702	3.172	3.034	2.455	3.372	3.419	2.568	3.188	3.449	2.771	5.543	8.339	34.89	182.0	550.8	 1419	 3421	654.9	29.15	1.819	0.636	0.954	0.760	0.428	0.361	-0.047
560.0	18.08	52.36	36.02	45.60	41.80	26.69	56.99	97.66	87.51	79.05	126.6	369.9	 2757	860.0	35.75	29.03	28.28	26.48	20.73	20.46	21.07	20.49	19.13	15.94	18.44	19.32	18.75	18.94	18.97	18.13	19.76	17.08	15.44	16.22	14.48	13.47	12.02	11.89	10.11	10.29	8.553	8.072	8.599	6.238	6.453	5.191	5.578	5.463	5.364	5.323	6.384	5.678	2.700	2.652	2.554	3.396	3.272	3.387	2.153	3.413	2.585	4.284	4.258	10.67	43.97	125.6	340.1	 1902	 3057	533.8	8.323	0.802	0.844	0.768	0.061	0.056	0.335
565.0	45.43	14.87	36.97	51.16	11.73	53.60	33.75	71.58	117.1	93.83	117.3	174.4	 1509	 2521	120.9	25.25	26.16	24.20	18.76	16.53	19.83	16.64	19.33	14.22	16.82	15.56	16.33	17.93	16.50	15.27	15.71	14.91	13.31	13.43	13.20	11.77	10.96	10.44	8.689	7.588	7.294	7.334	6.255	6.345	5.493	4.788	5.168	4.398	4.395	3.970	4.800	5.094	2.998	2.755	1.976	2.604	2.660	2.584	2.055	2.660	2.726	3.687	3.739	4.704	13.24	31.00	78.64	493.8	 2216	 2541	78.04	2.654	0.913	0.649	0.229	0.427	0.398
570.0	113.8	31.65	36.65	29.03	22.19	28.55	55.67	61.49	106.5	115.0	117.8	135.9	467.2	 2434	 1156	32.76	20.61	19.88	16.25	14.98	14.89	13.78	16.82	13.46	13.77	14.34	13.22	12.82	13.81	13.70	12.40	12.64	10.62	11.22	10.57	10.16	8.305	8.057	7.009	6.755	6.029	5.902	5.752	5.092	4.923	4.197	4.364	3.906	3.169	3.812	3.247	4.791	4.053	3.320	2.396	2.059	2.495	2.389	2.670	2.968	2.450	3.602	2.945	3.670	5.765	9.483	19.76	112.7	574.7	 1627	 1918	364.0	20.29	0.742	0.431	0.434	-0.052
575.0	91.85	42.92	19.59	10.12	17.09	33.70	63.78	58.37	117.2	139.1	126.4	126.9	177.4	889.2	 2581	279.8	19.86	18.56	16.56	12.57	11.67	9.275	9.559	11.91	11.11	11.75	10.27	9.151	9.487	9.706	8.958	11.25	9.915	8.876	8.432	7.922	6.717	6.066	5.964	5.439	5.027	5.419	4.650	4.588	3.516	3.866	3.337	2.941	3.032	3.191	3.059	3.109	3.733	3.782	2.778	1.767	1.849	2.177	2.759	2.911	2.996	3.742	3.226	3.122	2.890	4.402	6.782	26.67	129.8	368.9	938.1	 2072	567.1	16.15	0.656	0.567	0.013
580.0	35.75	80.17	77.77	13.29	26.58	35.50	31.48	52.46	85.08	162.3	156.7	129.4	115.3	257.2	 2272	 1123	18.06	12.96	13.07	12.41	11.73	9.134	7.393	9.006	8.177	8.843	8.566	7.020	8.866	9.655	8.084	8.307	8.968	7.906	6.089	6.443	6.252	5.627	5.947	5.371	4.279	3.581	3.500	3.914	3.235	3.089	2.699	3.777	2.429	2.921	2.328	2.406	2.813	3.824	2.270	2.204	1.341	2.158	2.217	2.626	2.108	2.303	2.964	1.995	2.379	2.625	3.430	7.524	31.06	84.04	229.5	 1238	 1921	403.9	4.917	0.449	0.066
585.0	75.59	100.1	27.69	48.65	23.52	31.04	35.90	35.29	73.11	144.9	163.0	134.8	91.15	87.11	 1132	 2105	83.08	13.89	9.192	14.82	8.933	8.668	7.888	8.733	8.385	9.412	7.917	8.094	7.717	8.174	8.785	6.937	7.358	7.439	5.548	5.107	6.321	5.229	4.602	4.371	4.817	4.888	3.209	3.010	2.732	2.644	2.242	2.466	2.219	2.163	2.297	1.716	1.577	2.896	2.960	2.360	1.190	2.510	2.198	1.812	2.201	1.405	1.887	1.957	2.491	1.803	2.492	2.876	8.933	20.33	53.09	329.3	 1449	 1570	72.43	1.884	0.752
590.0	66.30	100.5	40.49	36.19	21.53	28.70	23.95	42.00	59.06	132.2	168.1	136.4	86.86	50.74	310.6	 1834	852.3	15.47	8.172	9.593	8.579	7.729	7.752	5.785	6.454	6.683	6.124	5.993	5.984	7.118	5.935	5.106	6.363	5.667	4.924	4.675	4.876	3.937	3.697	3.321	3.522	3.310	2.124	2.910	2.251	2.239	2.104	1.994	1.671	1.713	1.762	1.466	1.561	2.131	2.245	2.279	1.738	1.737	1.720	1.925	2.275	1.699	1.651	1.997	1.802	1.699	1.730	2.113	3.352	5.743	13.30	74.61	385.2	 1075	 1015	327.1	15.01
