Sample:	'1
File name:	Default_20230207_150144.FD3
Run date:	'14:55:23, 02/07/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	-181.6	-88.50	464.2	525.5	-23.59	-62.32	-46.00	-46.98	-33.46	-36.30	-24.16	-24.08	-22.13	-21.20	-11.23	-11.64	-9.564	-7.436	-7.137	-7.226	-6.622	-5.580	-5.879	-4.749	-4.688	-5.280	-4.883	-4.584	-3.950	-4.111	-4.044	-2.704	-3.423	-3.305	-2.785	-3.095	-3.072	-2.808	-3.035	-2.602	-2.658	-2.226	-2.567	-2.886	-2.535	-2.736	-1.818	-1.516	-1.004	-0.835	-1.642	-2.395	-2.166	-2.228	-2.073	-2.699	-2.740	-2.418	-2.342	-2.282	-2.789	-2.834	-2.455	-2.310	-2.561	-2.271	-2.864	-2.828	-3.184	-2.900	-2.598	-3.073	-2.909	-2.799	-2.970	-3.196	-3.012
235.0	-127.9	-111.0	145.8	 1265	 1066	35.56	-25.75	-42.44	-34.50	-22.97	-31.80	-22.89	-15.85	-19.17	-14.99	-13.21	-10.50	-10.29	-11.22	-5.785	-7.085	-5.327	-4.386	-5.552	-5.227	-3.942	-4.188	-4.373	-5.049	-3.579	-2.973	-3.954	-4.053	-3.775	-2.420	-2.416	-2.488	-2.930	-3.584	-2.896	-2.323	-2.361	-3.113	-1.934	-3.417	-2.657	-2.412	-2.144	-1.131	-0.311	0.465	0.921	-1.220	-1.831	-2.772	-3.096	-2.491	-2.929	-2.730	-2.558	-1.964	-2.831	-2.664	-3.231	-3.155	-1.960	-2.807	-2.807	-2.471	-2.769	-2.757	-2.823	-2.763	-3.329	-3.368	-3.712	-2.938
240.0	-182.3	-128.1	-38.01	660.8	 2411	 1108	27.39	-34.19	-34.23	-24.89	-29.62	-25.89	-20.33	-19.02	-14.88	-12.01	-10.17	-8.321	-9.336	-6.480	-7.134	-4.491	-5.455	-4.089	-5.026	-2.865	-2.726	-5.179	-4.436	-2.767	-2.030	-3.713	-5.037	-3.666	-3.388	-2.510	-3.208	-3.664	-2.708	-2.674	-3.093	-2.425	-2.793	-2.501	-2.900	-2.106	-2.376	-1.454	-2.153	-1.731	-0.396	1.149	3.179	1.422	-1.511	-2.363	-2.535	-2.406	-2.537	-2.603	-2.145	-2.414	-2.805	-3.036	-2.959	-1.794	-2.793	-2.713	-3.005	-3.229	-3.220	-2.480	-3.346	-3.339	-2.413	-3.173	-3.301
245.0	-250.8	-79.05	-68.43	119.3	 1504	 2652	970.0	-20.46	-37.65	-24.67	-31.49	-18.05	-17.03	-14.86	-15.08	-11.78	-11.72	-9.649	-9.452	-6.734	-5.953	-4.072	-4.531	-4.284	-5.783	-6.200	-3.495	-4.286	-3.694	-3.422	-4.219	-4.390	-4.373	-2.747	-3.107	-2.331	-2.806	-3.779	-2.212	-3.156	-3.134	-2.467	-1.649	-3.011	-2.453	-2.158	-1.945	-2.285	-2.133	-1.461	-1.164	-1.120	0.854	3.847	4.919	1.236	-2.035	-2.255	-2.629	-2.838	-2.206	-3.073	-3.219	-3.120	-2.937	-2.642	-3.104	-2.265	-3.460	-3.264	-3.212	-2.248	-3.401	-2.724	-2.747	-3.571	-3.207
250.0	-154.7	-61.30	-61.41	10.67	354.6	 1650	 3257	 2126	246.8	-30.12	-25.25	-17.93	-17.27	-17.06	-12.06	-13.78	-11.68	-7.728	-8.821	-8.546	-5.190	-5.141	-4.472	-4.694	-5.063	-4.686	-4.452	-4.097	-4.416	-3.697	-3.725	-3.569	-4.294	-3.741	-3.043	-2.525	-3.248	-3.199	-2.262	-3.277	-3.221	-2.260	-2.555	-2.998	-2.653	-2.797	-1.512	-2.225	-1.695	-1.364	-1.507	-1.988	-1.160	-1.078	1.674	3.990	5.060	3.738	0.695	-1.781	-2.349	-3.059	-2.841	-2.787	-3.055	-3.099	-2.996	-2.333	-3.710	-2.957	-3.125	-3.033	-3.095	-2.661	-2.535	-3.359	-3.092
255.0	-125.7	-102.3	-86.92	50.39	104.7	366.8	 1261	 4437	 1642	271.0	-25.87	-22.37	-22.33	-11.24	-11.55	-13.85	-14.42	-5.349	-8.258	-7.144	-4.459	-5.136	-5.486	-5.244	-3.652	-4.174	-3.688	-5.319	-3.065	-4.088	-4.403	-3.798	-3.733	-3.620	-3.320	-2.262	-3.209	-3.610	-2.398	-2.862	-2.822	-2.081	-2.542	-1.764	-3.043	-2.744	-2.400	-1.651	-2.363	-1.174	-1.370	-1.739	-1.809	-1.597	-0.585	-1.038	0.173	4.078	9.407	8.811	2.079	-2.092	-2.311	-2.692	-3.145	-2.696	-2.162	-2.739	-3.091	-2.631	-3.179	-3.292	-2.310	-2.311	-2.579	-3.668	-3.545
260.0	-142.3	-121.9	-133.3	-5.655	133.8	86.63	266.9	 2068	 5133	 1431	123.2	-10.28	-27.21	-12.62	-9.201	-15.77	-12.61	-8.826	-7.465	-7.471	-5.323	-3.819	-4.973	-7.490	-2.874	-4.256	-4.403	-6.210	-3.654	-4.251	-4.123	-3.586	-2.674	-4.720	-3.408	-2.863	-2.864	-2.815	-1.179	-2.558	-1.934	-2.832	-3.003	-2.450	-2.908	-1.857	-1.634	-2.264	-2.228	-1.217	-1.556	-1.713	-1.615	-2.674	-1.668	-1.601	-1.738	-1.308	3.835	8.217	13.14	7.509	0.410	-2.488	-2.683	-2.491	-3.048	-2.672	-2.758	-2.515	-1.741	-2.960	-2.859	-2.863	-2.078	-2.752	-3.856
265.0	-136.4	-87.86	-97.12	-18.33	120.5	176.1	60.10	482.2	 2790	 6099	 1157	46.90	-16.41	-11.72	-6.761	-11.33	-10.91	-6.217	-5.627	-7.052	-5.376	-5.594	-5.418	-6.789	-4.968	-3.855	-5.262	-5.792	-4.414	-2.836	-4.134	-2.567	-2.435	-3.914	-2.716	-3.065	-2.948	-3.180	-2.756	-1.921	-2.039	-1.802	-2.548	-2.638	-3.251	-1.404	-1.605	-2.215	-1.605	-1.676	-1.444	-2.154	-1.381	-2.278	-1.895	-1.924	-2.423	-1.785	-1.059	0.919	6.091	12.94	13.17	5.474	-1.770	-2.436	-3.273	-2.416	-2.117	-2.211	-2.693	-2.629	-3.041	-3.395	-3.041	-2.582	-3.327
270.0	-124.8	-107.4	-63.39	-70.96	-13.98	162.2	189.3	123.6	682.7	 2866	 5633	 3800	287.7	-6.522	-6.919	-9.345	-8.739	-6.025	-6.797	-5.104	-5.264	-6.321	-6.590	-5.929	-5.008	-3.876	-4.024	-3.500	-5.094	-3.713	-3.446	-2.654	-2.661	-2.738	-3.409	-3.138	-2.991	-3.247	-2.610	-2.683	-2.769	-2.638	-2.206	-2.613	-2.740	-2.157	-2.009	-2.004	-1.540	-1.745	-1.760	-2.297	-2.425	-2.214	-2.253	-1.315	-2.365	-2.235	-2.142	-1.790	-0.166	1.581	5.871	10.76	12.39	9.248	2.244	-2.227	-2.584	-1.737	-2.684	-2.481	-2.741	-3.229	-3.559	-3.360	-3.650
275.0	-115.0	-119.4	-42.01	-59.40	-18.96	12.30	222.1	337.0	253.0	748.2	 2053	 6968	 5903	338.8	-2.836	-6.082	-6.551	-3.540	-8.524	-6.867	-6.524	-6.405	-6.183	-2.813	-4.652	-3.866	-3.668	-3.446	-4.046	-3.284	-3.938	-3.565	-4.454	-3.778	-3.264	-2.512	-2.610	-2.665	-3.074	-3.363	-2.565	-2.761	-2.248	-2.102	-2.030	-2.388	-1.598	-2.120	-2.341	-2.061	-2.050	-2.081	-2.449	-2.636	-1.439	-1.713	-1.821	-1.214	-1.569	-2.432	-1.535	-1.606	0.127	1.388	3.209	10.89	18.82	15.92	3.529	-1.829	-2.644	-3.724	-2.776	-3.317	-3.032	-3.288	-3.382
280.0	-179.4	-89.04	-35.95	-57.11	-38.89	-11.44	138.4	459.7	461.8	493.9	892.2	 3048	 8753	 4605	145.6	-2.830	-9.080	-3.054	-7.650	-6.047	-8.206	-4.280	-4.810	-2.450	-5.711	-3.419	-3.748	-4.229	-3.179	-2.931	-4.058	-4.221	-2.553	-3.611	-2.674	-2.650	-2.917	-3.142	-2.708	-3.061	-2.447	-2.449	-1.984	-2.853	-2.163	-2.952	-1.671	-2.049	-1.936	-1.305	-2.166	-2.175	-2.030	-2.438	-1.323	-1.882	-1.385	-2.233	-1.089	-1.617	-1.716	-2.034	-0.434	-1.047	0.497	1.570	7.495	18.38	23.01	11.83	-0.326	-3.061	-2.903	-3.469	-2.685	-3.136	-3.820
285.0	-180.8	-90.94	-65.01	-43.20	-27.59	33.58	120.9	400.0	876.5	818.8	976.8	 1439	 4285	 9341	 2980	42.12	-4.694	-4.831	-7.607	-5.053	-4.837	-4.423	-6.831	-4.178	-2.864	-4.654	-2.985	-4.058	-3.430	-3.263	-3.578	-3.629	-3.310	-3.102	-1.860	-2.457	-2.845	-3.353	-1.832	-2.548	-2.395	-2.899	-2.664	-1.867	-2.439	-2.045	-1.865	-2.113	-1.724	-1.499	-1.625	-1.360	-2.396	-2.420	-1.995	-2.332	-2.401	-2.289	-0.995	-1.337	-0.482	-1.132	-0.478	-0.384	-0.144	-0.155	1.402	4.916	13.24	24.97	20.49	6.028	-2.981	-3.104	-2.479	-2.224	-3.268
290.0	-127.3	-32.37	-42.28	-11.64	-0.400	55.71	181.1	400.9	896.2	 1482	 1553	 1439	 1667	 3893	 6856	 3754	166.4	-3.296	-3.966	-4.160	-3.425	-5.934	-4.557	-5.300	-3.677	-4.435	-4.317	-4.061	-3.714	-4.337	-2.752	-3.605	-3.705	-3.931	-2.692	-2.277	-2.608	-2.601	-2.795	-3.146	-3.522	-2.334	-2.116	-2.321	-2.695	-2.112	-1.795	-2.056	-2.160	-1.424	-1.775	-1.615	-2.206	-2.408	-2.497	-2.419	-1.754	-1.976	-1.262	-1.287	-0.181	0.179	1.029	1.639	0.168	-0.038	0.128	1.021	1.849	6.019	10.63	16.33	16.62	12.56	3.304	-1.447	-2.909
295.0	-59.88	3.479	-5.747	17.18	-12.09	84.80	234.3	446.4	894.7	 1517	 2143	 1772	 1194	 1108	 2049	 6495	 3610	210.7	-3.720	-3.196	-3.025	-3.298	-5.262	-5.653	-4.413	-3.159	-4.193	-3.697	-4.582	-3.664	-3.847	-2.641	-3.467	-3.566	-2.551	-2.908	-2.752	-2.596	-2.806	-2.882	-3.352	-2.683	-2.176	-2.237	-2.125	-1.363	-1.930	-2.277	-1.851	-0.994	-1.467	-2.012	-2.412	-2.121	-2.353	-2.142	-2.089	-1.699	-1.313	-1.535	-0.180	0.447	1.140	2.425	2.128	1.176	0.982	-0.454	-0.334	-0.662	0.664	1.756	4.245	16.51	25.81	17.46	2.716
300.0	-90.82	-23.84	56.56	23.00	26.06	104.7	229.0	482.0	889.9	 1409	 2099	 2078	 1157	505.7	548.0	 2359	 7486	 2868	118.6	-2.319	-3.782	-3.107	-4.238	-4.654	-2.982	-3.133	-3.732	-2.863	-3.602	-4.185	-3.959	-3.033	-2.918	-4.057	-3.864	-2.933	-3.246	-3.727	-2.454	-1.872	-2.861	-2.658	-2.210	-2.079	-1.745	-2.156	-1.196	-2.665	-1.473	-1.178	-1.714	-1.936	-1.762	-2.121	-1.815	-1.700	-1.068	-2.053	-1.751	-1.472	-0.386	0.181	0.803	1.884	2.664	2.310	0.645	0.134	-0.694	-1.368	-1.661	-1.883	-0.997	2.660	11.02	24.68	27.01
305.0	-62.62	-84.78	28.14	38.30	45.33	126.3	248.3	479.5	814.5	 1281	 1795	 2085	 1353	406.7	227.6	599.0	 3413	 7840	 2104	44.07	-1.950	-1.807	-3.019	-2.578	-3.426	-3.828	-2.380	-3.927	-3.577	-3.357	-3.134	-3.633	-3.336	-2.922	-3.498	-2.882	-2.618	-3.069	-3.066	-1.561	-2.881	-3.309	-2.233	-2.704	-2.168	-2.526	-1.715	-2.291	-1.387	-0.902	-1.506	-1.976	-1.557	-1.252	-1.235	-1.630	-1.235	-2.314	-1.239	-0.859	-0.760	-0.657	0.253	1.414	1.234	2.020	2.137	0.730	-1.111	-1.576	-2.280	-2.670	-2.564	-1.382	0.150	5.844	19.05
310.0	-63.74	-69.33	27.04	29.48	46.40	111.0	214.2	426.6	719.9	 1107	 1445	 1539	 1317	599.3	194.8	206.2	839.4	 3287	 6044	 3203	116.5	1.259	-2.971	-3.155	-2.692	-4.126	-2.508	-3.069	-3.567	-3.535	-3.838	-4.432	-3.029	-3.889	-2.799	-3.101	-2.945	-2.862	-2.756	-2.587	-2.895	-2.392	-2.441	-2.865	-2.545	-1.892	-1.772	-2.129	-1.628	-1.474	-1.708	-2.182	-1.650	-1.698	-1.784	-1.739	-1.386	-1.944	-1.081	-1.052	-0.983	-0.309	0.518	0.939	0.167	0.309	0.495	1.073	-0.385	-1.041	-1.500	-2.308	-2.375	-2.597	-2.465	-1.031	2.106
315.0	-65.10	-82.92	12.88	35.02	30.88	114.7	163.8	334.3	591.9	889.0	 1159	 1146	907.2	719.4	395.3	137.9	241.3	767.6	 1801	 5935	 4842	161.0	-0.317	0.338	-2.358	-3.476	-1.318	-3.180	-3.490	-3.819	-3.465	-5.282	-1.623	-4.541	-2.663	-3.191	-3.733	-3.283	-2.331	-2.157	-2.335	-3.348	-3.666	-2.305	-2.443	-2.291	-2.453	-2.626	-1.511	-1.744	-1.820	-2.147	-2.083	-2.299	-1.952	-1.556	-1.417	-1.428	-1.932	-1.626	-0.735	-0.404	-0.124	0.415	-0.047	-0.344	-0.364	-0.584	-1.178	-1.538	-0.597	-1.623	-2.222	-2.550	-2.528	-2.382	-1.444
320.0	-111.8	-81.76	-7.421	61.41	81.81	95.98	148.7	291.5	514.5	755.1	958.0	973.6	716.9	526.6	571.5	212.2	113.7	211.2	433.0	 2252	 7055	 1985	97.01	-0.811	-1.929	-3.218	-3.764	-3.531	-2.501	-2.951	-3.405	-3.136	-1.398	-3.153	-2.008	-2.669	-2.925	-2.904	-2.044	-2.777	-2.246	-3.118	-3.371	-1.777	-2.540	-1.470	-3.099	-2.438	-1.656	-1.966	-1.742	-2.118	-1.712	-1.830	-1.686	-2.032	-1.584	-1.592	-1.862	-1.434	-0.813	-1.162	-0.602	-0.962	-0.784	-0.620	0.131	-1.628	-2.032	-2.324	-1.412	-1.452	-2.110	-2.810	-2.162	-3.392	-2.285
325.0	-122.1	-42.88	-7.811	84.88	76.26	107.6	168.3	281.6	438.9	609.7	788.4	807.1	594.9	390.3	491.5	414.1	121.5	95.50	128.5	542.3	 3170	 6665	 1580	42.78	-0.875	-1.807	-1.006	-2.739	-2.664	-3.918	-3.106	-3.061	-2.096	-3.353	-2.749	-2.579	-2.249	-2.814	-2.069	-3.363	-2.869	-2.842	-3.034	-1.838	-2.044	-2.654	-2.771	-2.451	-1.704	-1.757	-1.399	-1.916	-1.164	-2.504	-1.588	-1.764	-1.610	-1.193	-1.309	-1.612	-0.720	-1.682	-0.956	-0.325	-1.145	-0.593	-0.496	-1.080	-2.444	-2.247	-2.099	-2.288	-1.245	-1.661	-2.042	-2.831	-3.170
330.0	-105.4	-27.61	39.44	131.3	150.0	160.8	229.3	276.8	370.2	524.5	654.3	647.6	505.6	339.0	319.7	393.2	315.7	114.5	69.38	150.1	757.7	 2871	 5300	 3133	88.32	1.127	-0.777	-2.581	-2.578	-2.237	-2.058	-2.867	-2.289	-2.591	-2.668	-2.240	-2.094	-2.342	-2.562	-3.285	-2.930	-2.518	-2.620	-2.552	-2.388	-2.531	-2.131	-2.158	-1.567	-1.370	-1.599	-2.071	-1.610	-1.899	-1.525	-1.928	-1.648	-1.176	-1.943	-1.718	-1.752	-1.688	-1.281	-1.121	-1.711	-0.903	-1.251	-1.124	-2.162	-2.131	-2.384	-2.244	-2.067	-1.703	-2.072	-2.154	-2.629
335.0	-136.8	-80.56	70.93	164.4	208.8	289.3	306.4	368.6	388.8	471.2	541.8	547.7	454.6	325.4	259.1	233.2	338.6	296.2	92.72	73.45	199.3	662.0	 1685	 5592	 4248	120.5	0.272	0.087	-1.486	-1.861	-2.335	-2.872	-1.950	-3.106	-2.012	-2.267	-0.888	-2.778	-2.387	-2.577	-3.206	-2.315	-2.522	-3.168	-2.367	-1.635	-2.013	-2.256	-1.101	-1.301	-1.316	-1.900	-1.253	-1.470	-1.163	-2.370	-1.231	-2.064	-1.864	-2.085	-1.025	-1.848	-1.404	-1.860	-1.954	-1.622	-0.927	-1.267	-1.997	-2.219	-2.433	-2.115	-2.029	-0.757	-2.725	-1.411	-2.107
340.0	-149.1	-46.43	78.24	230.4	299.1	368.7	404.9	420.8	413.0	451.3	473.7	477.4	415.6	332.3	240.7	201.5	219.3	371.9	198.8	67.77	84.99	176.1	401.2	 2153	 6493	 1534	84.68	-0.557	-0.095	-2.330	-2.313	-4.026	-1.859	-2.575	-3.017	-2.547	-1.936	-2.524	-1.717	-2.419	-2.125	-2.665	-2.957	-2.071	-2.506	-0.828	-1.536	-2.198	-1.451	-1.389	-1.344	-0.980	-1.609	-1.621	-0.927	-1.750	-0.827	-2.061	-1.422	-0.871	-1.239	-0.993	-1.556	-2.275	-1.673	-1.371	-1.523	-0.961	-1.463	-2.690	-2.388	-3.006	-2.461	-1.979	-2.113	-2.075	-2.198
345.0	-175.7	-36.20	136.8	293.3	405.1	492.0	459.0	420.7	435.7	452.6	432.0	416.6	365.7	314.8	242.5	204.0	176.2	275.8	322.7	118.2	66.76	69.98	114.8	517.0	 3072	 6105	 1291	39.19	0.836	-0.664	-1.584	-2.380	-2.589	-1.691	-1.914	-2.202	-2.516	-3.365	-1.897	-1.815	-2.658	-2.039	-2.366	-2.362	-2.236	-1.942	-2.228	-2.064	-1.547	-1.246	-1.308	-1.358	-1.359	-1.835	-0.678	-0.865	-0.938	-1.166	-1.732	-0.747	-1.761	-1.675	-1.510	-1.677	-1.174	-2.039	-1.531	-1.545	-1.930	-2.390	-2.517	-2.612	-2.797	-2.697	-1.938	-1.825	-2.909
350.0	-110.2	-22.12	125.7	318.1	458.2	562.7	552.9	499.0	459.2	443.0	401.7	367.0	337.5	303.7	259.1	218.2	179.7	186.5	260.7	260.8	122.1	68.02	60.31	142.2	743.8	 2742	 4813	 2802	77.23	0.973	-2.016	-2.697	-1.877	-1.151	-2.417	-2.262	-2.779	-2.534	-2.100	-2.755	-2.100	-2.301	-2.764	-2.659	-2.368	-2.971	-1.992	-2.117	-1.705	-1.411	-0.947	-1.478	-0.559	-1.518	-0.667	-0.746	-1.640	-1.019	-1.313	-1.414	-1.782	-1.200	-1.513	-1.603	-1.474	-2.143	-1.663	-2.315	-2.304	-1.985	-2.004	-2.485	-1.926	-1.866	-1.663	-2.590	-2.488
355.0	-139.7	-24.18	110.2	353.7	521.1	626.7	606.5	561.8	477.9	441.3	388.3	328.7	331.8	303.8	283.9	250.7	213.7	191.0	186.6	252.7	254.6	109.4	64.18	68.98	193.7	634.2	 1564	 5054	 3678	105.2	-0.057	-1.728	-0.702	-2.645	-2.236	-0.870	-2.743	-1.492	-2.358	-1.804	-2.578	-2.108	-2.407	-1.418	-1.796	-2.758	-1.914	-1.734	-1.691	-1.655	-0.747	-1.000	-0.308	-0.987	-1.015	-1.161	-1.131	-1.477	-1.303	-1.137	-1.765	-1.427	-1.654	-1.668	-1.948	-2.094	-1.775	-2.004	-2.203	-1.903	-1.802	-2.542	-1.884	-2.234	-1.897	-3.062	-2.732
360.0	-169.9	-54.78	163.8	429.7	576.1	655.0	658.5	570.4	466.6	458.2	370.0	331.1	340.2	329.8	321.7	291.6	258.2	222.9	196.7	200.4	281.5	207.8	82.47	59.41	80.28	168.0	376.6	 2091	 5925	 1323	65.49	-1.028	-0.376	-1.819	-2.694	-1.673	-2.052	-2.394	-1.788	-1.715	-2.130	-1.772	-2.469	-2.152	-2.114	-1.625	-1.605	-2.431	-1.525	-1.375	-0.632	-1.053	-0.342	-0.843	-0.857	-0.638	-0.879	-0.526	-1.470	-0.938	-1.450	-1.578	-1.368	-1.883	-1.921	-1.477	-1.849	-1.999	-2.020	-2.271	-1.375	-1.421	-1.970	-1.754	-1.760	-2.399	-1.804
365.0	-162.9	7.192	189.1	422.4	641.7	681.1	626.1	548.9	493.4	428.2	369.4	348.7	348.2	377.3	378.2	363.8	331.7	290.0	233.1	203.9	226.6	282.9	147.9	72.84	63.81	73.03	108.2	508.7	 2997	 5644	 1094	22.99	0.197	-0.260	-2.197	-1.668	-1.056	-2.625	-1.789	-2.010	-3.093	-1.574	-2.567	-2.086	-2.403	-0.920	-2.204	-2.275	-1.318	-1.584	-1.063	-0.782	-0.585	-0.500	-0.730	-0.374	-0.424	-0.504	-1.314	-1.106	-1.372	-1.439	-1.889	-2.190	-2.133	-1.566	-2.094	-2.162	-2.164	-1.950	-1.416	-1.692	-1.458	-2.345	-1.209	-2.266	-1.522
370.0	-77.12	-5.038	150.1	464.3	624.1	676.6	662.9	574.1	502.3	436.3	388.7	372.2	425.3	472.4	508.3	503.6	467.6	409.5	326.4	252.5	210.5	235.7	246.4	142.1	79.09	65.70	61.56	139.4	729.7	 2703	 4536	 2474	58.18	-0.067	-0.484	-1.425	-1.456	-2.001	-1.463	-1.580	-2.402	-1.952	-2.502	-1.933	-1.928	-1.753	-1.716	-1.961	-1.047	-1.179	-1.320	-0.788	-0.753	-0.256	-0.443	-0.980	-1.123	-1.638	-1.011	-1.381	-1.168	-1.524	-1.372	-1.571	-1.634	-1.726	-1.520	-1.399	-1.392	-1.404	-1.409	-1.080	-1.875	-2.041	-1.257	-2.021	-1.601
