Sample:	'1
File name:	Default_20230714_152313.FD3
Run date:	'15:16:52, 07/14/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
250.0	-22.06	-23.07	-3.404	60.64	242.8	 1086	 2171	 1303	207.6	-4.370	0.188	-6.356	-5.101	-2.444	-4.204	-2.053	-1.698	-1.856	-1.442	-1.824	-1.449	-1.029	-1.340	-0.963	-0.497	-1.582	-0.682	-1.320	-0.758	-0.977	-1.455	-1.257	-0.652	-1.482	-1.001	-1.146	-0.474	-0.879	-0.170	-0.686	-0.325	-0.284	-0.535	-0.735	-0.465	-0.425	-0.087	-0.706	0.039	-0.358	-0.319	-0.237	0.183	0.942	2.497	4.127	3.974	3.274	1.382	-0.191	-0.721	-0.750	-0.020	-0.717	-0.574	-0.440	-0.487	-0.463	-0.687	-0.311	-0.333	-0.316	-0.352	-0.621	-0.243	-0.666	-0.693
255.0	-35.42	-21.88	-7.834	77.28	96.03	241.1	754.5	 2993	 1701	185.8	-9.832	-11.66	-0.274	-7.132	-4.196	-0.064	-5.041	-3.579	-2.887	-2.423	-1.063	-1.122	-1.219	-0.274	-0.709	-1.694	-0.466	-0.695	-0.941	-0.773	-1.085	-0.960	-0.805	-1.214	-1.006	-0.780	-1.007	0.211	-0.387	-0.114	-0.842	-0.180	-1.256	-0.059	-0.692	-0.440	-0.243	-0.873	-0.445	-0.663	0.070	0.159	-0.132	0.161	0.061	1.079	1.000	3.102	4.967	5.171	1.809	-0.497	-0.592	-0.490	-0.649	-0.573	-0.809	-0.198	-0.479	-0.733	-0.429	-0.037	-1.071	-0.360	-0.148	-0.382	-0.909
260.0	-17.69	-10.26	3.488	22.02	133.6	97.87	182.8	 1300	 3525	 1339	71.27	-3.291	-2.748	-4.091	-4.905	-2.269	-4.508	-2.658	-1.937	-3.119	-0.989	-0.754	-1.801	-0.786	-1.020	-1.770	-1.492	-0.546	-0.775	-1.264	-1.447	-0.073	-0.623	-1.104	-0.460	-0.636	-0.661	-0.419	-0.501	-0.865	-0.938	-0.790	-0.731	-0.163	-0.513	-0.154	-0.014	-0.487	-0.435	-0.479	-0.132	0.129	0.138	-0.115	-0.229	0.176	-0.561	0.527	1.991	5.992	7.751	4.570	1.421	-0.338	-0.541	-0.456	-0.393	-0.421	-0.562	-0.569	-0.797	-0.646	-0.613	-0.404	-0.362	-0.404	-0.808
265.0	-11.23	-40.20	-17.27	13.83	78.30	165.0	76.75	315.5	 1849	 3464	969.6	20.41	-4.410	-4.915	-1.899	-2.393	-1.969	-1.777	-0.379	-2.101	-1.065	-1.389	-0.953	-1.839	-0.984	-2.089	-1.250	-1.051	-0.830	0.356	-1.521	-0.413	-0.718	-0.987	-0.934	-0.535	-0.729	0.093	-0.957	-0.876	-0.957	-0.121	-0.742	-0.383	-0.507	-0.512	-0.434	-0.255	-0.350	-0.364	-0.415	0.312	-0.023	0.066	-0.056	-0.045	-0.424	-0.275	0.033	1.642	4.829	7.778	8.304	3.381	0.138	-0.721	-0.472	-0.240	-0.755	-0.602	-0.902	-0.187	-0.080	-0.487	-0.448	-0.797	-0.942
270.0	-33.53	-42.31	-21.79	-16.36	20.73	118.2	179.1	117.7	452.3	 1591	 2808	 1735	174.4	-0.798	-3.092	-1.402	-2.109	-0.417	-1.228	-2.389	-0.477	-1.578	-1.125	-0.597	-0.512	-0.849	-0.464	-0.562	-0.318	-0.619	-1.753	-1.088	-0.513	-0.730	-0.899	-0.818	-1.061	-0.394	-0.597	-0.439	-0.485	-0.598	-0.539	-0.642	-0.328	-0.568	-0.697	0.036	-0.533	-0.356	-0.191	0.031	-0.421	0.030	0.207	0.519	-0.117	-0.450	-0.255	0.084	0.764	1.756	4.309	6.386	7.072	5.037	2.147	0.009	-0.460	-0.418	-0.924	-0.386	-0.439	-0.754	-0.462	-0.260	-0.739
275.0	-28.90	-35.02	-46.50	-15.99	8.992	36.24	155.7	271.0	142.1	373.1	914.7	 3080	 2362	126.6	-3.273	-1.768	-1.807	-2.289	-0.031	-2.513	-2.454	-1.457	-1.105	-1.559	-1.257	-0.094	-1.853	-0.922	-0.777	-1.592	-1.588	-1.312	-1.163	-1.225	-0.739	-0.493	-0.773	-0.257	-0.753	-0.330	-0.461	-0.339	-0.322	-0.589	-0.501	-0.542	-0.384	-0.329	-0.346	-0.100	-0.023	0.085	-0.303	-0.231	-0.376	-0.308	0.147	1.106	0.283	-0.450	-0.171	0.271	1.069	1.247	2.628	5.282	9.686	8.542	2.225	-0.482	-0.304	-1.023	-0.720	-0.441	-0.906	-0.352	-0.353
280.0	-28.94	-15.02	-21.52	-24.06	-3.660	2.198	62.41	286.5	241.8	108.6	232.1	 1264	 3716	866.6	48.41	-0.463	-0.324	-3.904	-2.358	-0.117	-1.840	-1.113	-0.976	-1.063	-1.372	-1.387	-1.730	-1.946	-0.337	-0.715	-1.385	-1.161	-0.679	-1.180	-0.268	-1.301	-1.435	-0.765	-0.745	-0.220	-0.611	-0.656	-0.429	-1.042	-0.576	-0.951	-0.451	-0.423	-0.519	-0.416	-0.648	0.192	-0.140	-0.378	-0.330	0.004	-0.133	0.630	0.933	0.511	-0.323	-0.347	0.139	-0.280	0.443	0.831	4.521	8.587	10.76	6.664	1.438	-0.859	-0.590	-0.704	-0.724	-0.876	-0.498
285.0	-45.71	-19.75	5.054	-7.261	-5.517	-1.572	22.24	125.7	372.1	168.5	97.79	345.4	 1806	 3598	622.5	13.25	1.337	-1.997	-2.418	-0.770	-2.892	-1.387	-1.517	-0.983	-0.444	-1.406	-1.395	-0.203	0.431	-0.320	-1.587	-0.348	-0.965	-1.611	-0.545	-1.936	-1.467	-0.464	-0.060	-0.314	-0.579	-0.816	-0.588	-0.296	-0.076	-0.404	-0.548	0.051	0.116	-0.307	-0.192	-0.248	0.196	0.069	-0.328	-0.093	-0.670	-0.105	0.236	0.915	1.157	0.344	-0.504	-0.300	-0.125	-0.150	1.229	2.554	5.766	11.37	10.34	3.281	-0.021	-0.480	-1.145	-0.507	-0.831
290.0	-44.52	-16.43	-4.107	-6.360	-3.803	6.215	15.64	49.78	198.8	401.5	228.9	151.8	502.6	 1693	 2854	 1567	129.6	1.895	-1.440	-0.923	-1.232	-1.024	-1.556	-1.511	-0.461	-1.351	-1.251	0.267	-0.904	-0.873	-0.884	-0.620	-0.976	-0.774	-0.742	-1.035	-1.064	-0.201	-0.132	-0.656	-0.739	-0.456	-0.305	-0.122	-0.471	-0.477	-0.255	-0.328	-0.006	-0.231	-0.261	-0.399	-0.246	-0.420	-0.203	-0.479	-0.401	-0.131	0.052	0.175	0.603	1.011	0.905	0.241	-0.069	-0.034	0.060	0.397	0.942	2.764	5.829	8.114	8.406	5.658	1.937	-0.385	-0.803
295.0	-22.85	-14.85	49.38	21.70	-3.273	13.98	22.90	41.29	98.31	255.5	576.2	296.0	235.1	453.9	951.3	 3020	 2105	113.1	-0.106	-0.154	-1.024	-2.954	-0.948	-1.076	-0.461	-1.345	-1.723	-1.254	-1.217	-0.689	-1.345	-0.605	-0.997	-0.535	-0.753	0.174	-0.887	-0.682	-0.527	-0.984	-0.745	-0.480	-0.498	-0.312	-0.361	-0.657	-0.313	-0.392	-0.033	0.120	0.288	-0.343	-0.209	-0.299	-0.128	-0.472	0.074	0.133	-0.457	-0.064	-0.471	0.132	0.625	1.441	1.103	0.841	0.174	0.195	0.045	0.626	1.278	1.100	2.144	6.811	10.74	8.353	1.572
300.0	-9.262	24.33	46.60	30.56	13.82	16.45	42.57	60.24	118.0	181.0	494.2	610.1	233.6	200.8	273.6	 1241	 3430	502.5	39.89	0.069	0.599	-0.976	-0.316	-1.840	0.258	-0.992	-1.491	-1.382	-0.935	-0.413	-1.626	-0.007	-1.605	-0.661	-0.354	-0.145	-0.845	-1.160	-0.935	-0.719	-0.473	-0.680	-0.380	-0.217	-0.568	-0.646	-0.347	-0.576	-0.103	-0.150	0.354	-0.739	-0.243	0.176	-0.232	-0.431	-0.560	0.227	-0.391	0.031	-0.402	0.068	0.357	0.398	1.499	2.281	0.843	0.503	0.063	-0.069	0.187	-0.143	0.466	1.163	4.986	9.579	11.65
305.0	-13.72	21.76	28.06	30.50	28.21	32.80	58.39	81.86	141.0	177.4	336.1	699.6	466.4	169.4	125.5	327.4	 1704	 3126	398.2	11.24	1.401	-0.306	-1.779	-0.466	0.197	-0.272	0.445	-1.169	-0.687	-0.487	-1.016	-0.899	-1.105	-0.026	-1.535	-0.677	-1.140	-0.628	-0.828	-0.964	-0.701	0.004	0.025	-0.273	0.339	-0.551	-0.633	-0.414	-0.159	-0.310	-0.002	0.192	-0.500	-0.388	-0.087	-0.538	-0.072	-0.391	0.112	0.324	-0.148	-0.428	0.055	0.274	0.253	2.106	2.032	1.034	0.189	-0.254	-0.181	-0.482	0.148	-0.130	0.501	2.991	7.233
310.0	2.098	19.56	38.75	25.47	26.35	46.65	64.92	112.3	156.2	195.7	256.8	431.6	631.8	385.4	119.1	113.0	431.6	 1493	 2402	 1263	94.95	0.315	-0.404	-0.793	0.146	-0.541	0.809	-1.145	-1.012	-0.618	-1.365	-0.812	0.010	-0.380	-1.088	-0.816	-0.736	-0.191	-0.680	-0.920	-0.465	-0.448	-0.388	-0.501	-0.481	-0.463	-0.485	-0.510	-0.485	-0.469	-0.251	0.048	-0.459	-0.241	-0.059	-0.722	-0.043	-0.234	0.132	0.353	0.204	0.028	0.247	0.278	-0.095	0.912	0.735	1.202	1.180	1.140	-0.007	0.037	-0.162	-0.154	-0.227	0.026	1.277
315.0	-4.480	36.54	34.08	31.72	73.60	65.88	85.90	128.4	163.5	219.9	235.6	274.6	375.2	610.3	297.7	72.77	122.7	353.2	810.9	 2605	 1682	97.74	1.490	-1.356	-0.647	0.146	-0.983	-0.175	-1.069	-0.453	-0.763	0.074	-0.154	-0.202	-1.029	-0.511	-0.896	-0.305	-0.273	-0.225	-0.558	-0.376	-0.387	-0.382	-0.360	-0.152	-0.583	-0.526	-0.670	-0.163	-0.291	-0.072	-0.054	-0.548	-0.187	-0.441	-0.576	0.269	-0.192	0.397	-0.310	0.125	0.271	0.758	-0.369	0.618	0.782	0.469	1.000	1.088	1.125	0.762	-0.165	-0.530	-0.394	-0.127	0.162
320.0	0.406	44.77	60.79	44.98	92.73	100.9	102.2	155.5	185.4	228.6	239.0	260.3	263.2	422.6	516.2	143.9	56.12	99.71	201.1	 1108	 2851	 1139	36.63	0.254	-0.152	0.038	-0.525	-0.965	-0.814	-1.061	-1.525	-0.891	0.376	-0.207	-0.461	-0.928	-0.341	-0.104	-0.686	-0.680	-0.353	-0.924	-0.176	-0.050	-0.516	-0.354	-0.440	-0.391	-0.940	-0.436	-0.235	-0.113	0.216	0.182	-0.107	-0.101	0.186	0.289	-0.189	-0.234	-0.199	0.197	-0.158	0.528	-0.296	-0.154	0.515	0.362	0.087	0.659	0.780	1.159	0.622	-0.101	-0.501	-0.333	-0.211
325.0	-6.065	25.07	43.57	80.72	136.5	163.4	179.6	192.6	200.0	248.7	249.8	240.9	230.8	248.3	466.2	350.4	73.67	46.70	65.44	279.4	 1480	 2682	293.2	12.00	0.253	0.819	0.129	-0.525	-0.927	-0.938	-0.426	-1.106	-0.459	-1.257	-0.871	-0.482	-0.598	-1.164	-0.764	-0.480	-0.582	-0.741	0.105	-0.486	-0.629	-0.013	-0.709	-0.387	-0.286	-0.051	-0.105	-0.316	0.014	-0.128	0.208	-0.225	0.498	0.333	-0.122	0.135	0.214	0.393	0.356	0.040	0.311	0.041	0.110	-0.300	-0.142	0.206	-0.063	0.480	1.047	0.988	0.250	-0.237	-0.184
330.0	3.135	69.26	144.1	175.6	291.6	310.1	335.6	333.6	324.9	317.9	274.5	237.4	215.2	193.9	242.0	374.2	277.1	78.93	40.04	85.00	371.5	 1294	 1978	 1015	76.46	0.748	0.479	-0.395	-0.273	-0.457	-0.102	0.331	-0.300	-0.874	-0.217	-0.315	-0.279	-1.066	-0.718	-0.788	-1.030	-0.687	0.089	-0.272	-0.661	-0.108	-0.102	-0.175	-0.049	0.036	0.486	0.159	0.630	0.305	0.489	0.539	0.671	0.646	0.383	0.352	0.492	0.535	0.327	0.045	0.016	0.419	0.204	-0.129	0.184	0.227	-0.314	0.014	0.231	0.466	0.684	0.525	-0.311
335.0	5.527	103.4	205.1	318.2	520.7	565.9	608.4	564.2	482.7	412.0	332.3	241.4	208.7	184.1	164.9	187.7	346.0	268.5	71.28	48.51	104.1	307.2	697.2	 2245	 1428	84.33	0.181	0.556	-0.149	-0.402	-0.046	-0.746	-0.756	-0.872	-0.864	-0.819	-0.621	-0.595	-0.780	-1.170	-0.777	-0.679	-0.281	-0.426	-0.473	-0.413	-0.108	0.336	0.123	0.524	0.425	0.706	1.312	0.604	0.892	0.933	1.385	1.413	1.073	0.539	0.723	1.386	0.213	0.292	0.001	0.305	-0.361	-0.051	0.276	-0.206	0.351	0.043	0.419	0.110	-0.055	0.755	0.470
340.0	17.02	143.9	348.2	450.3	684.5	751.7	841.0	742.9	631.2	531.4	363.4	244.1	201.7	188.6	152.2	140.2	216.4	370.5	170.8	50.18	49.20	91.59	176.4	999.8	 2501	 1001	33.11	1.074	-0.268	-0.228	-0.627	-0.993	-0.863	-0.418	-1.066	-0.708	-1.157	-0.999	-0.648	-0.531	-0.704	-0.293	-0.671	-0.727	-0.712	-0.536	-0.330	-0.074	0.044	0.799	0.761	1.198	1.361	1.236	1.489	1.518	1.647	1.348	1.145	1.302	0.483	1.134	0.964	0.444	0.232	0.625	-0.130	0.010	0.420	-0.417	0.291	-0.366	0.036	-0.396	-0.182	0.331	-0.006
345.0	30.50	216.7	406.4	588.8	896.3	998.5	 1056	966.9	774.5	627.3	402.2	244.0	209.2	182.9	158.2	129.2	142.9	285.0	316.5	91.96	42.03	48.25	61.73	251.6	 1348	 2224	238.0	10.34	0.566	0.342	-0.290	-0.706	-0.370	-1.460	0.012	-0.608	-1.131	-0.242	-0.357	-0.904	-0.318	0.070	-0.611	-0.860	-0.654	-0.079	-0.292	0.168	0.160	0.319	1.113	1.100	1.621	1.589	2.351	2.869	2.678	2.222	2.016	2.099	1.518	1.206	0.912	0.348	0.314	0.787	-0.187	0.048	0.420	0.120	0.029	-0.004	-0.359	-0.331	-0.092	0.055	-0.678
350.0	49.32	246.1	444.9	719.0	 1139	 1247	 1316	 1170	954.0	729.5	447.9	251.4	207.1	189.9	162.4	142.8	128.5	160.0	268.7	248.4	90.48	40.92	37.17	74.53	339.4	 1135	 1702	877.2	71.17	0.867	-0.059	0.684	0.259	-0.683	0.101	-0.171	-0.595	-0.319	-0.516	0.012	-0.209	-0.396	-0.201	-0.602	-0.037	-0.168	0.119	0.254	0.526	0.801	1.329	1.562	1.927	2.563	2.718	2.926	2.793	2.528	2.789	1.894	1.708	1.319	1.595	0.525	0.534	0.513	0.195	0.227	0.076	-0.157	-0.222	-0.227	-0.570	-0.353	-0.465	0.160	-0.269
355.0	116.6	258.2	475.7	796.1	 1275	 1369	 1487	 1324	 1007	813.9	495.9	256.5	203.8	186.7	166.6	153.0	133.2	125.1	148.0	244.3	241.5	72.85	37.39	43.54	92.62	268.0	639.9	 1960	 1265	79.48	1.282	-0.433	0.454	0.005	-0.014	-0.268	0.454	-0.313	-0.665	-0.275	-0.441	-0.508	-0.112	-0.615	0.010	-0.066	0.450	0.457	0.638	0.826	1.351	1.908	2.081	3.241	3.566	3.806	2.960	2.548	2.466	1.856	2.506	1.627	1.584	0.993	1.034	0.273	0.673	0.257	-0.114	0.511	-0.331	0.076	-0.020	-0.543	-0.347	-0.030	-0.578
360.0	98.35	320.8	526.6	812.3	 1373	 1487	 1560	 1373	 1105	867.6	496.7	272.0	207.6	198.7	173.3	159.9	143.8	124.3	120.2	157.4	274.4	160.5	48.66	38.00	42.40	76.37	162.2	900.7	 2203	908.7	28.59	-0.145	-0.109	0.073	-0.584	-0.534	-0.816	-0.482	-0.211	-0.356	-0.839	-0.590	0.602	-0.622	-0.582	-0.116	0.230	0.696	0.435	0.800	1.480	2.259	3.032	3.107	3.140	3.743	3.800	3.296	3.256	1.919	2.744	2.126	1.897	0.927	0.814	0.094	0.130	-0.005	-0.210	0.128	-0.064	0.022	0.332	-0.133	-0.267	-0.320	-0.176
365.0	108.4	285.8	637.4	830.5	 1389	 1481	 1583	 1404	 1127	864.0	474.4	256.8	203.9	195.3	176.0	157.9	143.4	129.8	116.6	111.9	191.3	246.3	95.94	43.89	37.07	39.51	54.08	229.4	 1172	 2127	211.4	9.410	0.552	0.691	0.074	-0.769	-0.043	0.032	-0.497	-0.441	-0.830	-0.252	-0.042	-0.513	-0.306	-0.211	0.432	0.789	0.846	0.969	1.567	2.764	2.475	3.178	3.849	3.756	3.293	3.414	2.503	2.064	2.546	1.926	2.202	0.749	0.763	0.405	0.086	-0.080	-0.362	0.019	0.243	-0.345	-0.218	-0.233	-0.361	-0.574	0.009
370.0	86.12	279.2	553.5	825.9	 1336	 1418	 1493	 1375	 1112	835.0	471.0	260.9	202.3	189.3	178.9	164.5	148.7	135.5	123.3	105.3	117.8	184.3	209.7	99.59	43.66	35.09	34.34	67.03	295.5	 1038	 1526	776.6	60.70	0.604	-0.273	-0.287	0.117	-0.547	-0.391	-0.166	-0.507	-0.373	-0.445	-0.257	0.013	0.251	0.616	0.538	1.203	1.174	1.589	2.009	2.970	2.955	2.903	3.453	3.636	2.981	3.022	2.361	2.086	2.114	1.470	0.771	0.687	-0.119	0.565	0.395	0.223	0.119	0.437	-0.123	0.039	-0.246	-0.399	-0.030	0.245
375.0	81.36	222.1	496.1	787.9	 1245	 1356	 1409	 1294	 1031	799.7	462.6	257.4	198.8	188.2	186.4	168.8	152.1	146.4	125.1	112.9	103.7	108.0	175.3	202.3	86.35	43.63	34.89	38.21	79.53	245.4	565.7	 1780	 1091	60.90	0.846	-0.121	-0.141	-0.054	-0.828	-0.611	-0.397	-0.591	-0.269	0.306	-0.232	0.282	0.193	0.604	0.748	0.890	1.010	2.004	3.337	2.658	3.488	3.332	3.301	2.773	2.333	2.151	1.677	1.800	1.851	0.497	0.730	0.328	0.236	0.166	-0.044	-0.281	0.318	0.466	0.146	-0.362	-0.685	-0.005	-0.207
380.0	77.94	237.7	466.2	702.9	 1101	 1272	 1325	 1195	926.1	724.7	428.0	260.3	191.7	179.4	174.3	155.2	145.7	145.3	131.7	108.2	97.55	92.85	112.0	210.2	164.3	60.96	42.09	35.20	38.28	70.42	141.7	814.1	 1921	763.0	23.22	0.944	0.351	0.293	0.345	-0.399	-0.553	-0.250	0.247	0.087	0.239	0.093	0.049	0.555	0.943	1.399	0.849	1.948	2.289	2.104	3.308	2.879	3.259	3.079	2.023	2.494	2.575	1.586	0.919	0.633	0.753	0.069	0.204	-0.024	0.070	0.120	-0.095	0.125	0.480	-0.407	-0.547	-0.255	0.215
