Sample:	'1
File name:	ºÓ¶Î-±±É³ºÓÇÅ.FD3
Run date:	'13:13:43, 03/20/2025
Operator:	Administrator
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	23B8-004
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
1	225.0/340.0	2915
2	265.0/585.0	122.4
3	275.0/320.0	2552
4	275.0/615.0	157.1
5	280.0/620.0	150.1
6	320.0/360.0	475.6
7	325.0/370.0	438.2
8	330.0/375.0	425.5
9	335.0/380.0	413.5
10	340.0/390.0	369.2
11	345.0/395.0	346.7
12	350.0/400.0	338.9
13	360.0/415.0	286.5
14	365.0/420.0	276.9
15	455.0/340.0	25.58
16	545.0/335.0	17.05

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	712.4	9999.9	9999.9	9999.9	210.8	55.45	45.58	38.49	38.24	37.33	36.60	37.18	36.05	32.88	30.18	27.34	27.12	25.75	24.79	24.16	22.71	20.85	20.21	19.31	18.64	17.16	15.99	14.96	14.97	14.68	13.91	14.16	13.63	13.05	11.99	10.64	9.732	8.943	8.288	7.872	7.530	7.409	7.373	6.974	6.848	7.352	28.21	107.5	172.2	118.9	40.55	7.830	4.951	4.515	4.216	4.184	3.965	3.712	3.552	3.367	3.009	2.821	2.742	2.558	2.549	2.410	2.179	2.111	1.820	1.600	1.493	1.366	1.381	1.238	1.129	1.014	0.975
235.0	349.9	3341	9999.9	9999.9	4865	318.2	70.60	55.28	46.64	44.53	41.99	43.69	39.88	35.98	32.23	28.46	28.57	26.67	26.38	24.81	23.17	21.78	20.68	19.77	19.18	17.91	16.62	15.27	15.17	14.88	14.29	13.21	13.53	13.57	12.28	11.10	10.10	9.676	8.280	8.127	7.760	7.037	7.417	7.204	7.078	6.976	11.43	30.85	71.50	125.5	174.8	166.9	25.54	14.07	4.918	4.401	4.335	3.928	3.610	3.368	3.074	3.099	2.772	2.724	2.624	2.283	2.187	2.269	1.829	1.811	1.551	1.455	1.337	1.304	1.146	1.072	0.991
240.0	303.4	947.3	5136	9999.9	9999.9	3874	232.1	75.30	62.01	55.10	50.31	46.31	44.53	42.53	35.08	31.40	30.90	28.70	26.46	25.59	24.00	23.56	21.58	20.72	20.35	19.46	17.55	16.41	15.67	15.09	14.43	13.77	13.26	12.73	13.19	11.66	10.82	9.556	9.077	8.270	7.875	7.624	7.490	7.259	7.271	7.103	7.817	11.92	20.86	40.27	101.2	241.3	216.7	168.5	22.79	10.39	4.681	4.362	3.935	3.632	3.373	3.060	2.859	2.892	2.708	2.281	2.336	2.240	1.974	1.854	1.552	1.432	1.511	1.323	1.229	1.117	1.134
245.0	282.0	484.5	1360	9383	9999.9	9999.9	3027	163.9	90.05	73.83	62.41	56.57	49.39	44.23	40.79	33.76	32.90	30.49	28.65	26.46	24.85	24.16	22.82	22.22	21.73	19.89	18.80	17.41	16.47	15.67	14.72	14.20	13.61	12.50	12.83	12.06	11.28	10.00	9.343	9.081	7.973	7.792	7.276	7.253	7.146	7.322	7.037	8.005	9.329	13.47	28.23	85.55	197.9	359.9	222.1	151.8	20.69	6.725	4.445	3.952	3.538	3.406	3.089	3.162	2.892	2.498	2.566	2.318	2.058	1.924	1.811	1.522	1.499	1.280	1.305	1.235	1.171
250.0	253.5	336.8	573.7	2368	9999.9	9999.9	9999.9	9999.9	221.9	123.3	96.35	79.27	64.90	54.51	46.81	40.51	37.16	34.86	32.24	29.74	27.01	24.88	23.77	23.68	22.90	21.22	20.06	18.55	17.94	17.19	15.83	15.04	13.89	13.38	12.78	12.29	11.60	11.14	9.705	9.340	8.807	8.465	8.013	7.550	7.482	7.359	6.796	7.038	7.270	7.745	10.77	23.58	51.00	118.6	197.8	341.4	355.2	333.9	117.9	15.93	7.056	3.935	3.641	3.408	3.176	2.992	2.775	2.458	2.310	2.178	1.957	1.574	1.616	1.478	1.480	1.378	1.334
255.0	266.7	254.1	373.5	862.6	2457	4663	9999.9	9999.9	9999.9	264.3	157.3	117.4	92.74	73.38	59.66	50.01	43.80	39.38	36.25	34.00	30.40	26.93	25.79	24.85	23.60	22.76	21.80	20.95	20.34	19.49	17.92	15.61	14.40	13.68	12.12	12.70	11.69	11.36	10.87	9.888	9.360	8.675	8.395	8.110	7.824	7.397	6.810	6.700	6.761	6.524	7.532	10.24	15.97	30.68	48.50	84.47	148.0	399.1	734.2	743.1	194.9	21.85	6.290	4.453	3.829	3.530	3.136	3.039	2.298	2.395	2.176	1.977	2.038	1.650	1.599	1.668	1.544
260.0	299.2	258.9	274.4	483.3	862.2	1300	8767	9999.9	9999.9	9999.9	243.7	170.2	125.6	96.59	72.47	60.14	50.51	43.84	39.14	37.59	33.36	30.17	27.20	26.31	25.18	24.54	22.48	21.34	20.74	20.40	18.92	17.07	14.96	14.33	13.51	12.90	12.17	11.11	11.07	10.31	9.924	9.354	9.031	8.610	8.545	7.773	7.334	6.971	6.652	6.253	6.349	7.576	8.690	11.48	15.57	23.30	38.28	108.9	323.5	735.4	1006	792.5	30.69	17.40	5.104	4.350	3.766	3.380	2.969	2.681	2.465	2.261	2.335	2.098	1.813	1.804	1.961
265.0	339.3	304.0	254.9	328.9	550.6	599.5	2299	9999.9	9999.9	9999.9	9999.9	349.7	175.2	127.7	94.34	72.28	60.11	51.74	45.35	42.34	36.90	32.22	30.00	28.36	27.31	26.08	24.66	23.08	22.48	22.09	20.90	19.57	17.00	15.32	14.41	12.81	12.56	11.43	11.45	11.41	10.07	9.412	9.593	8.844	9.004	8.383	8.035	7.266	6.939	6.510	6.118	6.413	7.135	8.122	8.539	9.797	13.44	28.96	79.15	215.2	561.5	1099	1228	239.4	27.67	12.05	4.964	4.059	3.636	3.231	2.947	2.671	2.573	2.145	2.307	2.198	2.015
270.0	459.0	376.4	300.1	276.9	374.8	537.5	872.3	2732	9999.9	9999.9	9999.9	9999.9	706.8	213.0	146.0	104.6	84.33	69.19	57.23	50.65	43.99	38.66	34.41	32.28	30.63	27.89	26.44	25.24	24.57	23.59	22.66	21.71	19.59	17.86	15.94	14.20	13.51	12.20	11.81	11.98	11.15	10.36	10.30	9.482	9.456	9.283	8.573	8.023	7.508	6.901	6.384	6.460	6.608	6.683	7.517	7.783	8.677	11.58	22.56	53.04	134.2	312.4	610.1	893.3	1234	995.5	664.2	19.49	11.06	5.025	4.397	3.653	3.364	3.030	2.776	2.668	2.491
