Sample:	'1
File name:	Default_20231029_110027.FD3
Run date:	'10:54:06, 10/29/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
46	285.0/530.0	17.77
47	285.0/625.0	12.09
48	290.0/320.0	424.6
49	290.0/375.0	110.8
50	290.0/400.0	109.4
51	290.0/640.0	17.28
52	295.0/255.0	-7.402
53	295.0/390.0	113.6
54	295.0/420.0	99.70
55	300.0/275.0	-3.532
56	300.0/335.0	269.8
57	300.0/380.0	115.1
58	300.0/545.0	7.491
59	300.0/595.0	354.9
60	305.0/280.0	-3.412
61	305.0/340.0	300.1
62	305.0/395.0	117.6
63	305.0/445.0	87.85
64	310.0/260.0	-4.000
65	310.0/345.0	267.7
66	310.0/385.0	115.4
67	310.0/405.0	112.5
68	310.0/565.0	1.155
69	310.0/580.0	-1.915
70	315.0/350.0	202.8
71	315.0/395.0	113.7
72	315.0/420.0	108.0
73	320.0/360.0	218.4
74	325.0/265.0	-3.016
75	325.0/290.0	-2.126
76	325.0/365.0	218.3
77	325.0/410.0	109.6
78	330.0/370.0	185.9
79	330.0/420.0	111.5
80	330.0/595.0	-2.333
81	335.0/240.0	-3.169
82	335.0/380.0	193.9
83	340.0/385.0	193.5
84	340.0/435.0	100.5
85	340.0/575.0	0.482
86	340.0/585.0	0.109
87	340.0/620.0	-1.983
88	340.0/635.0	-2.696
89	345.0/390.0	172.9
90	350.0/395.0	161.8
91	350.0/425.0	95.97
92	350.0/445.0	95.93
93	355.0/300.0	-2.106
94	355.0/405.0	165.4
95	360.0/275.0	-1.580
96	360.0/410.0	143.5
97	365.0/415.0	136.6
98	370.0/295.0	-1.952
99	370.0/425.0	132.0
100	375.0/285.0	-1.336
101	375.0/430.0	114.7
102	380.0/435.0	109.2
103	385.0/445.0	98.48
104	390.0/450.0	80.53
105	395.0/455.0	73.32
106	400.0/465.0	61.70
107	405.0/470.0	49.41
108	410.0/475.0	41.52
109	420.0/490.0	30.08
110	425.0/495.0	24.49
111	430.0/505.0	21.06
112	435.0/510.0	17.05
113	440.0/515.0	13.82
114	445.0/525.0	11.58
115	450.0/530.0	9.818
116	455.0/540.0	8.641
117	460.0/545.0	8.064
118	465.0/550.0	5.545
119	485.0/580.0	0.668
120	490.0/590.0	0.128
121	495.0/380.0	0.410
122	500.0/360.0	0.186
123	500.0/600.0	-0.048
124	505.0/365.0	0.395
125	525.0/340.0	-0.392
126	540.0/300.0	-0.270
127	550.0/305.0	0.200
128	560.0/310.0	-0.244
129	565.0/315.0	-0.088
130	575.0/320.0	-0.037

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	-104.6	-77.21	316.6	432.6	19.75	-45.51	-36.87	-32.16	-28.44	-26.13	-22.08	-18.04	-15.66	-14.03	-10.29	-10.82	-9.719	-7.737	-5.538	-5.236	-4.478	-4.201	-4.126	-3.926	-3.877	-3.444	-3.036	-2.915	-3.135	-3.157	-2.738	-2.827	-2.538	-1.934	-2.181	-1.690	-1.822	-1.859	-1.843	-1.563	-1.340	-1.611	-1.598	-1.560	-1.355	-1.429	-1.252	-1.025	-0.395	-0.010	-0.259	-0.975	-1.135	-1.008	-1.174	-1.329	-1.336	-1.536	-1.576	-1.229	-1.458	-1.617	-1.509	-1.463	-1.569	-1.474	-1.425	-1.179	-1.666	-1.357	-1.655	-1.729	-1.577	-1.535	-1.737	-1.650	-1.740
235.0	-121.0	-76.69	39.11	659.0	723.2	76.79	-39.59	-35.75	-27.40	-31.93	-26.34	-17.52	-18.05	-11.67	-12.18	-9.910	-8.417	-6.456	-6.676	-5.019	-4.101	-3.730	-4.417	-3.309	-3.911	-2.694	-3.258	-3.712	-3.556	-2.464	-3.164	-2.962	-2.425	-2.578	-2.171	-1.887	-1.721	-1.693	-1.513	-1.821	-1.661	-1.652	-0.633	-1.581	-1.773	-1.384	-1.307	-1.536	-0.929	-0.726	0.377	0.682	0.361	-1.095	-1.289	-1.360	-1.306	-1.497	-1.011	-1.489	-1.258	-1.667	-1.152	-1.429	-1.598	-1.172	-1.456	-0.943	-1.685	-1.517	-1.695	-1.564	-1.541	-1.438	-1.489	-1.641	-1.968
240.0	-98.67	-23.65	-52.04	277.8	 1156	821.9	29.31	-36.77	-31.61	-28.04	-25.19	-16.10	-17.30	-13.42	-14.50	-8.308	-6.636	-6.417	-4.713	-4.571	-5.117	-4.664	-5.423	-3.169	-4.265	-3.236	-3.854	-3.106	-3.934	-2.888	-2.960	-2.342	-2.329	-1.857	-1.837	-1.547	-1.842	-1.792	-1.810	-1.611	-1.927	-1.790	-1.521	-1.920	-1.668	-1.898	-1.072	-1.474	-1.477	-0.612	-0.119	0.356	1.498	1.056	-0.819	-1.206	-1.350	-1.292	-1.005	-1.502	-1.507	-1.644	-1.064	-1.547	-1.205	-1.589	-1.496	-1.067	-1.464	-1.545	-1.387	-1.630	-1.717	-1.079	-1.367	-1.631	-1.654
245.0	-119.9	-73.02	-56.60	25.49	561.5	 1551	690.8	-9.061	-37.66	-19.96	-22.30	-11.66	-15.79	-9.143	-14.16	-8.544	-6.428	-6.723	-5.677	-4.074	-4.618	-4.839	-4.261	-4.014	-3.893	-3.563	-3.858	-3.568	-3.562	-3.635	-2.832	-2.007	-2.393	-2.075	-2.108	-2.137	-1.569	-0.851	-1.691	-1.553	-1.455	-1.381	-1.598	-1.841	-1.800	-1.149	-1.455	-1.270	-1.635	-0.905	-0.892	-0.744	0.614	1.971	2.137	0.638	-1.056	-1.329	-1.217	-1.568	-1.574	-1.311	-1.140	-1.519	-1.268	-1.668	-1.565	-1.361	-1.624	-1.493	-1.089	-1.817	-1.663	-1.146	-1.099	-1.735	-1.657
250.0	-121.8	-78.39	-48.19	-13.02	101.0	689.5	 1594	 1269	184.2	-18.00	-17.34	-14.95	-16.30	-11.04	-10.28	-8.515	-7.175	-8.274	-4.925	-4.567	-4.688	-4.676	-4.850	-4.241	-3.321	-3.125	-3.808	-3.342	-3.054	-3.218	-2.541	-2.823	-2.216	-2.209	-1.328	-1.842	-1.557	-1.803	-1.983	-1.865	-1.370	-1.776	-2.052	-1.750	-1.508	-1.398	-1.497	-1.351	-1.239	-0.734	-0.848	-1.021	-0.896	-0.255	0.848	1.677	1.951	1.889	0.501	-0.949	-1.580	-1.046	-1.345	-1.329	-1.447	-1.930	-1.328	-1.290	-1.577	-1.542	-1.433	-1.677	-1.512	-1.412	-1.324	-1.644	-1.750
255.0	-115.1	-80.89	-64.11	7.004	31.64	135.3	482.0	 1999	 1951	214.2	-13.49	-23.44	-15.00	-11.61	-9.625	-7.402	-8.939	-6.344	-6.983	-6.298	-4.477	-4.158	-4.180	-4.317	-3.758	-3.098	-3.339	-3.556	-2.965	-3.059	-3.035	-2.789	-1.886	-2.034	-1.644	-2.274	-1.894	-2.406	-2.187	-1.810	-1.829	-0.974	-1.754	-1.244	-1.394	-1.804	-1.312	-1.347	-1.169	-0.908	-0.685	-0.850	-1.378	-1.162	-0.803	-0.469	0.096	1.475	4.936	3.716	0.734	-1.056	-0.980	-1.634	-1.662	-1.581	-1.828	-1.498	-1.574	-1.675	-1.416	-1.289	-1.723	-1.603	-1.424	-1.520	-1.867
260.0	-107.1	-82.94	-82.97	-17.42	62.97	29.96	95.57	779.2	 2740	 1623	104.8	-20.24	-12.20	-12.36	-11.30	-8.319	-9.251	-4.769	-4.000	-4.422	-4.431	-4.266	-5.394	-3.392	-3.424	-3.396	-2.784	-3.265	-3.801	-3.141	-2.702	-2.618	-3.061	-2.950	-2.081	-2.011	-1.561	-2.100	-2.187	-1.445	-1.401	-1.047	-1.274	-1.387	-1.494	-1.685	-1.290	-1.179	-0.771	-1.284	-1.054	-1.045	-1.242	-1.477	-1.352	-0.594	-0.994	-0.711	1.419	4.219	4.764	3.538	0.030	-1.356	-1.543	-1.515	-1.810	-1.657	-1.387	-1.840	-1.695	-1.240	-1.389	-1.697	-1.326	-1.484	-1.719
265.0	-107.2	-83.44	-69.11	-60.17	-2.804	94.14	34.99	175.5	 1233	 3155	 1284	28.56	-14.16	-11.66	-10.47	-8.778	-8.217	-6.958	-5.267	-5.295	-4.621	-3.016	-4.425	-4.233	-3.576	-2.845	-3.505	-3.016	-2.171	-3.257	-2.542	-2.629	-2.673	-2.749	-1.860	-1.774	-1.287	-1.937	-2.454	-1.359	-1.509	-1.626	-1.833	-1.383	-2.094	-1.671	-1.548	-1.066	-1.250	-1.269	-1.084	-1.440	-0.981	-0.811	-0.821	-0.642	-1.569	-1.060	-0.829	0.362	2.975	6.317	5.340	2.291	-1.237	-1.328	-1.214	-1.694	-1.319	-1.580	-1.294	-1.333	-1.239	-1.683	-1.598	-1.585	-1.655
270.0	-108.0	-81.19	-61.46	-74.71	-38.85	36.82	111.6	67.56	283.7	 1297	 2679	 1993	251.9	-8.189	-8.688	-8.011	-7.616	-7.588	-5.177	-6.202	-4.772	-4.479	-4.782	-3.581	-3.844	-2.714	-3.519	-3.269	-2.567	-2.909	-3.251	-3.375	-2.521	-2.443	-2.189	-1.807	-1.698	-1.804	-2.107	-1.862	-1.688	-1.985	-1.673	-1.468	-1.512	-1.486	-1.313	-1.153	-1.308	-0.884	-1.075	-1.174	-1.300	-1.227	-0.909	-0.929	-1.210	-1.301	-1.401	-0.849	-0.395	0.915	2.395	4.949	4.624	2.955	0.512	-1.197	-1.475	-1.461	-1.448	-1.346	-1.179	-1.599	-1.775	-1.556	-1.794
275.0	-112.0	-77.25	-84.03	-62.74	-42.76	-17.99	46.85	185.1	94.12	282.8	809.3	 2878	 2821	225.8	-6.383	-6.080	-3.532	-5.537	-6.158	-6.013	-4.666	-4.576	-4.445	-3.003	-4.270	-3.037	-3.079	-2.434	-1.580	-3.466	-2.701	-2.567	-2.903	-2.492	-2.242	-2.615	-1.761	-1.223	-1.958	-1.645	-1.927	-2.112	-1.756	-1.424	-1.662	-1.655	-1.584	-1.132	-1.274	-0.965	-0.952	-1.251	-1.430	-1.380	-1.398	-1.074	-1.152	-0.338	-1.010	-1.337	-1.106	-1.187	-0.625	0.030	1.508	4.492	7.534	6.184	0.990	-1.383	-1.237	-1.571	-1.613	-1.540	-1.550	-1.516	-1.868
280.0	-110.6	-52.83	-81.11	-61.45	-53.59	-36.09	-0.631	179.1	199.8	68.00	180.9	 1075	 3725	 1124	84.88	-3.998	-5.073	-3.412	-5.316	-5.272	-4.589	-4.040	-4.424	-3.779	-3.845	-3.257	-3.006	-3.240	-2.436	-2.698	-2.884	-2.181	-2.836	-2.768	-2.725	-2.163	-1.973	-1.829	-2.164	-1.753	-1.839	-1.662	-1.906	-1.758	-1.663	-1.481	-1.477	-1.102	-1.111	-0.823	-0.882	-1.145	-1.245	-1.344	-1.613	-1.085	-1.489	-0.720	-0.656	-0.773	-0.964	-1.510	-1.223	-0.839	-0.581	0.163	2.853	8.081	9.136	3.696	-0.598	-1.535	-1.215	-1.351	-1.527	-1.644	-1.770
285.0	-89.47	-86.68	-70.32	-54.64	-51.95	-51.74	-32.50	52.63	265.3	131.5	44.49	268.5	 1630	 3767	827.2	20.08	-3.321	-5.797	-4.165	-4.858	-3.354	-3.751	-3.780	-3.476	-3.579	-3.258	-2.871	-3.159	-3.072	-2.694	-2.324	-1.336	-2.408	-2.821	-2.933	-1.575	-1.615	-1.780	-1.714	-1.900	-1.293	-1.575	-1.276	-1.278	-1.753	-1.639	-1.129	-1.262	-1.229	-0.869	-0.851	-1.404	-0.967	-1.566	-1.394	-1.253	-0.835	-1.029	-1.279	-0.530	-0.487	-0.876	-1.228	-1.145	-1.171	-1.116	-0.249	1.726	5.911	9.278	6.631	1.454	-0.900	-1.778	-2.012	-1.585	-1.628
290.0	-113.1	-90.48	-66.88	-52.41	-42.20	-50.16	-22.30	-3.111	97.31	272.3	164.7	90.29	408.8	 1588	 2880	 1800	165.4	-3.329	-4.051	-3.746	-3.611	-2.126	-3.975	-3.323	-3.541	-3.026	-3.037	-2.976	-3.745	-2.427	-2.333	-2.377	-2.295	-2.404	-1.925	-1.502	-1.874	-1.771	-1.873	-1.692	-1.490	-1.812	-1.536	-1.419	-1.709	-1.435	-1.231	-1.104	-1.334	-1.093	-0.939	-1.092	-1.085	-1.353	-1.258	-1.089	-1.219	-1.360	-1.172	-1.112	-1.099	-0.824	-0.572	-0.863	-1.326	-1.196	-0.936	-0.949	0.311	2.077	4.563	6.482	6.905	3.473	0.566	-1.221	-1.411
295.0	-112.7	-105.2	-62.60	-22.05	-26.01	-38.84	-22.75	-10.27	16.11	111.3	371.8	184.7	134.8	381.8	889.3	 3011	 2381	157.5	-2.907	-3.335	-3.997	-4.203	-2.970	-3.381	-3.385	-2.426	-3.132	-2.973	-3.314	-2.296	-1.952	-1.979	-3.478	-2.465	-2.268	-2.102	-1.785	-1.583	-1.623	-1.760	-2.221	-1.696	-1.227	-1.202	-1.602	-1.529	-1.382	-1.235	-0.877	-1.173	-1.047	-0.951	-1.002	-1.196	-1.521	-1.421	-1.006	-1.171	-1.007	-1.341	-1.331	-1.192	-0.984	-0.341	-0.669	-1.182	-1.181	-1.437	-1.023	-0.416	0.086	0.086	1.826	6.797	9.861	6.790	1.221
300.0	-102.0	-116.0	-40.36	-21.69	-46.17	-19.44	-9.965	-4.771	6.952	57.34	245.1	399.6	136.0	128.1	233.0	 1159	 3503	 1736	56.05	-2.497	-2.811	-3.347	-3.740	-3.026	-3.901	-2.440	-3.317	-2.106	-2.616	-2.308	-3.231	-2.684	-2.919	-1.742	-1.956	-2.586	-2.020	-2.184	-1.978	-1.656	-1.891	-1.744	-1.797	-1.587	-1.796	-1.423	-1.461	-1.379	-1.217	-0.926	-0.973	-1.032	-1.119	-0.914	-1.048	-1.245	-1.250	-1.314	-1.157	-1.053	-1.221	-1.132	-1.364	-0.609	-0.270	-0.336	-0.586	-1.462	-1.295	-1.218	-1.287	-0.755	-0.698	1.178	4.742	9.960	9.449
305.0	-93.42	-59.77	-45.75	-35.08	-24.97	-15.75	-18.03	5.143	22.47	54.00	130.2	414.5	317.3	109.7	93.03	306.9	 1674	 3583	478.6	13.24	-1.153	-2.204	-2.556	-2.959	-3.801	-2.635	-2.174	-2.515	-3.206	-2.290	-2.129	-2.517	-2.354	-2.647	-2.018	-2.143	-1.522	-1.756	-2.106	-1.515	-1.866	-1.580	-1.684	-1.445	-1.575	-1.623	-1.442	-1.352	-1.217	-0.927	-0.428	-1.161	-0.836	-1.456	-0.977	-1.164	-1.111	-1.040	-1.144	-1.412	-1.292	-1.228	-1.277	-0.896	-1.116	-0.536	0.200	-0.517	-1.210	-1.502	-1.631	-1.252	-1.105	-0.853	0.176	2.537	6.925
310.0	-93.92	-63.63	-46.37	-34.92	-29.72	-11.40	-8.393	8.569	22.39	53.08	85.43	206.9	395.7	299.2	97.79	104.9	426.2	 1584	 2634	 1476	115.9	-1.516	-2.613	-3.087	-2.298	-2.312	-2.761	-2.878	-2.548	-2.599	-2.127	-1.668	-1.633	-2.385	-2.074	-1.482	-2.083	-1.674	-1.841	-1.750	-1.512	-1.996	-1.847	-1.565	-1.195	-1.555	-1.484	-1.559	-1.250	-0.855	-0.642	-1.205	-1.083	-1.124	-0.813	-1.432	-1.349	-0.890	-1.276	-1.364	-1.334	-1.256	-1.524	-1.398	-0.811	-1.135	-0.776	-0.533	-0.244	-0.647	-1.167	-1.468	-1.379	-1.162	-1.128	-0.294	0.603
315.0	-93.82	-53.73	-32.98	-12.16	-29.53	-9.599	-5.425	26.33	26.33	53.06	83.23	120.3	203.1	408.2	264.0	73.07	127.6	383.5	869.9	 2930	 2007	119.7	-2.071	-1.914	-2.432	-2.142	-1.924	-3.922	-2.489	-2.999	-2.456	-1.793	-2.160	-1.805	-2.097	-2.037	-1.433	-1.811	-2.300	-1.735	-2.247	-1.931	-1.461	-1.433	-1.279	-1.623	-1.150	-1.372	-1.305	-1.195	-0.816	-0.983	-1.275	-0.638	-1.169	-1.558	-1.030	-1.265	-1.291	-0.842	-1.540	-1.016	-1.281	-0.900	-1.317	-1.156	-1.217	-1.231	-0.812	-0.088	-0.615	-0.978	-1.166	-1.166	-1.262	-1.385	-1.351
320.0	-100.6	-79.39	-47.96	-16.35	-16.46	-1.894	0.047	26.95	36.45	48.04	76.73	102.2	139.5	260.1	424.6	148.1	74.19	123.4	214.3	 1219	 3285	 1419	37.42	-1.926	-1.859	-1.354	-2.241	-2.837	-2.579	-3.000	-2.566	-2.627	-2.644	-2.172	-2.599	-1.628	-1.443	-1.947	-2.517	-1.508	-1.738	-1.171	-1.985	-1.806	-1.240	-1.464	-1.372	-1.020	-1.083	-1.079	-1.016	-1.064	-1.130	-0.983	-0.876	-0.770	-1.369	-1.437	-1.208	-1.377	-1.270	-0.823	-1.258	-1.137	-1.249	-1.445	-1.235	-1.147	-1.207	-0.929	-0.784	-0.037	-0.849	-0.931	-1.512	-1.712	-1.837
325.0	-73.14	-78.10	-33.15	-2.300	-5.047	27.10	17.64	45.11	53.20	70.35	86.10	103.5	118.9	151.4	324.3	311.7	83.02	61.91	65.03	303.0	 1670	 3205	332.3	8.760	-1.808	-2.066	-2.003	-3.038	-2.308	-2.589	-2.373	-2.352	-2.341	-1.551	-1.815	-1.697	-2.240	-1.565	-2.518	-1.960	-1.164	-1.365	-1.940	-1.593	-1.524	-1.916	-0.886	-0.975	-1.478	-0.856	-0.999	-1.690	-1.230	-1.196	-1.072	-0.952	-0.960	-1.204	-1.212	-0.945	-1.377	-0.761	-1.086	-0.961	-1.089	-1.311	-1.234	-1.220	-1.462	-1.173	-1.068	-0.913	-0.263	-0.174	-1.291	-1.259	-1.519
330.0	-70.77	-53.28	-1.328	29.86	50.05	79.01	69.78	92.08	86.57	92.55	89.71	106.6	108.5	119.8	160.7	288.4	243.1	81.37	37.25	84.90	412.4	 1544	 2344	 1194	80.81	-1.471	-1.784	-2.885	-1.708	-1.585	-3.121	-2.414	-2.225	-1.759	-2.108	-1.684	-1.775	-1.695	-2.134	-1.158	-1.654	-1.775	-1.767	-1.492	-1.212	-1.392	-1.086	-1.009	-1.492	-0.867	-0.809	-1.407	-1.247	-1.192	-0.907	-0.731	-1.078	-1.316	-0.955	-0.743	-0.966	-0.950	-1.158	-1.065	-1.051	-1.222	-1.171	-1.321	-1.243	-1.095	-1.600	-0.810	-0.718	-0.593	-0.590	-1.003	-0.747
335.0	-64.05	-38.36	7.619	68.62	112.4	161.5	150.9	156.0	141.1	133.4	105.8	107.6	113.5	105.3	122.6	139.6	269.8	241.4	56.15	43.06	107.6	359.2	856.1	 2915	 1649	83.32	-0.468	-1.445	-0.811	-2.077	-2.136	-2.140	-1.368	-1.996	-2.610	-1.451	-1.635	-1.601	-2.081	-1.287	-1.251	-2.120	-1.886	-1.778	-1.393	-1.474	-1.196	-1.524	-1.694	-0.784	-1.145	-1.152	-0.932	-1.009	-0.446	-0.715	-0.714	-1.252	-0.941	-0.864	-1.181	-0.428	-1.229	-1.207	-1.156	-1.218	-0.987	-0.955	-0.781	-1.226	-1.117	-1.160	-0.884	-1.205	-0.883	-0.452	-0.625
340.0	-93.85	-42.41	57.55	101.9	192.5	216.6	215.2	216.6	185.0	174.6	150.6	116.9	117.1	114.5	110.2	97.69	162.8	300.1	135.3	39.66	47.04	96.52	211.9	 1338	 3154	 1179	31.26	-0.509	-0.679	-1.818	-2.153	-2.002	-1.272	-1.879	-1.583	-1.708	-1.484	-1.387	-1.612	-2.002	-1.807	-1.803	-1.490	-1.292	-1.347	-1.376	-1.350	-1.314	-1.038	-0.667	-1.099	-0.415	-0.907	-0.956	-0.662	-0.717	-0.605	-0.736	-0.892	-0.825	-0.814	-0.392	-1.139	-1.053	-1.138	-1.280	-1.083	-1.293	-1.026	-1.656	-0.596	-1.150	-1.022	-1.122	-1.034	-0.826	-0.201
345.0	-80.36	-37.07	47.59	156.9	248.0	283.5	305.8	289.1	219.4	187.1	152.5	121.8	104.8	114.3	103.1	95.28	102.7	216.3	267.7	80.57	36.07	43.29	63.02	334.7	 1825	 3041	265.2	8.243	-0.932	-1.644	-1.541	-1.984	-1.719	-2.578	-1.522	-1.998	-1.900	-1.375	-1.703	-1.886	-1.822	-1.423	-1.805	-1.708	-1.289	-1.585	-0.911	-1.051	-1.075	-0.193	-0.795	-0.397	-0.637	-0.609	-1.077	-0.660	-0.552	-0.740	-0.816	-0.883	-0.818	-0.789	-1.153	-0.901	-1.055	-1.164	-0.997	-0.947	-1.451	-1.411	-0.679	-1.163	-1.418	-1.118	-1.540	-1.046	-0.695
350.0	-83.83	-28.94	49.43	181.2	273.7	374.6	414.5	354.7	271.0	230.6	155.1	111.1	116.0	110.6	104.2	98.82	89.36	116.2	202.5	202.8	77.89	36.20	37.02	91.45	460.4	 1608	 2158	 1015	71.88	0.012	-1.408	-1.717	-1.664	-1.697	-1.540	-1.985	-1.971	-1.695	-1.834	-1.730	-1.797	-1.461	-1.687	-1.537	-1.437	-1.586	-0.928	-0.985	-0.943	-0.431	-0.436	-0.440	-0.538	-0.530	-0.269	-0.139	-0.156	-0.592	-0.597	-0.435	-0.762	-0.728	-0.835	-0.730	-1.191	-0.815	-1.147	-0.898	-1.044	-1.297	-1.131	-1.021	-1.317	-1.133	-1.423	-1.198	-1.418
355.0	-70.82	-15.39	94.30	240.1	331.4	444.7	480.2	389.3	320.0	242.8	177.2	112.1	105.4	112.1	102.3	104.1	97.85	93.92	108.4	199.0	193.4	64.72	37.89	45.65	121.1	373.6	901.5	 2800	 1500	71.88	0.182	-0.807	-1.622	-1.508	-1.407	-1.807	-1.827	-1.293	-1.777	-2.331	-1.852	-1.750	-1.279	-1.474	-1.612	-1.313	-1.320	-1.285	-0.886	-0.604	-0.293	-0.248	-0.395	-0.434	0.086	-0.298	-0.120	0.057	-0.425	-0.847	-0.662	-0.586	-0.598	-0.706	-1.245	-0.788	-1.059	-1.207	-1.336	-1.440	-1.099	-1.012	-1.204	-1.787	-1.158	-1.166	-1.484
360.0	-38.30	0.252	97.97	249.1	363.7	439.9	484.8	402.9	352.8	273.9	178.0	120.2	100.5	113.8	102.3	103.7	93.67	91.49	92.12	126.7	218.4	148.7	51.52	38.66	50.71	100.3	222.2	 1419	 3112	 1044	22.96	0.235	-0.836	-2.547	-1.708	-1.722	-1.628	-1.678	-2.043	-1.686	-1.850	-1.757	-0.971	-1.924	-1.396	-1.645	-1.151	-0.861	-0.607	-0.456	-0.408	-0.510	-0.604	-0.454	0.081	-0.250	0.186	-0.050	-0.697	-0.725	-0.901	-0.826	-1.118	-1.135	-1.272	-1.316	-1.139	-1.238	-1.123	-1.396	-1.142	-1.197	-1.413	-1.048	-1.462	-1.754	-1.066
365.0	-35.16	-2.344	58.87	235.1	362.2	466.5	487.1	406.7	348.9	267.5	190.0	116.9	100.9	99.50	108.0	101.5	91.60	94.84	88.93	98.74	156.9	218.3	96.84	45.25	39.39	43.15	64.66	362.1	 1907	 3006	228.9	6.078	-0.575	-1.431	-1.576	-1.596	-1.834	-1.504	-1.222	-0.869	-1.484	-1.086	-1.757	-2.042	-1.246	-1.474	-1.164	-0.720	-0.610	-0.445	-0.264	-0.515	-0.260	-0.113	0.294	-0.098	0.059	0.395	-0.441	-0.844	-0.634	-0.583	-0.971	-0.552	-1.373	-1.078	-0.679	-1.084	-1.011	-1.143	-1.443	-1.120	-1.187	-0.785	-1.301	-1.337	-0.781
370.0	-45.79	-8.676	78.75	237.7	351.7	439.9	464.5	434.4	338.1	273.2	178.9	119.2	107.4	102.3	108.3	101.0	104.6	100.8	100.2	91.88	105.0	167.4	185.9	92.03	45.39	39.35	35.91	96.42	485.0	 1682	 2117	896.5	58.41	0.210	-0.693	-1.150	-1.540	-1.313	-1.384	-1.064	-1.578	-1.621	-1.888	-1.734	-1.506	-1.442	-0.926	-1.153	-0.630	-0.628	-0.572	-0.607	-0.316	-0.065	-0.180	-0.360	-0.202	-0.120	-0.354	-0.544	-0.326	-0.919	-0.884	-0.653	-1.105	-1.075	-0.979	-1.194	-1.321	-0.885	-1.346	-1.069	-1.298	-0.687	-1.038	-1.100	-1.088
