Sample:	'1
File name:	Default_20230713_103215.FD3
Run date:	'10:25:54, 07/13/2023
Operator:	user
Comment:	'

Instrument
Model:	F-2700 FL Spectrophotometer
Serial number:	2190-003
ROM Version:	4J14000 07

Instrument parameters
Measurement type:	3-D scan
Data mode:	Fluorescence
EX  Start WL:	220.0 nm
EX  End WL:	600.0 nm
EX Sampling interval:	5.0 nm
EM  Start WL:	230.0 nm
EM  End WL:	650.0 nm
EM Sampling interval:	5.0 nm
Scan speed:	12000 nm/min
EX Slit:	5.0 nm
EM Slit:	5.0 nm
PMT Voltage:	700 V
Response:	Auto 
Corrected spectra:	Off
Contour interval:	50.000

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	ApexEX/EM(nm)	Height(Data)
61	360.0/410.0	176.3
62	360.0/615.0	-0.041
63	365.0/415.0	161.8
64	365.0/600.0	0.262
65	365.0/635.0	-0.216
66	370.0/285.0	-0.643
67	370.0/425.0	153.3
68	375.0/240.0	-0.750
69	375.0/430.0	127.9
70	380.0/435.0	119.0
71	385.0/295.0	-0.278
72	385.0/315.0	-0.231
73	385.0/355.0	0.098
74	385.0/440.0	105.8
75	390.0/360.0	0.348
76	390.0/450.0	87.17
77	395.0/350.0	-0.009
78	395.0/455.0	76.41
79	400.0/285.0	-0.196
80	400.0/340.0	-0.210
81	400.0/460.0	66.06
82	405.0/470.0	51.33
83	410.0/475.0	45.54
84	415.0/285.0	-0.236
85	415.0/485.0	38.90
86	420.0/490.0	33.75
87	425.0/260.0	-0.321
88	425.0/495.0	28.62
89	425.0/595.0	0.538
90	430.0/505.0	24.69
91	435.0/510.0	19.26
92	440.0/325.0	1.110
93	440.0/515.0	16.77
94	445.0/345.0	2.093
95	445.0/525.0	13.39
96	450.0/285.0	0.326
97	450.0/530.0	12.53
98	455.0/535.0	10.64
99	460.0/545.0	8.394
100	480.0/575.0	2.095
101	485.0/580.0	1.832
102	500.0/600.0	0.443
103	505.0/275.0	0.596
104	510.0/280.0	0.943
105	510.0/615.0	0.076
106	515.0/285.0	0.867
107	525.0/290.0	1.183
108	535.0/295.0	1.674
109	535.0/340.0	5.936
110	545.0/300.0	2.280
111	545.0/335.0	5.722
112	545.0/440.0	0.685
113	550.0/245.0	-0.098
114	550.0/375.0	3.199

Data points
	220.0	225.0	230.0	235.0	240.0	245.0	250.0	255.0	260.0	265.0	270.0	275.0	280.0	285.0	290.0	295.0	300.0	305.0	310.0	315.0	320.0	325.0	330.0	335.0	340.0	345.0	350.0	355.0	360.0	365.0	370.0	375.0	380.0	385.0	390.0	395.0	400.0	405.0	410.0	415.0	420.0	425.0	430.0	435.0	440.0	445.0	450.0	455.0	460.0	465.0	470.0	475.0	480.0	485.0	490.0	495.0	500.0	505.0	510.0	515.0	520.0	525.0	530.0	535.0	540.0	545.0	550.0	555.0	560.0	565.0	570.0	575.0	580.0	585.0	590.0	595.0	600.0
230.0	-37.93	81.57	 1606	 1703	121.7	-14.41	-18.04	-13.13	-11.06	-8.206	-8.661	-7.036	-8.563	-6.471	-4.192	-2.793	-4.314	-2.996	-4.288	-3.837	-3.003	-2.053	-3.102	-1.653	-1.727	-1.697	-1.399	-1.795	-1.348	-0.784	-1.875	-1.564	-1.118	-1.078	-1.500	-1.464	-1.265	-1.173	-1.408	-1.058	-0.966	-1.095	-1.185	-1.240	-0.950	-1.071	-0.845	-0.095	1.626	1.836	0.308	-0.438	-0.622	-1.017	-0.828	-0.812	-0.912	-0.983	-1.071	-0.827	-1.010	-1.081	-1.022	-1.015	-1.214	-0.851	-1.207	-0.895	-0.848	-1.021	-1.260	-0.993	-1.036	-1.180	-1.074	-1.229	-1.488
235.0	-18.81	-1.951	476.9	 2245	 1938	183.1	-6.598	-16.39	-17.44	-13.65	-5.266	-8.750	-9.341	-4.732	-3.180	-2.375	-6.412	-3.720	-1.271	-1.665	-2.880	-2.208	-2.800	-3.104	-1.488	-0.427	-1.895	-2.234	-1.655	-1.217	-0.942	-1.299	-0.624	-1.799	-0.974	-1.456	-1.457	-1.261	-1.452	-1.510	-0.946	-1.139	-1.175	-1.557	-0.572	-1.188	-0.732	-0.911	0.206	1.156	2.213	2.301	0.527	-0.634	-0.596	-0.988	-0.904	-1.275	-1.251	-0.799	-0.852	-0.965	-1.092	-1.417	-1.708	-1.096	-1.611	-1.388	-1.157	-1.681	-1.108	-1.204	-0.864	-1.035	-1.318	-0.825	-1.968
240.0	-30.25	-6.381	86.24	976.0	 3240	 1801	96.26	-8.390	-10.24	-2.236	-9.822	-7.020	-7.199	-6.023	-4.407	-1.710	-4.495	-2.415	-2.909	-2.506	-1.951	-4.416	-3.525	-2.674	-2.648	-1.407	-2.220	-2.747	-2.257	-2.087	-1.855	-0.750	-0.892	-1.241	-1.030	-0.992	-1.778	-1.541	-1.287	-1.586	-0.659	-1.213	-1.175	-1.164	-0.953	-1.285	-0.526	-0.487	-0.438	-0.289	0.833	3.605	5.425	3.824	0.584	-0.915	-1.038	-1.449	-1.370	-1.235	-1.422	-1.111	-1.347	-1.059	-0.915	-0.886	-1.065	-1.175	-0.666	-1.471	-1.220	-0.822	-1.623	-0.926	-1.560	-0.693	-1.655
245.0	-35.88	3.038	-4.366	213.3	 1711	 3997	 1460	35.06	-7.581	-5.679	-9.277	-8.442	-8.190	-4.591	-4.274	-2.623	-4.038	-2.959	-3.125	-0.473	-2.387	-3.842	-3.634	-2.467	-2.846	-1.320	-2.062	-2.710	-0.646	-1.959	-1.857	-1.836	-1.502	-1.026	-1.053	-1.123	-1.540	-1.121	-1.033	-0.895	-1.065	-1.043	-1.246	-0.972	-0.671	-1.239	-0.225	-0.406	-0.577	-0.891	-0.305	0.688	3.739	6.266	5.783	2.405	-0.783	-1.281	-1.542	-1.246	-1.117	-1.294	-1.249	-1.180	-1.318	-0.729	-0.098	-1.316	-0.570	-1.102	-0.724	-1.141	-1.007	-1.146	-1.199	-1.426	-1.384
250.0	-55.76	-22.70	20.37	62.31	402.8	 1960	 3946	 2801	325.6	-1.613	-8.249	-7.508	-5.194	-3.427	-3.214	-3.796	-2.410	-2.235	-2.156	-2.237	-3.060	-2.643	-1.265	-1.556	-1.984	-2.209	-2.003	-1.586	-1.668	-2.239	-1.651	-1.793	-1.642	-1.237	-1.489	-1.424	-1.130	-1.379	-0.611	-0.844	-0.911	-1.152	-1.087	-0.807	-0.848	-1.342	-0.480	-0.636	-0.498	-0.592	-0.645	-0.745	0.038	1.359	3.056	4.707	6.554	3.999	1.361	-0.403	-1.030	-0.846	-0.837	-0.973	-0.721	-0.755	-0.795	-1.121	-0.669	-1.185	-0.940	-1.077	-1.002	-1.443	-1.297	-1.140	-1.415
255.0	-31.46	-30.53	13.87	54.39	157.3	438.5	 1393	 5638	 4277	329.6	-6.192	-5.379	-4.150	-3.379	-4.029	-5.993	-3.873	-2.143	-1.638	-3.176	-2.304	-2.440	-2.455	-1.456	-2.494	-1.911	-0.595	-1.887	-1.523	-2.397	-1.094	-1.400	-1.404	-1.542	-1.765	-0.872	-1.160	-1.514	-1.265	-0.852	-0.973	-0.966	-1.286	-0.934	-1.152	-0.692	-0.634	-0.822	-0.243	-0.925	-0.434	-0.836	-0.381	-0.245	0.148	0.277	1.800	4.245	8.067	6.791	2.351	-0.356	-0.431	-1.232	-0.745	-0.891	-1.183	-1.136	-1.266	-1.273	-0.909	-1.262	-0.985	-0.653	-1.170	-1.360	-1.539
260.0	-36.97	-66.45	-5.918	22.42	139.6	132.5	313.4	 2512	 6712	 1571	117.0	-3.574	-1.549	-3.167	-5.845	-3.636	-2.921	-4.474	-2.469	-4.035	-2.243	-2.124	-0.446	-2.171	-1.974	-2.008	-0.753	-2.844	-2.067	-2.470	-1.937	-1.373	-1.598	-1.348	-1.289	-2.109	-0.983	-1.527	-1.405	-1.151	-1.118	-0.321	-1.393	-0.717	-0.976	-0.816	-1.029	-1.007	-0.745	-1.052	-0.976	-0.546	-0.621	-0.373	-0.551	-0.526	-0.438	0.579	2.696	7.100	9.686	5.628	1.172	-1.279	-0.787	-1.061	-1.020	-0.782	-1.386	-1.107	-1.134	-1.106	-1.550	-0.748	-1.525	-0.994	-1.145
265.0	-47.58	-39.14	-6.883	-6.855	73.69	172.7	101.5	610.1	 3460	 6199	 1203	27.55	-2.118	0.146	-4.623	-4.160	-1.451	-2.901	-3.243	-4.220	-1.611	-2.917	-1.791	-2.725	-3.135	-1.966	-1.246	-2.479	-1.525	-1.476	-2.691	-0.917	-1.055	-1.149	-0.947	-1.800	-1.095	-1.672	-0.605	-1.133	-1.372	-0.912	-0.995	-0.454	-0.960	-0.440	-0.850	-0.966	-0.912	-0.773	-1.147	-1.092	-0.441	-0.320	-0.962	-0.538	-0.907	-0.365	0.218	1.104	5.552	9.987	9.586	3.019	-0.660	-1.120	-1.112	-1.122	-1.332	-1.289	-1.244	-1.231	-1.005	-0.758	-1.234	-1.198	-1.170
270.0	-18.18	-27.38	-23.76	-20.64	19.19	118.2	191.2	182.8	834.6	 2833	 4401	 2614	242.3	0.379	-3.472	-2.635	0.696	-2.844	-4.280	-2.375	-2.853	-2.291	-1.364	-3.163	-1.999	-1.555	-1.434	-1.597	-1.468	-1.552	-1.583	-1.188	-1.582	-1.982	-1.409	-1.213	-0.666	-0.820	-1.103	-0.891	-1.421	-1.022	-0.977	-0.570	-0.891	-0.743	-0.471	-0.998	-0.600	-0.695	-0.957	-0.766	-0.863	-0.625	-0.275	-0.064	-0.358	-0.471	-0.676	-0.519	0.671	1.888	4.903	7.300	10.07	6.874	2.814	-0.708	-1.018	-1.207	-1.434	-1.408	-1.127	-1.039	-0.991	-1.056	-1.019
275.0	-31.68	-8.281	-46.73	-9.392	-5.270	23.28	140.6	282.9	246.1	678.1	 1464	 4673	 3564	225.2	0.576	-3.397	0.937	-2.737	-2.220	-1.549	-2.145	-2.534	-2.125	-1.891	-1.345	-2.148	-0.917	-2.669	-2.218	-2.195	-1.982	-1.014	-1.154	-1.099	-1.633	-1.020	-1.568	-0.966	-1.418	-0.914	-1.363	-1.565	-0.477	-0.555	-1.381	-0.817	-0.490	-0.231	-0.966	-0.895	-0.727	-1.039	-0.302	-0.978	-0.816	-0.313	-0.081	0.596	0.163	-0.987	-0.314	-0.344	0.507	0.771	2.869	6.990	13.07	11.40	3.584	-0.056	-1.445	-1.722	-1.107	-0.890	-0.792	-1.465	-1.620
280.0	-45.14	-22.50	3.253	-11.09	-6.810	1.149	54.12	294.2	289.4	221.3	415.6	 1913	 5406	930.9	79.20	-1.855	0.427	-1.665	-0.578	-2.234	-2.534	-1.962	-1.712	-1.354	-1.336	-1.236	-0.299	-2.218	-1.631	-1.403	-1.260	-1.106	-1.392	-1.440	-1.018	-0.583	-0.905	-1.581	-0.704	-0.823	-1.006	-0.903	-1.216	-0.770	-1.407	-1.102	-0.429	-0.100	-1.204	-0.752	-0.721	-1.036	-0.274	-0.848	-0.972	-0.538	-0.373	-0.514	0.943	0.250	-0.055	-0.828	-0.403	-0.087	0.145	0.822	4.899	11.45	15.40	9.776	0.729	-1.140	-1.746	-1.045	-0.392	-1.328	-1.359
285.0	-24.35	9.331	43.24	2.398	6.429	20.05	42.45	163.2	449.3	263.4	223.5	600.2	 2614	 5171	687.2	28.25	-1.278	1.933	-1.957	-2.209	-3.279	-2.161	-3.033	-1.611	-2.268	-1.698	-1.300	-1.873	-2.419	-1.895	-0.643	-0.870	-1.963	-1.474	-1.405	-0.892	-0.196	-1.444	-1.062	-0.236	-0.759	-1.176	-1.157	-0.742	-1.269	-1.698	0.326	-0.225	-0.550	-0.280	-0.956	-1.377	-0.761	-0.976	-0.966	-0.931	-0.573	-0.900	-0.113	0.867	0.745	0.156	-0.604	-0.543	-0.785	0.067	0.193	2.676	8.227	14.79	12.72	4.318	-0.690	-1.090	-0.763	-1.283	-1.042
290.0	-21.77	52.81	59.42	44.16	35.99	52.60	56.38	109.2	309.2	540.2	441.3	417.3	835.1	 2467	 3840	 2250	156.9	1.517	-1.504	-1.948	-2.127	-2.259	-0.870	-1.274	-1.734	-1.285	-1.218	-2.156	-1.228	-2.089	-1.223	-1.129	-1.277	-0.932	-1.802	-0.858	-0.692	-1.552	-1.463	-0.928	-1.205	-1.487	-1.551	-1.108	-0.700	-1.092	-0.395	-0.834	-0.329	-0.551	-0.736	-0.657	-0.919	-0.392	-0.932	-0.712	-0.660	-0.838	-0.798	0.108	0.629	1.183	0.495	0.437	-0.367	-0.055	-0.420	0.700	1.544	4.195	6.864	10.36	11.35	8.435	2.430	-0.319	-1.025
295.0	11.93	36.83	84.68	90.89	102.6	65.16	81.67	135.6	250.6	464.4	861.7	603.7	544.0	773.4	 1291	 4362	 3046	157.6	1.171	1.852	-1.228	-2.891	-1.134	-2.354	-2.524	-1.868	-2.145	-2.821	-1.249	-2.197	-2.136	-0.743	-1.093	-0.278	-1.576	-0.994	-0.430	-0.584	-0.899	-0.928	-1.297	-0.880	-0.596	-1.245	-0.651	-0.565	-0.658	-0.587	-0.126	-0.370	-0.141	-0.529	-0.511	-0.552	-0.904	-0.808	-0.660	-1.014	-0.620	-0.405	0.309	0.001	0.436	1.674	1.448	0.662	-0.488	-0.236	0.130	0.337	1.266	1.356	2.952	9.123	15.83	11.77	3.707
300.0	-1.112	69.01	119.2	104.7	118.9	127.5	118.5	194.5	306.4	456.5	866.1	 1044	613.3	461.0	419.4	 1760	 4944	 1989	65.96	3.071	0.268	-0.243	-1.182	-1.552	-1.413	-1.888	-1.046	-1.901	-0.883	-1.604	-1.732	-0.473	-1.365	-1.236	-1.281	-1.205	-0.857	-1.007	-1.051	-1.312	-0.793	-1.315	-0.697	-0.848	-1.027	-0.528	-0.745	-0.370	-0.610	-0.360	-0.219	-0.218	-0.524	-0.204	-0.740	-0.706	-0.858	-0.431	-0.465	-0.820	0.309	0.299	0.277	1.211	1.788	2.280	0.827	0.780	-0.479	0.362	-0.114	-0.521	0.185	1.753	6.052	13.91	18.83
305.0	4.155	71.98	131.1	151.6	139.0	144.6	158.7	242.2	402.6	528.8	793.6	 1243	959.0	498.2	274.6	491.8	 2393	 4560	432.2	26.02	2.488	0.916	-0.748	-0.676	0.441	-2.117	-0.972	-2.695	-1.502	-1.899	-1.547	-0.998	-1.020	-1.298	-1.087	-1.611	-0.988	-1.349	-1.412	-0.991	-1.152	-1.286	-0.575	-0.917	-1.046	-0.563	-0.224	-0.264	-0.272	0.171	-0.607	-0.481	-0.383	-0.644	-0.549	-0.819	-0.502	-0.467	-0.079	0.476	0.166	0.306	0.046	0.673	1.361	1.245	2.332	0.664	-0.154	0.051	0.251	-0.626	-0.549	-0.509	0.502	4.528	11.44
310.0	50.80	130.2	186.9	169.2	190.0	195.0	243.7	344.3	545.9	683.3	931.8	 1185	 1322	848.8	375.5	233.0	624.5	 2066	 3220	 1641	115.2	1.885	0.007	0.079	-0.848	-2.141	-0.417	-1.423	-2.047	-1.025	-0.965	-1.313	-0.595	-1.581	-0.817	-1.007	-1.367	-1.301	-1.199	-0.595	-0.656	-1.064	-1.079	-0.908	-1.012	-0.400	-0.151	-0.392	-0.517	-0.159	-0.359	-0.461	0.089	-0.354	-0.308	-0.189	-0.105	0.258	0.393	0.756	0.405	1.163	1.031	1.072	1.326	1.329	2.206	2.234	1.856	1.738	0.721	-0.109	-0.229	-0.707	-0.368	0.047	1.784
315.0	145.9	277.0	309.6	262.8	269.4	277.3	337.2	536.2	833.8	 1053	 1420	 1521	 1510	 1451	769.4	320.7	268.6	540.9	 1124	 4519	 2319	141.2	1.011	1.037	-0.394	-1.222	-2.155	-1.056	-1.480	-1.840	-0.653	-1.944	-1.398	-0.231	-1.282	-1.322	-0.701	-0.881	-1.085	-0.696	-0.926	-0.901	-0.502	-1.172	-0.479	0.032	-0.032	0.190	-0.044	-0.404	-0.348	-0.138	-0.231	0.068	0.114	0.156	-0.039	0.417	1.484	1.010	1.790	1.827	1.753	2.274	2.443	2.419	2.937	2.360	2.784	3.347	2.406	1.547	0.974	0.021	-0.325	-0.892	-0.385
320.0	227.3	525.1	470.5	303.4	312.5	353.9	428.4	746.6	 1120	 1433	 1851	 2005	 1896	 1687	 1324	588.3	286.9	272.7	364.5	 1942	 4284	 1715	56.49	1.663	0.217	0.047	-1.178	-0.928	-1.585	-2.090	-1.533	-1.814	-0.937	-1.417	-1.328	-1.205	-1.078	-0.338	-1.062	-0.527	-0.663	-0.747	-0.270	-0.955	-0.314	0.726	0.293	1.154	0.158	-0.141	0.220	-0.318	0.418	0.023	0.085	0.356	0.354	0.597	1.420	1.532	2.475	2.150	3.018	3.299	3.067	3.196	3.867	3.439	3.462	3.571	3.897	3.491	2.544	1.464	0.789	-0.613	-0.297
325.0	328.5	665.6	506.8	350.6	403.3	420.8	535.8	844.1	 1315	 1634	 2116	 2315	 2143	 1773	 1426	840.0	354.4	231.1	204.4	552.9	 2241	 4062	312.0	20.27	0.973	0.910	-0.660	-1.853	-1.164	-2.366	-0.365	-0.290	-1.991	-0.823	-1.678	-0.678	-0.612	-0.513	-1.065	-0.877	-1.085	-1.081	-0.314	0.188	1.110	0.495	1.105	1.062	0.765	0.354	0.238	0.099	0.322	0.157	-0.006	0.237	0.872	1.182	2.020	2.496	2.845	2.451	3.167	4.147	3.604	3.782	3.355	4.572	3.945	4.011	3.370	2.827	3.182	2.563	0.600	-0.393	-0.191
330.0	420.1	706.1	619.0	447.9	502.3	501.8	672.6	 1012	 1510	 1822	 2361	 2489	 2351	 1902	 1319	900.4	572.2	275.3	193.0	245.0	640.5	 1941	 2874	 1227	97.13	2.317	-0.876	-0.572	-0.861	-0.744	-0.754	-0.175	-1.807	-0.664	-1.118	-0.864	-1.366	-1.058	-0.581	-0.577	-1.166	-1.276	0.032	0.206	0.757	0.711	0.820	0.625	0.755	0.018	0.421	0.263	-0.150	0.262	0.492	0.463	1.223	1.514	1.875	2.748	3.107	3.463	4.308	4.207	4.105	4.801	4.330	4.790	4.486	4.112	3.639	2.742	2.243	1.680	1.086	0.936	0.095
335.0	461.9	834.3	748.5	586.1	611.4	662.3	781.9	 1149	 1766	 2017	 2590	 2722	 2490	 2060	 1371	793.7	671.1	493.0	256.8	217.5	287.5	525.3	 1019	 4149	 1862	117.9	0.221	0.489	-1.198	-1.742	-1.656	-1.329	-1.753	-0.523	-0.168	-1.826	-0.498	-0.878	-0.386	-0.327	-0.895	-1.553	-0.084	0.395	0.984	1.629	1.201	1.317	0.430	0.511	0.521	0.076	0.525	0.425	1.232	1.293	2.204	2.170	2.708	2.614	3.255	3.989	4.687	4.438	5.022	5.722	5.046	5.712	4.575	4.608	4.038	2.690	2.441	0.936	0.870	1.071	1.441
340.0	408.9	798.3	737.5	618.2	732.8	763.1	876.4	 1261	 1794	 2101	 2610	 2721	 2514	 2056	 1353	741.9	541.8	602.1	369.6	239.8	236.9	236.1	308.0	 1932	 3829	 1416	57.26	1.800	-0.105	-1.543	-0.753	-1.209	-1.356	-1.123	-0.961	-1.285	-0.210	-0.746	-1.230	-0.467	-0.666	-0.789	-0.080	1.153	0.301	1.824	1.746	0.786	1.050	0.515	0.725	0.519	1.203	0.910	1.255	1.277	1.888	1.967	2.237	3.021	3.245	3.552	4.415	5.936	5.848	5.707	5.404	5.903	4.592	4.406	3.334	2.970	2.390	1.831	0.398	0.434	0.602
345.0	376.7	716.1	764.0	712.2	795.7	866.7	906.7	 1288	 1740	 2038	 2528	 2610	 2395	 1976	 1299	722.2	449.0	510.4	502.8	303.1	241.5	206.1	173.0	542.6	 2056	 3497	973.5	20.88	0.291	-1.364	-0.022	-2.088	-1.417	-1.759	-1.145	-0.956	-1.336	-0.740	-0.959	-0.591	-1.046	-0.726	-0.107	0.430	0.847	2.093	1.288	0.141	0.618	0.220	0.664	0.705	1.354	1.282	1.710	2.512	1.831	2.469	1.728	3.006	3.492	3.889	4.086	5.270	5.389	4.761	5.038	4.982	4.310	4.452	4.471	2.782	1.928	1.430	-0.001	-0.106	0.190
350.0	384.1	738.2	786.6	741.7	894.6	893.6	 1008	 1276	 1697	 1971	 2388	 2445	 2273	 1860	 1209	666.0	431.7	398.1	493.8	469.5	331.3	240.7	198.1	230.0	569.4	 1721	 2743	 1013	83.09	1.172	0.647	-1.303	-0.606	-0.967	-0.793	-0.009	-1.451	-0.681	-0.533	-0.463	-1.071	-0.512	-0.421	0.087	0.470	1.117	1.348	0.743	0.947	0.742	0.641	1.028	1.045	1.650	1.088	1.926	2.375	2.350	2.723	2.882	3.492	3.974	4.240	4.524	4.750	4.733	4.419	4.618	4.157	4.163	3.470	2.581	1.778	0.678	0.377	0.130	0.303
355.0	354.5	614.1	745.1	837.7	941.1	933.0	 1046	 1267	 1669	 1794	 2160	 2178	 2034	 1671	 1085	631.4	427.6	383.3	406.2	488.0	485.6	314.2	241.8	201.2	240.5	447.6	983.0	 3173	 1579	104.5	1.834	0.551	-1.124	0.098	-0.564	-0.294	-1.081	-0.415	-0.636	-0.604	-0.886	-0.424	-0.705	-0.041	0.608	0.688	0.694	1.161	0.611	0.551	0.404	1.314	1.688	1.245	1.600	1.363	2.072	2.832	2.575	2.898	3.506	3.570	4.124	4.469	4.176	4.545	4.136	4.222	4.149	3.611	2.770	1.817	1.228	0.456	0.069	-0.223	0.381
360.0	335.2	601.5	811.3	868.4	977.0	988.6	 1048	 1243	 1609	 1756	 2018	 2010	 1903	 1533	996.0	602.4	429.1	381.0	388.4	423.7	550.1	425.9	286.7	222.5	187.7	178.1	265.9	 1449	 3136	 1279	54.61	1.166	-0.724	-0.379	0.348	-0.786	-0.859	-0.827	-1.092	-0.597	-0.810	-1.317	-0.785	-0.442	0.317	0.616	0.747	0.895	0.843	0.846	0.833	1.072	1.672	0.890	1.491	1.699	1.974	2.838	2.608	2.398	2.850	3.068	3.656	3.687	3.757	4.445	3.291	3.805	3.325	2.942	2.161	1.439	1.041	0.324	0.372	-0.034	0.693
365.0	354.8	514.7	751.0	819.3	919.5	 1012	 1008	 1186	 1479	 1626	 1828	 1876	 1752	 1418	926.6	575.0	430.5	402.2	402.0	414.8	494.8	532.6	354.6	246.2	191.8	130.6	105.0	373.7	 1688	 3120	925.1	16.69	1.086	-0.981	-1.096	-1.054	-0.172	-1.142	-1.071	-0.378	-0.424	-0.400	-0.232	-0.470	0.202	0.380	0.228	1.030	0.640	0.692	0.936	1.074	1.512	1.182	1.902	1.767	1.191	2.600	2.498	2.260	2.943	2.505	3.995	3.724	3.826	3.479	2.549	2.873	2.862	2.949	2.500	1.469	1.260	0.132	0.314	0.004	0.174
370.0	275.0	528.8	691.5	787.0	906.1	941.6	948.2	 1089	 1349	 1477	 1627	 1655	 1520	 1260	875.5	556.1	435.2	420.7	422.7	431.0	451.0	489.0	467.3	317.3	212.1	136.7	86.36	115.8	427.2	 1497	 2675	884.8	76.14	0.863	-0.145	-0.242	-0.623	-0.673	-0.259	-0.645	-0.284	-0.143	-0.566	-0.739	-0.416	0.514	0.867	0.558	0.634	1.038	0.708	1.250	1.744	1.123	2.039	1.609	1.382	1.981	2.258	2.381	2.576	2.261	2.571	2.825	3.357	2.555	1.933	2.385	2.585	2.223	1.891	1.897	1.135	0.361	-0.134	-0.245	0.290
375.0	259.7	445.6	658.1	739.0	907.0	893.1	869.9	 1020	 1187	 1306	 1438	 1400	 1317	 1106	789.9	536.9	434.5	430.4	445.7	446.1	430.8	419.4	434.9	423.5	272.5	152.0	94.21	70.93	120.9	353.7	937.9	 2888	 1394	87.97	1.402	-0.109	-0.437	-0.100	-0.717	-1.350	-0.282	-0.822	-0.161	-0.506	-0.001	0.584	-0.013	0.922	0.920	1.105	0.772	1.159	1.530	0.878	0.979	1.215	1.507	1.637	2.371	1.383	1.507	1.575	2.161	2.234	2.831	2.316	3.199	2.076	2.144	1.783	1.907	1.411	0.594	0.448	-0.130	0.367	-0.196
380.0	289.4	385.9	582.7	738.9	819.2	872.1	853.8	930.1	 1052	 1177	 1289	 1277	 1188	971.2	739.2	511.0	438.3	440.9	450.4	445.5	438.4	403.2	380.4	433.3	335.4	175.9	100.4	68.40	61.21	103.9	228.7	 1297	 3119	 1088	42.71	1.182	-0.149	-0.228	-0.758	-1.015	-0.459	-0.208	-0.360	-0.786	0.154	0.231	0.675	-0.029	0.879	1.276	0.955	1.480	1.156	1.668	1.338	1.053	1.669	1.321	1.785	1.684	1.378	1.796	1.810	2.008	2.360	2.263	2.191	2.027	1.798	1.794	1.200	0.596	1.066	0.434	-0.082	0.219	-0.160
385.0	183.5	389.1	532.6	720.6	760.8	786.3	792.3	848.4	973.0	 1051	 1187	 1157	 1071	911.0	677.4	505.1	442.4	447.2	460.2	457.5	430.9	401.2	357.4	361.1	384.6	230.1	112.9	71.10	52.01	48.42	71.64	325.4	 1677	 2931	717.2	10.25	-0.422	0.110	-0.286	-1.039	-0.458	-0.113	-0.457	-0.973	-0.202	0.026	0.313	0.364	0.789	0.776	0.675	0.583	0.844	1.893	1.018	1.049	1.466	1.300	1.683	1.395	1.204	1.320	1.682	1.398	1.261	1.890	2.031	1.906	2.168	1.497	0.932	0.865	0.632	0.365	0.133	0.087	-0.233
